year,fips,dem,rep,total_votes,pop,mex,hisp,source,nhwhite,vap,cvap,hisp_vap,hisp_cvap,med_income,state,dem2p,mex_share,hisp_share,turnout_cvap,votes_per_pop,nhwhite_share,mex_share_of_hisp
2024,13027,2629,4560,7210,16285,355,1048,acs5_2023,8827,12833,12706,694,634,47656,13,0.365698,0.0217992,0.0643537,0.567448,0.442739,0.542033,0.33874
2000,13029,2172,4835,7059,23417,138,465,dec2000,,,,,,,13,0.309976,0.00589315,0.0198574,,0.301448,,0.296774
2004,13029,2590,7363,9983,26143.4,268.8,813.4,interp dec2000/dec2010,,,,,,,13,0.260223,0.0102818,0.031113,,0.381855,,0.330465
2008,13029,3636,9112,12845,30109,370,971,acs5_2009,23587,21094,20733,,,63858,13,0.285221,0.0122887,0.0322495,0.619544,0.426617,0.783387,0.38105
2012,13029,3707,9560,13453,32185,397,1831,acs5_2014,24267,22818,22479,1084,1013,65123,13,0.279415,0.0123349,0.0568899,0.59847,0.41799,0.753985,0.216821
2016,13029,4014,10529,15173,35885,947,2454,acs5_2018,26467,25363,24669,1552,1212,71322,13,0.276009,0.0263899,0.0683851,0.615063,0.422823,0.737551,0.385901
2020,13029,6738,14240,21335,44995,947,3669,acs5_2022,31644,31835,31115,2414,2155,90627,13,0.321194,0.0210468,0.0815424,0.685682,0.474164,0.703278,0.258108
2024,13029,7779,16738,24651,46681,846,3672,acs5_2023,32819,33025,32358,2408,2249,94234,13,0.31729,0.018123,0.0786616,0.761821,0.528074,0.703048,0.230392
2000,13031,5561,8990,14782,55983,616,1052,dec2000,,,,,,,13,0.382173,0.0110033,0.0187914,,0.264044,,0.585551
2004,13031,6840,12252,19171,61676.6,993.2,1606.8,interp dec2000/dec2010,,,,,,,13,0.358265,0.0161034,0.026052,,0.310831,,0.618123
2008,13031,9586,14174,23920,66366,1184,1768,acs5_2009,43847,52401,51254,,,34723,13,0.403451,0.0178405,0.0266401,0.466695,0.360426,0.660685,0.669683
2012,13031,9593,14174,24085,71940,1431,2579,acs5_2014,46210,57294,55226,1780,889,35642,13,0.403627,0.0198916,0.0358493,0.436117,0.334793,0.642341,0.554866
2016,13031,9261,15097,25316,74782,1357,2894,acs5_2018,47666,59790,58408,1887,1351,41789,13,0.380204,0.0181461,0.0386992,0.433434,0.338531,0.637399,0.468901
2020,13031,11248,18387,30090,79829,1538,3550,acs5_2022,49978,63912,62383,2392,1658,53675,13,0.379551,0.0192662,0.0444701,0.482343,0.376931,0.626063,0.433239
2024,13031,11514,20985,32657,81372,1814,4105,acs5_2023,50269,64967,63345,2776,1837,56832,13,0.354288,0.0222927,0.0504473,0.515542,0.40133,0.617768,0.4419
2000,13033,3720,3381,7135,22243,148,316,dec2000,,,,,,,13,0.52387,0.00665378,0.0142067,,0.320775,,0.468354
2004,13033,4213,4232,8479,22672.2,244.4,436.4,interp dec2000/dec2010,,,,,,,13,0.498875,0.0107797,0.0192482,,0.373982,,0.560037
2008,13033,5233,4344,9626,22807,373,422,acs5_2009,10679,16029,15822,,,31482,13,0.546413,0.0163546,0.0185031,0.608393,0.422063,0.468233,0.883886
2012,13033,5405,4301,9779,23136,421,659,acs5_2014,10821,16864,16667,426,265,33299,13,0.556872,0.0181967,0.0284837,0.586728,0.422675,0.467713,0.638847
2016,13033,4731,4491,9351,22550,544,703,acs5_2018,10618,16659,16389,475,232,42773,13,0.513012,0.0241242,0.0311752,0.570566,0.414678,0.470865,0.773826
2020,13033,5208,5400,10683,24337,595,863,acs5_2022,11627,18246,17952,568,339,50321,13,0.49095,0.0244484,0.0354604,0.595087,0.438961,0.47775,0.689455
2024,13033,4994,6027,11070,24427,566,841,acs5_2023,11716,18360,18110,554,357,50739,13,0.453135,0.0231711,0.0344291,0.611264,0.453187,0.479633,0.673008
2000,13035,2281,3198,5635,19522,110,277,dec2000,,,,,,,13,0.416317,0.00563467,0.0141891,,0.288649,,0.397112
2004,13035,2572,5119,7734,21175.2,193.2,405,interp dec2000/dec2010,,,,,,,13,0.334417,0.00912388,0.0191261,,0.365239,,0.477037
2008,13035,3065,5947,9091,23596,328,530,acs5_2009,16442,18111,17900,,,52760,13,0.340102,0.0139007,0.0224614,0.507877,0.385277,0.696813,0.618868
2012,13035,2968,6306,9381,23469,325,681,acs5_2014,15802,18301,17812,444,198,47385,13,0.320035,0.0138481,0.029017,0.526667,0.399719,0.673314,0.477239
2016,13035,2566,6717,9514,23750,296,751,acs5_2018,15844,18831,18543,622,501,41845,13,0.276419,0.0124632,0.0316211,0.513078,0.400589,0.667116,0.394141
2020,13035,3274,8406,11771,25522,549,939,acs5_2022,16657,20283,20072,696,567,60076,13,0.280308,0.0215109,0.0367918,0.586439,0.46121,0.652653,0.584665
2024,13035,3544,9424,13019,26074,638,941,acs5_2023,16910,20724,20551,664,505,59221,13,0.273288,0.0244688,0.0360896,0.633497,0.49931,0.648539,0.678002
2000,13037,1107,768,1887,6320,174,189,dec2000,,,,,,,13,0.5904,0.0275316,0.0299051,,0.298576,,0.920635
2004,13037,1119,890,2019,6469.6,191.2,218.2,interp dec2000/dec2010,,,,,,,13,0.556994,0.0295536,0.033727,,0.312075,,0.87626
2008,13037,1342,862,2211,6113,184,241,acs5_2009,2218,4812,4615,,,27723,13,0.608893,0.0300998,0.0394242,0.47909,0.361688,0.362833,0.763485
2012,13037,1298,883,2188,6549,309,340,acs5_2014,2165,5279,5058,307,161,26309,13,0.59514,0.0471828,0.0519163,0.432582,0.334097,0.330585,0.908824
2016,13037,1179,830,2025,6428,244,299,acs5_2018,2097,5278,5088,227,67,31725,13,0.586859,0.0379589,0.0465152,0.397995,0.315028,0.326229,0.816054
2020,13037,1263,923,2198,5594,276,314,acs5_2022,1782,4654,4479,215,40,48663,13,0.577768,0.0493386,0.0561316,0.490735,0.392921,0.318556,0.878981
2024,13037,1153,900,2056,5528,222,267,acs5_2023,1821,4659,4545,198,84,55714,13,0.561617,0.0401592,0.0482996,0.452365,0.371925,0.329414,0.831461
2000,13039,3636,6371,10119,43664,603,1585,dec2000,,,,,,,13,0.363346,0.01381,0.0362999,,0.231747,,0.380442
2004,13039,4637,9488,14175,46403.6,736.2,1987,interp dec2000/dec2010,,,,,,,13,0.328283,0.0158651,0.04282,,0.305472,,0.370508
2008,13039,6482,10502,17084,47003,401,1326,acs5_2009,34738,33634,33277,,,48967,13,0.381653,0.00853137,0.028211,0.513388,0.363466,0.739059,0.302413
2012,13039,6377,11343,17983,51193,1196,2925,acs5_2014,36222,37874,37161,1940,1777,52799,13,0.359876,0.0233626,0.0571367,0.483921,0.351278,0.707558,0.408889
2016,13039,5930,12310,18901,52714,1312,3466,acs5_2018,36858,39775,38498,2349,1755,56397,13,0.32511,0.024889,0.065751,0.490961,0.358557,0.699207,0.378534
2020,13039,7967,15249,23686,55105,1371,4117,acs5_2022,37950,41860,41317,2816,2530,68104,13,0.343169,0.0248798,0.0747119,0.573275,0.429834,0.688685,0.333009
2024,13039,8405,17819,26393,56036,1187,4106,acs5_2023,38475,42555,42271,2800,2758,72399,13,0.320508,0.0211828,0.0732743,0.624376,0.471001,0.686612,0.289089
2000,13043,1053,1643,2722,9577,745,882,dec2000,,,,,,,13,0.390579,0.0777905,0.0920956,,0.284223,,0.844671
2004,13043,1096,2048,3151,10145.4,893.4,1020,interp dec2000/dec2010,,,,,,,13,0.348601,0.0880596,0.100538,,0.310584,,0.875882
2008,13043,1209,2286,3518,10380,1209,1348,acs5_2009,6362,7632,7167,,,35951,13,0.345923,0.116474,0.129865,0.490861,0.338921,0.612909,0.896884
2012,13043,1157,2344,3528,11056,1175,1225,acs5_2014,6930,8204,7744,737,322,30518,13,0.330477,0.106277,0.1108,0.455579,0.319103,0.626809,0.959184
2016,13043,1026,2664,3763,10827,963,1252,acs5_2018,6571,8111,7755,713,387,32937,13,0.278049,0.0889443,0.115637,0.485235,0.347557,0.606909,0.769169
2020,13043,1269,3133,4431,10946,892,1338,acs5_2022,6614,8268,7565,863,262,45519,13,0.288278,0.081491,0.122236,0.585724,0.404805,0.604239,0.666667
2024,13043,1196,3366,4568,10972,1020,1398,acs5_2023,6575,8218,7546,882,293,50431,13,0.262166,0.0929639,0.127415,0.605354,0.416332,0.599253,0.729614
2000,13045,8752,16326,25741,87268,1101,2243,dec2000,,,,,,,13,0.348991,0.0126163,0.0257024,,0.294965,,0.49086
2004,13045,10224,24837,35278,96571.6,2007.4,4065.8,interp dec2000/dec2010,,,,,,,13,0.291606,0.0207866,0.0421014,,0.365304,,0.493728
2008,13045,14334,28661,43498,110641,3337,5269,acs5_2009,83894,81733,78506,,,44693,13,0.333388,0.0301606,0.0476225,0.554072,0.393145,0.758254,0.633327
2012,13045,12688,28280,41549,111872,3003,7080,acs5_2014,80882,84166,81354,4406,2197,45009,13,0.309705,0.0268432,0.0632866,0.510719,0.371398,0.722987,0.424153
2016,13045,12464,30029,44121,116022,2885,7843,acs5_2018,81950,88161,85276,4955,2810,49608,13,0.293319,0.024866,0.0675992,0.517391,0.380281,0.706332,0.367844
2020,13045,16236,37476,54472,120060,3268,8950,acs5_2022,81977,91689,88135,5774,2990,66895,13,0.302279,0.0272197,0.0745461,0.618052,0.453706,0.6828,0.36514
2024,13045,17634,42536,60494,122187,4424,10112,acs5_2023,82284,93063,88713,6549,3243,72327,13,0.29307,0.0362068,0.0827584,0.681907,0.495094,0.673427,0.4375
2000,13047,5470,12033,17721,53282,300,621,dec2000,,,,,,,13,0.312518,0.00563042,0.011655,,0.332589,,0.483092
2004,13047,5807,16406,22304,57546,505.2,960.2,interp dec2000/dec2010,,,,,,,13,0.261423,0.00877906,0.0166858,,0.387586,,0.52614
2008,13047,6025,18218,24496,62075,890,1182,acs5_2009,57964,46504,45898,,,45295,13,0.248525,0.0143375,0.0190415,0.533705,0.394619,0.933774,0.752961
2012,13047,5365,17858,23678,64955,496,1662,acs5_2014,59716,49186,48536,1000,805,50180,13,0.231021,0.00763606,0.0255869,0.487844,0.364529,0.919344,0.298436
2016,13047,4771,20876,26757,66299,1360,1942,acs5_2018,60449,50902,50098,1211,813,55125,13,0.186026,0.0205131,0.0292915,0.534093,0.403581,0.911763,0.700309
2020,13047,6932,25167,32593,68052,1005,2308,acs5_2022,60556,52773,52346,1535,1436,68896,13,0.215957,0.0147681,0.0339152,0.622645,0.478943,0.889849,0.435442
2024,13047,7704,27150,35038,68356,1281,2595,acs5_2023,60420,53057,52577,1752,1554,72425,13,0.221036,0.0187401,0.037963,0.666413,0.512581,0.883902,0.493642
2000,13049,1015,1770,2816,10282,41,81,dec2000,,,,,,,13,0.364452,0.00398755,0.00787784,,0.273877,,0.506173
2004,13049,1064,2311,3387,11037.6,95.4,172.6,interp dec2000/dec2010,,,,,,,13,0.315259,0.00864318,0.0156375,,0.30686,,0.552723
2008,13049,1197,2466,3685,10700,195,205,acs5_2009,7271,8184,8154,,,39734,13,0.326781,0.0182243,0.0191589,0.451925,0.344393,0.679533,0.95122
2012,13049,1197,2527,3764,13098,569,1445,acs5_2014,8233,10530,9612,1261,406,41059,13,0.321429,0.0434417,0.110322,0.391594,0.287372,0.628569,0.393772
2016,13049,1004,2951,4016,12983,529,1103,acs5_2018,7983,10508,9384,1096,173,40283,13,0.253856,0.0407456,0.0849573,0.427962,0.309328,0.614881,0.479601
2020,13049,1105,3419,4568,12547,391,754,acs5_2022,7585,10252,9892,643,341,45770,13,0.244253,0.0311628,0.060094,0.461787,0.364071,0.604527,0.518568
2024,13049,1007,3607,4628,12711,1606,1967,acs5_2023,6911,10209,10001,1472,1315,48534,13,0.218249,0.126347,0.154748,0.462754,0.364094,0.543702,0.816472
2000,13051,37590,37847,76475,232048,2217,5403,dec2000,,,,,,,13,0.498297,0.00955406,0.023284,,0.329565,,0.410328
2004,13051,45630,45484,91515,245280,4055.4,8989.8,interp dec2000/dec2010,,,,,,,13,0.500801,0.0165338,0.0366512,,0.373104,,0.451111
2008,13051,62755,46829,110238,248078,3533,7400,acs5_2009,131828,189124,183628,,,44464,13,0.572666,0.0142415,0.0298293,0.600333,0.444368,0.531397,0.477432
2012,13051,60246,47204,108628,275303,8193,15990,acs5_2014,137615,213880,203629,11041,6040,46987,13,0.560689,0.0297599,0.0580815,0.53346,0.394576,0.499867,0.512383
2016,13051,62290,45688,112142,287049,7890,18007,acs5_2018,140243,224581,214573,12289,8055,54911,13,0.576877,0.0274866,0.0627315,0.522629,0.390672,0.488568,0.438163
2020,13051,78247,53232,133408,296266,7599,20098,acs5_2022,138653,234659,225415,13739,10173,66171,13,0.595129,0.0256492,0.0678377,0.591833,0.450298,0.468002,0.378097
2024,13051,82758,57336,141109,298143,8973,23945,acs5_2023,136229,235733,225600,16398,11842,69575,13,0.590732,0.0300963,0.0803138,0.625483,0.473293,0.456925,0.374734
2000,13053,600,590,1207,14882,534,1551,dec2000,,,,,,,13,0.504202,0.0358823,0.10422,,0.0811047,,0.344294
2004,13053,773,905,1688,13436,544.4,1489.8,interp dec2000/dec2010,,,,,,,13,0.460667,0.040518,0.110881,,0.125633,,0.365418
2008,13053,830,811,1653,14364,608,1671,acs5_2009,8181,11005,10600,,,48035,13,0.505789,0.042328,0.116332,0.155943,0.115079,0.569549,0.363854
2012,13053,729,735,1490,11846,680,1699,acs5_2014,7216,8818,8335,1204,1106,48488,13,0.497951,0.0574033,0.143424,0.178764,0.125781,0.609151,0.400235
2016,13053,594,751,1390,10767,643,1653,acs5_2018,6308,8450,8229,1267,1201,46453,13,0.441636,0.0597195,0.153525,0.168915,0.129098,0.585864,0.38899
2020,13053,667,880,1582,9402,886,1654,acs5_2022,5115,7330,7206,1186,1136,52943,13,0.431157,0.0942353,0.17592,0.219539,0.168262,0.544033,0.535671
2024,13053,703,982,1694,9181,920,1600,acs5_2023,4965,7422,7324,1388,1346,59221,13,0.417211,0.100207,0.174273,0.231294,0.184511,0.540791,0.575
2000,13055,2729,3640,6477,25470,272,537,dec2000,,,,,,,13,0.428482,0.0106792,0.0210836,,0.254299,,0.506518
2004,13055,2809,4992,7847,25688,354.4,739.4,interp dec2000/dec2010,,,,,,,13,0.360082,0.0137963,0.0287839,,0.305473,,0.479308
2008,13055,2596,5572,8307,26492,424,915,acs5_2009,22421,20377,19870,,,31550,13,0.317826,0.0160048,0.0345387,0.418067,0.313566,0.846331,0.463388
2012,13055,2232,5452,7822,25484,567,1136,acs5_2014,21074,19723,19200,664,219,32496,13,0.290474,0.0222493,0.044577,0.407396,0.306938,0.82695,0.49912
2016,13055,1613,6462,8252,24817,368,1230,acs5_2018,20575,19203,18685,698,247,36107,13,0.199752,0.0148285,0.0495628,0.441638,0.332514,0.829069,0.299187
2020,13055,1854,8064,10050,24902,406,1418,acs5_2022,20417,19359,18827,836,331,43556,13,0.186933,0.0163039,0.0569432,0.533808,0.403582,0.819894,0.286319
2024,13055,1896,8769,10706,24975,175,1361,acs5_2023,20345,19593,19088,823,350,47785,13,0.177778,0.00700701,0.0544945,0.560876,0.428669,0.814615,0.128582
2000,13057,12295,38033,52348,141903,4894,7695,dec2000,,,,,,,13,0.244297,0.0344883,0.0542272,,0.3689,,0.635997
2004,13057,14824,58238,73587,170880,7344.4,12843.4,interp dec2000/dec2010,,,,,,,13,0.202896,0.0429798,0.0751603,,0.430635,,0.571842
2008,13057,22350,70279,93772,201233,9508,17620,acs5_2009,165531,144489,134359,,,66248,13,0.241285,0.0472487,0.0875602,0.697921,0.465987,0.822584,0.539614
2012,13057,19841,76514,98220,221951,11902,21900,acs5_2014,178700,162599,151012,13690,6205,67371,13,0.205916,0.0536244,0.0986704,0.650412,0.44253,0.805133,0.54347
2016,13057,25231,80649,112043,241910,11743,24977,acs5_2018,192110,180696,169346,15916,8477,79670,13,0.238298,0.0485428,0.103249,0.661622,0.46316,0.794138,0.470153
2020,13057,42779,99585,144815,268567,13470,29950,acs5_2022,204695,205509,191791,19920,11455,100824,13,0.30049,0.0501551,0.111518,0.755067,0.539214,0.762175,0.44975
2024,13057,48838,112142,162281,274539,15151,33341,acs5_2023,204916,210602,195554,22338,13026,105442,13,0.303379,0.0551871,0.121444,0.829853,0.591104,0.7464,0.454425
2000,13059,15167,11850,28904,101489,4109,6436,dec2000,,,,,,,13,0.561387,0.0404871,0.0634157,,0.284799,,0.63844
2004,13059,21718,15052,37235,107579,5528.2,8738.4,interp dec2000/dec2010,,,,,,,13,0.590645,0.0513874,0.0812277,,0.346118,,0.632633
2008,13059,29591,15333,45510,113112,6246,9839,acs5_2009,68651,92554,85087,,,33364,13,0.65869,0.0552196,0.0869846,0.534864,0.402345,0.606929,0.634821
2012,13059,25431,13815,40368,119681,8300,12682,acs5_2014,67761,98824,91022,8210,3624,33430,13,0.64799,0.069351,0.105965,0.443497,0.337297,0.56618,0.654471
2016,13059,29603,12717,44976,124602,8181,13272,acs5_2018,68849,102948,94992,8620,4031,36889,13,0.699504,0.0656571,0.106515,0.473471,0.360957,0.552551,0.61641
2020,13059,36055,14450,51346,128864,7622,14220,acs5_2022,70669,107087,99885,9551,5468,48692,13,0.71389,0.0591476,0.110349,0.514051,0.398451,0.5484,0.536006
2024,13059,36297,16049,52887,129267,7778,14751,acs5_2023,70365,107331,100009,9974,5807,52267,13,0.693405,0.06017,0.114113,0.528822,0.40913,0.544338,0.527286
2000,13061,821,448,1277,3357,12,32,dec2000,,,,,,,13,0.646966,0.00357462,0.00953232,,0.380399,,0.375
2004,13061,798,509,1309,3287.4,12.4,29.6,interp dec2000/dec2010,,,,,,,13,0.610559,0.00377198,0.00900408,,0.398187,,0.418919
2008,13061,879,558,1440,3156,10,10,acs5_2009,908,2421,2421,,,26769,13,0.611691,0.00316857,0.00316857,0.594796,0.456274,0.287706,1
2012,13061,862,537,1402,3110,0,138,acs5_2014,927,2204,2204,52,52,21300,13,0.616154,0,0.044373,0.636116,0.450804,0.298071,0
2016,13061,697,566,1273,3001,0,0,acs5_2018,902,2417,2393,0,0,25000,13,0.551861,0,0,0.531968,0.424192,0.300566,
2020,13061,791,637,1435,2855,0,12,acs5_2022,1038,2195,2169,12,12,43264,13,0.553922,0,0.00420315,0.661595,0.502627,0.363573,0
2024,13061,771,663,1442,2853,0,4,acs5_2023,1131,2292,2292,4,4,48715,13,0.537657,0,0.00140203,0.629145,0.505433,0.396425,0
2000,13063,40042,19966,61402,236517,11789,17728,dec2000,,,,,,,13,0.667278,0.0498442,0.0749544,,0.259609,,0.664993
2004,13063,56113,23106,79546,245680,17172.6,24815.6,interp dec2000/dec2010,,,,,,,13,0.708328,0.0698983,0.101008,,0.323779,,0.692008
2008,13063,82527,16506,99438,271652,21997,30997,acs5_2009,58800,188358,168149,,,44308,13,0.833328,0.0809749,0.114106,0.591368,0.366049,0.216453,0.709649
2012,13063,81479,14164,96067,264221,24283,35231,acs5_2014,36924,188987,167502,21360,8327,40314,13,0.851908,0.0919041,0.133339,0.573527,0.363586,0.139747,0.689251
2016,13063,78220,12645,92859,278666,24569,36703,acs5_2018,29732,200334,182053,21308,10415,45778,13,0.860838,0.0881665,0.13171,0.510066,0.333227,0.106694,0.6694
2020,13063,95466,15811,112330,296312,26980,39824,acs5_2022,25480,214982,197729,24027,14182,56207,13,0.857913,0.0910527,0.134399,0.568101,0.379094,0.0859904,0.677481
2024,13063,94203,16877,111729,298771,28557,42738,acs5_2023,24600,217282,198279,26158,15268,58507,13,0.848064,0.0955816,0.143046,0.563494,0.373962,0.0823373,0.668188
2000,13065,816,1091,1929,6878,18,54,dec2000,,,,,,,13,0.427897,0.00261704,0.00785112,,0.280459,,0.333333
2004,13065,750,1501,2265,6846,86.8,126.8,interp dec2000/dec2010,,,,,,,13,0.333185,0.0126789,0.0185218,,0.33085,,0.684543
2008,13065,989,1678,2696,7004,46,46,acs5_2009,4642,5044,4998,,,32410,13,0.370829,0.00656768,0.00656768,0.539416,0.384923,0.662764,1
2012,13065,852,1598,2472,6777,232,268,acs5_2014,4513,4928,4827,102,13,29125,13,0.347755,0.0342334,0.0395455,0.512119,0.364763,0.665929,0.865672
2016,13065,686,1727,2455,6743,333,345,acs5_2018,4407,4933,4809,172,61,25236,13,0.284293,0.0493845,0.0511642,0.510501,0.364081,0.653567,0.965217
2020,13065,744,2105,2861,6713,170,384,acs5_2022,4287,5031,4758,351,107,53350,13,0.261144,0.025324,0.0572024,0.601303,0.426188,0.638612,0.442708
2024,13065,702,2201,2908,6722,228,377,acs5_2023,4312,5043,4713,359,63,55549,13,0.241819,0.0339185,0.0560845,0.617017,0.432609,0.641476,0.604775
2000,13067,86676,140494,235027,607751,29833,46964,dec2000,,,,,,,13,0.381547,0.0490875,0.0772751,,0.386716,,0.635231
2004,13067,103955,173467,279473,639882,37971.4,61910.4,interp dec2000/dec2010,,,,,,,13,0.374718,0.0593413,0.0967529,,0.436757,,0.613328
2008,13067,141216,170957,315444,690430,48260,77837,acs5_2009,414149,506605,447297,,,66515,13,0.452365,0.0698985,0.112737,0.705223,0.45688,0.599842,0.620014
2012,13067,133124,171722,310116,708920,48874,88665,acs5_2014,390157,531290,472509,55795,25961,64657,13,0.436693,0.0689415,0.125071,0.656318,0.437449,0.550354,0.551221
2016,13067,160121,152912,330819,745057,51517,95619,acs5_2018,391088,564850,506703,60232,35100,75153,13,0.511515,0.069145,0.128338,0.652885,0.444018,0.52491,0.538774
2020,13067,221847,165436,393728,765813,50689,103006,acs5_2022,377833,590598,535159,67553,39777,94244,13,0.572829,0.0661898,0.134505,0.735722,0.514131,0.493375,0.492098
2024,13067,228404,168679,401369,769152,52635,112882,acs5_2023,367833,593070,533254,74530,43067,98712,13,0.575205,0.0684325,0.146762,0.752679,0.521833,0.478232,0.466283
2000,13069,3593,5756,9430,37413,2065,2550,dec2000,,,,,,,13,0.384319,0.0551947,0.0681581,,0.252051,,0.809804
2004,13069,3979,8306,12327,39390.2,2625.4,3270.8,interp dec2000/dec2010,,,,,,,13,0.323891,0.0666511,0.0830359,,0.312946,,0.802678
2008,13069,4811,8872,13747,40198,3301,3853,acs5_2009,24920,29185,28213,,,33119,13,0.351604,0.0821185,0.0958505,0.487258,0.341982,0.619931,0.856735
2012,13069,5057,9248,14454,42947,4030,4533,acs5_2014,25662,32113,30318,2711,1313,34523,13,0.353513,0.0938366,0.105549,0.476746,0.336554,0.597527,0.889036
2016,13069,4094,9588,13915,42961,3961,4926,acs5_2018,25053,32411,30863,3023,1765,38266,13,0.299225,0.0921999,0.114662,0.450863,0.323898,0.583157,0.804101
2020,13069,4511,10578,15214,43056,3788,5297,acs5_2022,24473,32576,30876,3351,1840,48398,13,0.29896,0.0879784,0.123026,0.492745,0.353354,0.568399,0.715122
2024,13069,4295,11388,15715,43161,4149,5576,acs5_2023,24287,32539,30540,3535,1726,50175,13,0.273863,0.0961284,0.129191,0.514571,0.364102,0.562707,0.744082
2000,13071,3297,6589,9972,42053,3928,4554,dec2000,,,,,,,13,0.333502,0.0934059,0.108292,,0.237129,,0.862538
2004,13071,3378,8296,11730,43431,4890.4,5837.6,interp dec2000/dec2010,,,,,,,13,0.289361,0.112602,0.134411,,0.270084,,0.837742
2008,13071,4139,9185,13435,44633,5697,6903,acs5_2009,26886,32282,28783,,,31707,13,0.310642,0.127641,0.154661,0.466769,0.30101,0.602379,0.825293
2012,13071,3973,9243,13328,45987,6678,8155,acs5_2014,26590,33436,29324,4954,1090,32233,13,0.30062,0.145215,0.177333,0.454508,0.289821,0.578207,0.818884
2016,13071,3463,9898,13624,45606,6697,8662,acs5_2018,25653,33551,29858,5315,1812,35472,13,0.259187,0.146845,0.189931,0.456293,0.298733,0.562492,0.773147
