allocation,account,gen_len,attribution,founder_status,senior_rule,convergence,fertility,mortality,crime_route,real_growth,discount,mex_persons,mex_founder_lifetime,mex_lineage_fiscal,mex_crime_social,mex_crime_tangible,mex_crime_social_net_corrections,white_persons,white_founder_lifetime,white_lineage_fiscal,white_crime_social,white_crime_tangible,white_crime_social_net_corrections,gap_lineage_fiscal,gap_founder_lifetime,gap_crime_social,gap_crime_tangible,gap_crime_social_net_corrections,lineage_fiscal_per_year,gap_lineage_per_year
shared,expanded,29,per_capita,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.03,3.0482030486939626,-140489.65987991967,-327436.5705235523,47882.59636594784,17125.990639342675,33600.815755952266,3.148016647854004,109570.16595257723,193171.319394696,18362.859746851114,7376.334878433328,11995.25442444286,-520607.8899182483,-250059.8258324969,29519.736619096722,9749.655760909347,21605.561331509405,-3274.365705235523,-5206.078899182483
shared,expanded,29,maternal_full,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.0,12.268951869334746,-497788.4330175356,-2495236.1232146854,321392.6381673561,114951.31280562987,225531.9393678621,13.995935162539062,-131170.00323581535,1192585.0350695418,129221.63050994556,51908.14684199656,84412.03366343572,-3687821.1582842274,-366618.4297817203,192171.00765741052,63043.16596363331,141119.90570442638,-24952.361232146854,-36878.211582842276
shared,expanded,29,maternal_full,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.03,12.268951869334746,-140489.65987991967,-593021.4263314855,72293.50444432521,25856.949588457916,50730.76456884405,13.995935162539062,109570.16595257723,362626.4379926695,27940.42559872293,11223.629581850573,18251.651344304908,-955647.864324155,-250059.8258324969,44353.078845602286,14633.320006607342,32479.113224539145,-5930.214263314855,-9556.47864324155
shared,expanded,29,intermarried_half,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.0,1.6252007070961123,-497788.4330175356,-809479.9027139778,85070.70682640097,30426.924172125935,59696.95386725811,1.6076924463746642,-131170.00323581535,-101013.31695013873,32600.65517142935,13095.637232758845,21295.874312381115,-708466.5857638391,-366618.4297817203,52470.05165497163,17331.28693936709,38401.079554877,-8094.799027139778,-7084.665857638391
shared,expanded,29,intermarried_half,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.03,1.6252007070961123,-140489.65987991967,-227289.33115776145,39302.97977902604,14057.350997627971,27580.212487268902,1.6076924463746642,109570.16595257723,142746.78932944112,15137.485426646266,6080.706560071316,9888.32848162744,-370036.12048720254,-250059.8258324969,24165.494352379777,7976.644437556655,17691.884005641463,-2272.8933115776144,-3700.3612048720256
shared,expanded,29,per_capita,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.0,6.454594195455998,-497788.4330175356,-1670013.4108354964,210289.60862922115,75213.50432651682,147567.23593139896,4.058615921235062,-131170.00323581535,200747.4293893457,61929.20444268781,24876.87413735002,40454.295999334376,-1870760.840224842,-366618.4297817203,148360.40418653336,50336.6301891668,107112.93993206459,-16700.134108354963,-18707.60840224842
shared,expanded,29,per_capita,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.03,6.454594195455998,-140489.65987991967,-423413.7192101343,57220.701383829015,20465.916024824983,40153.675668091404,4.058615921235062,109570.16595257723,214812.53129523993,19665.790152490343,7899.720185938929,12846.37358172255,-638226.2505053743,-250059.8258324969,37554.91123133867,12566.195838886055,27307.302086368854,-4234.137192101343,-6382.262505053743
shared,expanded,29,maternal_full,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.0,45.730905911295984,-497788.4330175356,-5383754.837768017,669481.1727190668,239450.847852451,469797.2800950668,22.032855068760995,-131170.00323581535,1848433.3691755207,168744.26128301502,67784.33191762604,110229.58159344047,-7232188.206943538,-366618.4297817203,500736.9114360518,171666.51593482494,359567.6985016264,-53837.54837768017,-72321.88206943538
shared,expanded,29,maternal_full,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.03,45.730905911295984,-140489.65987991967,-983285.2749931728,107148.76631444789,38323.501818780824,75189.86497502725,22.032855068760995,109570.16595257723,445116.7560017268,32291.365008351997,12971.395810185491,21093.835291867086,-1428402.0309948996,-250059.8258324969,74857.40130609588,25352.106008595332,54096.02968316016,-9832.852749931728,-14284.020309948995
shared,expanded,29,intermarried_half,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.0,2.1626872092159997,-497788.4330175356,-947518.4948947916,104808.31177313658,37486.40012404462,73547.48992028378,1.778187265944379,-131170.00323581535,-81733.30990022417,35318.959331419894,14187.576182462313,23071.564507243034,-865785.1849945674,-366618.4297817203,69489.35244171668,23298.82394158231,50475.92541304075,-9475.184948947915,-8657.851849945675
shared,expanded,29,intermarried_half,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.03,2.1626872092159997,-140489.65987991967,-262244.7728559642,42435.88370729987,15177.885125299757,29778.67572160369,1.778187265944379,109570.16595257723,149928.31647604544,15619.200591473984,6274.210862820144,10203.001470577965,-412173.08933200967,-250059.8258324969,26816.683115825886,8903.674262479613,19575.674251025725,-2622.447728559642,-4121.730893320097
shared,partial,29,per_capita,unauthorized,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.0,3.0482030486939626,-135625.670767732,-15173.855688035368,136160.32711417874,48699.95916231476,95548.24533047533,3.148016647854004,222920.7319378368,1068647.87844464,52732.9175101562,21182.73863843102,34446.96364279268,-1083821.7341326752,-358546.4027055688,83427.40960402254,27517.220523883738,61101.28168768265,-151.73855688035368,-10838.217341326752
shared,partial,29,per_capita,unauthorized,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.03,3.0482030486939626,12915.933937072796,28329.436051862365,47882.59636594784,17125.990639342675,33600.815755952266,3.148016647854004,250528.08509299153,474907.1287668176,18362.859746851114,7376.334878433328,11995.25442444286,-446577.69271495525,-237612.15115591875,29519.736619096722,9749.655760909347,21605.561331509405,283.29436051862365,-4465.776927149553
shared,partial,29,maternal_full,unauthorized,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.0,12.268951869334746,-135625.670767732,741198.3363232992,321392.6381673561,114951.31280562987,225531.9393678621,13.995935162539062,222920.7319378368,3855754.0469275448,129221.63050994556,51908.14684199656,84412.03366343572,-3114555.710604246,-358546.4027055688,192171.00765741052,63043.16596363331,141119.90570442638,7411.983363232992,-31145.55710604246
shared,partial,29,maternal_full,unauthorized,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.03,12.268951869334746,12915.933937072796,105932.22346843472,72293.50444432521,25856.949588457916,50730.76456884405,13.995935162539062,250528.08509299153,905095.0002499454,27940.42559872293,11223.629581850573,18251.651344304908,-799162.7767815107,-237612.15115591875,44353.078845602286,14633.320006607342,32479.113224539145,1059.3222346843472,-7991.627767815106
shared,partial,29,intermarried_half,unauthorized,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.0,1.6252007070961123,-135625.670767732,-133833.22209245,85070.70682640097,30426.924172125935,59696.95386725811,1.6076924463746642,222920.7319378368,484833.58223364095,32600.65517142935,13095.637232758845,21295.874312381115,-618666.804326091,-358546.4027055688,52470.05165497163,17331.28693936709,38401.079554877,-1338.3322209245002,-6186.66804326091
shared,partial,29,intermarried_half,unauthorized,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.03,1.6252007070961123,12915.933937072796,14275.605522018835,39302.97977902604,14057.350997627971,27580.212487268902,1.6076924463746642,250528.08509299153,343324.8195520144,15137.485426646266,6080.706560071316,9888.32848162744,-329049.21402999555,-237612.15115591875,24165.494352379777,7976.644437556655,17691.884005641463,142.75605522018836,-3290.4921402999553
shared,partial,29,per_capita,unauthorized,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.0,6.454594195455998,-135625.670767732,308014.8801483165,210289.60862922115,75213.50432651682,147567.23593139896,4.058615921235062,222920.7319378368,1365080.0938779232,61929.20444268781,24876.87413735002,40454.295999334376,-1057065.2137296067,-358546.4027055688,148360.40418653336,50336.6301891668,107112.93993206459,3080.148801483165,-10570.652137296067
shared,partial,29,per_capita,unauthorized,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.03,6.454594195455998,12915.933937072796,62093.492368960375,57220.701383829015,20465.916024824983,40153.675668091404,4.058615921235062,250528.08509299153,530161.8337712212,19665.790152490343,7899.720185938929,12846.37358172255,-468068.3414022608,-237612.15115591875,37554.91123133867,12566.195838886055,27307.302086368854,620.9349236896037,-4680.683414022608
shared,partial,29,maternal_full,unauthorized,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.0,45.730905911295984,-135625.670767732,2692161.3560005585,669481.1727190668,239450.847852451,469797.2800950668,22.032855068760995,222920.7319378368,5496709.884085441,168744.26128301502,67784.33191762604,110229.58159344047,-2804548.5280848825,-358546.4027055688,500736.9114360518,171666.51593482494,359567.6985016264,26921.613560005586,-28045.485280848825
shared,partial,29,maternal_full,unauthorized,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.03,45.730905911295984,12915.933937072796,287214.0802020444,107148.76631444789,38323.501818780824,75189.86497502725,22.032855068760995,250528.08509299153,1116424.7420592832,32291.365008351997,12971.395810185491,21093.835291867086,-829210.6618572387,-237612.15115591875,74857.40130609588,25352.106008595332,54096.02968316016,2872.140802020444,-8292.106618572387
shared,partial,29,intermarried_half,unauthorized,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.0,2.1626872092159997,-135625.670767732,-79413.8927550609,104808.31177313658,37486.40012404462,73547.48992028378,1.778187265944379,222920.7319378368,556770.1149728411,35318.959331419894,14187.576182462313,23071.564507243034,-636184.007727902,-358546.4027055688,69489.35244171668,23298.82394158231,50475.92541304075,-794.138927550609,-6361.84007727902
shared,partial,29,intermarried_half,unauthorized,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.03,2.1626872092159997,12915.933937072796,20739.346266218097,42435.88370729987,15177.885125299757,29778.67572160369,1.778187265944379,250528.08509299153,362484.0216395384,15619.200591473984,6274.210862820144,10203.001470577965,-341744.6753733203,-237612.15115591875,26816.683115825886,8903.674262479613,19575.674251025725,207.39346266218098,-3417.446753733203
shared,partial,29,per_capita,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.0,3.0482030486939626,-102395.51916366484,18056.295916031777,136160.32711417874,48699.95916231476,95548.24533047533,3.148016647854004,222920.7319378368,1068647.87844464,52732.9175101562,21182.73863843102,34446.96364279268,-1050591.5825286082,-325316.25110150164,83427.40960402254,27517.220523883738,61101.28168768265,180.56295916031777,-10505.915825286082
shared,partial,29,per_capita,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.03,3.0482030486939626,32941.28820192921,48354.79031671878,47882.59636594784,17125.990639342675,33600.815755952266,3.148016647854004,250528.08509299153,474907.1287668176,18362.859746851114,7376.334878433328,11995.25442444286,-426552.3384500988,-217586.79689106232,29519.736619096722,9749.655760909347,21605.561331509405,483.5479031671878,-4265.523384500988
shared,partial,29,maternal_full,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.0,12.268951869334746,-102395.51916366484,774428.4879273664,321392.6381673561,114951.31280562987,225531.9393678621,13.995935162539062,222920.7319378368,3855754.0469275448,129221.63050994556,51908.14684199656,84412.03366343572,-3081325.5590001782,-325316.25110150164,192171.00765741052,63043.16596363331,141119.90570442638,7744.284879273664,-30813.255590001783
shared,partial,29,maternal_full,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.03,12.268951869334746,32941.28820192921,125957.57773329115,72293.50444432521,25856.949588457916,50730.76456884405,13.995935162539062,250528.08509299153,905095.0002499454,27940.42559872293,11223.629581850573,18251.651344304908,-779137.4225166542,-217586.79689106232,44353.078845602286,14633.320006607342,32479.113224539145,1259.5757773329115,-7791.374225166543
shared,partial,29,intermarried_half,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.0,1.6252007070961123,-102395.51916366484,-100603.07048838286,85070.70682640097,30426.924172125935,59696.95386725811,1.6076924463746642,222920.7319378368,484833.58223364095,32600.65517142935,13095.637232758845,21295.874312381115,-585436.6527220238,-325316.25110150164,52470.05165497163,17331.28693936709,38401.079554877,-1006.0307048838285,-5854.366527220238
shared,partial,29,intermarried_half,mexico_born_average,senior_full,selfid,low_cps2025,total/total,A1_bjs_stock,0.0,0.03,1.6252007070961123,32941.28820192921,34300.95978687524,39302.97977902604,14057.350997627971,27580.212487268902,1.6076924463746642,250528.08509299153,343324.8195520144,15137.485426646266,6080.706560071316,9888.32848162744,-309023.8597651392,-217586.79689106232,24165.494352379777,7976.644437556655,17691.884005641463,343.0095978687524,-3090.238597651392
shared,partial,29,per_capita,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.0,6.454594195455998,-102395.51916366484,341245.0317523837,210289.60862922115,75213.50432651682,147567.23593139896,4.058615921235062,222920.7319378368,1365080.0938779232,61929.20444268781,24876.87413735002,40454.295999334376,-1023835.0621255395,-325316.25110150164,148360.40418653336,50336.6301891668,107112.93993206459,3412.450317523837,-10238.350621255395
shared,partial,29,per_capita,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.03,6.454594195455998,32941.28820192921,82118.84663381678,57220.701383829015,20465.916024824983,40153.675668091404,4.058615921235062,250528.08509299153,530161.8337712212,19665.790152490343,7899.720185938929,12846.37358172255,-448042.98713740445,-217586.79689106232,37554.91123133867,12566.195838886055,27307.302086368854,821.1884663381678,-4480.4298713740445
shared,partial,29,maternal_full,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.0,45.730905911295984,-102395.51916366484,2725391.507604626,669481.1727190668,239450.847852451,469797.2800950668,22.032855068760995,222920.7319378368,5496709.884085441,168744.26128301502,67784.33191762604,110229.58159344047,-2771318.376480815,-325316.25110150164,500736.9114360518,171666.51593482494,359567.6985016264,27253.91507604626,-27713.18376480815
shared,partial,29,maternal_full,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.03,45.730905911295984,32941.28820192921,307239.4344669008,107148.76631444789,38323.501818780824,75189.86497502725,22.032855068760995,250528.08509299153,1116424.7420592832,32291.365008351997,12971.395810185491,21093.835291867086,-809185.3075923824,-217586.79689106232,74857.40130609588,25352.106008595332,54096.02968316016,3072.394344669008,-8091.853075923824
shared,partial,29,intermarried_half,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.0,2.1626872092159997,-102395.51916366484,-46183.741150993745,104808.31177313658,37486.40012404462,73547.48992028378,1.778187265944379,222920.7319378368,556770.1149728411,35318.959331419894,14187.576182462313,23071.564507243034,-602953.8561238348,-325316.25110150164,69489.35244171668,23298.82394158231,50475.92541304075,-461.83741150993745,-6029.538561238349
shared,partial,29,intermarried_half,mexico_born_average,senior_full,selfid,high_nvsr2010,total/total,A1_bjs_stock,0.0,0.03,2.1626872092159997,32941.28820192921,40764.70053107452,42435.88370729987,15177.885125299757,29778.67572160369,1.778187265944379,250528.08509299153,362484.0216395384,15619.200591473984,6274.210862820144,10203.001470577965,-321719.32110846386,-217586.79689106232,26816.683115825886,8903.674262479613,19575.674251025725,407.6470053107452,-3217.1932110846387
