fiscal_year,state,line,group,total_computable
2023,Montana,Nursing Facility Services - Sup. Payments,nf,13692269.0
2023,Montana,Intermediate Care Facility - Public,icf,0.0
2023,Montana,Intermediate Care - Private,icf,2050729.0
2023,Montana,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,Montana,Home Health Services,hcbs_other,38670460.0
2023,Montana,Medicaid - MCO,mco_capitation,0.0
2023,Montana,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,Montana,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,215033208.0
2023,Montana,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,Montana,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,Montana,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,51640132.0
2023,Montana,All-Inclusive Care Elderly,hcbs_other,0.0
2023,Montana,Personal Care Services - Reg. Payments,hcbs_pc_cfc,-7307110.0
2023,Montana,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,1863.0
2023,Montana,Targeted Case Management Services - Com. Case-Man.,hcbs_other,4926412.0
2023,Montana,Case Management - State Wide,hcbs_other,2955446.0
2023,Montana,Rehabilitative Services (non-school-based),hcbs_other,24791295.0
2023,Montana,Private Duty Nursing,hcbs_other,3060672.0
2023,Montana,Balance,map_total,2363497647.0
2023,Montana,Collections,collections,-24735010.0
2023,N. Mariana Islands,Mental Health Facility Services - Reg. Payments,mhf,0.0
2023,N. Mariana Islands,Mental Health Facility - DSH,mhf_dsh,0.0
2023,N. Mariana Islands,Nursing Facility Services - Reg. Payments,nf,0.0
2023,N. Mariana Islands,Nursing Facility Services - Sup. Payments,nf,0.0
2023,N. Mariana Islands,Intermediate Care Facility - Public,icf,0.0
2023,N. Mariana Islands,Intermediate Care - Private,icf,0.0
2023,N. Mariana Islands,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,N. Mariana Islands,Home Health Services,hcbs_other,1458775.0
2023,N. Mariana Islands,Medicaid - MCO,mco_capitation,0.0
2023,N. Mariana Islands,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,N. Mariana Islands,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,0.0
2023,N. Mariana Islands,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,N. Mariana Islands,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,N. Mariana Islands,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,N. Mariana Islands,All-Inclusive Care Elderly,hcbs_other,0.0
2023,N. Mariana Islands,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2023,N. Mariana Islands,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,N. Mariana Islands,Targeted Case Management Services - Com. Case-Man.,hcbs_other,0.0
2023,N. Mariana Islands,Case Management - State Wide,hcbs_other,0.0
2023,N. Mariana Islands,Rehabilitative Services (non-school-based),hcbs_other,0.0
2023,N. Mariana Islands,Private Duty Nursing,hcbs_other,0.0
2023,N. Mariana Islands,Balance,map_total,86034771.0
2023,N. Mariana Islands,Collections,collections,0.0
2023,Nebraska,Mental Health Facility Services - Reg. Payments,mhf,0.0
2023,Nebraska,Mental Health Facility - DSH,mhf_dsh,1811337.0
2023,Nebraska,Nursing Facility Services - Reg. Payments,nf,487189706.0
2023,Nebraska,Nursing Facility Services - Sup. Payments,nf,23702806.0
2023,Nebraska,Intermediate Care Facility - Public,icf,25873839.0
2023,Nebraska,Intermediate Care - Private,icf,36522889.0
2023,Nebraska,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,Nebraska,Home Health Services,hcbs_other,17426.0
2023,Nebraska,Medicaid - MCO,mco_capitation,2738497666.0
2023,Nebraska,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,Nebraska,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,715773656.0
2023,Nebraska,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,Nebraska,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,Nebraska,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,Nebraska,All-Inclusive Care Elderly,hcbs_other,11256440.0
2023,Nebraska,Personal Care Services - Reg. Payments,hcbs_pc_cfc,10091371.0
2023,Nebraska,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,Nebraska,Targeted Case Management Services - Com. Case-Man.,hcbs_other,41117014.0
2023,Nebraska,Case Management - State Wide,hcbs_other,0.0
2023,Nebraska,Rehabilitative Services (non-school-based),hcbs_other,0.0
2023,Nebraska,Private Duty Nursing,hcbs_other,0.0
2023,Nebraska,Balance,map_total,3766768984.0
2023,Nebraska,Collections,collections,-17938158.0
2023,Nevada,Mental Health Facility Services - Reg. Payments,mhf,45231661.0
2023,Nevada,Mental Health Facility - DSH,mhf_dsh,0.0
2023,Nevada,Nursing Facility Services - Reg. Payments,nf,210268308.0
2023,Nevada,Nursing Facility Services - Sup. Payments,nf,149950550.0
2023,Nevada,Intermediate Care Facility - Public,icf,13267592.0
2023,Nevada,Intermediate Care - Private,icf,9496400.0
2023,Nevada,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,Nevada,Home Health Services,hcbs_other,18985143.0
2023,Nevada,Medicaid - MCO,mco_capitation,2838172714.0
2023,Nevada,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,Nevada,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,237991466.0
2023,Nevada,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,13153587.0
2023,Nevada,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,Nevada,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,Nevada,All-Inclusive Care Elderly,hcbs_other,0.0
2023,Nevada,Personal Care Services - Reg. Payments,hcbs_pc_cfc,143318434.0
2023,Nevada,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,Nevada,Targeted Case Management Services - Com. Case-Man.,hcbs_other,65848079.0
2023,Nevada,Case Management - State Wide,hcbs_other,0.0
2023,Nevada,Rehabilitative Services (non-school-based),hcbs_other,141130071.0
2023,Nevada,Private Duty Nursing,hcbs_other,30318859.0
2023,Nevada,Balance,map_total,5605575827.0
2023,Nevada,Collections,collections,-33607871.0
2023,New Hampshire,Mental Health Facility Services - Reg. Payments,mhf,34868.0
2023,New Hampshire,Mental Health Facility - DSH,mhf_dsh,63363096.0
2023,New Hampshire,Nursing Facility Services - Reg. Payments,nf,251277365.0
2023,New Hampshire,Nursing Facility Services - Sup. Payments,nf,174187833.0
2023,New Hampshire,Intermediate Care Facility - Public,icf,0.0
2023,New Hampshire,Intermediate Care - Private,icf,3648468.0
2023,New Hampshire,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,New Hampshire,Home Health Services,hcbs_other,1286918.0
2023,New Hampshire,Medicaid - MCO,mco_capitation,1163519472.0
2023,New Hampshire,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,New Hampshire,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,458660118.0
2023,New Hampshire,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,New Hampshire,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,New Hampshire,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,New Hampshire,All-Inclusive Care Elderly,hcbs_other,0.0
2023,New Hampshire,Personal Care Services - Reg. Payments,hcbs_pc_cfc,688635.0
2023,New Hampshire,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,New Hampshire,Targeted Case Management Services - Com. Case-Man.,hcbs_other,9022461.0
2023,New Hampshire,Case Management - State Wide,hcbs_other,170551.0
2023,New Hampshire,Rehabilitative Services (non-school-based),hcbs_other,48939643.0
2023,New Hampshire,Private Duty Nursing,hcbs_other,2299312.0
2023,New Hampshire,Balance,map_total,2458979679.0
2023,New Hampshire,Collections,collections,-14679447.0
2023,New Jersey,Mental Health Facility Services - Reg. Payments,mhf,149113965.0
2023,New Jersey,Mental Health Facility - DSH,mhf_dsh,357902660.0
2023,New Jersey,Nursing Facility Services - Reg. Payments,nf,121724770.0
2023,New Jersey,Nursing Facility Services - Sup. Payments,nf,9888629.0
2023,New Jersey,Intermediate Care Facility - Public,icf,432941107.0
2023,New Jersey,Intermediate Care - Private,icf,11077251.0
2023,New Jersey,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,New Jersey,Home Health Services,hcbs_other,1092440.0
2023,New Jersey,Medicaid - MCO,mco_capitation,15695848937.0
2023,New Jersey,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,New Jersey,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,2595722366.0
2023,New Jersey,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,New Jersey,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,New Jersey,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,New Jersey,All-Inclusive Care Elderly,hcbs_other,75483231.0
2023,New Jersey,Personal Care Services - Reg. Payments,hcbs_pc_cfc,87897212.0
2023,New Jersey,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,New Jersey,Targeted Case Management Services - Com. Case-Man.,hcbs_other,18721016.0
2023,New Jersey,Case Management - State Wide,hcbs_other,0.0
2023,New Jersey,Rehabilitative Services (non-school-based),hcbs_other,24796153.0
2023,New Jersey,Private Duty Nursing,hcbs_other,202714.0
2023,New Jersey,Balance,map_total,22655898964.0
2023,New Jersey,Collections,collections,-346066244.0
2023,New Mexico,Mental Health Facility Services - Reg. Payments,mhf,3412005.0
2023,New Mexico,Mental Health Facility - DSH,mhf_dsh,0.0
2023,New Mexico,Nursing Facility Services - Reg. Payments,nf,469477.0
2023,New Mexico,Nursing Facility Services - Sup. Payments,nf,0.0
2023,New Mexico,Intermediate Care Facility - Public,icf,897949.0
2023,New Mexico,Intermediate Care - Private,icf,32078270.0
2023,New Mexico,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,New Mexico,Home Health Services,hcbs_other,124665522.0
2023,New Mexico,Medicaid - MCO,mco_capitation,6647288135.0
2023,New Mexico,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,New Mexico,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,642849582.0
2023,New Mexico,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,New Mexico,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,New Mexico,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,New Mexico,All-Inclusive Care Elderly,hcbs_other,15881179.0
2023,New Mexico,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2023,New Mexico,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,New Mexico,Targeted Case Management Services - Com. Case-Man.,hcbs_other,103.0
2023,New Mexico,Case Management - State Wide,hcbs_other,0.0
2023,New Mexico,Rehabilitative Services (non-school-based),hcbs_other,1361.0
2023,New Mexico,Private Duty Nursing,hcbs_other,0.0
2023,New Mexico,Balance,map_total,8124915256.0
2023,New Mexico,Collections,collections,-19144144.0
2023,New York,Mental Health Facility Services - Reg. Payments,mhf,346444023.0
2023,New York,Mental Health Facility - DSH,mhf_dsh,605000000.0
2023,New York,Nursing Facility Services - Reg. Payments,nf,6515925860.0
2023,New York,Nursing Facility Services - Sup. Payments,nf,19149719.0
2023,New York,Intermediate Care Facility - Public,icf,136143279.0
2023,New York,Intermediate Care - Private,icf,768622304.0
2023,New York,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,New York,Home Health Services,hcbs_other,443004631.0
2023,New York,Medicaid - MCO,mco_capitation,47827337609.0
2023,New York,Medicaid MCO - Community First Choice,hcbs_pc_cfc,11470777086.0
2023,New York,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,8636112145.0
2023,New York,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,New York,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,New York,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,315084888.0
2023,New York,All-Inclusive Care Elderly,hcbs_other,582079831.0
2023,New York,Personal Care Services - Reg. Payments,hcbs_pc_cfc,940300124.0
2023,New York,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,New York,Targeted Case Management Services - Com. Case-Man.,hcbs_other,49839677.0
2023,New York,Case Management - State Wide,hcbs_other,99419.0
2023,New York,Rehabilitative Services (non-school-based),hcbs_other,96649517.0
2023,New York,Private Duty Nursing,hcbs_other,59326468.0
2023,New York,Balance,map_total,97862827572.0
2023,New York,Collections,collections,-5417962640.0
2023,North Carolina,Mental Health Facility Services - Reg. Payments,mhf,395501.0
2023,North Carolina,Mental Health Facility - DSH,mhf_dsh,365807016.0
2023,North Carolina,Nursing Facility Services - Reg. Payments,nf,2185824023.0
2023,North Carolina,Nursing Facility Services - Sup. Payments,nf,0.0
2023,North Carolina,Intermediate Care Facility - Public,icf,223160.0
2023,North Carolina,Intermediate Care - Private,icf,1117431.0
2023,North Carolina,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,North Carolina,Home Health Services,hcbs_other,9760781.0
2023,North Carolina,Medicaid - MCO,mco_capitation,7992154865.0
2023,North Carolina,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,North Carolina,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,576418841.0
2023,North Carolina,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,North Carolina,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,North Carolina,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,North Carolina,All-Inclusive Care Elderly,hcbs_other,116936284.0
2023,North Carolina,Personal Care Services - Reg. Payments,hcbs_pc_cfc,564701909.0
2023,North Carolina,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,34720.0
2023,North Carolina,Targeted Case Management Services - Com. Case-Man.,hcbs_other,6985248.0
2023,North Carolina,Case Management - State Wide,hcbs_other,0.0
2023,North Carolina,Rehabilitative Services (non-school-based),hcbs_other,10333683.0
2023,North Carolina,Private Duty Nursing,hcbs_other,172277644.0
2023,North Carolina,Balance,map_total,19443040982.0
2023,North Carolina,Collections,collections,-117432499.0
2023,North Dakota,Mental Health Facility Services - Reg. Payments,mhf,16571015.0
2023,North Dakota,Mental Health Facility - DSH,mhf_dsh,1015717.0
2023,North Dakota,Nursing Facility Services - Reg. Payments,nf,294804133.0
2023,North Dakota,Nursing Facility Services - Sup. Payments,nf,0.0
2023,North Dakota,Intermediate Care Facility - Public,icf,28736312.0
2023,North Dakota,Intermediate Care - Private,icf,96848016.0
2023,North Dakota,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,North Dakota,Home Health Services,hcbs_other,10465078.0
2023,North Dakota,Medicaid - MCO,mco_capitation,371108382.0
2023,North Dakota,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,North Dakota,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,250051110.0
2023,North Dakota,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,258685.0
2023,North Dakota,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,North Dakota,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,North Dakota,All-Inclusive Care Elderly,hcbs_other,10850008.0
2023,North Dakota,Personal Care Services - Reg. Payments,hcbs_pc_cfc,35841869.0
2023,North Dakota,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,North Dakota,Targeted Case Management Services - Com. Case-Man.,hcbs_other,2482007.0
2023,North Dakota,Case Management - State Wide,hcbs_other,0.0
2023,North Dakota,Rehabilitative Services (non-school-based),hcbs_other,17072073.0
2023,North Dakota,Private Duty Nursing,hcbs_other,1193361.0
2023,North Dakota,Balance,map_total,1523887277.0
2023,North Dakota,Collections,collections,-8670699.0
2023,Ohio,Mental Health Facility Services - Reg. Payments,mhf,-22201.0
2023,Ohio,Mental Health Facility - DSH,mhf_dsh,93432758.0
2023,Ohio,Nursing Facility Services - Reg. Payments,nf,1580722110.0
2023,Ohio,Nursing Facility Services - Sup. Payments,nf,0.0
2023,Ohio,Intermediate Care Facility - Public,icf,232117201.0
2023,Ohio,Intermediate Care - Private,icf,521377320.0
2023,Ohio,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,Ohio,Home Health Services,hcbs_other,251567242.0
2023,Ohio,Medicaid - MCO,mco_capitation,17740821373.0
2023,Ohio,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,Ohio,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,3748512169.0
2023,Ohio,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,674830.0
2023,Ohio,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,Ohio,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,Ohio,All-Inclusive Care Elderly,hcbs_other,22771600.0
2023,Ohio,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2023,Ohio,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,Ohio,Targeted Case Management Services - Com. Case-Man.,hcbs_other,0.0
2023,Ohio,Case Management - State Wide,hcbs_other,125819541.0
2023,Ohio,Rehabilitative Services (non-school-based),hcbs_other,91072437.0
2023,Ohio,Private Duty Nursing,hcbs_other,32135243.0
2023,Ohio,Balance,map_total,31853903670.0
2023,Ohio,Collections,collections,-187918081.0
2023,Oklahoma,Mental Health Facility Services - Reg. Payments,mhf,93132319.0
2023,Oklahoma,Mental Health Facility - DSH,mhf_dsh,3273248.0
2023,Oklahoma,Nursing Facility Services - Reg. Payments,nf,700823625.0
2023,Oklahoma,Nursing Facility Services - Sup. Payments,nf,133763819.0
2023,Oklahoma,Intermediate Care Facility - Public,icf,29435528.0
2023,Oklahoma,Intermediate Care - Private,icf,69968093.0
2023,Oklahoma,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,10421989.0
2023,Oklahoma,Home Health Services,hcbs_other,27064707.0
2023,Oklahoma,Medicaid - MCO,mco_capitation,0.0
2023,Oklahoma,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,Oklahoma,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,691198743.0
2023,Oklahoma,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,Oklahoma,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,Oklahoma,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,Oklahoma,All-Inclusive Care Elderly,hcbs_other,29883177.0
2023,Oklahoma,Personal Care Services - Reg. Payments,hcbs_pc_cfc,10051353.0
2023,Oklahoma,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,Oklahoma,Targeted Case Management Services - Com. Case-Man.,hcbs_other,75285773.0
2023,Oklahoma,Case Management - State Wide,hcbs_other,0.0
2023,Oklahoma,Rehabilitative Services (non-school-based),hcbs_other,232425553.0
2023,Oklahoma,Private Duty Nursing,hcbs_other,0.0
2023,Oklahoma,Balance,map_total,9569336350.0
2023,Oklahoma,Collections,collections,-964368133.0
2023,Oregon,Mental Health Facility Services - Reg. Payments,mhf,304106.0
2023,Oregon,Mental Health Facility - DSH,mhf_dsh,4993773.0
2023,Oregon,Nursing Facility Services - Reg. Payments,nf,641141686.0
2023,Oregon,Nursing Facility Services - Sup. Payments,nf,89605735.0
2023,Oregon,Intermediate Care Facility - Public,icf,0.0
2023,Oregon,Intermediate Care - Private,icf,0.0
2023,Oregon,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,Oregon,Home Health Services,hcbs_other,291887.0
2023,Oregon,Medicaid - MCO,mco_capitation,8839164372.0
2023,Oregon,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,Oregon,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,76872331.0
2023,Oregon,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,121916791.0
2023,Oregon,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,22980015.0
2023,Oregon,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,3233429678.0
2023,Oregon,All-Inclusive Care Elderly,hcbs_other,131399899.0
2023,Oregon,Personal Care Services - Reg. Payments,hcbs_pc_cfc,68053019.0
2023,Oregon,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,Oregon,Targeted Case Management Services - Com. Case-Man.,hcbs_other,63712807.0
2023,Oregon,Case Management - State Wide,hcbs_other,202088336.0
2023,Oregon,Rehabilitative Services (non-school-based),hcbs_other,74082445.0
2023,Oregon,Private Duty Nursing,hcbs_other,14927173.0
2023,Oregon,Balance,map_total,14799439921.0
2023,Oregon,Collections,collections,-131454314.0
2023,Pennsylvania,Mental Health Facility Services - Reg. Payments,mhf,92444286.0
2023,Pennsylvania,Mental Health Facility - DSH,mhf_dsh,298530896.0
2023,Pennsylvania,Nursing Facility Services - Reg. Payments,nf,311493464.0
2023,Pennsylvania,Nursing Facility Services - Sup. Payments,nf,42630035.0
2023,Pennsylvania,Intermediate Care Facility - Public,icf,223019382.0
2023,Pennsylvania,Intermediate Care - Private,icf,427396487.0
2023,Pennsylvania,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,Pennsylvania,Home Health Services,hcbs_other,13057951.0
2023,Pennsylvania,Medicaid - MCO,mco_capitation,31481160362.0
2023,Pennsylvania,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,Pennsylvania,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,4193892475.0
2023,Pennsylvania,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,Pennsylvania,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,Pennsylvania,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,Pennsylvania,All-Inclusive Care Elderly,hcbs_other,367856561.0
2023,Pennsylvania,Personal Care Services - Reg. Payments,hcbs_pc_cfc,1237545.0
2023,Pennsylvania,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,Pennsylvania,Targeted Case Management Services - Com. Case-Man.,hcbs_other,49742116.0
2023,Pennsylvania,Case Management - State Wide,hcbs_other,0.0
2023,Pennsylvania,Rehabilitative Services (non-school-based),hcbs_other,762732.0
2023,Pennsylvania,Private Duty Nursing,hcbs_other,0.0
2023,Pennsylvania,Balance,map_total,43995159641.0
2023,Pennsylvania,Collections,collections,-228187663.0
2023,Puerto Rico,Mental Health Facility Services - Reg. Payments,mhf,0.0
2023,Puerto Rico,Mental Health Facility - DSH,mhf_dsh,0.0
2023,Puerto Rico,Nursing Facility Services - Reg. Payments,nf,0.0
2023,Puerto Rico,Nursing Facility Services - Sup. Payments,nf,0.0
2023,Puerto Rico,Intermediate Care Facility - Public,icf,0.0
2023,Puerto Rico,Intermediate Care - Private,icf,0.0
2023,Puerto Rico,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,Puerto Rico,Home Health Services,hcbs_other,0.0
2023,Puerto Rico,Medicaid - MCO,mco_capitation,3772157172.0
2023,Puerto Rico,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,Puerto Rico,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,0.0
2023,Puerto Rico,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,Puerto Rico,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,Puerto Rico,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,Puerto Rico,All-Inclusive Care Elderly,hcbs_other,0.0
2023,Puerto Rico,Personal Care Services - Reg. Payments,hcbs_pc_cfc,0.0
2023,Puerto Rico,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,Puerto Rico,Targeted Case Management Services - Com. Case-Man.,hcbs_other,0.0
2023,Puerto Rico,Case Management - State Wide,hcbs_other,0.0
2023,Puerto Rico,Rehabilitative Services (non-school-based),hcbs_other,0.0
2023,Puerto Rico,Private Duty Nursing,hcbs_other,0.0
2023,Puerto Rico,Balance,map_total,3869331777.0
2023,Puerto Rico,Collections,collections,-776264.0
2023,Rhode Island,Mental Health Facility Services - Reg. Payments,mhf,3537298.0
2023,Rhode Island,Mental Health Facility - DSH,mhf_dsh,0.0
2023,Rhode Island,Nursing Facility Services - Reg. Payments,nf,288816299.0
2023,Rhode Island,Nursing Facility Services - Sup. Payments,nf,0.0
2023,Rhode Island,Intermediate Care Facility - Public,icf,0.0
2023,Rhode Island,Intermediate Care - Private,icf,6389659.0
2023,Rhode Island,Intermediate Care Facility - Individuals with Intellectual Disabilities (ICF/IID): Supplemental Payments,icf,0.0
2023,Rhode Island,Home Health Services,hcbs_other,675714.0
2023,Rhode Island,Medicaid - MCO,mco_capitation,2123196831.0
2023,Rhode Island,Medicaid MCO - Community First Choice,hcbs_pc_cfc,0.0
2023,Rhode Island,Home & Community-Based Services - Regular Payment (1915(c) Waiver),hcbs_1915c,404469807.0
2023,Rhode Island,Home & Community-Based Services - St. Plan 1915(i) Only Pay.,hcbs_other,0.0
2023,Rhode Island,Home & Community-Based Services - St. Plan 1915(j) Only Pay.,hcbs_pc_cfc,0.0
2023,Rhode Island,Home & Community Based Services State Plan 1915(k) Community First Choice,hcbs_pc_cfc,0.0
2023,Rhode Island,All-Inclusive Care Elderly,hcbs_other,20181843.0
2023,Rhode Island,Personal Care Services - Reg. Payments,hcbs_pc_cfc,70970854.0
2023,Rhode Island,Personal Care Services - SDS 1915(j),hcbs_pc_cfc,0.0
2023,Rhode Island,Targeted Case Management Services - Com. Case-Man.,hcbs_other,3944315.0
2023,Rhode Island,Case Management - State Wide,hcbs_other,0.0
2023,Rhode Island,Rehabilitative Services (non-school-based),hcbs_other,86415196.0
