country,origin,offence,unit,numerator,denominator,rate,ratio_to_native,standardized,period,source_table,chart_value
Norway,"Norden uten Norge, EU/EFTA, Storbritannia, Nord-Amerika og Oceania",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",126,2133.5,59.06,1.85,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",
Norway,"Europa utenom EU/EFTA og Storbritannia,Afrika, Asia, Latin-Amerika",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",885,4484.25,197.36,6.19,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",
Norway,¬ Europa utenom EU/EFTA/Storbritannia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",38,558.5,68.04,2.13,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",
Norway,¬ Afrika,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",552,1538.5,358.79,11.25,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",
Norway,¬ Asia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",272,2183.5,124.57,3.91,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",
Norway,¬ Latin-Amerika og Karibia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",23,203.75,112.88,3.54,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",
Norway,Sverige,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",9,149.25,60.3,1.89,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",
Norway,Polen,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",16,439.75,36.38,1.14,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",
Norway,Russland,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",26,185.5,140.16,4.4,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",140
Norway,Eritrea,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",54,224,241.07,7.56,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",241
Norway,Etiopia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",39,134.75,289.42,9.08,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",289
Norway,Somalia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",357,738.75,483.25,15.16,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",483
Norway,Afghanistan,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",66,410.5,160.78,5.04,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",160
Norway,Irak,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",69,239.5,288.1,9.04,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",288
Norway,Pakistan,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",29,260.25,111.43,3.5,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",111
Norway,Syria,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; MEN 15-24 RESIDENT IN OSLO; 4-year cumulative 2020-2023",39,286.5,136.13,4.27,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser, menn 15-24 ar"", col Y (BOSTED OSLO)",136
Norway,"BOSATTE, I ALT",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,11.62,1.2,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,ØVRIGE BOSATTE,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,9.7,1.0,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,"INNVANDRERE, I ALT",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,18.39,1.9,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,"NORSKFØDTE MED INNVANDRERFORELDRE, I ALT",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,25.78,2.66,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,"Norden uten Norge, EU/EFTA, Storbritannia, Nord-Amerika og Oceania",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,8.51,0.88,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,¬ Norden uten Norge og EU/EFTA,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,8.66,0.89,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,¬ Nord-Amerika og Oceania,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,4.8,0.49,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,"Europa utenom EU/EFTA og Storbritannia,Afrika, Asia, Latin-Amerika",Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,26.34,2.72,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,¬ Europa utenom EU/EFTA/Storbritannia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,16.91,1.74,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,¬ Afrika,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,45.01,4.64,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,¬ Asia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,22.58,2.33,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,¬ Latin-Amerika og Karibia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,16.5,1.7,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Danmark,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,4.78,0.49,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Finland,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,8.1,0.83,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Island,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,15.78,1.63,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Sverige,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,7.57,0.78,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Albania,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,12.85,1.32,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Belgia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,7.12,0.73,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Bulgaria,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,9.88,1.02,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Estland,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,5.01,0.52,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Frankrike,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,5.17,0.53,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Hellas,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,5.15,0.53,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Hviterussland,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,12.49,1.29,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Kroatia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,10.13,1.04,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Italia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,4.78,0.49,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Latvia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,11.53,1.19,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Nederland,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,10.18,1.05,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Polen,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,9.71,1.0,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Portugal,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,10.86,1.12,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Romania,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,11.03,1.14,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Litauen,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,11.22,1.16,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Spania,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,9.07,0.94,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Moldova,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,3.47,0.36,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Storbritannia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,5.17,0.53,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Russland,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,26.71,2.75,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Tyrkia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,16.33,1.68,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Tyskland,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,5.74,0.59,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Ukraina,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,4.16,0.43,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Ungarn,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,6.73,0.69,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Bosnia-Hercegovina,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,11.05,1.14,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Nord-Makedonia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,17.24,1.78,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Slovakia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,3.98,0.41,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Serbia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,10.47,1.08,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Kosovo,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,32.2,3.32,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Algerie,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,34.68,3.57,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Eritrea,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,32.21,3.32,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Etiopia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,27.11,2.79,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Egypt,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,12.94,1.33,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Gambia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,48.4,4.99,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Ghana,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,24.87,2.56,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Kenya,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,60.64,6.25,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Kongo,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,38.01,3.92,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Marokko,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,22.84,2.35,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Nigeria,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,19.5,2.01,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Somalia,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,78.12,8.05,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Sudan,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,50.53,5.21,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Uganda,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,52.75,5.44,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Afghanistan,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,38.65,3.98,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Myanmar,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,18.45,1.9,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Sri Lanka,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,18.61,1.92,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Filippinene,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,6.53,0.67,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,India,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,5.04,0.52,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Irak,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,40.65,4.19,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
Norway,Iran,Charges (siktelser) for violence and abuse — vold og mishandling,"charges per 1,000 mean-annual population; ALL AGES, WHOLE COUNTRY; 4-year cumulative 2020-2023",,,24.15,2.49,no,2020-2023,"SSB 2024-12-09 ""Tab 2-Siktelser (bosted).xlsx"", sheet ""Tab2 Siktelser (bosted)"", col H",
