spec,period,sex,metros,beneficiaries,D,L,D_case,L_case,protection_bn,crowding_bn,net_bn,net_bn_se,fiscal_net_bn,fiscal_protection_bn,welfare_rho_1.0_bn,welfare_rho_0.75_bn,welfare_rho_0.5_bn,welfare_rho_0.0_bn,risk_premium_gamma_1_bn,risk_premium_gamma_2_bn,risk_premium_gamma_3_bn
CK_eq7_structural,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.8391185695367117,0.6385396110416739,0.20057895849503796,0.052396308738771734,0.07702232006209457,0.3222215307020973,0.20057895849503782,0.3602138612554563,0.5198487640158748,0.8391185695367117,0.0764043281828212,0.1528086563656424,0.2292129845484636
CK_eq7_structural,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,8.0,low,high,1.0488982119208896,0.7981745138020924,0.25072369811879747,0.06549538592346467,0.09627790007761822,0.4027769133776216,0.25072369811879724,0.45026732656932034,0.6498109550198434,1.0488982119208896,0.09550541022852649,0.19101082045705298,0.28651623068557946
CK_eq7_structural,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,12.0,central,low,1.3985309492278528,1.0642326850694566,0.3342982641583966,0.08732718123128623,0.12837053343682428,0.5370358845034955,0.33429826415839636,0.6003564354257606,0.8664146066931246,1.3985309492278528,0.12734054697136868,0.25468109394273736,0.382021640914106
CK_eq7_structural,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,10.0,central,central,1.6782371390734234,1.2770792220833478,0.4011579169900759,0.10479261747754347,0.15404464012418914,0.6444430614041946,0.40115791699007564,0.7204277225109126,1.0396975280317495,1.6782371390734234,0.1528086563656424,0.3056173127312848,0.4584259690969272
CK_eq7_structural,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,8.0,central,high,2.0977964238417792,1.5963490276041847,0.5014473962375949,0.13099077184692934,0.19255580015523643,0.8055538267552432,0.5014473962375945,0.9005346531386407,1.2996219100396869,2.0977964238417792,0.19101082045705298,0.38202164091410595,0.5730324613711589
CK_eq7_structural,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,12.0,high,low,2.0977964238417792,1.5963490276041847,0.5014473962375949,0.13099077184692934,0.19255580015523643,0.8055538267552432,0.5014473962375945,0.9005346531386407,1.2996219100396869,2.0977964238417792,0.19101082045705298,0.38202164091410595,0.5730324613711589
CK_eq7_structural,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,10.0,high,central,2.5173557086101352,1.9156188331250217,0.6017368754851139,0.1571889262163152,0.2310669601862837,0.966664592106292,0.6017368754851135,1.080641583766369,1.5595462920476244,2.5173557086101352,0.2292129845484636,0.4584259690969272,0.6876389536453907
CK_eq7_structural,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,8.0,high,high,3.146694635762669,2.394523541406277,0.7521710943563923,0.196486157770394,0.28883370023285465,1.208330740132865,0.7521710943563918,1.3508019797079611,1.9494328650595303,3.146694635762669,0.28651623068557946,0.5730324613711589,0.8595486920567385
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives,2.5,12.0,low,low,0.46489031344634246,0.4264240025216667,0.03846631092467588,0.010048375554312023,0.014771063395075537,0.1785178803633955,0.038466310924675784,0.14507231155509245,0.2516783121855091,0.46489031344634246,0.04597852590158649,0.09195705180317298,0.13793557770475945
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives,2.5,10.0,low,central,0.5578683761356109,0.511708803026,0.04615957310961105,0.012058050665174428,0.017725276074090645,0.2142214564360746,0.04615957310961094,0.17408677386611093,0.3020139746226109,0.5578683761356109,0.055174231081903786,0.11034846216380757,0.16552269324571134
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives,2.5,8.0,low,high,0.6973354701695136,0.6396360037825,0.057699466387013815,0.015072563331468036,0.022156595092613307,0.2677768205450932,0.057699466387013676,0.21760846733263867,0.37751746827826366,0.6973354701695136,0.06896778885237974,0.13793557770475948,0.20690336655713917
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives,5.0,12.0,central,low,0.9297806268926849,0.8528480050433334,0.07693262184935176,0.020096751108624047,0.029542126790151075,0.357035760726791,0.07693262184935157,0.2901446231101849,0.5033566243710182,0.9297806268926849,0.09195705180317298,0.18391410360634597,0.2758711554095189
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives,5.0,10.0,central,central,1.1157367522712218,1.023417606052,0.0923191462192221,0.024116101330348857,0.03545055214818129,0.4284429128721492,0.09231914621922188,0.34817354773222187,0.6040279492452219,1.1157367522712218,0.11034846216380757,0.22069692432761515,0.3310453864914227
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives,5.0,8.0,central,high,1.3946709403390272,1.279272007565,0.11539893277402763,0.030145126662936072,0.044313190185226614,0.5355536410901864,0.11539893277402735,0.43521693466527733,0.7550349365565273,1.3946709403390272,0.13793557770475948,0.27587115540951895,0.41380673311427835
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives,7.5,12.0,high,low,1.3946709403390272,1.279272007565,0.11539893277402763,0.030145126662936072,0.044313190185226614,0.5355536410901864,0.11539893277402735,0.43521693466527733,0.7550349365565273,1.3946709403390272,0.13793557770475948,0.27587115540951895,0.41380673311427835
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives,7.5,10.0,high,central,1.6736051284068327,1.535126409078,0.13847871932883316,0.036174151995523283,0.05317582822227193,0.6426643693082238,0.13847871932883282,0.5222603215983328,0.9060419238678328,1.6736051284068327,0.16552269324571137,0.33104538649142273,0.496568079737134
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives,7.5,8.0,high,high,2.092006410508541,1.9189080113474999,0.17309839916104144,0.045217689994404106,0.06646978527783992,0.8033304616352798,0.17309839916104103,0.652825401997916,1.132552404834791,2.092006410508541,0.2069033665571392,0.4138067331142784,0.6207100996714175
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.5827327918062631,0.5008016875057381,0.08193110430052507,0.02140248143897417,0.03146154405140163,0.22376939205360505,0.08193110430052507,0.2071315261769596,0.3323319480533941,0.5827327918062631,0.05470508933852317,0.10941017867704635,0.16411526801556953
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.6992793501675157,0.6009620250068857,0.09831732516063008,0.025682977726769002,0.03775385286168195,0.26852327046432606,0.09831732516063008,0.2485578314123515,0.3987983376640729,0.6992793501675157,0.06564610720622781,0.13129221441245562,0.19693832161868344
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,2.5,8.0,low,high,0.8740991877093947,0.751202531258607,0.1228966564507876,0.03210372215846125,0.04719231607710244,0.3356540880804076,0.1228966564507876,0.3106972892654394,0.49849792208009114,0.8740991877093947,0.08205763400778476,0.16411526801556953,0.2461729020233543
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,12.0,central,low,1.1654655836125263,1.0016033750114761,0.16386220860105014,0.04280496287794834,0.06292308810280325,0.4475387841072101,0.16386220860105014,0.4142630523539192,0.6646638961067882,1.1654655836125263,0.10941017867704635,0.2188203573540927,0.32823053603113905
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,10.0,central,central,1.3985587003350315,1.2019240500137713,0.19663465032126015,0.051365955453538004,0.0755077057233639,0.5370465409286521,0.19663465032126015,0.497115662824703,0.7975966753281458,1.3985587003350315,0.13129221441245562,0.26258442882491123,0.3938766432373669
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,5.0,8.0,central,high,1.7481983754187893,1.502405062517214,0.2457933129015752,0.0642074443169225,0.09438463215420488,0.6713081761608152,0.2457933129015752,0.6213945785308788,0.9969958441601823,1.7481983754187893,0.16411526801556953,0.32823053603113905,0.4923458040467086
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,12.0,high,low,1.7481983754187893,1.502405062517214,0.2457933129015752,0.0642074443169225,0.09438463215420488,0.6713081761608152,0.2457933129015752,0.6213945785308788,0.9969958441601823,1.7481983754187893,0.16411526801556953,0.32823053603113905,0.4923458040467086
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,10.0,high,central,2.0978380505025473,1.802886075020657,0.2949519754818902,0.077048933180307,0.11326155858504586,0.8055698113929781,0.2949519754818902,0.7456734942370544,1.1963950129922187,2.0978380505025473,0.1969383216186834,0.3938766432373668,0.5908149648560503
CK_eq7_structural,GR_2006_2010,men,ck_sample,other_natives_and_other_foreign_born,7.5,8.0,high,high,2.622297563128184,2.253607593775821,0.36868996935236276,0.09631116647538376,0.14157694823130731,1.0069622642412228,0.36868996935236276,0.9320918677963181,1.4954937662402734,2.622297563128184,0.2461729020233543,0.4923458040467086,0.7385187060700629
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives,2.5,12.0,low,low,0.08625947438211311,0.06257552554279988,0.023683948839313237,0.010501300340247318,0.009094636354296283,0.033123638162731436,0.023683948839313233,0.039327830225013204,0.054971711610713174,0.08625947438211311,0.007103528659787516,0.014207057319575032,0.02131058597936255
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives,2.5,10.0,low,central,0.10351136925853573,0.07509063065135985,0.028420738607175883,0.012601560408296781,0.01091356362515554,0.03974836579527772,0.02842073860717588,0.04719339627001584,0.0659660539328558,0.10351136925853573,0.008524234391745019,0.017048468783490037,0.025572703175235058
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives,2.5,8.0,low,high,0.12938921157316965,0.09386328831419981,0.03552592325896985,0.015751950510370975,0.013641954531444424,0.04968545724409715,0.035525923258969846,0.0589917453375198,0.08245756741606976,0.12938921157316965,0.010655292989681273,0.021310585979362546,0.03196587896904382
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives,5.0,12.0,central,low,0.17251894876422622,0.12515105108559976,0.047367897678626474,0.021002600680494636,0.018189272708592566,0.06624727632546287,0.04736789767862647,0.07865566045002641,0.10994342322142635,0.17251894876422622,0.014207057319575032,0.028414114639150063,0.0426211719587251
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives,5.0,10.0,central,central,0.20702273851707145,0.1501812613027197,0.05684147721435177,0.025203120816593563,0.02182712725031108,0.07949673159055544,0.05684147721435176,0.09438679254003168,0.1319321078657116,0.20702273851707145,0.017048468783490037,0.034096937566980075,0.051145406350470116
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives,5.0,8.0,central,high,0.2587784231463393,0.18772657662839962,0.0710518465179397,0.03150390102074195,0.02728390906288885,0.0993709144881943,0.07105184651793969,0.1179834906750396,0.16491513483213951,0.2587784231463393,0.021310585979362546,0.04262117195872509,0.06393175793808764
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives,7.5,12.0,high,low,0.2587784231463393,0.18772657662839962,0.0710518465179397,0.03150390102074195,0.02728390906288885,0.0993709144881943,0.07105184651793969,0.1179834906750396,0.16491513483213951,0.2587784231463393,0.021310585979362546,0.04262117195872509,0.06393175793808764
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives,7.5,10.0,high,central,0.3105341077756072,0.22527189195407954,0.08526221582152765,0.03780468122489034,0.03274069087546662,0.11924509738583317,0.08526221582152764,0.14158018881004752,0.1978981617985674,0.3105341077756072,0.025572703175235058,0.051145406350470116,0.07671810952570518
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives,7.5,8.0,high,high,0.388167634719509,0.2815898649425994,0.10657776977690957,0.04725585153111293,0.04092586359433327,0.14905637173229144,0.10657776977690955,0.1769752360125594,0.24737270224820926,0.388167634719509,0.03196587896904382,0.06393175793808764,0.09589763690713146
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.10589384586556817,0.07117562070701863,0.03471822515854953,0.01539382271697354,0.01333179846088302,0.040663236812378184,0.03471822515854955,0.052512130335304205,0.07030603551205886,0.10589384586556817,0.008401035372520953,0.016802070745041905,0.025203106117562858
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.1270726150386818,0.08541074484842236,0.04166187019025944,0.018472587260368246,0.015998158153059622,0.04879588417485382,0.04166187019025945,0.06301455640236504,0.08436724261447062,0.1270726150386818,0.010081242447025143,0.020162484894050287,0.03024372734107543
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,2.5,8.0,low,high,0.15884076879835227,0.10676343106052795,0.052077337737824296,0.023090734075460306,0.019997697691324527,0.06099485521856727,0.05207733773782432,0.0787681955029563,0.10545905326808827,0.15884076879835227,0.012601553058781429,0.025203106117562858,0.03780465917634429
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,5.0,12.0,central,low,0.21178769173113635,0.14235124141403727,0.06943645031709907,0.03078764543394708,0.02666359692176604,0.08132647362475637,0.0694364503170991,0.10502426067060841,0.1406120710241177,0.21178769173113635,0.016802070745041905,0.03360414149008381,0.050406212235125716
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,5.0,10.0,central,central,0.2541452300773636,0.1708214896968447,0.08332374038051887,0.03694517452073649,0.031996316306119245,0.09759176834970763,0.0833237403805189,0.1260291128047301,0.16873448522894124,0.2541452300773636,0.020162484894050287,0.04032496978810057,0.06048745468215086
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,5.0,8.0,central,high,0.31768153759670453,0.2135268621210559,0.10415467547564859,0.04618146815092061,0.039995395382649054,0.12198971043713454,0.10415467547564863,0.1575363910059126,0.21091810653617654,0.31768153759670453,0.025203106117562858,0.050406212235125716,0.07560931835268858
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,7.5,12.0,high,low,0.31768153759670453,0.2135268621210559,0.10415467547564859,0.04618146815092061,0.039995395382649054,0.12198971043713454,0.10415467547564863,0.1575363910059126,0.21091810653617654,0.31768153759670453,0.025203106117562858,0.050406212235125716,0.07560931835268858
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,7.5,10.0,high,central,0.3812178451160454,0.25623223454526706,0.12498561057077831,0.05541776178110474,0.04799447445917887,0.14638765252456146,0.12498561057077835,0.18904366920709514,0.2531017278434119,0.3812178451160454,0.03024372734107543,0.06048745468215086,0.09073118202322629
CK_T3_structural_women,GR_2006_2010,women,all_metros,other_natives_and_other_foreign_born,7.5,8.0,high,high,0.47652230639505677,0.32029029318158386,0.15623201321347288,0.06927220222638092,0.05999309307397358,0.18298456565570181,0.15623201321347294,0.2363045865088689,0.31637715980426484,0.47652230639505677,0.03780465917634429,0.07560931835268858,0.11341397752903286
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives,2.5,12.0,low,low,0.07112595329306877,0.06001674098526297,0.011109212307805809,0.00492574847967049,0.004265937526197431,0.027312366064538407,0.011109212307805795,0.026113397554121537,0.04111758280043728,0.07112595329306877,0.006294609219436631,0.012589218438873262,0.01888382765830989
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives,2.5,10.0,low,central,0.08535114395168251,0.07202008918231556,0.01333105476936697,0.005910898175604588,0.005119125031436917,0.03277483927744609,0.013331054769366954,0.031336077064945844,0.049341099360524734,0.08535114395168251,0.007553531063323957,0.015107062126647914,0.022660593189971868
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives,2.5,8.0,low,high,0.10668892993960315,0.09002511147789445,0.016663818461708713,0.007388622719505735,0.006398906289296146,0.04096854909680761,0.016663818461708692,0.039170096331182305,0.061676374200655915,0.10668892993960315,0.009441913829154946,0.01888382765830989,0.028325741487464834
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives,5.0,12.0,central,low,0.14225190658613754,0.12003348197052593,0.022218424615611618,0.00985149695934098,0.008531875052394862,0.054624732129076814,0.02221842461561159,0.052226795108243074,0.08223516560087456,0.14225190658613754,0.012589218438873262,0.025178436877746523,0.03776765531661978
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives,5.0,10.0,central,central,0.17070228790336503,0.14404017836463112,0.02666210953873394,0.011821796351209175,0.010238250062873834,0.06554967855489217,0.026662109538733908,0.06267215412989169,0.09868219872104947,0.17070228790336503,0.015107062126647914,0.030214124253295827,0.045321186379943736
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives,5.0,8.0,central,high,0.2133778598792063,0.1800502229557889,0.03332763692341743,0.01477724543901147,0.012797812578592293,0.08193709819361522,0.033327636923417385,0.07834019266236461,0.12335274840131183,0.2133778598792063,0.01888382765830989,0.03776765531661978,0.05665148297492967
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives,7.5,12.0,high,low,0.2133778598792063,0.1800502229557889,0.03332763692341743,0.01477724543901147,0.012797812578592293,0.08193709819361522,0.033327636923417385,0.07834019266236461,0.12335274840131183,0.2133778598792063,0.01888382765830989,0.03776765531661978,0.05665148297492967
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives,7.5,10.0,high,central,0.25605343185504753,0.21606026754694668,0.03999316430810091,0.017732694526813763,0.01535737509431075,0.09832451783233825,0.03999316430810086,0.09400823119483753,0.14802329808157422,0.25605343185504753,0.02266059318997187,0.04532118637994374,0.0679817795699156
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives,7.5,8.0,high,high,0.3200667898188094,0.27007533443368337,0.049991455385126136,0.022165868158517205,0.01919671886788844,0.12290564729042283,0.049991455385126074,0.11751028899354692,0.18502912260196774,0.3200667898188094,0.028325741487464837,0.056651482974929675,0.0849772244623945
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.08938587163852521,0.06853257380606638,0.020853297832458796,0.009246209114410002,0.008007666367664179,0.03432417470919368,0.02085329783245883,0.03798644128397542,0.05511958473549202,0.08938587163852521,0.007446431915977579,0.014892863831955159,0.02233929574793274
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.10726304596623025,0.08223908856727966,0.025023957398950556,0.011095450937292002,0.009609199641197014,0.041189009651032414,0.025023957398950594,0.04558372954077051,0.06614350168259042,0.10726304596623025,0.008935718299173095,0.01787143659834619,0.026807154897519284
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,2.5,8.0,low,high,0.1340788074577878,0.10279886070909958,0.0312799467486882,0.013869313671615003,0.012011499551496267,0.05148626206379052,0.03127994674868824,0.05697966192596313,0.08267937710323803,0.1340788074577878,0.01116964787396637,0.02233929574793274,0.03350894362189911
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,5.0,12.0,central,low,0.17877174327705042,0.13706514761213276,0.04170659566491759,0.018492418228820005,0.016015332735328357,0.06864834941838736,0.04170659566491766,0.07597288256795084,0.11023916947098404,0.17877174327705042,0.014892863831955159,0.029785727663910317,0.04467859149586548
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,5.0,10.0,central,central,0.2145260919324605,0.1644781771345593,0.05004791479790111,0.022190901874584005,0.01921839928239403,0.08237801930206483,0.05004791479790119,0.09116745908154102,0.13228700336518084,0.2145260919324605,0.01787143659834619,0.03574287319669238,0.05361430979503857
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,5.0,8.0,central,high,0.2681576149155756,0.20559772141819915,0.0625598934973764,0.027738627343230005,0.024022999102992534,0.10297252412758104,0.06255989349737648,0.11395932385192627,0.16535875420647606,0.2681576149155756,0.02233929574793274,0.04467859149586548,0.06701788724379822
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,7.5,12.0,high,low,0.2681576149155756,0.20559772141819915,0.0625598934973764,0.027738627343230005,0.024022999102992534,0.10297252412758104,0.06255989349737648,0.11395932385192627,0.16535875420647606,0.2681576149155756,0.02233929574793274,0.04467859149586548,0.06701788724379822
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,7.5,10.0,high,central,0.32178913789869074,0.24671726570183897,0.07507187219685167,0.03328635281187601,0.028827598923591043,0.12356702895309724,0.07507187219685178,0.13675118862231153,0.19843050504777127,0.32178913789869074,0.026807154897519284,0.05361430979503857,0.08042146469255786
CK_T3_structural_women,GR_2006_2010,women,ck_sample,other_natives_and_other_foreign_born,7.5,8.0,high,high,0.40223642237336343,0.3083965821272987,0.09383984024606458,0.04160794101484501,0.0360344986544888,0.15445878619137154,0.09383984024606473,0.1709389857778894,0.24803813130971408,0.40223642237336343,0.03350894362189911,0.06701788724379822,0.10052683086569732
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives,2.5,12.0,low,low,0.18044627411720957,0.13590834749817576,0.0445379266190338,0.07802351963620038,0.01710256382170898,0.06929136926100848,0.04453792661903382,0.07851501349357776,0.1124921003681217,0.18044627411720957,0.018067740606152485,0.03613548121230497,0.05420322181845745
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives,2.5,10.0,low,central,0.21653552894065148,0.1630900169978109,0.05344551194284056,0.09362822356344046,0.020523076586050775,0.08314964311321017,0.053445511942840584,0.09421801619229331,0.13499052044174603,0.21653552894065148,0.02168128872738298,0.04336257745476596,0.06504386618214894
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives,2.5,8.0,low,high,0.27066941117581433,0.20386252124726362,0.06680688992855069,0.11703527945430058,0.02565384573256347,0.10393705389151271,0.06680688992855073,0.11777252024036663,0.16873815055218255,0.27066941117581433,0.027101610909228725,0.05420322181845745,0.08130483272768618
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives,5.0,12.0,central,low,0.36089254823441913,0.2718166949963515,0.0890758532380676,0.15604703927240077,0.03420512764341796,0.13858273852201697,0.08907585323806765,0.1570300269871555,0.2249842007362434,0.36089254823441913,0.03613548121230497,0.07227096242460994,0.1084064436369149
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives,5.0,10.0,central,central,0.43307105788130296,0.3261800339956218,0.10689102388568111,0.18725644712688091,0.04104615317210155,0.16629928622642035,0.10689102388568117,0.18843603238458662,0.26998104088349206,0.43307105788130296,0.04336257745476596,0.08672515490953192,0.13008773236429788
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives,5.0,8.0,central,high,0.5413388223516287,0.40772504249452723,0.13361377985710138,0.23407055890860115,0.05130769146512694,0.20787410778302542,0.13361377985710146,0.23554504048073327,0.3374763011043651,0.5413388223516287,0.05420322181845745,0.1084064436369149,0.16260966545537237
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives,7.5,12.0,high,low,0.5413388223516287,0.40772504249452723,0.13361377985710138,0.23407055890860115,0.05130769146512694,0.20787410778302542,0.13361377985710146,0.23554504048073327,0.3374763011043651,0.5413388223516287,0.05420322181845745,0.1084064436369149,0.16260966545537237
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives,7.5,10.0,high,central,0.6496065868219545,0.4892700509934327,0.16033653582852167,0.28088467069032136,0.06156922975815232,0.24944892933963053,0.16033653582852175,0.2826540485768799,0.4049715613252381,0.6496065868219545,0.06504386618214894,0.13008773236429788,0.19513159854644682
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives,7.5,8.0,high,high,0.812008233527443,0.6115875637417909,0.2004206697856521,0.3511058383629017,0.0769615371976904,0.31181116167453815,0.2004206697856522,0.3533175607210999,0.5062144516565477,0.812008233527443,0.08130483272768618,0.16260966545537237,0.24391449818305852
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,12.0,low,low,0.2210149230171062,0.15802208467129303,0.06299283834581315,0.11035365435071913,0.024189249924792246,0.08486973043856878,0.06299283834581319,0.10249835951363645,0.1420038806814597,0.2210149230171062,0.021453309753736157,0.042906619507472314,0.06435992926120847
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,10.0,low,central,0.26521790762052744,0.1896265016055516,0.07559140601497577,0.13242438522086294,0.029027099909750696,0.10184367652628254,0.07559140601497583,0.12299803141636373,0.17040465681775163,0.26521790762052744,0.025743971704483386,0.05148794340896677,0.07723191511345015
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,2.5,8.0,low,high,0.3315223845256593,0.23703312700693951,0.09448925751871971,0.1655304815260787,0.03628387488718837,0.12730459565785318,0.09448925751871978,0.15374753927045465,0.21300582102218954,0.3315223845256593,0.032179964630604234,0.06435992926120847,0.0965398938918127
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,12.0,central,low,0.4420298460342124,0.31604416934258606,0.1259856766916263,0.22070730870143826,0.04837849984958449,0.16973946087713757,0.12598567669162639,0.2049967190272729,0.2840077613629194,0.4420298460342124,0.042906619507472314,0.08581323901494463,0.12871985852241694
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,10.0,central,central,0.5304358152410549,0.3792530032111032,0.15118281202995154,0.2648487704417259,0.05805419981950139,0.20368735305256508,0.15118281202995165,0.24599606283272746,0.34080931363550326,0.5304358152410549,0.05148794340896677,0.10297588681793354,0.1544638302269003
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,5.0,8.0,central,high,0.6630447690513186,0.47406625401387903,0.18897851503743943,0.3310609630521574,0.07256774977437674,0.25460919131570636,0.18897851503743957,0.3074950785409093,0.4260116420443791,0.6630447690513186,0.06435992926120847,0.12871985852241694,0.1930797877836254
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,12.0,high,low,0.6630447690513186,0.47406625401387903,0.18897851503743943,0.3310609630521574,0.07256774977437674,0.25460919131570636,0.18897851503743957,0.3074950785409093,0.4260116420443791,0.6630447690513186,0.06435992926120847,0.12871985852241694,0.1930797877836254
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,10.0,high,central,0.7956537228615823,0.5688795048166548,0.2267742180449273,0.3972731556625888,0.08708129972925209,0.3055310295788476,0.22677421804492748,0.3689940942490912,0.5112139704532549,0.7956537228615823,0.07723191511345015,0.1544638302269003,0.23169574534035045
own_GR_OLS_natives,GR_2006_2010,men,all_metros,other_natives_and_other_foreign_born,7.5,8.0,high,high,0.9945671535769779,0.7110993810208186,0.2834677725561591,0.49659144457823606,0.1088516246615651,0.38191378697355954,0.28346777255615935,0.461242617811364,0.6390174630665686,0.9945671535769779,0.0965398938918127,0.1930797877836254,0.28961968167543806
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives,2.5,12.0,low,low,0.146169946482193,0.12847604009499358,0.017693906387199403,0.03099697173268847,0.006794460052684572,0.05612925944916212,0.017693906387199407,0.0498129164109478,0.0819319264346962,0.146169946482193,0.01566837425365497,0.03133674850730994,0.04700512276096491
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives,2.5,10.0,low,central,0.1754039357786316,0.1541712481139923,0.021232687664639285,0.03719636607922616,0.008153352063221486,0.06735511133899454,0.021232687664639288,0.05977549969313736,0.09831831172163544,0.1754039357786316,0.018802049104385963,0.037604098208771926,0.05640614731315789
own_GR_OLS_natives,GR_2006_2010,men,ck_sample,other_natives,2.5,8.0,low,high,0.21925491972328948,0.19271406014249037,0.026540859580799107,0.0464954575990327,0.010191690079026858,0.08419388917374317,0.02654085958079911,0.0747193746164217,0.12289788965204429,0.21925491972328948,0.023502561380482453,0.047005122760964906,0.07050768414144737
