st,puma,metro_size,pop20,dominant_share,share_metro_5m_plus,share_metro_1m_5m,share_metro_under_1m,share_non_metro
6,9503,metro_under_1m,143127,1.0,0.0,0.0,1.0,0.0
6,9702,metro_under_1m,126344,1.0,0.0,0.0,1.0,0.0
6,9704,metro_under_1m,121768,1.0,0.0,0.0,1.0,0.0
6,9705,metro_under_1m,101323,1.0,0.0,0.0,1.0,0.0
6,9706,metro_under_1m,139428,1.0,0.0,0.0,1.0,0.0
6,9901,metro_under_1m,123567,1.0,0.0,0.0,1.0,0.0
6,9902,metro_under_1m,125755,1.0,0.0,0.0,1.0,0.0
6,9903,metro_under_1m,187249,1.0,0.0,0.0,1.0,0.0
6,9904,metro_under_1m,116307,1.0,0.0,0.0,1.0,0.0
6,10100,metro_under_1m,181208,1.0,0.0,0.0,1.0,0.0
6,10701,metro_under_1m,154048,1.0,0.0,0.0,1.0,0.0
6,10702,metro_under_1m,162425,1.0,0.0,0.0,1.0,0.0
6,10703,metro_under_1m,156644,1.0,0.0,0.0,1.0,0.0
6,11102,metro_under_1m,150570,1.0,0.0,0.0,1.0,0.0
6,11103,metro_under_1m,194941,1.0,0.0,0.0,1.0,0.0
6,11104,metro_under_1m,127723,1.0,0.0,0.0,1.0,0.0
6,11107,metro_under_1m,110950,1.0,0.0,0.0,1.0,0.0
6,11108,metro_under_1m,129090,1.0,0.0,0.0,1.0,0.0
6,11109,metro_under_1m,130569,1.0,0.0,0.0,1.0,0.0
6,11301,metro_1m_5m,101212,1.0,0.0,1.0,0.0,0.0
6,11302,metro_1m_5m,115191,1.0,0.0,1.0,0.0,0.0
8,100,non_metro,106335,1.0,0.0,0.0,0.0,1.0
8,200,non_metro,121240,1.0,0.0,0.0,0.0,1.0
8,301,metro_under_1m,104570,1.0,0.0,0.0,1.0,0.0
8,302,metro_under_1m,146602,1.0,0.0,0.0,1.0,0.0
8,303,metro_under_1m,107894,1.0,0.0,0.0,1.0,0.0
8,401,metro_1m_5m,108651,0.8027,0.0,0.8027,0.1973,0.0
8,501,metro_under_1m,124959,1.0,0.0,0.0,1.0,0.0
8,502,metro_under_1m,126593,1.0,0.0,0.0,1.0,0.0
8,601,metro_1m_5m,166256,0.6525,0.0,0.6525,0.3475,0.0
8,701,metro_1m_5m,127144,1.0,0.0,1.0,0.0,0.0
8,702,metro_1m_5m,122279,1.0,0.0,1.0,0.0,0.0
8,703,metro_1m_5m,149691,1.0,0.0,1.0,0.0,0.0
8,801,metro_1m_5m,135167,1.0,0.0,1.0,0.0,0.0
8,901,metro_1m_5m,128772,1.0,0.0,1.0,0.0,0.0
8,902,metro_1m_5m,125072,1.0,0.0,1.0,0.0,0.0
8,1001,metro_under_1m,101321,1.0,0.0,0.0,1.0,0.0
8,1002,metro_under_1m,124107,1.0,0.0,0.0,1.0,0.0
8,1003,metro_under_1m,103553,1.0,0.0,0.0,1.0,0.0
8,1101,metro_1m_5m,182360,1.0,0.0,1.0,0.0,0.0
8,1201,metro_1m_5m,117450,1.0,0.0,1.0,0.0,0.0
8,1202,metro_1m_5m,180078,1.0,0.0,1.0,0.0,0.0
8,1301,metro_1m_5m,134210,1.0,0.0,1.0,0.0,0.0
8,1401,metro_1m_5m,109027,1.0,0.0,1.0,0.0,0.0
8,1501,metro_1m_5m,111369,1.0,0.0,1.0,0.0,0.0
8,1601,metro_1m_5m,112829,1.0,0.0,1.0,0.0,0.0
8,1602,metro_1m_5m,122368,1.0,0.0,1.0,0.0,0.0
8,1603,metro_1m_5m,121162,1.0,0.0,1.0,0.0,0.0
8,1701,metro_1m_5m,149926,1.0,0.0,1.0,0.0,0.0
8,1702,metro_1m_5m,177315,1.0,0.0,1.0,0.0,0.0
8,1703,metro_1m_5m,122319,1.0,0.0,1.0,0.0,0.0
8,1704,metro_1m_5m,119956,1.0,0.0,1.0,0.0,0.0
8,1705,metro_1m_5m,176174,1.0,0.0,1.0,0.0,0.0
8,1800,non_metro,120318,0.7834,0.0,0.2166,0.0,0.7834
8,1900,non_metro,100508,1.0,0.0,0.0,0.0,1.0
8,2001,metro_under_1m,110610,1.0,0.0,0.0,1.0,0.0
8,2002,metro_under_1m,150097,1.0,0.0,0.0,1.0,0.0
8,2003,metro_under_1m,112335,1.0,0.0,0.0,1.0,0.0
8,2004,metro_under_1m,108430,1.0,0.0,0.0,1.0,0.0
8,2005,metro_under_1m,132455,1.0,0.0,0.0,1.0,0.0
8,2006,metro_under_1m,141178,1.0,0.0,0.0,1.0,0.0
8,2101,non_metro,116725,0.7486,0.0,0.149,0.1025,0.7486
8,2200,non_metro,115583,1.0,0.0,0.0,0.0,1.0
8,2301,metro_under_1m,156202,1.0,0.0,0.0,1.0,0.0
8,2401,non_metro,103189,0.8414,0.0,0.0,0.1586,0.8414
8,2501,metro_under_1m,139335,1.0,0.0,0.0,1.0,0.0
9,20100,non_metro,112503,1.0,0.0,0.0,0.0,1.0
9,20201,metro_1m_5m,121138,1.0,0.0,1.0,0.0,0.0
9,20202,metro_1m_5m,159641,1.0,0.0,1.0,0.0,0.0
9,20203,metro_1m_5m,113483,1.0,0.0,1.0,0.0,0.0
9,20204,metro_1m_5m,140973,1.0,0.0,1.0,0.0,0.0
9,20205,metro_1m_5m,113838,1.0,0.0,1.0,0.0,0.0
9,20206,metro_1m_5m,155336,1.0,0.0,1.0,0.0,0.0
9,20207,metro_1m_5m,160513,1.0,0.0,1.0,0.0,0.0
9,20301,non_metro,106820,0.8926,0.0,0.1074,0.0,0.8926
9,20401,metro_under_1m,122385,1.0,0.0,0.0,1.0,0.0
9,20402,metro_under_1m,158561,1.0,0.0,0.0,1.0,0.0
9,20500,metro_1m_5m,174225,1.0,0.0,1.0,0.0,0.0
9,20601,metro_under_1m,134023,1.0,0.0,0.0,1.0,0.0
9,20602,metro_under_1m,136292,1.0,0.0,0.0,1.0,0.0
9,20603,metro_under_1m,166627,1.0,0.0,0.0,1.0,0.0
9,20604,metro_under_1m,133871,1.0,0.0,0.0,1.0,0.0
9,20701,metro_under_1m,114403,1.0,0.0,0.0,1.0,0.0
9,20702,metro_under_1m,179948,1.0,0.0,0.0,1.0,0.0
9,20703,metro_under_1m,159355,1.0,0.0,0.0,1.0,0.0
9,20801,metro_under_1m,148654,1.0,0.0,0.0,1.0,0.0
9,20802,metro_under_1m,177124,1.0,0.0,0.0,1.0,0.0
9,20901,metro_under_1m,198988,1.0,0.0,0.0,1.0,0.0
9,20902,metro_under_1m,104776,1.0,0.0,0.0,1.0,0.0
9,20903,metro_under_1m,118325,1.0,0.0,0.0,1.0,0.0
9,20904,metro_under_1m,198460,1.0,0.0,0.0,1.0,0.0
10,101,metro_5m_plus,126756,1.0,1.0,0.0,0.0,0.0
10,102,metro_5m_plus,123340,1.0,1.0,0.0,0.0,0.0
10,103,metro_5m_plus,106027,1.0,1.0,0.0,0.0,0.0
10,104,metro_5m_plus,109197,1.0,1.0,0.0,0.0,0.0
10,105,metro_5m_plus,105399,1.0,1.0,0.0,0.0,0.0
10,200,metro_under_1m,181851,1.0,0.0,0.0,1.0,0.0
10,301,non_metro,118257,1.0,0.0,0.0,0.0,1.0
10,302,non_metro,119121,1.0,0.0,0.0,0.0,1.0
11,101,metro_5m_plus,110761,1.0,1.0,0.0,0.0,0.0
11,102,metro_5m_plus,109790,1.0,1.0,0.0,0.0,0.0
11,103,metro_5m_plus,109870,1.0,1.0,0.0,0.0,0.0
11,104,metro_5m_plus,138727,1.0,1.0,0.0,0.0,0.0
11,105,metro_5m_plus,113382,1.0,1.0,0.0,0.0,0.0
11,106,metro_5m_plus,107015,1.0,1.0,0.0,0.0,0.0
12,101,metro_under_1m,157107,1.0,0.0,0.0,1.0,0.0
12,102,metro_under_1m,121361,1.0,0.0,0.0,1.0,0.0
12,398,metro_1m_5m,118611,1.0,0.0,1.0,0.0,0.0
12,500,metro_under_1m,175216,1.0,0.0,0.0,1.0,0.0
12,798,non_metro,191686,0.6829,0.0,0.0,0.3171,0.6829
12,901,metro_under_1m,103183,1.0,0.0,0.0,1.0,0.0
12,902,metro_under_1m,122746,1.0,0.0,0.0,1.0,0.0
12,903,metro_under_1m,130558,1.0,0.0,0.0,1.0,0.0
12,904,metro_under_1m,146867,1.0,0.0,0.0,1.0,0.0
12,905,metro_under_1m,103258,1.0,0.0,0.0,1.0,0.0
12,1101,metro_5m_plus,102449,1.0,1.0,0.0,0.0,0.0
12,1102,metro_5m_plus,102696,1.0,1.0,0.0,0.0,0.0
12,1103,metro_5m_plus,101555,1.0,1.0,0.0,0.0,0.0
12,1104,metro_5m_plus,105136,1.0,1.0,0.0,0.0,0.0
12,1105,metro_5m_plus,105775,1.0,1.0,0.0,0.0,0.0
12,1106,metro_5m_plus,185568,1.0,1.0,0.0,0.0,0.0
12,1107,metro_5m_plus,105368,1.0,1.0,0.0,0.0,0.0
12,1108,metro_5m_plus,131097,1.0,1.0,0.0,0.0,0.0
12,1109,metro_5m_plus,115621,1.0,1.0,0.0,0.0,0.0
12,1110,metro_5m_plus,116150,1.0,1.0,0.0,0.0,0.0
12,1111,metro_5m_plus,117083,1.0,1.0,0.0,0.0,0.0
12,1112,metro_5m_plus,102007,1.0,1.0,0.0,0.0,0.0
12,1113,metro_5m_plus,126103,1.0,1.0,0.0,0.0,0.0
12,1114,metro_5m_plus,100735,1.0,1.0,0.0,0.0,0.0
12,1115,metro_5m_plus,103783,1.0,1.0,0.0,0.0,0.0
12,1116,metro_5m_plus,120176,1.0,1.0,0.0,0.0,0.0
12,1117,metro_5m_plus,103073,1.0,1.0,0.0,0.0,0.0
12,1398,non_metro,187684,0.5093,0.0,0.0,0.4907,0.5093
12,1500,metro_under_1m,186847,1.0,0.0,0.0,1.0,0.0
12,1700,metro_under_1m,153843,1.0,0.0,0.0,1.0,0.0
12,1901,metro_1m_5m,105840,1.0,0.0,1.0,0.0,0.0
12,1902,metro_1m_5m,112405,1.0,0.0,1.0,0.0,0.0
12,2101,metro_under_1m,120770,1.0,0.0,0.0,1.0,0.0
12,2102,metro_under_1m,114992,1.0,0.0,0.0,1.0,0.0
12,2103,metro_under_1m,139990,1.0,0.0,0.0,1.0,0.0
12,2799,metro_under_1m,149604,0.6036,0.0,0.0,0.6036,0.3964
12,3101,metro_1m_5m,148843,1.0,0.0,1.0,0.0,0.0
12,3102,metro_1m_5m,124658,1.0,0.0,1.0,0.0,0.0
12,3103,metro_1m_5m,169543,1.0,0.0,1.0,0.0,0.0
12,3104,metro_1m_5m,116647,1.0,0.0,1.0,0.0,0.0
12,3105,metro_1m_5m,146202,1.0,0.0,1.0,0.0,0.0
12,3106,metro_1m_5m,157552,1.0,0.0,1.0,0.0,0.0
12,3107,metro_1m_5m,132122,1.0,0.0,1.0,0.0,0.0
12,3301,metro_under_1m,102196,1.0,0.0,0.0,1.0,0.0
12,3302,metro_under_1m,116849,1.0,0.0,0.0,1.0,0.0
12,3303,metro_under_1m,102860,1.0,0.0,0.0,1.0,0.0
12,3500,metro_under_1m,115378,1.0,0.0,0.0,1.0,0.0
12,4798,non_metro,105468,1.0,0.0,0.0,0.0,1.0
12,5199,non_metro,102323,0.8931,0.0,0.0,0.1069,0.8931
12,5300,metro_1m_5m,194515,1.0,0.0,1.0,0.0,0.0
12,5701,metro_1m_5m,151369,1.0,0.0,1.0,0.0,0.0
12,5702,metro_1m_5m,102392,1.0,0.0,1.0,0.0,0.0
12,5703,metro_1m_5m,165319,1.0,0.0,1.0,0.0,0.0
12,5704,metro_1m_5m,126685,1.0,0.0,1.0,0.0,0.0
12,5705,metro_1m_5m,178245,1.0,0.0,1.0,0.0,0.0
12,5706,metro_1m_5m,135511,1.0,0.0,1.0,0.0,0.0
12,5707,metro_1m_5m,148909,1.0,0.0,1.0,0.0,0.0
12,5708,metro_1m_5m,110712,1.0,0.0,1.0,0.0,0.0
12,5709,metro_1m_5m,102754,1.0,0.0,1.0,0.0,0.0
12,5710,metro_1m_5m,120026,1.0,0.0,1.0,0.0,0.0
12,5711,metro_1m_5m,117840,1.0,0.0,1.0,0.0,0.0
12,5998,metro_under_1m,120276,0.8366,0.0,0.0,0.8366,0.1634
12,6100,metro_under_1m,159788,1.0,0.0,0.0,1.0,0.0
12,6901,metro_1m_5m,103967,1.0,0.0,1.0,0.0,0.0
12,6902,metro_1m_5m,131920,1.0,0.0,1.0,0.0,0.0
12,6903,metro_1m_5m,148069,1.0,0.0,1.0,0.0,0.0
12,7101,metro_under_1m,124027,1.0,0.0,0.0,1.0,0.0
12,7102,metro_under_1m,104362,1.0,0.0,0.0,1.0,0.0
12,7103,metro_under_1m,175186,1.0,0.0,0.0,1.0,0.0
12,7104,metro_under_1m,121950,1.0,0.0,0.0,1.0,0.0
12,7105,metro_under_1m,130662,1.0,0.0,0.0,1.0,0.0
12,7106,metro_under_1m,104635,1.0,0.0,0.0,1.0,0.0
12,7301,metro_under_1m,146101,1.0,0.0,0.0,1.0,0.0
12,7302,metro_under_1m,146097,1.0,0.0,0.0,1.0,0.0
12,8101,metro_under_1m,142903,1.0,0.0,0.0,1.0,0.0
12,8102,metro_under_1m,122036,1.0,0.0,0.0,1.0,0.0
12,8103,metro_under_1m,134771,1.0,0.0,0.0,1.0,0.0
12,8301,metro_under_1m,110018,1.0,0.0,0.0,1.0,0.0
12,8302,metro_under_1m,115459,1.0,0.0,0.0,1.0,0.0
12,8303,metro_under_1m,150431,1.0,0.0,0.0,1.0,0.0
12,8500,metro_under_1m,158431,1.0,0.0,0.0,1.0,0.0
12,8601,metro_5m_plus,111325,1.0,1.0,0.0,0.0,0.0
12,8602,metro_5m_plus,116815,1.0,1.0,0.0,0.0,0.0
12,8603,metro_5m_plus,101228,1.0,1.0,0.0,0.0,0.0
12,8604,metro_5m_plus,104627,1.0,1.0,0.0,0.0,0.0
12,8605,metro_5m_plus,103056,1.0,1.0,0.0,0.0,0.0
12,8606,metro_5m_plus,121749,1.0,1.0,0.0,0.0,0.0
12,8607,metro_5m_plus,111152,1.0,1.0,0.0,0.0,0.0
12,8608,metro_5m_plus,101365,1.0,1.0,0.0,0.0,0.0
12,8609,metro_5m_plus,122213,1.0,1.0,0.0,0.0,0.0
12,8610,metro_5m_plus,100917,1.0,1.0,0.0,0.0,0.0
12,8611,metro_5m_plus,110581,1.0,1.0,0.0,0.0,0.0
12,8612,metro_5m_plus,105071,1.0,1.0,0.0,0.0,0.0
12,8613,metro_5m_plus,120640,1.0,1.0,0.0,0.0,0.0
12,8614,metro_5m_plus,118866,1.0,1.0,0.0,0.0,0.0
12,8615,metro_5m_plus,103437,1.0,1.0,0.0,0.0,0.0
12,8616,metro_5m_plus,107216,1.0,1.0,0.0,0.0,0.0
12,8617,metro_5m_plus,104379,1.0,1.0,0.0,0.0,0.0
12,8618,metro_5m_plus,108223,1.0,1.0,0.0,0.0,0.0
12,8619,metro_5m_plus,104162,1.0,1.0,0.0,0.0,0.0
12,8620,metro_5m_plus,102738,1.0,1.0,0.0,0.0,0.0
12,8621,metro_5m_plus,141616,1.0,1.0,0.0,0.0,0.0
12,8622,metro_5m_plus,130426,1.0,1.0,0.0,0.0,0.0
12,8623,metro_5m_plus,109970,1.0,1.0,0.0,0.0,0.0
12,8624,metro_5m_plus,104002,1.0,1.0,0.0,0.0,0.0
12,8625,non_metro,118867,0.6972,0.3028,0.0,0.0,0.6972
12,9101,metro_under_1m,110290,1.0,0.0,0.0,1.0,0.0
12,9102,metro_under_1m,101378,1.0,0.0,0.0,1.0,0.0
12,9501,metro_1m_5m,150913,1.0,0.0,1.0,0.0,0.0
12,9502,metro_1m_5m,144272,1.0,0.0,1.0,0.0,0.0
12,9503,metro_1m_5m,172523,1.0,0.0,1.0,0.0,0.0
12,9504,metro_1m_5m,173812,1.0,0.0,1.0,0.0,0.0
12,9505,metro_1m_5m,127169,1.0,0.0,1.0,0.0,0.0
12,9506,metro_1m_5m,117554,1.0,0.0,1.0,0.0,0.0
12,9507,metro_1m_5m,121871,1.0,0.0,1.0,0.0,0.0
12,9508,metro_1m_5m,130199,1.0,0.0,1.0,0.0,0.0
12,9509,metro_1m_5m,151969,1.0,0.0,1.0,0.0,0.0
12,9510,metro_1m_5m,139626,1.0,0.0,1.0,0.0,0.0
12,9701,metro_1m_5m,102907,1.0,0.0,1.0,0.0,0.0
12,9702,metro_1m_5m,101469,1.0,0.0,1.0,0.0,0.0
12,9703,metro_1m_5m,184280,1.0,0.0,1.0,0.0,0.0
12,9901,metro_5m_plus,114836,1.0,1.0,0.0,0.0,0.0
12,9902,metro_5m_plus,128440,1.0,1.0,0.0,0.0,0.0
12,9903,metro_5m_plus,164912,1.0,1.0,0.0,0.0,0.0
12,9904,metro_5m_plus,141123,1.0,1.0,0.0,0.0,0.0
12,9905,metro_5m_plus,140214,1.0,1.0,0.0,0.0,0.0
12,9906,metro_5m_plus,167950,1.0,1.0,0.0,0.0,0.0
12,9907,metro_5m_plus,128355,1.0,1.0,0.0,0.0,0.0
12,9908,metro_5m_plus,122789,1.0,1.0,0.0,0.0,0.0
12,9909,metro_5m_plus,113611,1.0,1.0,0.0,0.0,0.0
12,9910,metro_5m_plus,123832,1.0,1.0,0.0,0.0,0.0
12,9911,metro_5m_plus,146129,1.0,1.0,0.0,0.0,0.0
12,10101,metro_1m_5m,141512,1.0,0.0,1.0,0.0,0.0
12,10102,metro_1m_5m,125240,1.0,0.0,1.0,0.0,0.0
12,10103,metro_1m_5m,141144,1.0,0.0,1.0,0.0,0.0
12,10104,metro_1m_5m,153995,1.0,0.0,1.0,0.0,0.0
12,10301,metro_1m_5m,124236,1.0,0.0,1.0,0.0,0.0
12,10302,metro_1m_5m,111090,1.0,0.0,1.0,0.0,0.0
12,10303,metro_1m_5m,112563,1.0,0.0,1.0,0.0,0.0
12,10304,metro_1m_5m,109954,1.0,0.0,1.0,0.0,0.0
12,10305,metro_1m_5m,110420,1.0,0.0,1.0,0.0,0.0
12,10306,metro_1m_5m,116704,1.0,0.0,1.0,0.0,0.0
12,10307,metro_1m_5m,161306,1.0,0.0,1.0,0.0,0.0
12,10308,metro_1m_5m,112834,1.0,0.0,1.0,0.0,0.0
12,10501,metro_under_1m,106678,1.0,0.0,0.0,1.0,0.0
12,10502,metro_under_1m,181376,1.0,0.0,0.0,1.0,0.0
12,10503,metro_under_1m,152010,1.0,0.0,0.0,1.0,0.0
12,10504,metro_under_1m,159498,1.0,0.0,0.0,1.0,0.0
12,10505,metro_under_1m,125484,1.0,0.0,0.0,1.0,0.0
12,10799,non_metro,106362,0.6894,0.0,0.3106,0.0,0.6894
12,10902,metro_1m_5m,102475,1.0,0.0,1.0,0.0,0.0
12,10903,metro_1m_5m,137909,1.0,0.0,1.0,0.0,0.0
12,11101,metro_under_1m,105460,1.0,0.0,0.0,1.0,0.0
12,11102,metro_under_1m,104116,1.0,0.0,0.0,1.0,0.0
12,11103,metro_under_1m,119650,1.0,0.0,0.0,1.0,0.0
12,11300,metro_under_1m,188000,1.0,0.0,0.0,1.0,0.0
12,11501,metro_under_1m,130579,1.0,0.0,0.0,1.0,0.0
12,11502,metro_under_1m,145821,1.0,0.0,0.0,1.0,0.0
12,11503,metro_under_1m,157606,1.0,0.0,0.0,1.0,0.0
12,11701,metro_1m_5m,120891,1.0,0.0,1.0,0.0,0.0
12,11702,metro_1m_5m,114488,1.0,0.0,1.0,0.0,0.0
12,11703,metro_1m_5m,113467,1.0,0.0,1.0,0.0,0.0
12,11704,metro_1m_5m,122010,1.0,0.0,1.0,0.0,0.0
12,11900,metro_under_1m,129752,1.0,0.0,0.0,1.0,0.0
12,12701,metro_under_1m,128161,1.0,0.0,0.0,1.0,0.0
12,12702,metro_under_1m,149283,1.0,0.0,0.0,1.0,0.0
12,12703,metro_under_1m,141067,1.0,0.0,0.0,1.0,0.0
12,12704,metro_under_1m,135032,1.0,0.0,0.0,1.0,0.0
13,100,metro_under_1m,176742,0.8587,0.0,0.0,0.8587,0.1413
13,200,metro_under_1m,102864,1.0,0.0,0.0,1.0,0.0
13,300,non_metro,187405,0.6095,0.1772,0.0,0.2133,0.6095
13,400,non_metro,142297,0.5763,0.4237,0.0,0.0,0.5763
13,500,non_metro,140102,1.0,0.0,0.0,0.0,1.0
13,601,metro_under_1m,102394,1.0,0.0,0.0,1.0,0.0
13,602,metro_under_1m,100742,1.0,0.0,0.0,1.0,0.0
13,701,metro_5m_plus,103318,1.0,1.0,0.0,0.0,0.0
13,702,metro_5m_plus,147965,1.0,1.0,0.0,0.0,0.0
13,801,metro_5m_plus,109950,1.0,1.0,0.0,0.0,0.0
13,802,metro_5m_plus,156670,1.0,1.0,0.0,0.0,0.0
13,900,metro_5m_plus,108901,1.0,1.0,0.0,0.0,0.0
13,1000,metro_under_1m,171356,0.5753,0.1746,0.0,0.5753,0.2501
13,1100,metro_5m_plus,168661,1.0,1.0,0.0,0.0,0.0
13,1200,metro_5m_plus,144237,1.0,1.0,0.0,0.0,0.0
13,1301,metro_5m_plus,136909,1.0,1.0,0.0,0.0,0.0
13,1302,metro_5m_plus,158362,1.0,1.0,0.0,0.0,0.0
13,1303,metro_5m_plus,153060,1.0,1.0,0.0,0.0,0.0
13,1304,metro_5m_plus,142096,1.0,1.0,0.0,0.0,0.0
13,1305,metro_5m_plus,175722,1.0,1.0,0.0,0.0,0.0
13,1401,metro_5m_plus,141883,1.0,1.0,0.0,0.0,0.0
13,1402,metro_5m_plus,141088,1.0,1.0,0.0,0.0,0.0
13,1403,metro_5m_plus,108321,1.0,1.0,0.0,0.0,0.0
13,1404,metro_5m_plus,160790,1.0,1.0,0.0,0.0,0.0
13,1405,metro_5m_plus,144940,1.0,1.0,0.0,0.0,0.0
13,1406,metro_5m_plus,152642,1.0,1.0,0.0,0.0,0.0
13,1407,metro_5m_plus,108190,1.0,1.0,0.0,0.0,0.0
13,1408,metro_5m_plus,108856,1.0,1.0,0.0,0.0,0.0
13,1501,metro_5m_plus,151649,1.0,1.0,0.0,0.0,0.0
13,1502,metro_5m_plus,129176,1.0,1.0,0.0,0.0,0.0
13,1503,metro_5m_plus,124368,1.0,1.0,0.0,0.0,0.0
13,1504,metro_5m_plus,112094,1.0,1.0,0.0,0.0,0.0
13,1505,metro_5m_plus,118224,1.0,1.0,0.0,0.0,0.0
13,1506,metro_5m_plus,128871,1.0,1.0,0.0,0.0,0.0
13,1601,metro_5m_plus,156916,1.0,1.0,0.0,0.0,0.0
13,1602,metro_5m_plus,140114,1.0,1.0,0.0,0.0,0.0
13,1603,metro_5m_plus,132178,1.0,1.0,0.0,0.0,0.0
13,1604,metro_5m_plus,123694,1.0,1.0,0.0,0.0,0.0
13,1605,metro_5m_plus,135524,1.0,1.0,0.0,0.0,0.0
13,1606,metro_5m_plus,132124,1.0,1.0,0.0,0.0,0.0
13,1607,metro_5m_plus,136512,1.0,1.0,0.0,0.0,0.0
13,1700,metro_5m_plus,159412,0.5238,0.5238,0.0,0.0,0.4762
13,1800,metro_under_1m,128671,1.0,0.0,0.0,1.0,0.0
13,1900,metro_under_1m,125296,0.6923,0.0,0.0,0.6923,0.3077
13,2000,metro_5m_plus,131358,1.0,1.0,0.0,0.0,0.0
13,2100,metro_5m_plus,206053,1.0,1.0,0.0,0.0,0.0
13,2201,metro_5m_plus,116602,1.0,1.0,0.0,0.0,0.0
13,2202,metro_5m_plus,124110,1.0,1.0,0.0,0.0,0.0
13,2301,metro_5m_plus,155520,1.0,1.0,0.0,0.0,0.0
13,2302,metro_5m_plus,142075,1.0,1.0,0.0,0.0,0.0
13,2400,metro_5m_plus,119194,1.0,1.0,0.0,0.0,0.0
13,2500,metro_5m_plus,146158,1.0,1.0,0.0,0.0,0.0
13,2600,metro_5m_plus,119148,1.0,1.0,0.0,0.0,0.0
13,2700,non_metro,101451,0.6843,0.3157,0.0,0.0,0.6843
13,2800,metro_5m_plus,157829,0.7073,0.7073,0.0,0.0,0.2927
13,2900,metro_under_1m,179160,0.5829,0.0,0.0,0.5829,0.4171
13,3000,metro_under_1m,157346,1.0,0.0,0.0,1.0,0.0
13,3100,non_metro,126247,0.5729,0.0,0.0,0.4271,0.5729
13,3200,metro_under_1m,156010,1.0,0.0,0.0,1.0,0.0
13,3301,metro_under_1m,101403,1.0,0.0,0.0,1.0,0.0
13,3302,metro_under_1m,105204,1.0,0.0,0.0,1.0,0.0
13,3400,non_metro,159935,0.595,0.0,0.0,0.405,0.595
13,3500,non_metro,140188,1.0,0.0,0.0,0.0,1.0
13,3600,metro_under_1m,173488,0.9432,0.0,0.0,0.9432,0.0568
13,3700,non_metro,152466,0.651,0.0,0.0,0.349,0.651
13,3800,metro_under_1m,216487,1.0,0.0,0.0,1.0,0.0
13,3900,non_metro,120993,0.9241,0.0,0.0,0.0759,0.9241
13,4000,metro_under_1m,118953,1.0,0.0,0.0,1.0,0.0
13,4100,non_metro,112480,0.8152,0.0,0.0,0.1848,0.8152
13,4200,non_metro,128900,0.8735,0.0,0.0,0.1265,0.8735
13,4300,metro_under_1m,118251,1.0,0.0,0.0,1.0,0.0
13,4400,non_metro,169347,0.8134,0.0,0.0,0.1866,0.8134
13,4500,non_metro,152571,1.0,0.0,0.0,0.0,1.0
13,4600,metro_under_1m,126162,1.0,0.0,0.0,1.0,0.0
13,4701,metro_under_1m,169493,1.0,0.0,0.0,1.0,0.0
13,4702,metro_under_1m,125798,1.0,0.0,0.0,1.0,0.0
13,4800,metro_under_1m,150242,0.6355,0.0,0.0,0.6355,0.3645
15,100,metro_under_1m,238134,0.6922,0.0,0.0,0.6922,0.3078
15,200,non_metro,200629,1.0,0.0,0.0,0.0,1.0
15,301,metro_1m_5m,104755,1.0,0.0,1.0,0.0,0.0
15,302,metro_1m_5m,121275,1.0,0.0,1.0,0.0,0.0
15,303,metro_1m_5m,110577,1.0,0.0,1.0,0.0,0.0
15,304,metro_1m_5m,127223,1.0,0.0,1.0,0.0,0.0
15,305,metro_1m_5m,118490,1.0,0.0,1.0,0.0,0.0
15,306,metro_1m_5m,147371,1.0,0.0,1.0,0.0,0.0
15,307,metro_1m_5m,153278,1.0,0.0,1.0,0.0,0.0
15,308,metro_1m_5m,133539,1.0,0.0,1.0,0.0,0.0
16,100,non_metro,126989,0.9558,0.0,0.0,0.0442,0.9558
16,200,metro_under_1m,165755,1.0,0.0,0.0,1.0,0.0
16,300,non_metro,110246,0.5258,0.0,0.0,0.4742,0.5258
16,400,metro_under_1m,134809,0.7338,0.0,0.0,0.7338,0.2662
16,500,metro_under_1m,133790,1.0,0.0,0.0,1.0,0.0
16,600,metro_under_1m,151017,1.0,0.0,0.0,1.0,0.0
16,701,metro_under_1m,133161,1.0,0.0,0.0,1.0,0.0
16,702,metro_under_1m,111336,1.0,0.0,0.0,1.0,0.0
16,800,metro_under_1m,128881,1.0,0.0,0.0,1.0,0.0
16,900,metro_under_1m,114701,0.785,0.0,0.0,0.785,0.215
16,1000,non_metro,120590,0.799,0.0,0.0,0.201,0.799
16,1100,non_metro,153805,0.7992,0.0,0.0,0.2008,0.7992
16,1200,metro_under_1m,123964,1.0,0.0,0.0,1.0,0.0
16,1300,metro_under_1m,130062,0.7782,0.0,0.0,0.7782,0.2218
17,100,non_metro,140317,1.0,0.0,0.0,0.0,1.0
17,701,metro_under_1m,143161,1.0,0.0,0.0,1.0,0.0
17,1901,metro_under_1m,172419,1.0,0.0,0.0,1.0,0.0
17,1902,non_metro,148245,0.6831,0.0,0.0,0.3169,0.6831
17,2900,non_metro,128053,1.0,0.0,0.0,0.0,1.0
17,3101,metro_5m_plus,128980,1.0,1.0,0.0,0.0,0.0
17,3102,metro_5m_plus,122349,1.0,1.0,0.0,0.0,0.0
17,3103,metro_5m_plus,112552,1.0,1.0,0.0,0.0,0.0
17,3104,metro_5m_plus,125661,1.0,1.0,0.0,0.0,0.0
