group,sex,age_band,universe,outcome,n_records,adults_per_year,rate,se,ratio_to_nh_white,ratio_se,share_in_group_quarters
usb_all,women,18_49,all,reserve_guard_only,1614610,57898635,0.00381229,7.06205e-05,1.13651,0.0193642,0.0335921
usb_all,women,18_49,household,ever_active_duty,1503990,56007474,0.0143007,0.000127736,1.12564,0.00761104,0
usb_all,women,18_49,household,now_active_duty,1503990,56007474,0.00255998,5.58438e-05,1.19161,0.0247289,0
usb_all,women,18_49,household,reserve_guard_only,1503990,56007474,0.00380863,7.04406e-05,1.13189,0.0196356,0
usb_all,women,25_49,all,ever_active_duty,1230099,44124657,0.0166313,0.000147204,1.14672,0.00908756,0.0136794
usb_all,women,25_49,all,now_active_duty,1230099,44124657,0.00254382,5.7102e-05,1.1952,0.0278507,0.0599314
usb_all,women,25_49,all,reserve_guard_only,1230099,44124657,0.00391713,8.26339e-05,1.14185,0.0216681,0.0109464
usb_all,women,25_49,household,ever_active_duty,1205182,43780041,0.016533,0.000148913,1.14488,0.0091414,0
usb_all,women,25_49,household,now_active_duty,1205182,43780041,0.00241019,5.59038e-05,1.17915,0.0272336,0
usb_all,women,25_49,household,reserve_guard_only,1205182,43780041,0.00390475,8.31504e-05,1.14134,0.0218154,0
usb_all,women,25_34,all,ever_active_duty,507558,19037108,0.0134642,0.000199022,1.1617,0.0183973,0.0286153
usb_all,women,25_34,all,now_active_duty,507558,19037108,0.00378918,0.000107961,1.18462,0.0360938,0.0836256
usb_all,women,25_34,all,reserve_guard_only,507558,19037108,0.00411969,0.000116118,1.10702,0.0345068,0.0122152
usb_all,women,25_34,household,ever_active_duty,496990,18885205,0.0131841,0.000203264,1.15661,0.0186392,0
usb_all,women,25_34,household,now_active_duty,496990,18885205,0.00350024,0.000102448,1.16704,0.0365618,0
usb_all,women,25_34,household,reserve_guard_only,496990,18885205,0.0041021,0.000116804,1.10769,0.034682,0
usb_all,women,18_plus_born_1956_on,all,ever_active_duty,2698539,88579878,0.0169044,9.85526e-05,1.13093,0.00523401,0.0329249
usb_all,women,18_plus_born_1956_on,all,now_active_duty,2698539,88579878,0.00211678,3.83709e-05,1.32546,0.0238815,0.213071
usb_all,women,18_plus_born_1956_on,all,reserve_guard_only,2698539,88579878,0.00389806,5.35737e-05,1.19946,0.0145738,0.0239654
usb_all,women,18_plus_born_1956_on,household,ever_active_duty,2565693,86401427,0.01676,0.000102719,1.12447,0.00558542,0
usb_all,women,18_plus_born_1956_on,household,now_active_duty,2565693,86401427,0.00170775,3.71126e-05,1.28053,0.0256577,0
usb_all,women,18_plus_born_1956_on,household,reserve_guard_only,2565693,86401427,0.00390057,5.49277e-05,1.19708,0.014908,0
