poll,date,panel,url,question,statement,panelist,institution,vote,confidence,comment
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Fabrizio Zilibotti,Yale University,Strongly Agree,10,Mobility from South to North important for cushioning crisis.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Fabrizio Zilibotti,Yale University,Disagree,4,"True, at best, for specific sectors of the labor market (construction in rich countries). Sorry, I answered this to previous in error..."
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,A,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",Daron Acemoglu,MIT,Strongly Disagree,9,Basic economic theory. Cheaper factor expands output. Revenues increase not decrease.
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,B,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",Daron Acemoglu,MIT,Disagree,5,The evidence is not clear. But no support for a strong effect.
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,A,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",Alberto Alesina,Harvard,Did Not Answer,,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,B,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",Alberto Alesina,Harvard,Did Not Answer,,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,A,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",Joseph Altonji,Yale,Strongly Disagree,8,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,B,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",Joseph Altonji,Yale,Strongly Disagree,8,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,A,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",Alan Auerbach,Berkeley,Strongly Disagree,7,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,B,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",Alan Auerbach,Berkeley,Strongly Disagree,7,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,A,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",David Autor,MIT,Strongly Disagree,7,H1B workers are mostly high-paid employees at profitable firms. Cutting H1Bs will reduce profits and total wage payments and therefore taxes
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,B,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",David Autor,MIT,Strongly Disagree,7,H1Bs may slightly depress wages for high-skill workers. But they don't lower total jobs and they likely raise total profits and wages.
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,A,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",Katherine Baicker,University of Chicago,Disagree,2,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,B,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",Katherine Baicker,University of Chicago,Disagree,2,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,A,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",Abhijit Banerjee,MIT,Strongly Disagree,7,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,B,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",Abhijit Banerjee,MIT,Uncertain,6,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,A,"If the US significantly lowers the number of H-1B visas now, expected US tax revenues will rise materially over the next four years.",Marianne Bertrand,Chicago,Strongly Disagree,6,
High-Skilled Immigrant Visas,"February 14, 2017",US,https://kentclarkcenter.org/surveys/high-skilled-immigrant-visas/,B,"If the US significantly lowers the number of H-1B visas now, employment for American workers will rise materially over the next four years.",Marianne Bertrand,Chicago,Strongly Disagree,6,
