poll,date,panel,url,question,statement,panelist,institution,vote,confidence,comment
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,A,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.,Richard Schmalensee,MIT,Agree,7,
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,B,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.,Richard Schmalensee,MIT,Agree,7,
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,A,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.,Carl Shapiro,Berkeley,Agree,8,
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,B,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.,Carl Shapiro,Berkeley,Agree,8,
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,A,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.,Robert Shimer,University of Chicago,Uncertain,1,"Obvious effects by shifting supply; however, this will also affect where production takes place, so demand shifts as well"
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,B,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.,Robert Shimer,University of Chicago,Agree,7,"Most other workers are complements to those with advanced degrees, hence this will raise the demand for their skills"
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,A,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.,Richard Thaler,Chicago Booth,Agree,3,Quarterly question aimed at weeding out respondents who are asleep or don't believe in supply and demand. Or course magnitudes unknown.
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,B,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.,Richard Thaler,Chicago Booth,Strongly Agree,6,Clearly high skill labor increases economic growth though not equally.
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,A,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would lower (at least temporarily) the premium earned by current American workers with similar degrees.,Christopher Udry,Northwestern,Strongly Agree,8,"""Temporary"" is key. Hard to see anything else in the short run. But long run effects could be positive even for these workers."
"Science, Technology and Immigration","September 20, 2016",US,https://kentclarkcenter.org/surveys/science-technology-and-immigration/,B,Allowing US-based employers to hire many more immigrants with advanced degrees in science or engineering would raise per capita income in the US over time.,Christopher Udry,Northwestern,Strongly Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Philippe Aghion,Harvard,Did Not Answer,,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Philippe Aghion,Harvard,Did Not Answer,,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Franklin Allen,Imperial College London,Agree,7,Free movement is a good thing economically and in many other ways.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Franklin Allen,Imperial College London,Disagree,6,I think we are all better off from immigration.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Pol Antras,Harvard,Strongly Agree,8,"As with trade, it would be hard to argue that migration has been worse for the average western citizen."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Pol Antras,Harvard,Uncertain,6,"As with trade, the effects on low-skilled workers are a bit less clear. Immigrants compete more directly with them. Some might have lost."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Agnès Bénassy-Quéré,Paris School of Economics,Strongly Agree,9,Existing studies conclude to higher GDP and net tax receipts in immigration countries.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Agnès Bénassy-Quéré,Paris School of Economics,Uncertain,7,Some countries have failed to carry out the needed solcial investment and/or to compensate the losers.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Richard Baldwin,The Graduate Institute Geneva,Strongly Agree,10,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Richard Baldwin,The Graduate Institute Geneva,Strongly Disagree,10,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Timothy J. Besley,LSE,Did Not Answer,,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Timothy J. Besley,LSE,Did Not Answer,,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Olivier Blanchard,Peterson Institute,Agree,7,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Olivier Blanchard,Peterson Institute,Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Nicholas Bloom,Stanford,Strongly Agree,10,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Nicholas Bloom,Stanford,Disagree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Richard William Blundell,University College London,Agree,8,"Free movement has improved the matching of skills in europe, there may have been some pressure on wages at the bottom but that is not clear."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Richard William Blundell,University College London,Uncertain,7,Free movement has improved matching of skills and capital increasing productivity and income with offsetting effects on the low skilled.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Elena Carletti,Bocconi,Agree,5,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Elena Carletti,Bocconi,Agree,5,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Jean-Pierre Danthine,Paris School of Economics,Agree,3,Instances of excessive mobility may have led to negative perceptions (feeling of being worse off)
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Jean-Pierre Danthine,Paris School of Economics,Agree,3,Again inadequate policies are more to blame than mobility itself. Moreover many other low skilled workers have been made better off.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Paul De Grauwe,LSE,Agree,9,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Paul De Grauwe,LSE,Uncertain,5,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Jan Eeckhout,UPF Barcelona,Strongly Agree,10,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Jan Eeckhout,UPF Barcelona,Disagree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Ernst Fehr,Universität Zurich,Agree,6,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Ernst Fehr,Universität Zurich,Disagree,6,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Xavier Freixas,Barcelona GSE,Strongly Agree,8,More job opportunities have implied more options and made the average citizen better off
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Xavier Freixas,Barcelona GSE,Agree,6,"The remuneration of low-skilled labor has gone down except, possibly, for those that emigrate within Europe."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Nicola Fuchs-Schündeln,Goethe-Universität Frankfurt,Strongly Agree,7,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Nicola Fuchs-Schündeln,Goethe-Universität Frankfurt,Agree,2,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Jordi Galí,Barcelona GSE,Uncertain,5,"If the ""average"" citizen is mobile it has certainly increased the range of opportunities available to him/her."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Jordi Galí,Barcelona GSE,Agree,6,Downward pressure on wages from immigrants with a lower reservation wage.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Luis Garicano,LSE,Strongly Agree,9,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Luis Garicano,LSE,Disagree,6,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Francesco Giavazzi,Bocconi,Strongly Agree,10,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Francesco Giavazzi,Bocconi,Strongly Disagree,1,"again the question is about movements within europe, thus no doubts"
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Rachel Griffith,University of Manchester,Strongly Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Rachel Griffith,University of Manchester,Disagree,6,"The free movement of workers has probably led higher unemployment amongst some low skilled-workers, but probably not many."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Veronica Guerrieri,Chicago Booth,Strongly Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Veronica Guerrieri,Chicago Booth,Disagree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Luigi Guiso,Einaudi Institute for Economics and Finance,Agree,1,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Luigi Guiso,Einaudi Institute for Economics and Finance,Agree,1,free movement of labor has been an important mechanism for many low skill workers for finding a job after they lost it during the euro crisi
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Martin Hellwig,Max Planck Institute for Research on Collective Goods,Did Not Answer,,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Martin Hellwig,Max Planck Institute for Research on Collective Goods,Did Not Answer,,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Patrick Honohan,Trinity College Dublin,Agree,6,Scale of growth in intra-EU migration tends to be exaggerated.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Patrick Honohan,Trinity College Dublin,Disagree,6,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Botond Kőszegi,Central European University,Strongly Agree,6,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Botond Kőszegi,Central European University,Agree,2,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Henrik Kleven,Princeton,Strongly Agree,6,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Henrik Kleven,Princeton,Uncertain,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Jan Pieter Krahnen,Goethe University Frankfurt,Agree,7,"Welfare comparisons are hard to substantiate. Moreover, note the identification problem: EU trade and migration happened simultaneously."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Jan Pieter Krahnen,Goethe University Frankfurt,Disagree,5,"Freer migration has increased GDP, and thus has raised transfers to lower-skilled people. The balance, I believe (!), may well be positive."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Per Krusell,Stockholm University,Strongly Agree,8,People migrate because they want to. Secondary effects are likely positive too.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Per Krusell,Stockholm University,Disagree,8,"Same as trade question. Some gain, some lose, also among low-skilled workers."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Eliana La Ferrara,Harvard Kennedy,Agree,4,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Eliana La Ferrara,Harvard Kennedy,No Opinion,,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Christian Leuz,Chicago Booth,Agree,7,Especially when considering that many western European countries have low birth rates and aging populations.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Christian Leuz,Chicago Booth,Agree,6,"Native wages for lowest-skilled decrease, but also depends on relative skills of migrants to low-skilled natives"
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Costas Meghir,Yale,Strongly Agree,9,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Costas Meghir,Yale,Disagree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Peter Neary,Oxford,Strongly Agree,7,"All the evidence points to migration as improving productivity in host countries, with very small negative effects on displaced workers"
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Peter Neary,Oxford,Disagree,7,"This is definitely a widespread perception, whipped up by populist politicians; but migrants typically bring skills and consume few services"
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Kevin O'Rourke,Oxford,No Opinion,,"Again, no such thing as ""average citizen"". But these freedoms are very popular across EU, and they surely have increased EU GDP."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Kevin O'Rourke,Oxford,Disagree,5,"Some lose when public services/housing stock aren't expanded, as in UK. I doubt numbers are huge across EU. Real UK problem: domestic policy"
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Marco Pagano,Università di Napoli Federico II,Strongly Agree,8,"Mobility has not only provided employment to migrant workers, but also raised firm profitability and often wages in recipient countries."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Marco Pagano,Università di Napoli Federico II,Uncertain,7,The evidence on the effect of immigration from EU (as opposed to non-EU) countries on recipient-countries' low-skill wages is ambiguous.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Lubos Pastor,Chicago Booth,Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Lubos Pastor,Chicago Booth,Agree,6,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Torsten Persson,Stockholm University,Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Torsten Persson,Stockholm University,Disagree,7,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Christopher Pissarides,London School of Economics and Political Science,Strongly Agree,10,European workers have more choice of work location to maximize their returns
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Christopher Pissarides,London School of Economics and Political Science,Agree,10,migration from east European countries has kept wages of unskilled workers in western countries low
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Richard Portes,London Business School,Strongly Agree,10,There is an extensive empirical literature demonstrating the broad-based economic benefits of migration. Very few losers.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Richard Portes,London Business School,Strongly Disagree,10,"Some, not many., Social and political effects are another story."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Canice Prendergast,Chicago Booth,Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Canice Prendergast,Chicago Booth,Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Lucrezia Reichlin,London Business School,Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Lucrezia Reichlin,London Business School,Strongly Disagree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Rafael Repullo,CEMFI,Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Rafael Repullo,CEMFI,Disagree,6,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Hélène Rey,London Business School,Agree,8,"Efficiency gains from labour mobility, insurance (via remittances) for lower income economies, societal gains from exposure to other culture"
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Hélène Rey,London Business School,Disagree,4,effects are very hard to quantify
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Antoinette Schoar,MIT,Agree,7,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Antoinette Schoar,MIT,Uncertain,7,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,John Van Reenen,LSE,Agree,8,People sort according to their comparative advantage. Complement to other EU freedoms
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,John Van Reenen,LSE,Disagree,1,Main wage effect of immigrants is small & is on previous cohorts of immigrants
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,John Vickers,Oxford,Agree,7,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,John Vickers,Oxford,Uncertain,4,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Hans-Joachim Voth,University of Zurich,Agree,8,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Hans-Joachim Voth,University of Zurich,Uncertain,1,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Beatrice Weder di Mauro,"The Graduate Institute, Geneva",Strongly Agree,10,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Beatrice Weder di Mauro,"The Graduate Institute, Geneva",Strongly Disagree,9,
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Karl Whelan,University College Dublin,Agree,8,"Agree, though effects on the average person are not the same as on every person."
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Karl Whelan,University College Dublin,Disagree,1,Empirical evidence on effects of migration from Eastern Europe suggest limited effects on wages in the UK for example.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,A,Freer movement of people to live and work across borders within Europe has made the average western European citizen better off since the 1980s.,Charles Wyplosz,The Graduate Institute Geneva,Strongly Agree,8,You see European people everywhere at work or in retirement.
Migration Within Europe,"December 7, 2016",European,https://kentclarkcenter.org/surveys/migration-within-europe/,B,Freer movement of people to live and work across borders within Europe has made many low-skilled western European citizens worse off since the 1980s.,Charles Wyplosz,The Graduate Institute Geneva,Uncertain,4,I can't remember studies on that issue. My intuition is that low skilled workers moved to services where they benefit from complementarities
