fips,wave,pop,hisp,fb,mex,pop_u19,pop_65p,medhhinc
21019,2012,49358.0,711.0,586.0,88.0,11672.0,8272.0,39076.0
21019,2017,48486.0,826.0,452.0,58.0,11369.0,8858.0,45543.0
21019,2022,48242.0,947.0,455.0,130.0,11396.0,9619.0,58327.0
21021,2000,27697.0,398.0,508.0,,,,
21021,2009,28914.0,595.0,870.0,343.0,7420.0,4233.0,39113.0
21021,2012,28445.0,816.0,802.0,352.0,7167.0,4634.0,41037.0
21021,2017,29773.0,958.0,675.0,269.0,7272.0,5298.0,43076.0
21021,2022,30613.0,1036.0,621.0,237.0,7293.0,5760.0,56568.0
21023,2000,8279.0,39.0,21.0,,,,
21023,2009,8618.0,62.0,4.0,0.0,2386.0,1169.0,36967.0
21023,2012,8488.0,193.0,131.0,125.0,2299.0,1165.0,38724.0
21023,2017,8330.0,134.0,79.0,66.0,2236.0,1278.0,40458.0
21023,2022,8420.0,67.0,57.0,0.0,2200.0,1434.0,59911.0
21025,2000,16100.0,106.0,65.0,,,,
21025,2009,15641.0,94.0,55.0,0.0,4239.0,1975.0,19329.0
21025,2012,13922.0,74.0,86.0,29.0,3517.0,1892.0,23049.0
21025,2017,13276.0,123.0,51.0,11.0,3101.0,2038.0,25861.0
21025,2022,13580.0,157.0,116.0,0.0,2939.0,2433.0,38209.0
21027,2000,18648.0,134.0,100.0,,,,
21027,2009,19057.0,196.0,42.0,0.0,5107.0,2621.0,37694.0
21027,2012,20068.0,192.0,114.0,30.0,5336.0,3162.0,39695.0
21027,2017,19991.0,254.0,67.0,48.0,5084.0,3664.0,44057.0
21027,2022,20528.0,400.0,124.0,54.0,5210.0,3972.0,51756.0
21029,2000,61236.0,383.0,373.0,,,,
21029,2009,73528.0,783.0,584.0,19.0,19736.0,7129.0,52594.0
21029,2012,74431.0,1036.0,647.0,69.0,20563.0,8427.0,53922.0
21029,2017,78622.0,1399.0,843.0,120.0,19692.0,11273.0,59917.0
21029,2022,82482.0,2139.0,2026.0,201.0,19447.0,13630.0,73900.0
21031,2000,13010.0,135.0,230.0,,,,
21031,2009,13337.0,372.0,209.0,135.0,3439.0,1785.0,33063.0
21031,2012,12748.0,351.0,218.0,18.0,3353.0,2001.0,36237.0
21031,2017,12735.0,399.0,183.0,69.0,3068.0,2227.0,39362.0
21031,2022,12365.0,467.0,334.0,17.0,3190.0,2276.0,47589.0
21033,2000,13060.0,80.0,59.0,,,,
21033,2009,12822.0,105.0,139.0,16.0,3152.0,2308.0,36929.0
21033,2012,12977.0,176.0,43.0,0.0,3141.0,2350.0,37778.0
21033,2017,12747.0,170.0,16.0,0.0,3043.0,2481.0,46182.0
21033,2022,12635.0,277.0,265.0,222.0,3179.0,2653.0,52488.0
21035,2000,34177.0,473.0,918.0,,,,
21035,2009,36036.0,633.0,1002.0,285.0,8599.0,5307.0,36632.0
21035,2012,37198.0,885.0,1412.0,228.0,9028.0,5601.0,39037.0
21035,2017,38616.0,1004.0,2146.0,347.0,9268.0,6318.0,39269.0
21035,2022,37345.0,1050.0,1289.0,326.0,9362.0,6393.0,48276.0
21037,2000,88616.0,765.0,1223.0,,,,
21037,2009,87509.0,1256.0,1481.0,169.0,23087.0,11168.0,51890.0
21037,2012,90119.0,1485.0,1738.0,169.0,23569.0,11680.0,53580.0
21037,2017,91804.0,1765.0,1981.0,175.0,22663.0,13264.0,57208.0
21037,2022,93122.0,2116.0,2150.0,183.0,21666.0,15494.0,71979.0
21039,2000,5351.0,44.0,9.0,,,,
21039,2009,5205.0,61.0,8.0,8.0,1225.0,952.0,33468.0
21039,2012,5081.0,72.0,36.0,0.0,1256.0,978.0,37768.0
21039,2017,4890.0,112.0,31.0,0.0,1236.0,979.0,38860.0
21039,2022,4782.0,118.0,37.0,0.0,1205.0,962.0,53065.0
21041,2000,10155.0,330.0,188.0,,,,
21041,2009,10536.0,487.0,348.0,303.0,2882.0,1293.0,44087.0
21041,2012,10851.0,754.0,554.0,454.0,3018.0,1430.0,40938.0
21041,2017,10695.0,705.0,313.0,195.0,2915.0,1598.0,43345.0
21041,2022,10842.0,745.0,154.0,127.0,3027.0,1742.0,50625.0
21043,2000,26889.0,158.0,100.0,,,,
21043,2009,27160.0,128.0,48.0,0.0,7240.0,3404.0,33232.0
21043,2012,27594.0,346.0,90.0,0.0,7278.0,4174.0,35415.0
21043,2017,27385.0,233.0,140.0,37.0,6872.0,4752.0,35095.0
21043,2022,26671.0,265.0,259.0,157.0,6683.0,5221.0,47004.0
21045,2000,15447.0,198.0,190.0,,,,
21045,2009,16306.0,503.0,271.0,164.0,4302.0,2482.0,26079.0
21045,2012,15984.0,390.0,159.0,70.0,4199.0,2639.0,28416.0
21045,2017,15805.0,446.0,214.0,109.0,3878.0,3045.0,33031.0
21045,2022,15942.0,488.0,145.0,92.0,4028.0,3283.0,42190.0
21047,2000,72265.0,3494.0,1790.0,,,,
21047,2009,79626.0,4173.0,1922.0,699.0,25765.0,7916.0,36760.0
21047,2012,73722.0,4636.0,2409.0,734.0,23044.0,7600.0,37750.0
21047,2017,72438.0,5434.0,1998.0,447.0,22009.0,8273.0,41849.0
21047,2022,72766.0,6145.0,1990.0,624.0,22521.0,9056.0,48920.0
21049,2000,33144.0,393.0,320.0,,,,
21049,2009,35481.0,611.0,356.0,137.0,9097.0,4625.0,45171.0
21049,2012,35555.0,886.0,533.0,223.0,9104.0,5108.0,45486.0
21049,2017,35757.0,977.0,537.0,263.0,8853.0,6053.0,51547.0
21049,2022,36897.0,1231.0,706.0,121.0,8879.0,6661.0,61878.0
21051,2000,24556.0,333.0,164.0,,,,
21051,2009,23792.0,167.0,201.0,46.0,6367.0,2752.0,22986.0
21051,2012,21833.0,215.0,148.0,68.0,5416.0,2613.0,22296.0
21051,2017,20866.0,530.0,189.0,111.0,4841.0,2874.0,24596.0
21051,2022,20322.0,250.0,177.0,62.0,4614.0,3216.0,37888.0
21053,2000,9634.0,118.0,81.0,,,,
21053,2009,9443.0,159.0,222.0,44.0,2435.0,1540.0,23187.0
21053,2012,10244.0,164.0,116.0,7.0,2725.0,1693.0,26885.0
21053,2017,10208.0,282.0,161.0,55.0,2581.0,1885.0,31130.0
21053,2022,9295.0,309.0,122.0,1.0,2229.0,1855.0,41180.0
21055,2000,9384.0,48.0,41.0,,,,
21055,2009,9108.0,72.0,43.0,0.0,2239.0,1578.0,34554.0
21055,2012,9321.0,88.0,61.0,0.0,2376.0,1708.0,32839.0
21055,2017,9154.0,89.0,102.0,13.0,2258.0,1798.0,41114.0
21055,2022,8979.0,175.0,58.0,0.0,2138.0,1843.0,45810.0
21057,2000,7147.0,43.0,19.0,,,,
21057,2009,6832.0,75.0,4.0,4.0,1745.0,1293.0,27802.0
21057,2012,6857.0,41.0,42.0,7.0,1726.0,1316.0,29885.0
21057,2017,6744.0,27.0,36.0,0.0,1625.0,1384.0,35449.0
21057,2022,5974.0,105.0,65.0,7.0,1391.0,1312.0,40515.0
21059,2000,91545.0,845.0,915.0,,,,
21059,2009,93975.0,1552.0,1379.0,357.0,25882.0,13532.0,42268.0
21059,2012,96711.0,2468.0,1848.0,635.0,26054.0,14276.0,45507.0
21059,2017,99258.0,2830.0,2708.0,607.0,26482.0,16101.0,48371.0
21059,2022,102916.0,3549.0,3305.0,592.0,27440.0,17681.0,64021.0
21061,2000,11644.0,65.0,48.0,,,,
21061,2009,11941.0,10.0,25.0,0.0,2880.0,1779.0,34678.0
21061,2012,12141.0,216.0,187.0,0.0,3037.0,2030.0,35243.0
21061,2017,12063.0,105.0,70.0,6.0,2605.0,2326.0,41114.0
21061,2022,12179.0,191.0,21.0,0.0,2503.0,2589.0,53029.0
21063,2000,6748.0,40.0,12.0,,,,
21063,2009,8291.0,68.0,7.0,0.0,1939.0,1609.0,23426.0
21063,2012,7774.0,88.0,26.0,20.0,1868.0,1193.0,24841.0
21063,2017,7533.0,21.0,28.0,0.0,1550.0,1336.0,29043.0
21063,2022,7378.0,70.0,9.0,5.0,1450.0,1510.0,39469.0
21065,2000,15307.0,81.0,40.0,,,,
21065,2009,14880.0,59.0,53.0,0.0,3901.0,2032.0,26390.0
21065,2012,14647.0,10.0,12.0,0.0,3632.0,2265.0,28684.0
21065,2017,14382.0,36.0,35.0,11.0,3360.0,2531.0,30692.0
21065,2022,14138.0,118.0,184.0,0.0,3248.0,2708.0,39980.0
21067,2000,260512.0,8561.0,15448.0,,,,
21067,2009,287537.0,16948.0,22987.0,7850.0,72047.0,30209.0,46874.0
21067,2012,296766.0,19968.0,25639.0,8724.0,73654.0,31406.0,48779.0
21067,2017,315109.0,21943.0,28677.0,7717.0,77586.0,38443.0,53013.0
21067,2022,321276.0,23839.0,32832.0,6271.0,77935.0,45560.0,66087.0
21069,2000,13792.0,103.0,25.0,,,,
21069,2009,14604.0,241.0,96.0,0.0,3926.0,1959.0,30352.0
21069,2012,14415.0,156.0,56.0,9.0,3828.0,2143.0,32677.0
21069,2017,14515.0,176.0,50.0,16.0,3835.0,2406.0,41095.0
21069,2022,15111.0,257.0,166.0,48.0,3981.0,2751.0,46885.0
21071,2000,42441.0,260.0,235.0,,,,
21071,2009,41965.0,327.0,303.0,63.0,10382.0,5318.0,28479.0
21071,2012,39454.0,242.0,137.0,73.0,9841.0,5394.0,29237.0
21071,2017,37447.0,280.0,158.0,0.0,8998.0,6101.0,31196.0
21071,2022,35780.0,68.0,170.0,14.0,8730.0,6727.0,38723.0
21073,2000,47687.0,531.0,916.0,,,,
21073,2009,48666.0,1025.0,1320.0,323.0,12157.0,6392.0,48273.0
21073,2012,49399.0,1330.0,1479.0,479.0,12406.0,6959.0,47086.0
21073,2017,49969.0,1521.0,1842.0,452.0,11913.0,8114.0,53539.0
21073,2022,51475.0,1993.0,2071.0,299.0,12366.0,9299.0,62929.0
21075,2000,7752.0,56.0,28.0,,,,
21075,2009,6918.0,60.0,41.0,0.0,1664.0,1238.0,28973.0
21075,2012,6758.0,62.0,60.0,0.0,1563.0,1226.0,36813.0
21075,2017,6259.0,44.0,69.0,23.0,1469.0,1169.0,28274.0
21075,2022,6480.0,95.0,18.0,2.0,1421.0,1363.0,35449.0
21077,2000,7870.0,82.0,28.0,,,,
21077,2009,8090.0,204.0,224.0,177.0,2425.0,899.0,40700.0
21077,2012,8513.0,366.0,442.0,345.0,2449.0,982.0,43860.0
21077,2017,8652.0,452.0,247.0,168.0,2404.0,1141.0,50250.0
21077,2022,8720.0,511.0,149.0,104.0,2168.0,1181.0,58641.0
21079,2000,14792.0,195.0,237.0,,,,
21079,2009,16829.0,410.0,181.0,131.0,4509.0,2268.0,37112.0
21079,2012,16892.0,401.0,169.0,159.0,4237.0,2459.0,44115.0
21079,2017,17226.0,384.0,250.0,120.0,4187.0,2959.0,47906.0
21079,2022,17175.0,421.0,475.0,35.0,4055.0,3185.0,58263.0
21081,2000,22384.0,232.0,216.0,,,,
21081,2009,25088.0,388.0,205.0,146.0,7699.0,2454.0,42405.0
21081,2012,24683.0,569.0,297.0,133.0,7555.0,2671.0,46011.0
21081,2017,24800.0,658.0,336.0,245.0,7394.0,3231.0,43881.0
21081,2022,25085.0,777.0,178.0,29.0,7332.0,3501.0,65461.0
21083,2000,37028.0,888.0,786.0,,,,
21083,2009,37516.0,1928.0,1290.0,885.0,9976.0,6074.0,35107.0
21083,2012,37200.0,2077.0,1417.0,834.0,10026.0,6074.0,36698.0
21083,2017,37259.0,2273.0,1121.0,590.0,9933.0,6563.0,40369.0
21083,2022,36701.0,2713.0,854.0,564.0,9850.0,6722.0,52526.0
21085,2000,24053.0,186.0,140.0,,,,
21085,2009,25320.0,97.0,90.0,0.0,6804.0,3755.0,33091.0
21085,2012,25772.0,293.0,231.0,123.0,6753.0,3918.0,33290.0
21085,2017,26129.0,349.0,227.0,12.0,6916.0,4248.0,35944.0
21085,2022,26465.0,394.0,215.0,0.0,6898.0,4724.0,47024.0
21087,2000,11518.0,109.0,85.0,,,,
21087,2009,11513.0,174.0,143.0,15.0,2766.0,1958.0,38333.0
21087,2012,11309.0,94.0,105.0,4.0,2790.0,1988.0,33573.0
21087,2017,11044.0,66.0,127.0,37.0,2534.0,2214.0,37388.0
21087,2022,11198.0,199.0,33.0,0.0,2607.0,2251.0,38595.0
21089,2000,36891.0,204.0,218.0,,,,
21089,2009,37517.0,274.0,306.0,0.0,9123.0,6553.0,40110.0
21089,2012,36922.0,311.0,378.0,16.0,9179.0,6274.0,43808.0
21089,2017,36012.0,375.0,254.0,64.0,8510.0,7092.0,47517.0
21089,2022,35853.0,436.0,336.0,15.0,8399.0,7682.0,58562.0
21091,2000,8392.0,64.0,70.0,,,,
21091,2009,8601.0,103.0,15.0,11.0,2463.0,1060.0,44891.0
21091,2012,8588.0,97.0,71.0,43.0,2356.0,1221.0,48867.0
21091,2017,8700.0,127.0,74.0,25.0,2343.0,1420.0,49135.0
21091,2022,9058.0,160.0,55.0,0.0,2368.0,1605.0,68102.0
21093,2000,94174.0,3159.0,4267.0,,,,
21093,2009,98113.0,3819.0,3922.0,154.0,28618.0,11291.0,46098.0
21093,2012,104513.0,5182.0,4588.0,460.0,29638.0,11531.0,49257.0
21093,2017,107699.0,6023.0,4249.0,344.0,29519.0,13730.0,51923.0
21093,2022,111005.0,6658.0,4286.0,396.0,29758.0,16183.0,64136.0
21095,2000,33202.0,216.0,206.0,,,,
21095,2009,30999.0,256.0,81.0,41.0,8043.0,4283.0,27101.0
21095,2012,29210.0,219.0,104.0,31.0,7369.0,4250.0,26758.0
21095,2017,27548.0,238.0,189.0,36.0,6829.0,4593.0,24451.0
21095,2022,26589.0,79.0,114.0,4.0,6714.0,5048.0,35128.0
21097,2000,17983.0,207.0,213.0,,,,
21097,2009,18531.0,335.0,259.0,163.0,4809.0,2563.0,39928.0
21097,2012,18781.0,356.0,317.0,136.0,4891.0,2828.0,36393.0
21097,2017,18630.0,420.0,307.0,190.0,4735.0,3180.0,44620.0
21097,2022,18803.0,480.0,143.0,85.0,4677.0,3554.0,58840.0
21099,2000,17445.0,150.0,99.0,,,,
21099,2009,18288.0,107.0,74.0,50.0,4885.0,2515.0,29743.0
21099,2012,18278.0,259.0,186.0,86.0,5009.0,2757.0,32445.0
21099,2017,18531.0,321.0,168.0,0.0,4966.0,2988.0,37315.0
21099,2022,19345.0,393.0,183.0,0.0,5154.0,3249.0,45561.0
21101,2000,44829.0,433.0,475.0,,,,
21101,2009,45274.0,651.0,615.0,130.0,11667.0,6237.0,41315.0
21101,2012,46254.0,859.0,463.0,159.0,11975.0,6585.0,42266.0
21101,2017,46252.0,1092.0,656.0,87.0,11788.0,7463.0,43458.0
21101,2022,44770.0,1315.0,601.0,166.0,11045.0,8201.0,56912.0
21103,2000,15060.0,339.0,209.0,,,,
21103,2009,15842.0,555.0,317.0,311.0,4264.0,2012.0,43491.0
21103,2012,15428.0,479.0,257.0,169.0,4196.0,2193.0,43083.0
21103,2017,15677.0,504.0,201.0,135.0,4133.0,2525.0,50787.0
21103,2022,15731.0,580.0,331.0,195.0,4059.0,2773.0,58294.0
21105,2000,5262.0,54.0,30.0,,,,
21105,2009,4923.0,48.0,33.0,24.0,1182.0,940.0,30932.0
21105,2012,4869.0,46.0,65.0,19.0,1133.0,1020.0,36125.0
21105,2017,4625.0,62.0,41.0,10.0,1049.0,1080.0,38036.0
21105,2022,4491.0,100.0,31.0,1.0,1048.0,1102.0,68589.0
21107,2000,46519.0,423.0,265.0,,,,
21107,2009,46234.0,542.0,536.0,44.0,11771.0,7006.0,39096.0
21107,2012,46891.0,731.0,536.0,95.0,11833.0,7266.0,40501.0
21107,2017,45985.0,895.0,587.0,23.0,11548.0,7844.0,44048.0
21107,2022,45223.0,1021.0,788.0,276.0,11422.0,8448.0,54466.0
21109,2000,13495.0,72.0,56.0,,,,
21109,2009,13399.0,84.0,45.0,0.0,3437.0,1794.0,26360.0
21109,2012,13475.0,90.0,0.0,0.0,3478.0,1940.0,22213.0
21109,2017,13369.0,1.0,59.0,0.0,3469.0,2108.0,32055.0
21109,2022,13002.0,140.0,43.0,33.0,3380.0,2310.0,38516.0
21111,2000,693604.0,12370.0,23895.0,,,,
21111,2009,711317.0,22653.0,36458.0,5979.0,185671.0,94781.0,45440.0
21111,2012,741285.0,31991.0,46852.0,6948.0,189967.0,99592.0,46701.0
21111,2017,764378.0,38156.0,54290.0,5939.0,189817.0,114227.0,52237.0
21111,2022,779232.0,48984.0,67195.0,6157.0,189402.0,130328.0,66296.0
21113,2000,39041.0,512.0,684.0,,,,
21113,2009,45551.0,764.0,1261.0,232.0,12920.0,4778.0,48577.0
21113,2012,48591.0,1315.0,1587.0,386.0,14069.0,5554.0,48299.0
21113,2017,51667.0,1658.0,2421.0,425.0,14369.0,7125.0,55450.0
21113,2022,53381.0,2095.0,2301.0,398.0,14147.0,8329.0,69905.0
21115,2000,23445.0,143.0,114.0,,,,
21115,2009,23837.0,61.0,121.0,0.0,6181.0,3092.0,32403.0
21115,2012,23339.0,138.0,136.0,0.0,5777.0,3318.0,34466.0
21115,2017,23064.0,86.0,179.0,19.0,5575.0,3858.0,35629.0
21115,2022,22631.0,128.0,324.0,0.0,5507.0,4193.0,44231.0
21117,2000,151464.0,1669.0,2382.0,,,,
21117,2009,156399.0,3060.0,3866.0,645.0,42795.0,16913.0,53219.0
21117,2012,159926.0,4203.0,3972.0,642.0,43674.0,18098.0,53900.0
21117,2017,163987.0,4936.0,4899.0,498.0,43133.0,21556.0,58674.0
21117,2022,169066.0,6094.0,6161.0,467.0,43319.0,25375.0,76016.0
21119,2000,17649.0,112.0,68.0,,,,
21119,2009,17197.0,153.0,112.0,21.0,4270.0,2170.0,28231.0
21119,2012,16368.0,55.0,43.0,10.0,4083.0,2219.0,32482.0
21119,2017,15690.0,146.0,70.0,28.0,3763.0,2531.0,30503.0
21119,2022,14282.0,153.0,71.0,34.0,3341.0,2797.0,38336.0
21121,2000,31795.0,180.0,128.0,,,,
21121,2009,32326.0,303.0,271.0,0.0,9029.0,4245.0,21195.0
21121,2012,31874.0,242.0,178.0,0.0,8700.0,4698.0,24193.0
21121,2017,31424.0,347.0,419.0,116.0,8296.0,5190.0,26061.0
21121,2022,30207.0,449.0,226.0,38.0,7874.0,5193.0,34254.0
21123,2000,13373.0,140.0,60.0,,,,
21123,2009,13579.0,201.0,124.0,67.0,3463.0,2096.0,38970.0
21123,2012,14175.0,395.0,187.0,118.0,3858.0,2189.0,39103.0
21123,2017,14102.0,452.0,318.0,181.0,3460.0,2385.0,41720.0
21123,2022,14902.0,497.0,188.0,58.0,3705.0,2578.0,57867.0
21125,2000,52715.0,291.0,402.0,,,,
21125,2009,57023.0,434.0,568.0,166.0,15185.0,7003.0,35330.0
21125,2012,58891.0,738.0,730.0,311.0,15639.0,7704.0,36835.0
21125,2017,59901.0,907.0,528.0,101.0,15251.0,9113.0,37235.0
21125,2022,62442.0,987.0,582.0,151.0,15603.0,10463.0,53693.0
21127,2000,15569.0,64.0,23.0,,,,
21127,2009,16338.0,132.0,48.0,0.0,4275.0,2200.0,27002.0
21127,2012,15889.0,71.0,52.0,0.0,4045.0,2268.0,32622.0
21127,2017,15844.0,141.0,173.0,7.0,3965.0,2622.0,32703.0
21127,2022,16228.0,245.0,130.0,17.0,4367.0,2952.0,42488.0
21129,2000,7916.0,29.0,16.0,,,,
21129,2009,7427.0,53.0,0.0,0.0,1637.0,1127.0,19104.0
21129,2012,7831.0,43.0,67.0,34.0,1659.0,1065.0,22789.0
21129,2017,6717.0,55.0,51.0,0.0,1558.0,1154.0,23297.0
21129,2022,7338.0,171.0,39.0,0.0,1687.0,1287.0,31682.0
21131,2000,12401.0,77.0,19.0,,,,
21131,2009,11674.0,53.0,13.0,0.0,2919.0,1549.0,24848.0
21131,2012,11318.0,13.0,29.0,0.0,2786.0,1604.0,26386.0
21131,2017,10648.0,67.0,29.0,0.0,2488.0,1726.0,27861.0
21131,2022,10468.0,73.0,34.0,8.0,2454.0,1920.0,37019.0
21133,2000,25277.0,110.0,92.0,,,,
21133,2009,23915.0,134.0,89.0,0.0,5846.0,3342.0,28383.0
21133,2012,24336.0,132.0,61.0,0.0,5921.0,3523.0,29532.0
21133,2017,23011.0,171.0,120.0,40.0,5430.0,3984.0,30293.0
21133,2022,21490.0,199.0,92.0,0.0,4955.0,4323.0,38466.0
21135,2000,14092.0,62.0,21.0,,,,
21135,2009,13840.0,35.0,42.0,0.0,3541.0,1845.0,25885.0
21135,2012,13889.0,269.0,44.0,44.0,3629.0,2073.0,27311.0
21135,2017,13565.0,22.0,85.0,0.0,3287.0,2330.0,32054.0
21135,2022,13063.0,4.0,71.0,0.0,3251.0,2465.0,36662.0
21137,2000,23361.0,208.0,158.0,,,,
21137,2009,25076.0,380.0,123.0,87.0,6736.0,3429.0,33531.0
21137,2012,24671.0,376.0,41.0,17.0,6753.0,3664.0,34454.0
21137,2017,24413.0,385.0,147.0,100.0,6249.0,4166.0,37930.0
21137,2022,24320.0,457.0,213.0,107.0,6315.0,4512.0,49487.0
21139,2000,9804.0,74.0,16.0,,,,
21139,2009,9609.0,61.0,104.0,17.0,2096.0,1575.0,40913.0
21139,2012,9479.0,84.0,55.0,3.0,2154.0,1713.0,40101.0
21139,2017,9288.0,155.0,56.0,27.0,2107.0,1867.0,43472.0
21139,2022,8980.0,229.0,47.0,5.0,1913.0,1948.0,56125.0
21141,2000,26573.0,288.0,219.0,,,,
21141,2009,27040.0,1172.0,1060.0,905.0,6925.0,3918.0,37376.0
21141,2012,26786.0,635.0,412.0,272.0,7108.0,4188.0,35962.0
21141,2017,26847.0,725.0,341.0,171.0,6975.0,4673.0,40982.0
21141,2022,27498.0,854.0,145.0,10.0,7184.0,5125.0,58869.0
21143,2000,8080.0,59.0,68.0,,,,
21143,2009,8325.0,62.0,57.0,5.0,1198.0,1626.0,39934.0
21143,2012,8336.0,44.0,39.0,4.0,1331.0,1744.0,38414.0
21143,2017,8268.0,102.0,132.0,56.0,1288.0,1991.0,50268.0
21143,2022,8721.0,219.0,191.0,88.0,1417.0,2187.0,64081.0
21145,2000,65514.0,694.0,606.0,,,,
21145,2009,65059.0,904.0,1006.0,269.0,16147.0,10517.0,40847.0
21145,2012,65558.0,1378.0,1357.0,482.0,16107.0,11009.0,44757.0
21145,2017,65285.0,1538.0,1393.0,284.0,15673.0,12144.0,42894.0
21145,2022,67573.0,1882.0,1011.0,199.0,16250.0,13558.0,58490.0
21147,2000,17080.0,106.0,91.0,,,,
21147,2009,18199.0,217.0,148.0,76.0,4875.0,2100.0,22441.0
21147,2012,18204.0,269.0,172.0,16.0,4636.0,2249.0,21758.0
21147,2017,17748.0,600.0,92.0,17.0,4517.0,2565.0,19264.0
21147,2022,16892.0,276.0,121.0,21.0,4023.0,2713.0,35000.0
21149,2000,9938.0,83.0,69.0,,,,
21149,2009,9690.0,148.0,21.0,0.0,2415.0,1476.0,39857.0
21149,2012,9554.0,108.0,53.0,0.0,2499.0,1626.0,40563.0
21149,2017,9361.0,121.0,116.0,36.0,2393.0,1749.0,44242.0
21149,2022,9173.0,188.0,53.0,32.0,2358.0,1804.0,64020.0
21151,2000,70872.0,685.0,1064.0,,,,
21151,2009,81334.0,1142.0,2023.0,424.0,21778.0,8465.0,39854.0
21151,2012,83174.0,1796.0,1782.0,450.0,22232.0,9357.0,42020.0
21151,2017,88376.0,2039.0,2407.0,461.0,23578.0,11390.0,46674.0
21151,2022,92955.0,2550.0,2277.0,424.0,24027.0,13265.0,59797.0
21153,2000,13332.0,56.0,24.0,,,,
21153,2009,13132.0,36.0,0.0,0.0,3963.0,1564.0,19556.0
21153,2012,13229.0,58.0,0.0,0.0,3506.0,1753.0,25461.0
21153,2017,12783.0,125.0,56.0,25.0,3217.0,1968.0,29578.0
21153,2022,11647.0,152.0,72.0,24.0,2835.0,2118.0,31927.0
21155,2000,18212.0,144.0,225.0,,,,
21155,2009,19245.0,366.0,349.0,26.0,5405.0,2300.0,37239.0
21155,2012,19872.0,488.0,424.0,111.0,5398.0,2633.0,37710.0
21155,2017,19335.0,493.0,298.0,186.0,5126.0,3038.0,40005.0
21155,2022,19627.0,557.0,383.0,120.0,5113.0,3300.0,49627.0
21157,2000,30125.0,229.0,256.0,,,,
21157,2009,31075.0,356.0,282.0,0.0,7085.0,5763.0,41892.0
21157,2012,31393.0,360.0,423.0,30.0,7276.0,6096.0,44802.0
21157,2017,31177.0,452.0,276.0,71.0,6966.0,6610.0,49126.0
21157,2022,31706.0,575.0,320.0,0.0,7052.0,6907.0,64597.0
21159,2000,12578.0,78.0,9.0,,,,
21159,2009,13300.0,94.0,27.0,0.0,3318.0,1386.0,22692.0
21159,2012,12934.0,385.0,132.0,67.0,3043.0,1485.0,25340.0
21159,2017,12175.0,226.0,48.0,0.0,2724.0,1717.0,29239.0
21159,2022,11298.0,206.0,101.0,21.0,2336.0,1943.0,45265.0
21161,2000,16800.0,160.0,232.0,,,,
21161,2009,17174.0,217.0,246.0,96.0,4355.0,2605.0,37107.0
21161,2012,17495.0,252.0,201.0,124.0,4703.0,2569.0,39192.0
21161,2017,17167.0,126.0,253.0,76.0,4406.0,2916.0,43082.0
21161,2022,17068.0,375.0,264.0,19.0,4170.0,3244.0,48460.0
21163,2000,26349.0,567.0,518.0,,,,
21163,2009,27230.0,725.0,341.0,48.0,7739.0,2583.0,42868.0
21163,2012,28979.0,910.0,554.0,11.0,8558.0,3006.0,45629.0
21163,2017,28452.0,1084.0,387.0,48.0,7544.0,3703.0,53732.0
21163,2022,29964.0,1197.0,486.0,39.0,7278.0,4413.0,68518.0
21165,2000,6556.0,73.0,23.0,,,,
21165,2009,6687.0,41.0,0.0,0.0,1647.0,867.0,29224.0
21165,2012,6331.0,59.0,21.0,21.0,1632.0,934.0,25988.0
21165,2017,6381.0,55.0,50.0,29.0,1423.0,1310.0,39688.0
21165,2022,6174.0,149.0,26.0,0.0,1463.0,1279.0,43797.0
21167,2000,20817.0,265.0,363.0,,,,
21167,2009,21734.0,439.0,258.0,22.0,5697.0,3232.0,43969.0
21167,2012,21283.0,471.0,241.0,92.0,5499.0,3497.0,44431.0
21167,2017,21378.0,570.0,582.0,294.0,5211.0,3780.0,47574.0
21167,2022,22662.0,747.0,493.0,252.0,5368.0,4267.0,60728.0
21169,2000,10037.0,53.0,18.0,,,,
21169,2009,10115.0,140.0,192.0,96.0,2618.0,1608.0,35011.0
21169,2012,10074.0,122.0,64.0,0.0,2570.0,1670.0,34100.0
21169,2017,9990.0,148.0,128.0,12.0,2528.0,1805.0,35594.0
21169,2022,10313.0,204.0,149.0,99.0,2636.0,1920.0,46932.0
21171,2000,11756.0,170.0,163.0,,,,
21171,2009,11650.0,360.0,264.0,223.0,2983.0,1813.0,28871.0
21171,2012,10925.0,290.0,202.0,111.0,2692.0,1885.0,27586.0
21171,2017,10645.0,318.0,232.0,145.0,2626.0,1940.0,35665.0
21171,2022,11331.0,364.0,157.0,112.0,2828.0,2100.0,47252.0
21173,2000,22554.0,259.0,106.0,,,,
21173,2009,25093.0,375.0,241.0,128.0,6745.0,3266.0,34315.0
21173,2012,26517.0,659.0,294.0,196.0,7186.0,3469.0,35832.0
21173,2017,27550.0,731.0,248.0,154.0,7210.0,4135.0,42172.0
21173,2022,28188.0,838.0,345.0,148.0,7139.0,4731.0,53436.0
21175,2000,13948.0,85.0,91.0,,,,
21175,2009,14204.0,40.0,147.0,29.0,3267.0,1764.0,31322.0
21175,2012,13898.0,135.0,106.0,37.0,3264.0,1823.0,29154.0
21175,2017,13281.0,160.0,120.0,8.0,2717.0,2011.0,33523.0
21175,2022,13840.0,152.0,179.0,14.0,2821.0,2364.0,46018.0
21177,2000,31839.0,232.0,111.0,,,,
21177,2009,31378.0,298.0,272.0,42.0,7708.0,4943.0,35617.0
