channel,geography,spec,unit,parameters,gain_bn,gain_low_bn,gain_high_bn,sd_bn,induced_receipts_bn,private_bn,source,population,per_group_member,per_other_resident
composition,CBSA 2023,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2.5",per unit BA+ share,0.8435 (0.32),-273.1896633846313,-482.8420563911681,-63.537270378094455,106.9674713446455,-114.77196163521617,-158.4177017494151,Moretti 2004 Table 2/3; CES term 0.237 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-6680.013425687719,-913.0230656554705
composition,CBSA 2023,"CRY college gradient net of CES, sigma 2, CRY-implied weights [central]",per unit share of workers with some college or more,0.07325 (0.102),-24.343672336096887,-90.80008991175295,42.112745239559175,33.906958278650045,-10.217734867499402,-14.125937468597483,this lane's CRY joint regression 0.326 less CES term 0.253,"US, 691 CZs, LEHD 2010-2018",-595.2496738748064,-81.358621223975
composition,CBSA 2023,"CRY college gradient net of CES, sigma 1.5, CRY-implied weights",per unit share of workers with some college or more,-0.01113 (0.102),3.688954561523891,-62.372901004651254,69.75081012769904,33.70564743340956,1.5483556312151827,2.140598930308708,this lane's CRY joint regression 0.326 less CES term 0.338,"US, 691 CZs, LEHD 2010-2018",90.20204385638492,12.328799564001926
composition,CBSA 2023,"CRY college gradient net of CES, sigma 2.5, CRY-implied weights",per unit share of workers with some college or more,0.1239 (0.102),-41.24361612240141,-107.9383318714466,25.45109962664376,34.0285412125147,-17.31115103669898,-23.932465085702432,this lane's CRY joint regression 0.326 less CES term 0.203,"US, 691 CZs, LEHD 2010-2018",-1008.485848286495,-137.83966920364364
composition,CBSA 2023,"CRY college gradient net of CES, no CES term (upper bound), CRY-implied weights",per unit share of workers with some college or more,0.3264 (0.102),-109.45280520657822,-177.11257999095037,-41.79303042220604,34.52092731518139,-45.94082634975817,-63.51197885682004,this lane's CRY joint regression 0.326 less CES term 0.000,"US, 691 CZs, LEHD 2010-2018",-2676.3318904556213,-365.80057428308606
composition,CBSA 2023,"CRY college gradient net of CES, sigma 2, employment weights",per unit share of workers with some college or more,0.03578 (0.102),-11.87347661341164,-78.15426499770064,54.407311770877364,33.817349902492595,-4.983631678144264,-6.889844935267376,this lane's CRY joint regression 0.326 less CES term 0.291,"US, 691 CZs, LEHD 2010-2018",-290.3293711940673,-39.68216763129367
composition,CBSA 2023,"CRY college gradient net of CES, sigma 1.5, employment weights",per unit share of workers with some college or more,-0.0611 (0.102),20.209949774385574,-45.61978861103843,86.03968815980957,33.58721812514108,8.48265845732668,11.727291317058894,this lane's CRY joint regression 0.326 less CES term 0.388,"US, 691 CZs, LEHD 2010-2018",494.1721958026502,67.54336921515699
composition,CBSA 2023,"CRY college gradient net of CES, sigma 2.5, employment weights",per unit share of workers with some college or more,0.0939 (0.102),-31.229053456098903,-97.78251957727772,35.324412665079926,33.95647375216015,-13.10773436169118,-18.121319094407724,this lane's CRY joint regression 0.326 less CES term 0.233,"US, 691 CZs, LEHD 2010-2018",-763.6105033174393,-104.37014991984512
composition,CBSA 2023,"CRY college gradient net of CES, sigma 2, CRY-implied weights, weight's SE included",per unit share of workers with some college or more; m sampled,0.3264 (0.102); 0.6087 (0.156),-24.343672336096887,-245.8333396686939,197.14599499650012,113.00700795147105,-10.217734867499402,-14.125937468597483,"as the central, with m = 0.609 (0.156) from CRY Tables 3 and 10 (independence)","US, 691 CZs, LEHD 2010-2018",-595.2496738748064,-81.358621223975
composition,CBSA 2023,"Glaeser-Resseger BA share, net of CES sigma 2",per unit adults' BA share; 0.411 + 0.196 (log pop - mean),0.411 (0.122); 0.196 (0.113),-32.30865471320585,-110.21245498827908,45.595145561867376,39.747566932389184,-13.659072245427742,-18.649582467778107,Glaeser-Resseger 2010 Table 1 col 3; CES term 0.363 at 2000 BA shares,"US MSAs, 2000 census",-790.008833336647,-107.97826904571954
composition,CBSA 2023,"Glaeser-Resseger BA share, no CES term",per unit adults' BA share; 0.411 + 0.196 (log pop - mean),0.411 (0.122); 0.196 (0.113),-148.86941754608569,-229.1306346051548,-68.6082004870166,40.95035268967649,-62.629175326414,-86.24024221967169,Glaeser-Resseger 2010 Table 1 col 3; CES term 0.000 at 2000 BA shares,"US MSAs, 2000 census",-3640.143977490283,-497.5342416191795
composition,national,"Ciccone-Peri city, Table 4 col 2",per year of workers' mean schooling,-0.004 (0.017),11.407340940619669,-83.56588092682509,106.38056280806444,48.456615462041526,4.773124813934989,6.63421612668468,Ciccone-Peri 2006 Table 4 col 2 (2SLS),"163 US cities, 1970-1990",278.93145622955285,38.124302609202054
composition,national,"Ciccone-Peri city, Table 4 col 1",per year of workers' mean schooling,0.014 (0.03),-40.01750054585373,-208.38991753072847,128.354916439021,85.9058722429977,-16.74435136473579,-23.27314918111794,Ciccone-Peri 2006 Table 4 col 1,"163 US cities, 1970-1990",-978.5049609743282,-133.74188677411095
composition,national,"Ciccone-Peri city, Table 4 col 4 (experience control)",per year of workers' mean schooling,-0.01 (0.018),28.496538061534842,-71.9095543728226,128.90263049589228,51.228539113145665,11.923684374893954,16.57285368664089,Ciccone-Peri 2006 Table 4 col 4,"163 US cities, 1970-1990",696.7952391692968,95.23785131240082
composition,national,"Ciccone-Peri city, white males, Table 5 col 2",per year of workers' mean schooling,-0.001 (0.021),2.852926784729309,-114.55696504354862,120.26281861300723,59.90410631433941,1.1937379358972247,1.6591888488320845,Ciccone-Peri 2006 Table 5 col 2,"163 US cities, 1970-1990",69.75955454677717,9.534723703717901
composition,national,"Acemoglu-Angrist state IV (QOB, CA and CL)",per year of workers' mean schooling,0.004 (0.035),-11.418989089085075,-207.35360819549493,184.51563001732478,99.96847855695812,-4.77799869881018,-6.6409903902748955,Acemoglu-Angrist 1999 (w7444) Table 6 col 3,"US states, white men 40-49, 1960-80",-279.2162758935522,-38.16323171101848
composition,national,Acemoglu-Angrist state IV (QOB and CA),per year of workers' mean schooling,0.017 (0.043),-48.611292487149775,-290.13237466232147,192.90978968802193,123.22730528477652,-20.340214920871986,-28.271077566277786,Acemoglu-Angrist 1999 Table 6 col 2,"US states, white men 40-49, 1960-80",-1188.639725350827,-162.46306958401956
composition,national,"Iranzo-Peri basic, Table 8 col 1","per year of schooling of SC+ (HS-or-less) workers per worker, their definition",0.06 (0.025); -0.01 (0.01),-373.02311855843567,-664.6404885521027,-81.40574856476849,148.78710527013106,-156.08246589901285,-216.94065265942282,Iranzo-Peri 2009 (w12440) Table 8 col 1 (2SLS),"US states, 1970-2000",-9121.133681232948,-1246.6749548538987
composition,national,"Iranzo-Peri 1980-2000, Table 8 col 5","per year of schooling of SC+ (HS-or-less) workers per worker, their definition",0.12 (0.04); 0.01 (0.03),-669.246091082917,-1170.0011123269467,-168.49106983888709,255.49194844600711,-280.0297756159939,-389.2163154669231,Iranzo-Peri 2009 Table 8 col 5,"US states, 1980-2000",-16364.355876923015,-2236.6772966009667
composition,national,"Iranzo-Peri sector-demand control, Table 9 col 4","per year of schooling of SC+ (HS-or-less) workers per worker, their definition",0.11 (0.04); -0.01 (0.02),-668.6418316210571,-1152.2340578893152,-185.049605352799,246.73525956000117,-279.7769379173162,-388.8648937037409,Iranzo-Peri 2009 Table 9 col 4,"US states, 1970-2000",-16349.580569293094,-2234.6578101405953
composition,national,"Iranzo-Peri basic, read as years beyond 12 per worker",per year beyond 12 (up to 12) per worker,0.06 (0.025); -0.01 (0.01),-88.17281781003096,-173.5705494230932,-2.7750861969687195,43.57107151614124,-36.893774525929594,-51.27904328410136,"Iranzo-Peri 2009 Table 8 col 1, the reading their text compares with Moretti",[INFERENCE: not their variable; their Table 6 first stages imply ~17 years per college worker],-2155.9952139274787,-294.6810484225832
composition,national,"Moretti college graduates' own, col 3 (2SLS age structure, 1980-90)",per unit BA+ share of workers (lower bound on spillover),0.86 (0.35),-272.9270596952787,-493.2687761608837,-52.58534322967358,112.42130797586337,-114.19970068459132,-158.7273590106873,"Moretti 2004 JoE Table 5 col 3 (2SLS age structure, 1980-90)","282 US MSAs, 1980-1990",-6673.592259715415,-912.1454218144312
composition,national,"Moretti earnings-weighted, col 3 (2SLS age structure, 1980-90), 1980-1990 weights",per unit BA+ share (constant-composition externality),1.573 (0.416),-504.1427071113238,-771.2577824743081,-237.02763174833947,136.2857049226334,-210.94627377260647,-293.19643333871727,"Moretti 2004 Table 5 col 3 (2SLS age structure, 1980-90), averaged with 1980-1990 income shares (Ciccone-Peri identification)","282 US MSAs, 1980-1990; SE assumes perfectly correlated group estimates",-12327.26015414699,-1684.8877599243874
composition,national,"Moretti earnings-weighted, col 3 (2SLS age structure, 1980-90), 2024 others weights",per unit BA+ share (constant-composition externality),1.258 (0.385),-401.6150925557936,-646.8314619502337,-156.3987231613536,125.1126905363772,-168.04608312379614,-233.56900943199744,"Moretti 2004 Table 5 col 3 (2SLS age structure, 1980-90), averaged with 2024 others income shares (Ciccone-Peri identification)","282 US MSAs, 1980-1990; SE assumes perfectly correlated group estimates",-9820.262512840161,-1342.2317611722076
composition,national,"Moretti college graduates' own, col 4 (2SLS age structure, Katz-Murphy, 1980-90)",per unit BA+ share of workers (lower bound on spillover),0.47 (0.37),-148.3420108097851,-378.74191904219606,82.05789742262583,117.5531327271373,-62.07011225761915,-86.27189855216595,"Moretti 2004 JoE Table 5 col 4 (2SLS age structure, Katz-Murphy, 1980-90)","282 US MSAs, 1980-1990",-3627.2478670165647,-495.77160349715604
composition,national,"Moretti earnings-weighted, col 4 (2SLS age structure, Katz-Murphy, 1980-90), 1980-1990 weights",per unit BA+ share (constant-composition externality),1.181 (0.424),-376.3883644019709,-645.8855046541534,-106.89122414978848,137.5010664747834,-157.49057130450421,-218.8977930974667,"Moretti 2004 Table 5 col 4 (2SLS age structure, Katz-Murphy, 1980-90), averaged with 1980-1990 income shares (Ciccone-Peri identification)","282 US MSAs, 1980-1990; SE assumes perfectly correlated group estimates",-9203.420423480238,-1257.92189237958
composition,national,"Moretti earnings-weighted, col 4 (2SLS age structure, Katz-Murphy, 1980-90), 2024 others weights",per unit BA+ share (constant-composition externality),0.8615 (0.398),-273.4129088344907,-523.7027589713736,-23.12305869760788,127.70124866420139,-114.4029924590963,-159.0099163753944,"Moretti 2004 Table 5 col 4 (2SLS age structure, Katz-Murphy, 1980-90), averaged with 2024 others income shares (Ciccone-Peri identification)","282 US MSAs, 1980-1990; SE assumes perfectly correlated group estimates",-6685.472206901504,-913.7691709161857
composition,national,"Moretti college graduates' own, col 6 (2SLS land grant, 1990)",per unit BA+ share of workers (lower bound on spillover),0.55 (0.19),-173.78697480962376,-292.36455448246056,-55.209395136786895,60.49987636142136,-72.71693956728969,-101.07003524233406,"Moretti 2004 JoE Table 5 col 6 (2SLS land grant, 1990)","282 US MSAs, 1990",-4249.426243127939,-580.8108350288301
composition,national,"Moretti earnings-weighted, col 6 (2SLS land grant, 1990), 1990 weights",per unit BA+ share (constant-composition externality),0.7467 (0.186),-236.58797058639112,-353.2101151819605,-119.96582599082176,59.50218707872662,-98.99449126336721,-137.59347932302393,"Moretti 2004 Table 5 col 6 (2SLS land grant, 1990), averaged with 1990 income shares (Ciccone-Peri identification)","282 US MSAs, 1990; SE assumes perfectly correlated group estimates",-5785.031542896261,-790.6970985862897
composition,national,"Moretti earnings-weighted, col 6 (2SLS land grant, 1990), 2024 others weights",per unit BA+ share (constant-composition externality),0.6848 (0.187),-216.79472352388507,-333.7339070576404,-99.85553999012976,59.66394461008228,-90.71248766636931,-126.08223585751577,"Moretti 2004 Table 5 col 6 (2SLS land grant, 1990), averaged with 2024 others income shares (Ciccone-Peri identification)","282 US MSAs, 1990; SE assumes perfectly correlated group estimates",-5301.048530957265,-724.5463852379528
composition,national,"Moretti college graduates' own, col 8 (2SLS land grant, 1980)",per unit BA+ share of workers (lower bound on spillover),0.45 (0.17),-141.98968262200285,-247.78825782691263,-36.19110741709305,53.97985636721378,-59.41213478002872,-82.57754784197412,"Moretti 2004 JoE Table 5 col 8 (2SLS land grant, 1980)","282 US MSAs, 1980",-3471.9212084122946,-474.5415829897809
composition,national,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 1980 weights",per unit BA+ share (constant-composition externality),0.6028 (0.154),-190.6215534049591,-287.09125705906825,-94.15184975084989,49.220140601617786,-79.7609601890814,-110.86059321587767,"Moretti 2004 Table 5 col 8 (2SLS land grant, 1980), averaged with 1980 income shares (Ciccone-Peri identification)","282 US MSAs, 1980; SE assumes perfectly correlated group estimates",-4661.064112728834,-637.0734269867501
composition,national,"Moretti earnings-weighted, col 8 (2SLS land grant, 1980), 2024 others weights",per unit BA+ share (constant-composition externality),0.5363 (0.159),-169.41410186124264,-268.6291305623776,-70.19907316010764,50.6208423731941,-70.88721706782619,-98.52688479341646,"Moretti 2004 Table 5 col 8 (2SLS land grant, 1980), averaged with 2024 others income shares (Ciccone-Peri identification)","282 US MSAs, 1980; SE assumes perfectly correlated group estimates",-4142.501077504503,-566.1963221091681
composition,national,"Moretti plant productivity 0.5 per unit college share, as wages at labour share 0.7",per unit BA+ share (TFP / 0.7),0.7143,-226.21931573054925,,,,-94.65597941935653,-131.56333631119273,Moretti 2004 AER (w9316) sec. 6: 'a one percentage point increase in city college share is associated with a 0.5-0.7 percent increase in productivity'; his own wage-to-productivity factor 0.7,"US manufacturing plants, 1982-1992 [INFERENCE: applied economy-wide]",-5531.497961920949,-756.0441731208207
composition,national,"Moretti plant productivity 0.7 per unit college share, as wages at labour share 0.7",per unit BA+ share (TFP / 0.7),1,-317.98323312229564,,,,-133.05236236314818,-184.9308707591475,Moretti 2004 AER (w9316) sec. 6: 'a one percentage point increase in city college share is associated with a 0.5-0.7 percent increase in productivity'; his own wage-to-productivity factor 0.7,"US manufacturing plants, 1982-1992 [INFERENCE: applied economy-wide]",-7775.30247698244,-1062.7269814509727
composition,national,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2",per unit BA+ share,0.9743 (0.33),-309.7063270263707,-518.1237056658442,-101.28894838689712,106.33735040004485,-129.5890919941183,-180.11723503225238,Moretti 2004 Table 2/3; CES term 0.296 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-7572.916181838867,-1035.0648580594147
composition,national,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 1.5",per unit BA+ share,0.8758 (0.33),-277.99151002865415,-485.833744278796,-70.14927577851233,106.04390399524779,-116.31879694734077,-161.67271308131342,Moretti 2004 Table 2/3; CES term 0.394 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-6797.42782436138,-929.0712451122481
composition,national,"Moretti NLSY base case (Table 2 col 6), net of CES sigma 2.5",per unit BA+ share,1.033 (0.33),-328.77732733923744,-537.5405562741655,-120.01409840430932,106.51380787347529,-137.56888897693395,-191.20843836230347,Moretti 2004 Table 2/3; CES term 0.237 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-8039.2388697213955,-1098.801761407236
composition,national,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2",per unit BA+ share,0.7843 (0.32),-248.64545204651532,-449.6732052280198,-47.6176988650108,102.56706407949561,-104.0396515904288,-144.6058004560865,Moretti 2004 Table 2/3; CES term 0.296 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-6079.860186980829,-830.9942260486383
composition,national,"Moretti NLSY individual x city effects (col 4), net of CES sigma 1.5",per unit BA+ share,0.6858 (0.32),-217.09913740633613,-417.5721384596971,-16.62613635297516,102.28402208069177,-90.83986226344648,-126.25927514288965,Moretti 2004 Table 2/3; CES term 0.394 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-5308.492036676132,-725.5637622965871
composition,national,"Moretti NLSY individual x city effects (col 4), net of CES sigma 2.5",per unit BA+ share,0.8435 (0.32),-267.61512721178457,-468.9764682557129,-66.2537861678562,102.73726509462846,-111.9770515256949,-155.63807568608965,Moretti 2004 Table 2/3; CES term 0.237 at 1980-90 BA shares,"NLSY79 workers in 201 MSAs, 1979-1994",-6543.705279855094,-894.3924921444446
composition,national,"CRY college gradient net of CES, sigma 2, CRY-implied weights [central]",per unit share of workers with some college or more,0.07325 (0.102),-24.36614265057813,-90.78373644120356,42.051451140047305,33.88714986123491,-10.195420712921758,-14.170721937656372,this lane's CRY joint regression 0.326 less CES term 0.253,"US, 691 CZs, LEHD 2010-2018",-595.7991163410933,-81.43371892408463
composition,national,"CRY college gradient net of CES, sigma 1.5, CRY-implied weights",per unit share of workers with some college or more,-0.01113 (0.102),3.6987300821509157,-62.55254320537336,69.95000336967519,33.802290903059586,1.547643787194749,2.1510862949561664,this lane's CRY joint regression 0.326 less CES term 0.338,"US, 691 CZs, LEHD 2010-2018",90.4410741631051,12.36147018448107
composition,national,"CRY college gradient net of CES, sigma 2.5, CRY-implied weights",per unit share of workers with some college or more,0.1239 (0.102),-41.23887359963447,-107.75646004395205,25.27871284468309,33.93816745833983,-17.255405260680426,-23.983468338954047,this lane's CRY joint regression 0.326 less CES term 0.203,"US, 691 CZs, LEHD 2010-2018",-1008.3698844708722,-137.8238192896243
composition,national,"CRY college gradient net of CES, no CES term (upper bound), CRY-implied weights",per unit share of workers with some college or more,0.3264 (0.102),-108.98420153583959,-175.90326626699618,-42.065136804682986,34.143007081332414,-45.60179268643387,-63.382408849405714,this lane's CRY joint regression 0.326 less CES term 0.000,"US, 691 CZs, LEHD 2010-2018",-2664.8736281880138,-364.2344610021717
composition,national,"CRY college gradient net of CES, sigma 2, employment weights",per unit share of workers with some college or more,0.03578 (0.102),-11.893548326074606,-78.2372259374682,54.45012928531899,33.84943683220386,-4.976566487881078,-6.916981838193528,this lane's CRY joint regression 0.326 less CES term 0.291,"US, 691 CZs, LEHD 2010-2018",-290.82016322625475,-39.74924900033762
composition,national,"CRY college gradient net of CES, sigma 1.5, employment weights",per unit share of workers with some college or more,-0.0611 (0.102),20.284133647255324,-45.868849771244925,86.43711706575559,33.75214208959973,8.48740316826444,11.796730478990886,this lane's CRY joint regression 0.326 less CES term 0.388,"US, 691 CZs, LEHD 2010-2018",495.9861343704567,67.79129802106635
composition,national,"CRY college gradient net of CES, sigma 2.5, employment weights",per unit share of workers with some college or more,0.0939 (0.102),-31.24466337446468,-97.70302125613867,35.213694507209304,33.90794824888314,-13.073570679794358,-18.17109269467032,this lane's CRY joint regression 0.326 less CES term 0.233,"US, 691 CZs, LEHD 2010-2018",-763.9921958857649,-104.42231959326679
composition,national,"CRY college gradient net of CES, sigma 2, CRY-implied weights, weight's SE included",per unit share of workers with some college or more; m sampled,0.3264 (0.102); 0.6087 (0.156),-24.36614265057813,-245.70742705083737,196.97514174968111,112.93130098321154,-10.195420712921758,-14.170721937656372,"as the central, with m = 0.609 (0.156) from CRY Tables 3 and 10 (independence)","US, 691 CZs, LEHD 2010-2018",-595.7991163410933,-81.43371892408463
composition,national,"Glaeser-Resseger BA share, net of CES sigma 2",per unit adults' BA share; 0.411 + 0.196 (log pop - mean),0.411 (0.122); 0.196 (0.113),11.538541734265856,-47.81796813649189,70.89505160502361,30.28448985326146,4.828022600107983,6.710519134157873,Glaeser-Resseger 2010 Table 1 col 3; CES term 0.363 at 2000 BA shares,"US MSAs, 2000 census",282.1395683233969,38.56278680859366
composition,national,"Glaeser-Resseger BA share, no CES term",per unit adults' BA share; 0.411 + 0.196 (log pop - mean),0.411 (0.122); 0.196 (0.113),-102.5970062400296,-162.55994857054475,-42.63406390951445,30.59389985250502,-42.92922591416175,-59.66778032586785,Glaeser-Resseger 2010 Table 1 col 3; CES term 0.000 at 2000 BA shares,"US MSAs, 2000 census",-2508.694401639355,-342.88791165740355
