design,outcome,y,x,controls,estimator,n,coef,se,lo,hi,F,hansen_J,hansen_p,ar_lo,ar_hi,ar_kind
"FG all metros, fixed endpoint",pa_rate,dy,dX,none,IV with Z,341,4.200971182421412,10.394717856609,-16.17267581653223,24.574618181375055,,,,-1.1042655978228801,0.6766392958296795,unbounded-gap
"FG all metros, fixed endpoint",pa_rate,dy,dX,none,IV with Z + baseline level,341,-1.3870256704089883,1.8804527698930198,-5.072713099399307,2.2986617585813303,,,,,,
"FG all metros, fixed endpoint",pa_rate,dy,dX,none,IV with Z+Z2,341,0.4811207138832976,0.22096057853255263,0.04803797995949444,0.9142034478071007,,24.31692765067399,8.171776633147942e-07,,,
"FG all metros, fixed endpoint",pa_rate,dy,dX,none,IV with Z+Z2 + baseline level,341,0.026967631074646725,0.1736722749401354,-0.31343002780801865,0.3673652899573121,,7.6064423120730735,0.005816012285922101,,,
"FG all metros, fixed endpoint",pa_rate,dy,dX,none,level placebo: Z2 on 2000 level,341,0.0734238619492254,0.08327345142744327,-0.08979210284856343,0.23663982674701423,,,,,,
"FG all metros, fixed endpoint",pa_rate,dy,dX,none,level placebo: Z2_exmex on 2000 level,341,0.12818649233135962,0.11942056475593009,-0.10587781459026335,0.3622507992529826,,,,,,
"FG all metros, fixed endpoint",pa_rate,dy,dX,none,level placebo: Z on 2000 level,341,0.2279526336397202,0.036278261560079184,0.156847240981965,0.2990580262974754,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,first stage on Z2,340,0.2661440207715246,0.04855732983521852,0.1709716542944963,0.3613163872485529,30.041653565104955,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,first stage on Z2_exmex,340,0.3805730804749259,0.0622518275919686,0.2585594983946674,0.5025866625551844,37.3742011931406,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,first stage on Z2_mex,340,0.6784872350749978,0.1594588710965739,0.3659478477257129,0.9910266224242825,18.10447737162835,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,first stage on Z,340,0.09636398353861969,0.02779500461005061,0.0418857745029205,0.15084219257431888,12.019765329642286,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,"first stage on Z+Z2, coefficient on Z",340,-0.0712878302994705,0.0979091258752169,-0.26318971701489563,0.12061405641595463,20.097694484409924,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,"first stage on Z+Z2, coefficient on Z2",340,0.32515986317397383,0.09805272956661655,0.1329765132234054,0.5173432131245422,20.097694484409924,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,OLS,340,0.12159880872840305,0.07501641261044496,-0.025433359988069074,0.2686309774448752,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,reduced form on Z2,340,-0.04986305596905681,0.05617094266719975,-0.15995810359676832,0.0602319916586547,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,reduced form on Z2_exmex,340,-0.10451483418568656,0.07443384457357047,-0.2504051695498847,0.04137550117851156,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z2,340,-0.1873536584609603,0.23513966079503895,-0.6482273936192366,0.27352007669731604,,,,-0.8404015052063639,0.1855720033637968,bounded
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z2 + baseline level,340,-0.14911319312366178,0.11005560189243639,-0.36482217283283713,0.06659578658551354,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z2_exmex,340,-0.274624873770005,0.2235927424505622,-0.7128666489731069,0.16361690143309693,,,,-0.8568011675790418,0.09304658432795358,bounded
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z2_exmex + baseline level,340,-0.215166510960888,0.1089315944365542,-0.42867243605653427,-0.001660585865241787,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z2_mex,340,-0.005661680282674553,0.29467754362260246,-0.5832296657829753,0.5719063052176262,,,,-0.9139593232323213,0.46050005547953476,bounded
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z2_mex + baseline level,340,-0.007922258489638345,0.15078851315531538,-0.3034677442740565,0.2876232272947798,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z,340,-1.6762345031763175,0.6813546333288958,-3.011689584500953,-0.34077942185168175,,,,-4.5913349003420505,-0.7771061393891306,bounded
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z + baseline level,340,-0.5114402877337301,0.17578504772556156,-0.8559789812758307,-0.16690159419162942,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z+Z2,340,0.03013204512618639,0.2011209488937138,-0.36406501470549263,0.4243291049578654,,18.00528864661545,2.202921088789722e-05,,,
FG without Los Angeles,pa_rate,dy,dX,none,IV with Z+Z2 + baseline level,340,-0.15677500391913646,0.10921226635800185,-0.37083104598082006,0.057281038142547175,,3.1399394182936744,0.07639664541616409,,,
FG without Los Angeles,pa_rate,dy,dX,none,level placebo: Z2 on 2000 level,340,0.021592791762555977,0.08165644288445192,-0.1384538362909698,0.18163941981608173,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,level placebo: Z2_exmex on 2000 level,340,0.04664274494755953,0.10954957950856455,-0.16807443088922697,0.26135992078434606,,,,,,
FG without Los Angeles,pa_rate,dy,dX,none,level placebo: Z on 2000 level,340,0.2051798758058759,0.05039433130082387,0.10640698645626112,0.3039527651554907,,,,,,
