window,outcome,weighted,industry,alpha,beta_k,national_growth,national_emp0,mean_share,rank
0712,admin,True,323///,0.243405,-6.1244,-0.253973,631768,0.00404999,39
0712,admin,True,324///,-0.0696324,-2.54909,-0.0542005,104298,0.00106181,66
0712,admin,True,325///,-0.419856,-0.615385,-0.0711534,791378,0.00766157,31
0712,admin,True,326///,-0.83746,1.49048,-0.183722,857229,0.0112945,17
0712,admin,True,327///,-0.106639,-10.502,-0.268644,473652,0.00685392,55
0712,admin,True,331///,-0.523616,0.266552,-0.0971712,437685,0.00612099,25
0712,admin,True,332///,-1.41248,0.568396,-0.120194,1.56685e+06,0.0172615,10
0712,admin,True,333///,-0.342425,1.50481,-0.0795707,1.13519e+06,0.0144018,33
0712,admin,True,334///,1.06382,-1.9559,-0.185486,1.04375e+06,0.00424544,12
0712,admin,True,335///,-0.446226,-0.42701,-0.176678,408636,0.00487703,30
0712,admin,True,336///,-1.832,5.80907,-0.167511,1.56927e+06,0.0169025,7
0712,admin,True,337///,-1.49443,-1.12751,-0.335856,517326,0.00728775,9
0712,admin,True,339///,-0.452393,1.41178,-0.174791,682155,0.00560166,28
0712,admin,True,423///,0.246378,-2.57341,-0.0358731,3.39549e+06,0.0193748,38
0712,admin,True,424///,-0.037208,-1.2915,-0.0088144,2.2278e+06,0.0204871,74
0712,admin,True,425///,0.178824,-2.73633,-0.136696,342458,0.00237185,46
0712,admin,True,441///,0.0918924,4.00069,-0.11319,1.93818e+06,0.019041,59
0712,admin,True,442///,0.762782,-0.536818,-0.292043,597561,0.00369233,19
0712,admin,True,443///,0.294333,-0.791128,-0.144711,502951,0.00275301,35
0712,admin,True,444///,0.527702,0.174743,-0.146465,1.37425e+06,0.0168422,24
0712,admin,True,445///,0.00200764,29.3466,-0.00321832,2.8841e+06,0.0341199,85
0712,admin,True,446///,-0.0595797,-0.663395,-0.0556222,1.07102e+06,0.00945144,69
0712,admin,True,447///,-0.185297,-2.41892,-0.0282595,888737,0.0236928,44
0712,admin,True,448///,0.100551,0.408712,-0.0108329,1.64913e+06,0.00716991,57
0712,admin,True,451///,0.710085,0.829385,-0.200002,641812,0.00333727,20
0712,admin,True,452///,0.0680595,2.82139,-0.00958866,2.88543e+06,0.0273756,67
0712,admin,True,453///,0.214575,0.769104,-0.123669,815769,0.00692352,43
0712,admin,True,454///,0.0280962,28.819,0.165341,512833,0.00510017,75
0712,admin,True,481///,-0.0418249,-13.0921,-0.108335,478766,0.000742291,72
0712,admin,True,483///,0.00381507,-14.7026,0.00689382,68782.8,0.000480319,84
0712,admin,True,484///,-0.462087,-2.35522,-0.0888665,1.4775e+06,0.0210736,27
0712,admin,True,485///,-0.0381384,1.03644,0.050489,441716,0.00275734,73
0712,admin,True,486///,0.110298,-3.17971,0.171875,42976.3,0.00111238,51
0712,admin,True,487///,0.0279506,8.5325,-0.180345,28560.2,0.000156124,76
0712,admin,True,488///,0.109295,-4.77912,0.0471452,612203,0.0031936,53
0712,admin,True,492///,-0.0787349,-5.29191,-0.0764373,569213,0.00192725,64
0712,admin,True,493///,-0.0510402,-1.61874,0.0176789,676225,0.00584328,71
0712,admin,True,511///,0.909206,-6.10655,-0.179685,1.03282e+06,0.00532325,16
0712,admin,True,512///,0.0807054,-0.424172,-0.0161715,321620,0.00107566,62
0712,admin,True,515///,-0.0807859,-3.65832,-0.0672988,294603,0.00143619,61
0712,admin,True,517///,0.363558,-4.3898,-0.118255,1.20095e+06,0.00679543,32
0712,admin,True,518///,0.0884758,-1.67002,-0.0256911,447284,0.00151248,60
0712,admin,True,519///,0.0944901,-31.9374,2.73457,54855.2,0.00031981,58
0712,admin,True,51_pooled,0.126064,-1.3826,-1,47240.7,6.95397e-05,48
0712,admin,True,521///,-0.0125597,5.93654,-0.127889,20053.9,2.66244e-05,80
0712,admin,True,522///,0.447301,5.09701,-0.138329,3.2242e+06,0.027509,29
0712,admin,True,523///,0.181044,3.86855,-0.044877,943553,0.0018874,45
0712,admin,True,524///,0.137436,2.14282,-0.0212481,2.32738e+06,0.010855,47
0712,admin,True,525///,0.233079,-1.26231,-0.864331,33541.7,6.39394e-05,40
0712,admin,True,531///,0.462797,-0.177173,-0.0808119,1.55725e+06,0.00802974,26
0712,admin,True,532///,-0.121005,3.54233,-0.24649,638871,0.00438075,50
0712,admin,True,533///,-0.00627346,-1.82835,0.0142765,31855.2,8.8579e-05,82
0712,admin,True,541///,0.806945,-3.34496,-0.0213163,8.18185e+06,0.0341922,18
0712,admin,True,551///,0.258219,0.0959186,-0.0273045,3.11998e+06,0.00877784,37
0712,admin,True,561///,0.123027,3.00946,-0.0137008,9.62816e+06,0.0338416,49
0712,admin,True,562///,-0.0233822,9.02785,0.0361107,355436,0.0037138,77
0712,admin,True,611///,0.230904,-0.690011,0.144031,3.03693e+06,0.015681,41
0712,admin,True,621///,1.25399,1.01754,0.104683,5.81069e+06,0.041914,11
0712,admin,True,622///,1.54992,0.117797,0.0586594,5.47439e+06,0.0491244,8
0712,admin,True,623///,2.3378,0.690184,0.0891549,3.04651e+06,0.0447517,6
0712,admin,True,624///,0.612802,-4.55688,0.155614,2.46082e+06,0.0246956,22
0712,admin,True,711///,0.00017206,-915.196,0.00692705,437161,0.0016065,87
0712,admin,True,712///,0.0204297,-5.25261,0.0669795,128739,0.000953104,78
0712,admin,True,713///,-0.223979,0.64373,0.024818,1.44446e+06,0.01338,42
0712,admin,True,721///,-0.108173,5.39217,0.0149058,1.90732e+06,0.0199173,54
0712,admin,True,722///,-1.0625,0.827717,0.0405191,9.65747e+06,0.0836325,13
0712,admin,True,811///,0.0794739,14.4674,-0.107614,1.32264e+06,0.0123129,63
0712,admin,True,812///,0.0659377,-1.92406,-0.038695,1.38044e+06,0.00853427,68
0712,admin,True,813///,-0.0183855,3.49669,-0.023966,2.81696e+06,0.0268296,79
0712,admin,False,113///,1.56645,-11.8935,-0.169628,65006.8,0.00425001,25
0712,admin,False,114///,-0.0284197,-14.0383,0.0423874,7840.91,0.000248505,76
0712,admin,False,115///,0.00589672,49.2808,-0.00878072,102563,0.00305429,86
0712,admin,False,211///,-2.10162,-1.50489,-0.112399,141528,0.0026039,18
0712,admin,False,212///,1.99147,-6.36719,-0.0638386,217225,0.00910262,20
0712,admin,False,213///,9.33112,4.25752,0.168625,341832,0.00776562,3
0712,admin,False,221///,-0.337447,0.0738074,0.0253649,623709,0.0106862,48
0712,admin,False,236///,-4.09376,-0.763419,-0.37776,1.67312e+06,0.0159184,7
0712,admin,False,237///,-2.34326,0.312408,-0.163737,1.01629e+06,0.0120733,15
0712,admin,False,238///,-22.2021,0.0756165,-0.264173,4.57976e+06,0.0368208,1
0712,admin,False,311///,-0.367251,-13.9824,-0.0187276,1.44089e+06,0.0244926,46
0712,admin,False,312///,-0.0608612,-20.0871,-0.0273863,156235,0.00129433,68
0712,admin,False,313///,6.99255,1.85182,-0.351752,164976,0.00336919,5
0712,admin,False,314///,2.21756,0.29103,-0.267269,152897,0.00223141,17
0712,admin,False,315///,3.25741,1.56107,-0.433844,199138,0.002426,11
0712,admin,False,316///,0.107824,-22.8707,-0.253303,37597.5,0.00048551,64
0712,admin,False,321///,15.4963,0.588363,-0.354843,530759,0.017239,2
0712,admin,False,322///,3.4862,2.54373,-0.161505,425180,0.00574442,9
0712,admin,False,323///,-0.173223,-33.4309,-0.253973,631768,0.00404999,55
0712,admin,False,324///,-0.242484,1.33812,-0.0542005,104298,0.00106181,53
0712,admin,False,325///,1.33599,2.71856,-0.0711534,791378,0.00766157,30
0712,admin,False,326///,3.20928,3.95667,-0.183722,857229,0.0112945,12
0712,admin,False,327///,4.01586,1.22473,-0.268644,473652,0.00685392,8
0712,admin,False,331///,1.34708,3.65348,-0.0971712,437685,0.00612099,28
0712,admin,False,332///,1.89044,4.26221,-0.120194,1.56685e+06,0.0172615,21
0712,admin,False,333///,2.03452,6.48118,-0.0795707,1.13519e+06,0.0144018,19
0712,admin,False,334///,-2.68194,7.92414,-0.185486,1.04375e+06,0.00424544,14
0712,admin,False,335///,0.562912,-1.68187,-0.176678,408636,0.00487703,40
0712,admin,False,336///,1.85979,13.1794,-0.167511,1.56927e+06,0.0169025,22
0712,admin,False,337///,-1.33867,8.96528,-0.335856,517326,0.00728775,29
0712,admin,False,339///,1.52474,-13.4709,-0.174791,682155,0.00560166,26
0712,admin,False,423///,-0.480663,5.60465,-0.0358731,3.39549e+06,0.0193748,44
0712,admin,False,424///,0.0869489,-1.24955,-0.0088144,2.2278e+06,0.0204871,66
0712,admin,False,425///,-0.139113,6.39299,-0.136696,342458,0.00237185,61
0712,admin,False,441///,-0.635587,1.13253,-0.11319,1.93818e+06,0.019041,39
0712,admin,False,442///,-1.62073,0.727124,-0.292043,597561,0.00369233,23
0712,admin,False,443///,-0.208269,3.21602,-0.144711,502951,0.00275301,54
0712,admin,False,444///,-1.1217,0.383735,-0.146465,1.37425e+06,0.0168422,31
0712,admin,False,445///,0.0364131,-2.42131,-0.00321832,2.8841e+06,0.0341199,74
0712,admin,False,446///,0.279029,1.32268,-0.0556222,1.07102e+06,0.00945144,50
0712,admin,False,447///,0.554214,-1.99715,-0.0282595,888737,0.0236928,41
0712,admin,False,448///,-0.154594,0.870668,-0.0108329,1.64913e+06,0.00716991,58
0712,admin,False,451///,-1.42008,0.891136,-0.200002,641812,0.00333727,27
0712,admin,False,452///,-0.0395941,5.15459,-0.00958866,2.88543e+06,0.0273756,73
0712,admin,False,453///,-0.137088,12.6405,-0.123669,815769,0.00692352,62
0712,admin,False,454///,0.333703,9.0766,0.165341,512833,0.00510017,49
0712,admin,False,481///,-0.255008,4.75086,-0.108335,478766,0.000742291,52
0712,admin,False,483///,-0.00990915,-15.0316,0.00689382,68782.8,0.000480319,84
0712,admin,False,484///,-0.0601461,19.6057,-0.0888665,1.4775e+06,0.0210736,69
0712,admin,False,485///,0.26779,4.04829,0.050489,441716,0.00275734,51
0712,admin,False,486///,-0.166801,-2.9462,0.171875,42976.3,0.00111238,57
0712,admin,False,487///,0.0275178,-10.1832,-0.180345,28560.2,0.000156124,77
0712,admin,False,488///,-0.0451133,-6.66656,0.0471452,612203,0.0031936,71
0712,admin,False,492///,0.0793515,-11.4319,-0.0764373,569213,0.00192725,67
0712,admin,False,493///,-0.0403304,6.73309,0.0176789,676225,0.00584328,72
0712,admin,False,511///,-0.549552,-9.14356,-0.179685,1.03282e+06,0.00532325,42
0712,admin,False,512///,-0.0263861,2.12521,-0.0161715,321620,0.00107566,78
0712,admin,False,515///,0.020837,6.6539,-0.0672988,294603,0.00143619,80
0712,admin,False,517///,0.829623,-0.961427,-0.118255,1.20095e+06,0.00679543,35
0712,admin,False,518///,-0.0314482,-9.41821,-0.0256911,447284,0.00151248,75
0712,admin,False,519///,-1.59168,-0.735751,2.73457,54855.2,0.00031981,24
0712,admin,False,51_pooled,0.00839405,251.986,-1,47240.7,6.95397e-05,85
0712,admin,False,521///,0.0156017,-3.18951,-0.127889,20053.9,2.66244e-05,82
0712,admin,False,522///,0.0178605,-71.0379,-0.138329,3.2242e+06,0.027509,81
0712,admin,False,523///,-0.0994738,0.0624958,-0.044877,943553,0.0018874,65
0712,admin,False,524///,0.0556193,-0.748646,-0.0212481,2.32738e+06,0.010855,70
0712,admin,False,525///,-0.140404,2.06404,-0.864331,33541.7,6.39394e-05,60
0712,admin,False,531///,-0.93465,0.0406657,-0.0808119,1.55725e+06,0.00802974,34
0712,admin,False,532///,-0.774951,1.89598,-0.24649,638871,0.00438075,38
0712,admin,False,533///,0.00451532,-4.28356,0.0142765,31855.2,8.8579e-05,87
0712,admin,False,541///,-0.95438,-3.71942,-0.0213163,8.18185e+06,0.0341922,33
0712,admin,False,551///,-0.147146,6.3037,-0.0273045,3.11998e+06,0.00877784,59
0712,admin,False,561///,-0.353849,3.06259,-0.0137008,9.62816e+06,0.0338416,47
0712,admin,False,562///,0.511315,1.09248,0.0361107,355436,0.0037138,43
0712,admin,False,611///,-1.04514,-7.19957,0.144031,3.03693e+06,0.015681,32
0712,admin,False,621///,-4.61791,-1.34175,0.104683,5.81069e+06,0.041914,6
0712,admin,False,622///,-3.04963,0.497487,0.0586594,5.47439e+06,0.0491244,13
0712,admin,False,623///,-7.06329,-0.550897,0.0891549,3.04651e+06,0.0447517,4
0712,admin,False,624///,-3.28644,1.92647,0.155614,2.46082e+06,0.0246956,10
0712,admin,False,711///,0.0120689,8.83671,0.00692705,437161,0.0016065,83
0712,admin,False,712///,0.170374,-2.41072,0.0669795,128739,0.000953104,56
0712,admin,False,713///,0.433619,-7.78949,0.024818,1.44446e+06,0.01338,45
0712,admin,False,721///,0.823443,-2.35722,0.0149058,1.90732e+06,0.0199173,36
0712,admin,False,722///,2.29362,3.1143,0.0405191,9.65747e+06,0.0836325,16
0712,admin,False,811///,-0.78963,6.66859,-0.107614,1.32264e+06,0.0123129,37
0712,admin,False,812///,-0.111706,2.05083,-0.038695,1.38044e+06,0.00853427,63
0712,admin,False,813///,-0.0217275,-74.5076,-0.023966,2.81696e+06,0.0268296,79
