fips,state,no_county_govt,pop_2002,pop_2007,pop_2012,pop_2017,pop_2022,e23_1997,e29_1997,e31_1997,e25_1997,d23_1997,d29_1997,d31_1997,d25_1997,e23_2002,e29_2002,e31_2002,e25_2002,d23_2002,d29_2002,d31_2002,d25_2002,e23_2007,e29_2007,e31_2007,e25_2007,d23_2007,d29_2007,d31_2007,d25_2007,e23_2012,e29_2012,e31_2012,e25_2012,d23_2012,d29_2012,d31_2012,d25_2012,e23_2017,e29_2017,e31_2017,e25_2017,d23_2017,d29_2017,d31_2017,d25_2017,e23_2022,e29_2022,e31_2022,e25_2022,d23_2022,d29_2022,d31_2022,d25_2022,present_1997,present_2002,present_2007,present_2012,present_2017,present_2022,bartik_1222,bartik_pay_1222,cbp_emp0_1222,imm_1222,imm_nomex_1222,imm_mex_1222,dfbshare_1222,bartik_0717,bartik_pay_0717,cbp_emp0_0717,imm_0717,imm_nomex_0717,imm_mex_0717,dfbshare_0717,bartik_1217,bartik_pay_1217,cbp_emp0_1217,imm_1217,imm_nomex_1217,imm_mex_1217,dfbshare_1217,bartik_1722,bartik_pay_1722,cbp_emp0_1722,imm_1722,imm_nomex_1722,imm_mex_1722,dfbshare_1722,bartik_0712,bartik_pay_0712,cbp_emp0_0712,imm_0712,imm_nomex_0712,imm_mex_0712,dfbshare_0712,bartik_1722_s12,bartik_1217_s07,medhhinc_2009,medhhinc_2012,medhhinc_2017,medhhinc_2022
19079,19,0,16337,15987,15386,15243,14803,767.650,696.537,175.046,433.968,767.650,1686.641,175.046,433.968,1168.017,1130.602,195.212,333.487,1168.017,1130.602,195.212,333.487,1170.101,1187.038,345.808,488.365,1170.101,1187.038,365.568,488.365,1283.586,1054.146,234.538,485.647,1283.586,1054.146,235.813,485.647,612.484,1338.390,181.477,487.122,612.484,1338.390,185.058,487.122,910.000,1764.000,989.000,493.000,936.000,1767.000,1011.000,493.000,1,1,1,1,1,1,0.09842683,0.41187036,4273.3,0.00050473,0.00063516,-0.00013042,0.03941597,-0.08648726,0.27708246,6572.7,0.00141257,0.00142140,-0.00000883,0.02240354,0.07053162,0.12707225,4273.3,0.00036212,0.00043323,-0.00007111,0.01840519,0.02288021,0.25340608,3883.0,0.00014396,0.00020383,-0.00005987,0.02101077,-0.08248975,0.13885531,6572.7,0.00106407,0.00100446,0.00005961,0.00399834,0.02681278,-0.01193395,48084.0,45691.0,55836.0,66685.0
19081,19,0,11846,11580,11234,10938,10651,694.714,390.207,698.361,331.858,698.361,390.207,733.005,331.858,795.488,427.839,719.030,239.134,795.488,427.839,719.030,239.134,894.866,478.485,711.376,269.589,894.866,478.485,719.845,269.589,1086.013,477.999,543.006,284.250,1086.013,477.999,543.006,289.349,1233.325,648.302,490.703,342.657,1234.519,648.302,565.921,342.657,1271.000,691.000,581.000,432.000,1271.000,691.000,581.000,432.000,1,1,1,1,1,1,0.09122802,0.37840163,3182.8,0.00147489,0.00255319,-0.00107831,0.00209495,-0.00157940,0.23805883,3271.0,0.00275560,0.00282889,-0.00007329,-0.00399472,0.05857426,0.10354021,3182.8,0.00073307,0.00132088,-0.00058780,-0.00267471,0.04076121,0.24611955,3316.0,0.00076189,0.00126567,-0.00050378,0.00476966,-0.05783879,0.12627144,3271.0,0.00204443,0.00154748,0.00049695,-0.00132001,0.03336465,0.06081447,48634.0,48695.0,57840.0,67865.0
19083,19,0,18476,17789,17412,17241,16614,951.813,399.324,931.755,260.746,968.223,401.147,931.755,260.746,719.030,719.030,810.129,497.790,719.030,719.030,1216.820,497.790,1117.877,475.662,917.449,893.454,1119.288,475.662,920.272,893.454,1460.764,865.496,462.703,397.695,1478.609,865.496,462.703,397.695,1369.432,600.544,798.736,454.886,1369.432,600.544,801.124,454.886,1287.000,930.000,793.000,577.000,1287.000,930.000,861.000,577.000,1,1,1,1,1,1,0.09949362,0.42445883,5483.3,0.00025224,0.00098341,-0.00073116,0.01045320,0.00864231,0.26809388,5383.3,0.00117162,0.00122186,-0.00005024,0.00383866,0.07128664,0.12529353,5483.3,0.00016065,0.00055922,-0.00039857,-0.00165714,0.02535064,0.26312002,4945.0,0.00009250,0.00042839,-0.00033589,0.01211035,-0.05359245,0.12769917,5383.3,0.00101438,0.00067449,0.00033988,0.00549581,0.02453040,0.06953133,42397.0,47902.0,52207.0,64656.0
19085,19,0,15421,15177,14615,14569,14680,1602.765,439.438,481.376,328.211,1610.058,439.438,528.785,328.211,1766.667,847.544,359.515,78.085,1782.934,852.425,405.064,78.085,1949.227,759.366,440.376,86.099,1960.518,759.366,440.376,86.099,1312.903,1556.364,694.691,376.026,1312.903,1556.364,724.009,376.026,1567.624,1924.608,537.266,495.479,1567.624,1938.935,537.266,495.479,1574.000,2025.000,576.000,504.000,1574.000,2025.000,576.000,504.000,1,1,1,1,1,1,0.09556299,0.42011829,3175.7,0.00125571,0.00128739,-0.00003168,-0.00236182,0.04625843,0.26303308,3101.0,0.00123300,0.00123514,-0.00000214,-0.00441691,0.07910355,0.11862895,3175.7,0.00064085,0.00065811,-0.00001727,-0.00381116,0.01041169,0.28248901,2883.0,0.00061681,0.00063126,-0.00001446,0.00144933,-0.02499850,0.12365184,3101.0,0.00061589,0.00060140,0.00001449,-0.00060575,0.01598024,0.07332322,48187.0,53939.0,57558.0,75830.0
19087,19,0,20086,20359,20168,20588,20253,959.106,917.168,123.991,785.884,959.106,917.168,123.991,785.884,1076.918,901.228,538.459,479.896,1076.918,901.228,574.248,479.896,1081.179,815.824,350.042,752.308,1085.413,817.236,350.042,752.308,1213.479,810.686,237.087,804.312,1267.015,810.686,243.461,804.312,980.213,1227.355,456.080,764.112,980.213,1227.355,456.080,764.112,1441.000,923.000,172.000,784.000,1441.000,923.000,172.000,784.000,1,1,1,1,1,1,0.22837088,0.45814494,13039.8,0.00146945,0.00155362,-0.00008417,-0.00806806,0.08605552,0.28225222,16154.7,0.00265044,0.00265630,-0.00000585,-0.00398561,0.11547171,0.12272143,13039.8,0.00087637,0.00092226,-0.00004589,0.01166358,0.01436695,0.24608476,6914.0,0.00058098,0.00061847,-0.00003749,-0.01973163,-0.03041710,0.14148520,16154.7,0.00178229,0.00174268,0.00003961,-0.01564919,0.09305038,0.11826856,42136.0,43843.0,52275.0,62365.0
19089,19,0,9860,9636,9616,9447,9509,749.416,178.693,384.736,242.512,749.416,178.693,413.911,242.512,629.558,732.044,309.085,161.050,629.558,732.044,323.726,161.050,725.491,361.334,280.881,149.615,725.491,361.334,280.881,149.615,715.086,386.223,309.743,163.157,715.086,386.223,309.743,163.157,1548.521,408.322,272.215,220.876,1548.521,408.322,278.185,220.876,1426.000,387.000,395.000,298.000,1426.000,387.000,395.000,298.000,1,1,1,1,1,1,0.08144505,0.39787015,2954.3,0.00022862,0.00022862,0.00000000,0.01564729,-0.00727698,0.24414220,3340.3,0.00035759,0.00035759,0.00000000,-0.00129094,0.05893111,0.11099464,2954.3,0.00010296,0.00010296,0.00000000,0.00087306,0.02100108,0.25349851,2590.0,0.00012791,0.00012791,0.00000000,0.01477422,-0.08133935,0.12858127,3340.3,0.00025485,0.00025485,0.00000000,-0.00216400,0.02394723,0.08380748,44684.0,45300.0,51422.0,63947.0
19091,19,0,10176,9935,9746,9639,9521,1019.278,667.363,309.977,319.094,1019.278,667.363,309.977,319.094,1181.031,686.495,286.311,309.085,1181.031,686.495,289.564,309.085,899.100,574.464,350.042,414.969,899.100,574.464,350.042,414.969,1154.845,687.043,368.378,300.820,1158.669,687.043,368.378,300.820,1364.657,821.421,438.171,319.972,1367.045,821.421,438.171,319.972,1182.000,869.000,387.000,424.000,1182.000,869.000,387.000,424.000,1,1,1,1,1,1,0.09159430,0.39442524,3396.0,0.00165325,0.00216785,-0.00051460,0.02379941,0.00263742,0.24702107,3406.1,0.00190617,0.00194160,-0.00003543,0.00773199,0.05907532,0.11391120,3396.0,0.00059633,0.00087687,-0.00028054,0.00261280,0.03693319,0.26052038,2927.0,0.00106864,0.00130530,-0.00023666,0.02118661,-0.04940597,0.12358537,3406.1,0.00132118,0.00108141,0.00023977,0.00511919,0.03383094,0.05553981,46420.0,48710.0,48847.0,66617.0
19093,19,0,7636,7228,7082,6984,6905,864.290,519.668,240.688,249.805,875.230,521.491,240.688,249.805,894.721,335.114,219.613,235.881,909.362,335.114,219.613,235.881,789.006,606.928,248.417,187.724,789.006,606.928,248.417,187.724,852.750,312.292,221.791,238.362,852.750,312.292,221.791,238.362,947.977,330.717,285.348,253.112,947.977,335.493,285.348,254.306,1060.000,186.000,450.000,265.000,1060.000,186.000,450.000,265.000,1,1,1,1,1,1,0.10433908,0.39529847,2859.8,0.00005825,0.00005825,0.00000000,0.01942066,-0.03202331,0.24767026,3070.4,0.00000633,0.00000633,0.00000000,0.00566335,0.06561398,0.10984343,2859.8,0.00001849,0.00001849,0.00000000,0.00581456,0.02202314,0.23352204,2558.0,0.00004032,0.00004032,0.00000000,0.01360611,-0.09127134,0.12218830,3070.4,-0.00001178,-0.00001178,0.00000000,-0.00015121,0.03709697,0.06731312,43171.0,43690.0,51978.0,63125.0
19095,19,0,15911,16308,16300,16516,16497,1225.322,262.569,419.381,402.970,1225.322,262.569,421.204,402.970,1281.891,268.416,481.522,440.853,1281.891,268.416,501.044,440.853,1515.908,461.548,519.417,678.912,1515.908,461.548,519.417,678.912,934.328,615.662,704.889,507.316,934.328,615.662,704.889,507.316,1115.126,750.979,859.626,611.290,1115.126,750.979,870.372,611.290,1116.000,791.000,922.000,677.000,1127.000,796.000,938.000,681.000,1,1,1,1,1,1,0.01374604,0.37710136,7662.6,0.00065740,0.00070474,-0.00004734,-0.00202345,-0.07712747,0.24726740,7881.4,0.00057110,0.00057442,-0.00000332,0.00335235,-0.00141799,0.10587304,7662.6,0.00025644,0.00028225,-0.00002581,-0.00088463,0.02579994,0.28542537,3694.0,0.00039571,0.00041696,-0.00002125,-0.00113882,-0.08672724,0.12627159,7881.4,0.00031478,0.00029231,0.00002247,0.00423698,0.01601520,0.00300325,55496.0,57318.0,58077.0,69787.0
19097,19,0,20142,20015,19733,19535,19346,926.285,486.847,381.090,311.801,993.751,492.317,413.911,311.801,1262.370,561.234,720.657,222.867,1307.919,561.234,831.277,222.867,1644.351,1141.871,266.766,263.943,1644.351,1164.455,266.766,263.943,1611.174,1351.143,303.370,304.644,1611.174,1351.143,304.644,304.644,1578.369,2083.400,746.203,377.280,1578.369,2242.192,767.694,377.280,1655.000,1378.000,683.000,603.000,1655.000,1378.000,683.000,603.000,1,1,1,1,1,1,0.13410595,0.40633178,4907.9,0.00072205,0.00076897,-0.00004692,0.00010544,0.01488442,0.24775738,5275.5,0.00059422,0.00059747,-0.00000325,0.00763336,0.07544675,0.11730442,4907.9,0.00031201,0.00033758,-0.00002558,0.00627362,0.02260328,0.27736724,4192.0,0.00041420,0.00043576,-0.00002156,-0.00616819,-0.05665027,0.11643929,5275.5,0.00028662,0.00026464,0.00002197,0.00135973,0.04636737,0.07283192,43946.0,44854.0,51806.0,69709.0
19099,19,0,37552,37167,36729,37465,37949,2162.547,1597.295,494.140,1146.916,2169.841,1597.295,683.773,1146.916,2295.365,2061.111,483.149,1210.313,2316.513,2061.111,819.889,1210.313,2635.196,2516.634,335.928,1280.194,2643.665,2532.160,351.454,1281.606,2996.733,1516.849,1408.503,1513.025,2996.733,1516.849,3872.427,1518.124,2055.940,2149.066,1308.542,1100.799,2055.940,2149.066,2976.456,1100.799,1181.000,831.000,419.000,182.000,1181.000,1643.000,419.000,182.000,1,1,1,1,1,1,0.10034621,0.42576777,8322.6,0.00218625,0.00251602,-0.00032977,0.01737449,0.04095432,0.24738661,8677.7,0.00302124,0.00304414,-0.00002290,0.00592321,0.06773385,0.11818843,8322.6,0.00123195,0.00141177,-0.00017982,0.00590859,0.02696799,0.26317110,8660.0,0.00093556,0.00108256,-0.00014700,0.01146590,-0.03473255,0.11723367,8677.7,0.00180381,0.00164900,0.00015481,0.00001462,0.02693672,0.07820560,47432.0,48746.0,56363.0,67784.0
19101,19,0,16131,16600,16680,16171,15668,618.131,658.246,138.578,244.335,618.131,658.246,138.578,244.335,841.037,787.354,143.155,201.719,945.150,818.263,143.155,201.719,976.731,820.058,166.552,223.011,976.731,829.939,224.422,223.011,1418.700,1042.674,411.716,586.345,1418.700,1042.674,418.089,586.345,1047.073,1364.657,579.054,543.236,1047.073,1364.657,1004.091,543.236,1217.000,2552.000,908.000,631.000,1221.000,2553.000,913.000,633.000,1,1,1,1,1,1,0.09399334,0.40843944,6848.6,0.01155852,0.01157702,-0.00001850,-0.00748996,0.06780411,0.24817272,7087.9,0.01166652,0.01166782,-0.00000131,0.03432095,0.05685387,0.11417237,6848.6,0.00586021,0.00587029,-0.00001009,-0.04460020,0.04083709,0.26465921,6442.0,0.00587767,0.00588635,-0.00000868,0.03711023,-0.01424022,0.12579345,7087.9,0.00577807,0.00576924,0.00000883,0.07892115,0.03431268,0.07988261,39383.0,48411.0,44516.0,52210.0
19103,19,0,114948,124541,137032,149226,156915,6549.637,4051.585,2056.790,3087.009,6578.811,4091.700,2560.047,3096.126,8748.741,5584.684,1825.230,5208.901,8794.291,5584.684,1895.181,5208.901,10269.785,6002.941,2770.697,5668.425,10320.598,6014.232,2781.988,5668.425,10693.149,6760.813,2392.543,6396.259,10732.663,6850.040,2401.465,6396.259,10794.280,8267.934,2517.989,6424.513,10794.280,8289.424,12807.238,6424.513,11493.000,12073.000,2774.000,6998.000,11758.000,13631.000,3229.000,7875.000,1,1,1,1,1,1,0.10543686,0.41746072,57419.4,0.01981221,0.02008061,-0.00026840,-0.00036353,0.02254677,0.26315980,59286.5,0.02319055,0.02321145,-0.00002090,0.05103107,0.05433140,0.12264677,57419.4,0.01088389,0.01103023,-0.00014634,0.02063310,0.05039012,0.26191283,64290.0,0.00819874,0.00831083,-0.00011209,-0.02099664,-0.02234476,0.12295866,59286.5,0.01121505,0.01107493,0.00014012,0.03039796,0.04545125,0.04721081,49413.0,53993.0,59965.0,72977.0
19105,19,0,20283,20803,20604,20616,20949,1024.748,709.301,849.702,734.828,1061.216,716.594,1467.833,756.709,875.199,1166.390,538.459,452.241,875.199,1168.017,639.319,452.241,1603.419,1266.080,379.683,366.980,1616.122,1274.549,410.735,366.980,1430.172,985.315,980.216,340.335,1430.172,985.315,980.216,340.335,1659.556,1096.024,980.213,407.129,1659.556,1096.024,980.213,407.129,1438.000,980.000,1182.000,507.000,1438.000,980.000,1182.000,507.000,1,1,1,1,1,1,0.11462384,0.41363904,4859.0,-0.00017674,-0.00006065,-0.00011609,0.00123440,0.03942914,0.24644076,4701.2,0.00025058,0.00025865,-0.00000807,0.00482510,0.08479874,0.11876687,4859.0,-0.00006123,0.00000204,-0.00006327,-0.00219144,0.03751920,0.26367436,4025.0,-0.00011544,-0.00006265,-0.00005279,0.00342585,-0.03677218,0.11950038,4701.2,0.00031122,0.00025663,0.00005460,0.00701654,0.03072038,0.07717342,47017.0,53562.0,58391.0,68781.0
19107,19,0,11330,10688,10408,10084,9883,636.365,570.723,286.273,392.030,636.365,570.723,286.273,392.030,971.179,566.114,387.170,229.374,1013.475,566.114,400.184,257.029,1030.366,705.730,390.975,523.652,1030.366,705.730,390.975,523.652,871.870,727.833,1358.791,260.031,871.870,727.833,1400.855,260.031,1136.617,842.911,1207.059,276.991,1136.617,842.911,1211.834,276.991,289.000,51.000,164.000,66.000,293.000,53.000,169.000,67.000,1,1,1,1,1,1,0.09171114,0.41604675,1873.9,0.00054619,0.00054619,0.00000000,0.00455085,0.00220990,0.24676324,1848.8,0.00053544,0.00053544,0.00000000,0.00375447,0.05403761,0.12738109,1873.9,0.00027294,0.00027294,0.00000000,0.00613216,0.03601722,0.26551598,1440.0,0.00028203,0.00028203,0.00000000,-0.00158130,-0.05340440,0.11579355,1848.8,0.00026965,0.00026965,0.00000000,-0.00237769,0.03610314,0.06188045,42196.0,42688.0,48399.0,60016.0
19109,19,0,16670,15878,15434,15023,14465,1817.925,361.032,862.466,339.152,1868.981,361.032,869.760,339.152,2562.155,811.756,777.594,536.832,2562.155,870.319,777.594,536.832,2409.363,781.949,899.100,556.115,2437.592,781.949,904.746,556.115,2245.956,1534.694,794.115,508.591,2245.956,1534.694,794.115,508.591,1665.526,1396.893,237.591,605.320,1665.526,1396.893,792.766,605.320,2337.000,2130.000,618.000,766.000,2375.000,2138.000,681.000,771.000,1,1,1,1,1,1,0.11308309,0.40586683,5549.9,0.00093395,0.00114896,-0.00021501,0.02490350,0.03457365,0.24834675,5518.7,0.00114880,0.00116346,-0.00001466,0.00573020,0.08054438,0.11408252,5549.9,0.00039176,0.00050894,-0.00011718,0.00332254,0.03794070,0.25292843,5492.0,0.00055703,0.00065753,-0.00010050,0.02158096,-0.04092351,0.11799179,5518.7,0.00076799,0.00066875,0.00009924,0.00240766,0.03228403,0.08007724,46176.0,49431.0,54868.0,62553.0
19111,19,0,36960,36130,35554,34254,32829,2031.263,2126.079,154.989,1471.480,2137.020,2126.079,200.574,1471.480,1612.124,2630.479,154.543,1900.061,1612.124,2630.479,188.705,1900.061,1055.772,2958.421,108.682,1912.529,1055.772,2958.421,108.682,1912.529,1380.460,2472.846,1078.365,1006.984,1380.460,2481.769,1078.365,1006.984,1747.907,3137.636,1101.993,1241.682,1747.907,3137.636,1101.993,1241.682,1785.000,3063.000,2123.000,1420.000,1785.000,3063.000,2123.000,1420.000,1,1,1,1,1,1,0.09588018,0.40714106,13206.4,0.00246512,0.00259316,-0.00012804,0.00125515,0.00818325,0.25575208,13320.0,0.00319227,0.00320109,-0.00000882,-0.00353467,0.05301188,0.11643379,13206.4,0.00155383,0.00162363,-0.00006980,-0.00830635,0.05384122,0.25826938,13626.0,0.00094588,0.00100632,-0.00006045,0.00956151,-0.04305945,0.12181075,13320.0,0.00166322,0.00160334,0.00005987,0.00477168,0.03631537,0.05323792,41700.0,41954.0,48266.0,58094.0
19113,19,0,195987,205840,216106,226368,228940,9871.864,8929.168,3581.149,6885.142,10426.176,9018.515,8992.987,7080.245,11392.234,9858.195,5706.691,7292.787,11647.636,9960.681,7951.627,7292.787,12362.981,9768.717,7070.005,7473.682,12364.392,9768.717,7082.708,7473.682,14817.959,11443.925,6745.517,9743.525,14923.756,11443.925,33439.512,9743.525,17093.430,14076.381,5659.207,8687.001,17192.526,14120.556,5659.207,8687.001,8801.000,24730.000,3097.000,10965.000,8824.000,24737.000,3149.000,10972.000,1,1,1,1,1,1,0.13836474,0.41772801,114676.3,0.00649686,0.00667447,-0.00017761,0.02391953,0.03217649,0.25766833,110701.0,0.00801364,0.00802686,-0.00001321,0.01628073,0.07563698,0.12299569,114676.3,0.00375292,0.00384974,-0.00009682,0.01156470,0.05655274,0.25725686,120063.0,0.00261955,0.00269668,-0.00007713,0.01235483,-0.04707457,0.12069709,110701.0,0.00407356,0.00398512,0.00008843,0.00471604,0.05476043,0.08147981,52642.0,56790.0,62702.0,75457.0
19115,19,0,12225,11892,11321,11063,10617,1028.395,441.262,609.014,83.876,1053.923,441.262,609.014,83.876,1299.785,65.071,182.198,107.366,1325.813,65.071,182.198,107.366,1120.699,426.261,217.365,307.698,1120.699,426.261,227.245,307.698,790.291,590.169,402.794,246.010,790.291,590.169,444.857,246.010,953.946,725.907,506.224,324.748,953.946,747.397,506.224,331.911,1051.000,748.000,600.000,362.000,1051.000,748.000,600.000,362.000,1,1,1,1,1,1,0.10691003,0.39189159,2857.9,-0.00258631,0.00229373,-0.00488004,0.00673460,0.03587069,0.24585356,2889.6,0.00229487,0.00261903,-0.00032417,0.01089253,0.07032813,0.11866753,2857.9,-0.00157407,0.00108487,-0.00265895,0.00375475,0.03295037,0.28049856,1418.0,-0.00103584,0.00123705,-0.00227289,0.00297985,-0.03274163,0.11599569,2889.6,0.00379336,0.00158625,0.00220711,0.00713778,0.03437809,0.06975325,47948.0,49905.0,54393.0,72500.0
19117,19,0,9360,9280,8799,8608,8702,933.579,421.204,262.569,185.986,957.283,421.204,262.569,185.986,956.538,494.537,159.423,146.409,977.686,496.163,159.423,146.409,913.215,406.501,208.896,162.318,928.741,406.501,220.188,162.318,693.417,435.935,246.010,145.312,693.417,435.935,246.010,145.312,748.591,471.601,257.888,140.883,770.082,472.794,257.888,140.883,767.000,522.000,553.000,160.000,767.000,522.000,553.000,160.000,1,1,1,1,1,1,0.38985976,0.33370121,2755.3,0.00222160,0.00223914,-0.00001754,-0.01762178,0.08415532,0.24072785,1904.4,0.00224603,0.00224720,-0.00000117,0.01302037,0.15287561,0.09851974,2755.3,0.00115515,0.00116471,-0.00000956,-0.02879464,0.03421470,0.27296549,1122.0,0.00109012,0.00109827,-0.00000815,0.01117287,-0.01714937,0.11545683,1904.4,0.00115076,0.00114286,0.00000790,0.04181501,0.19262200,0.10372710,43606.0,44020.0,47325.0,63405.0
19119,19,0,11670,11536,11799,11914,12177,1365.723,412.087,433.968,262.569,1413.132,412.087,433.968,262.569,834.530,234.254,222.867,339.994,1483.610,234.254,222.867,339.994,1637.294,547.647,187.724,357.099,1997.216,547.647,187.724,357.099,1077.090,760.974,328.863,382.399,1077.090,760.974,328.863,382.399,2021.316,552.787,174.313,416.680,2021.316,644.720,228.040,416.680,2117.000,572.000,99.000,469.000,2117.000,618.000,99.000,469.000,1,1,1,1,1,1,0.06901811,0.43434061,3469.3,0.00166206,0.00174707,-0.00008502,0.00623620,0.01363862,0.27257446,2824.0,0.00120989,0.00121600,-0.00000611,0.01246647,0.07584959,0.12977377,3469.3,0.00092181,0.00096815,-0.00004635,0.00297633,0.02885722,0.26642097,2556.0,0.00073310,0.00077140,-0.00003830,0.00325987,-0.04965545,0.12892840,2824.0,0.00026707,0.00022578,0.00004129,0.00949013,0.00039048,0.06912871,49838.0,49727.0,62012.0,73735.0
19121,19,0,14312,15418,15656,16062,17040,773.120,437.615,200.574,495.964,802.294,437.615,200.574,495.964,1293.278,235.881,95.979,141.529,1293.278,235.881,180.571,141.529,1786.909,326.047,66.339,210.308,1822.195,326.047,66.339,210.308,1022.280,615.662,298.271,695.966,1022.280,615.662,1181.613,695.966,1384.953,1412.414,308.033,581.442,1400.475,1412.414,607.708,581.442,1108.000,614.000,1148.000,675.000,1108.000,614.000,1148.000,675.000,1,1,1,1,1,1,0.10428333,0.43252337,2642.1,0.00123392,0.00126842,-0.00003450,0.00163213,0.02268087,0.26141652,2954.0,0.00130067,0.00130312,-0.00000246,0.00889229,0.07243231,0.11327607,2642.1,0.00063727,0.00065607,-0.00001880,-0.00376722,0.03043040,0.27829398,2414.0,0.00058157,0.00059687,-0.00001530,0.00539935,-0.05849424,0.12559921,2954.0,0.00065356,0.00063693,0.00001663,0.01265951,0.02788938,0.09028845,57690.0,56765.0,60077.0,88110.0
19123,19,0,22394,22388,22361,22274,21971,1741.343,656.422,160.459,1006.514,1741.343,656.422,165.929,1006.514,1874.033,730.417,383.917,769.460,1874.033,803.622,501.044,769.460,1484.856,621.043,383.917,870.871,1484.856,622.454,383.917,870.871,1817.670,722.734,298.271,592.718,1817.670,722.734,354.356,592.718,949.171,1242.876,425.037,742.622,949.171,1248.846,425.037,742.622,1216.000,1324.000,750.000,722.000,1216.000,1324.000,750.000,722.000,1,1,1,1,1,1,0.12018140,0.40361076,6880.8,0.00133049,0.00148575,-0.00015527,0.00741171,0.02916472,0.25018782,7581.4,0.00201471,0.00202557,-0.00001086,0.00161720,0.07160028,0.11840755,6880.8,0.00079188,0.00087651,-0.00008463,0.00436847,0.03063063,0.26059784,5764.0,0.00054071,0.00061162,-0.00007091,0.00304324,-0.03876384,0.11841430,7581.4,0.00122378,0.00115011,0.00007367,-0.00275127,0.03972713,0.07247645,44713.0,47758.0,50568.0,65200.0
19125,19,0,32572,33279,33327,33269,33630,1825.219,720.241,742.122,632.718,1958.327,731.182,1075.803,641.835,2371.823,1220.074,1270.503,504.297,2379.957,1226.581,1377.870,504.297,1889.945,1813.726,973.908,643.626,1892.768,1813.726,973.908,643.626,1455.665,1862.283,1219.853,730.382,1455.665,1862.283,1275.938,730.382,1915.056,2380.687,1429.129,930.068,1915.056,2380.687,1429.129,930.068,2443.000,2551.000,1230.000,1109.000,2443.000,2551.000,1250.000,1109.000,1,1,1,1,1,1,0.07586863,0.40552004,15657.5,0.00102358,0.00113702,-0.00011344,-0.00817103,-0.05941735,0.24610073,17430.1,0.00149631,0.00150429,-0.00000797,-0.00062551,0.03961383,0.11601981,15657.5,0.00069038,0.00075221,-0.00006183,-0.01065007,0.03245972,0.26338126,15830.0,0.00033379,0.00038548,-0.00005170,0.00247904,-0.09698180,0.11532263,17430.1,0.00080494,0.00075099,0.00005395,0.01002456,0.03096011,0.04615420,52053.0,53684.0,57917.0,74193.0
19127,19,0,39297,39875,41171,40501,39821,1949.210,2747.857,195.103,1739.519,1983.854,2848.144,220.631,1755.930,2384.837,2407.612,868.692,1156.630,2404.358,2659.761,1106.200,1169.644,2204.701,2787.634,677.501,2165.180,2204.701,2787.634,691.616,2165.180,2672.969,1006.984,822.158,1584.406,2672.969,1006.984,1708.049,1584.406,4318.428,994.540,996.928,2115.636,4582.286,994.540,1011.255,2115.636,4245.000,1257.000,1133.000,2261.000,4245.000,1257.000,1133.000,2261.000,1,1,1,1,1,1,0.09779114,0.39013419,14491.6,-0.00015641,0.00343372,-0.00359013,0.02801798,0.01160115,0.24419846,16018.4,0.00360961,0.00387554,-0.00026593,0.05153370,0.05540287,0.11418516,14491.6,-0.00025995,0.00169892,-0.00195887,0.01369736,0.02989885,0.25220344,12900.0,0.00010525,0.00176350,-0.00165825,0.01432062,-0.03906311,0.11931676,16018.4,0.00387801,0.00212140,0.00175661,0.03783634,0.03535133,0.05115919,45870.0,49259.0,52752.0,70828.0
19129,19,0,14546,15239,14794,14801,14535,1239.909,459.496,315.447,355.562,1239.909,459.496,315.447,355.562,959.791,361.142,217.986,421.332,959.791,361.142,250.522,421.332,927.329,498.245,424.850,441.787,927.329,498.245,426.261,441.787,1055.421,843.827,628.409,452.505,1055.421,843.827,764.798,452.505,1808.797,1068.563,567.115,670.986,1808.797,1068.563,2226.671,670.986,1787.000,958.000,818.000,741.000,1787.000,958.000,1651.000,741.000,1,1,1,1,1,1,0.11501056,0.44800033,2162.0,0.00042416,0.00048153,-0.00005737,0.00406008,0.07255233,0.23877214,2188.0,0.00020805,0.00021196,-0.00000391,-0.00002825,0.09528080,0.12258773,2162.0,0.00005864,0.00008992,-0.00003128,0.00722556,0.02274408,0.29095654,1940.0,0.00036535,0.00039143,-0.00002608,-0.00316548,-0.01618969,0.10159639,2188.0,0.00015112,0.00012466,0.00002645,-0.00725381,0.01686620,0.09349425,56450.0,62908.0,67949.0,81907.0
19131,19,0,10822,10812,10701,10504,10544,1112.271,370.149,381.090,260.746,1112.271,370.149,381.090,260.746,1337.201,403.438,167.557,678.361,1340.454,403.438,231.001,678.361,1287.252,472.839,252.651,252.651,1297.132,472.839,252.651,252.651,1409.777,1283.586,358.180,256.207,1409.777,1283.586,402.794,256.207,1263.173,961.110,1622.545,292.512,1266.755,961.110,1622.545,292.512,347.000,49.000,92.000,29.000,347.000,49.000,92.000,29.000,1,1,1,1,1,1,0.03325840,0.40336683,3194.6,0.00039735,0.00039735,0.00000000,0.00540547,-0.06084473,0.23000005,3077.6,0.00017229,0.00017229,0.00000000,0.00242287,0.02896816,0.11380930,3194.6,0.00012898,0.00012898,0.00000000,-0.00233209,0.03261426,0.25918637,2359.5,0.00027341,0.00027341,0.00000000,0.00773757,-0.08558109,0.10484740,3077.6,0.00004463,0.00004463,0.00000000,0.00475497,-0.00179389,0.01547297,48397.0,50574.0,53675.0,66056.0
