cut,group,n_group,outcome_id,outcome,variable,estimate,jrr_se,n_base,small_cell_flag,replicates_used
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,employed_part_time,Employed part time,employ,21.66,12.32,304,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,not_employed,Not employed,employ,-8.96,8.94,304,,100
origin_contrast,"Difference: U.S. born, parent from: South Asia minus Foreign born: South Asia",310,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,-17.96,15.65,103,n<50,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,age_18_29,Aged 18-29,agerec,36.03,10.0,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,age_30_49,Aged 30-49,agerec,-17.31,9.23,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,age_50_plus,Aged 50 or older,agerec,-18.72,4.16,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,female,Female,sex,21.03,11.35,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,race_black,"Black, non-Hispanic",racethn,-1.36,3.57,252,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,income_lt_30k,"Family income under $30,000",income,-11.11,11.33,224,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,income_30_75k,"Family income $30,000-$75,000",income,-14.33,10.56,224,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,income_75_100k,"Family income $75,000-$100,000",income,20.2,12.56,224,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,income_ge_100k,"Family income $100,000 or more",income,5.24,9.3,224,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,income_refused,Income not reported (of all respondents),income,14.37,8.85,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,edu_lt_hs,Did not finish high school,educrec,3.82,6.53,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,edu_hs,High school graduate,educrec,-10.24,10.11,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,edu_some_college,Some college or associate degree,educrec,19.42,12.12,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,edu_ba_plus,Four-year college degree or more,educrec,-13.0,8.49,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,edu_postgrad,Postgraduate or professional schooling,educrec,-1.93,4.91,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,citizen_or_us_born,"U.S. citizen, counting the U.S. born as citizens",citizen+respondent_birthregion2,34.29,5.67,260,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,party_republican,Identifies as Republican,party,-1.27,1.7,245,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,party_democrat,Identifies as Democrat,party,5.22,10.08,245,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,party_independent,Identifies as independent,party,3.51,11.83,245,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,party_rep_or_lean,Republican or leans Republican,party+partyln,6.94,9.42,245,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,party_dem_or_lean,Democrat or leans Democratic,party+partyln,16.17,13.07,245,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,fert_none,No children ever born,fertREC,33.6,8.46,254,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,fert_3plus,Three or more children ever born,fertREC,-24.02,7.01,254,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,fert_mean_floor,Mean children ever born (top code 4+ counted as 4: a floor),fertREC,-0.99,0.25,254,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,satisfied_country,Satisfied with the way things are going in the country,qa2,-31.92,8.34,239,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,homeowner,Owns their home,qa6,2.27,10.01,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,civilians_often_sometimes,Killing civilians often or sometimes justified,qf3,1.2,9.37,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,civilians_rarely_never,Killing civilians rarely or never justified,qf3,-3.42,10.31,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,civilians_no_answer,Killing civilians: no answer given (volunteered DK/refused),qf3,2.22,5.06,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,homosexuality_accepted,Homosexuality should be accepted by society,qb2c,2.61,11.97,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,discrim_a_lot,A lot of discrimination against Muslims in the U.S.,qb7a,36.59,5.18,256,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,harder_to_be_muslim,Has become more difficult to be a Muslim in the U.S.,qc3,32.45,11.21,254,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,exp_suspicion,Past year: people acted suspicious of them,qd1a,2.02,8.61,259,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,exp_offensive_names,Past year: called offensive names,qd1c,0.56,8.79,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,exp_threatened,Past year: physically threatened or attacked,qd1f,1.95,9.88,261,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,proud_american,Completely or mostly agree: proud to be an American,qc17b,2.02,4.6,252,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,belong_muslim_community,Completely or mostly agree: strong belonging to U.S. Muslim community,qc17d,10.46,7.08,254,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,lot_in_common,A lot in common with most Americans,qc13,31.62,10.23,256,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,employed_full_time,Employed full time,employ,-6.21,8.49,257,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,employed_part_time,Employed part time,employ,1.86,8.62,257,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,not_employed,Not employed,employ,4.35,10.13,257,,100
origin_contrast,"Difference: U.S. born, parent from: MENA (Middle East/North Africa) minus Foreign born: MENA (Middle East/North Africa)",261,looking_for_work_of_not_employed,Looking for work (base: not employed),employ1,37.45,16.8,99,n<50,100
