arm,account,rate,group,start_age,lifetime,gap_vs_white,gap_change_vs_terminal83,longevity_only
truncate83,complete,0.03,mexico_born,25,-166785.0365085235,249533.98859320796,850.1485552174272,9332.882348214072
male,complete,0.03,mexico_born,25,-176265.7736287443,249066.1363523991,382.2963144085661,8865.030107405211
female,complete,0.03,mexico_born,25,-194345.7692239512,253314.78209847648,4630.942060485948,13113.675853482593
lt2023,complete,0.03,mexico_born,25,-183865.71515448243,250643.78119178372,1959.9411537931883,10442.674946789833
terminal83,complete,0.03,mexican_second_gen,0,-253690.51700281943,266845.0103893459,0.0,5926.353656587016
common_white,complete,0.03,mexican_second_gen,0,-244612.17294702164,260918.65673275886,-5926.353656587016,0.0
group_specific,complete,0.03,mexican_second_gen,0,-250226.61150687965,266533.09529261687,-311.9150967290043,5614.438559858012
paradox_fades,complete,0.03,mexican_second_gen,0,-244612.17294702164,260918.65673275886,-5926.353656587016,0.0
mortality_65plus,complete,0.03,mexican_second_gen,0,-248491.85381025154,264798.33759598876,-2046.6727933571092,3879.680863229907
fenelon_mexican,complete,0.03,mexican_second_gen,0,-245306.25040231127,261612.7341880485,-5232.2762012973835,694.0774552896328
truncate83,complete,0.03,mexican_second_gen,0,-240325.01208072505,264571.50037787406,-2273.510011471808,3652.8436451152083
male,complete,0.03,mexican_second_gen,0,-245453.8633955913,264897.74252845446,-1947.2678608914139,3979.0857956956024
female,complete,0.03,mexican_second_gen,0,-254731.46571180987,267853.41616243875,1008.4057730928762,6934.7594296798925
lt2023,complete,0.03,mexican_second_gen,0,-249316.15783037682,265999.6940233088,-845.3163660370628,5081.0372905499535
terminal83,complete,0.03,mexican_second_gen,25,-144149.73656392758,202736.37524343177,0.0,7777.803624933091
common_white,complete,0.03,mexican_second_gen,25,-129038.09882358389,194958.57161849868,-7777.803624933091,0.0
group_specific,complete,0.03,mexican_second_gen,25,-141295.02512936652,207215.4979242813,4479.122680849541,12256.926305782632
paradox_fades,complete,0.03,mexican_second_gen,25,-129038.09882358389,194958.57161849868,-7777.803624933091,0.0
mortality_65plus,complete,0.03,mexican_second_gen,25,-137260.90637538605,203181.37917030085,445.00392686907435,8222.807551802165
fenelon_mexican,complete,0.03,mexican_second_gen,25,-130509.12488248854,196429.59767740333,-6306.777566028439,1471.026058904652
truncate83,complete,0.03,mexican_second_gen,25,-120285.50263330623,203034.4547179907,298.07947455893736,8075.883099492028
male,complete,0.03,mexican_second_gen,25,-131726.66067333514,204527.02339698994,1790.6481535581697,9568.45177849126
female,complete,0.03,mexican_second_gen,25,-150186.66350553968,209155.67638006495,6419.3011366331775,14197.104761566268
lt2023,complete,0.03,mexican_second_gen,25,-139611.59125713925,206389.65729444055,3653.2820510087768,11431.085675941868
terminal83,complete,0.03,mexican_third_plus_selfid,0,-168043.06461003426,181197.55799656067,0.0,5129.825290554436
common_white,complete,0.03,mexican_third_plus_selfid,0,-159761.24892026902,176067.73270600624,-5129.825290554436,0.0
group_specific,complete,0.03,mexican_third_plus_selfid,0,-165664.22350851443,181970.70729425165,773.1492976909794,5902.974588245415
paradox_fades,complete,0.03,mexican_third_plus_selfid,0,-159761.24892026902,176067.73270600624,-5129.825290554436,0.0
mortality_65plus,complete,0.03,mexican_third_plus_selfid,0,-163807.65566300132,180114.13944873854,-1083.4185478221334,4046.4067427323025
fenelon_mexican,complete,0.03,mexican_third_plus_selfid,0,-160516.6611003408,176823.14488607802,-4374.413110482652,755.412180071784
truncate83,complete,0.03,mexican_third_plus_selfid,0,-155272.28783602684,179518.77613317585,-1678.781863384822,3451.043427169614
male,complete,0.03,mexican_third_plus_selfid,0,-160928.97186084135,180372.85099370452,-824.7070028561575,4305.118287698278
female,complete,0.03,mexican_third_plus_selfid,0,-170098.4498803909,183220.40033101977,2022.8423344590992,7152.667625013535
lt2023,complete,0.03,mexican_third_plus_selfid,0,-164801.5312825111,181485.06747544312,287.5094788824499,5417.334769436886
terminal83,complete,0.03,mexican_third_plus_selfid,25,-99949.32248536269,158535.96116486687,0.0,7478.878318957752
common_white,complete,0.03,mexican_third_plus_selfid,25,-85136.61005099434,151057.0828459091,-7478.878318957752,0.0
group_specific,complete,0.03,mexican_third_plus_selfid,25,-97885.5429722657,163806.01576718048,5270.054602313612,12748.932921271364
paradox_fades,complete,0.03,mexican_third_plus_selfid,25,-85136.61005099434,151057.0828459091,-7478.878318957752,0.0
mortality_65plus,complete,0.03,mexican_third_plus_selfid,25,-93712.78553933131,159633.25833424611,1097.2971693792497,8576.175488337001
fenelon_mexican,complete,0.03,mexican_third_plus_selfid,25,-86737.64627893025,152658.11907384504,-5877.8420910218265,1601.0362279359251
truncate83,complete,0.03,mexican_third_plus_selfid,25,-75835.60973501191,158584.5618196964,48.60065482952632,7527.478973787278
male,complete,0.03,mexican_third_plus_selfid,25,-88201.24693927469,161001.6096629295,2465.6484980626265,9944.526817020378
female,complete,0.03,mexican_third_plus_selfid,25,-106839.51150558193,165808.5243801072,7272.563215240341,14751.441534198093
lt2023,complete,0.03,mexican_third_plus_selfid,25,-96219.9282186539,162997.99425595521,4462.0330910883495,11940.911410046101
terminal83,complete,0.03,all_native,0,-62043.061702115796,75197.55508864221,0.0,1618.092440722001
common_white,complete,0.03,all_native,0,-57272.97886218299,73579.46264792021,-1618.092440722001,0.0
group_specific,complete,0.03,all_native,0,-57272.97886218299,73579.46264792021,-1618.092440722001,0.0
paradox_fades,complete,0.03,all_native,0,-57272.97886218299,73579.46264792021,-1618.092440722001,0.0
mortality_65plus,complete,0.03,all_native,0,-57272.97886218299,73579.46264792021,-1618.092440722001,0.0
fenelon_mexican,complete,0.03,all_native,0,-57272.97886218299,73579.46264792021,-1618.092440722001,0.0
truncate83,complete,0.03,all_native,0,-49254.39176822105,73500.88006537007,-1696.6750232721388,-78.58258255013789
male,complete,0.03,all_native,0,-53751.77052752654,73195.64966038972,-2001.9054282524885,-383.8129875304876
female,complete,0.03,all_native,0,-60860.306961216775,73982.25741184565,-1215.2976767965592,402.79476392544166
lt2023,complete,0.03,all_native,0,-56781.66674804678,73465.2029409788,-1732.3521476634196,-114.2597069414187
terminal83,complete,0.03,all_native,25,7648.858083524857,50937.78059597933,0.0,2109.057249276513
common_white,complete,0.03,all_native,25,17091.749448211973,48828.72334670282,-2109.057249276513,0.0
group_specific,complete,0.03,all_native,25,17091.749448211973,48828.72334670282,-2109.057249276513,0.0
paradox_fades,complete,0.03,all_native,25,17091.749448211973,48828.72334670282,-2109.057249276513,0.0
mortality_65plus,complete,0.03,all_native,25,17091.749448211973,48828.72334670282,-2109.057249276513,0.0
fenelon_mexican,complete,0.03,all_native,25,17091.749448211973,48828.72334670282,-2109.057249276513,0.0
truncate83,complete,0.03,all_native,25,34086.78095606676,48662.17112861771,-2275.6094673616244,-166.55221808511124
male,complete,0.03,all_native,25,24556.287814599487,48244.074909055314,-2693.7056869240187,-584.6484376475055
female,complete,0.03,all_native,25,9533.641842686051,49435.371031839226,-1502.4095641401072,606.6476851364059
lt2023,complete,0.03,all_native,25,18143.328380888295,48634.73765641301,-2303.042939566323,-193.98569028981
