statefips,pair,year2,agi_in,agi_out,n1_in,n1_out,n2_in,n2_out
33,1314,2014,1111521.0,1008037.5,17808.5,17749.5,30024.0,29464.5
33,1415,2015,827718.0,925429.0,13361.0,13549.5,21412.0,21164.0
33,1516,2016,1331489.5,1216049.5,19549.5,18962.5,32817.5,31111.5
33,1617,2017,1955069.0,1640176.5,27257.0,25325.5,46583.5,42563.0
33,1718,2018,1545994.0,1482591.5,21242.0,20204.5,35067.0,32872.5
33,1819,2019,1533778.0,1369174.5,20659.0,19485.0,33556.5,31268.5
33,1920,2020,1961461.0,1482049.0,23129.5,20475.0,38727.0,33774.5
33,2021,2021,2306805.0,1574446.0,22951.5,20187.5,37136.0,32305.5
33,2122,2022,2301381.5,1857648.5,22122.5,20246.0,34992.5,31786.5
33,2223,2023,2104655.0,1726515.5,21199.0,20115.0,32484.5,30387.0
34,1112,2012,5766367.0,7863770.0,90339.0,107415.0,156481.0,187592.0
34,1213,2013,7108936.0,8717719.0,87796.0,106749.0,157179.0,191156.0
34,1314,2014,6644202.5,8162812.5,92582.0,104573.5,166618.0,188825.0
34,1415,2015,5304939.0,6520593.0,73801.5,84053.5,130064.0,146431.5
34,1516,2016,7859164.0,9572422.5,95883.0,108853.5,172149.5,194953.5
34,1617,2017,10841412.5,12254208.0,132003.5,144683.5,238805.0,262120.0
34,1718,2018,8870256.0,10456265.5,108858.5,118695.5,191616.0,208170.5
34,1819,2019,9081978.0,10634204.0,108051.0,116524.5,187983.5,201515.5
34,1920,2020,11034943.5,12196595.0,119111.5,125510.5,210364.5,222000.5
34,2021,2021,11811354.5,13708473.5,122602.0,129005.0,208605.5,221552.5
34,2122,2022,12774450.0,15411584.5,119707.0,130117.0,199871.5,218575.5
34,2223,2023,11454764.0,12732668.0,116300.5,125985.5,190585.0,205520.5
35,1112,2012,1287983.0,1455812.0,27853.0,31824.0,55316.0,63739.0
35,1213,2013,1364981.0,1602949.0,28533.0,32612.0,57133.0,66442.0
35,1314,2014,1048297.0,1169596.5,23450.5,25590.0,47144.0,52092.0
35,1415,2015,814846.0,901147.5,18825.5,20408.5,37494.0,40705.0
35,1516,2016,1116043.5,1210265.5,23140.5,24597.0,45360.5,49321.5
35,1617,2017,1558515.5,1590698.5,29194.0,30390.5,57160.5,60760.5
35,1718,2018,1263010.5,1269256.5,23931.5,24277.0,45660.0,46784.0
35,1819,2019,1345726.5,1323328.5,23884.0,23526.5,45115.5,45213.0
35,1920,2020,1626484.5,1408554.5,25663.0,24744.5,48618.5,47794.5
35,2021,2021,1508591.5,1461025.5,25680.5,25896.5,45554.0,47264.0
35,2122,2022,1684279.0,1750246.0,25746.5,25878.0,45153.0,45967.5
35,2223,2023,1530927.0,1577494.0,25035.5,25142.0,42346.0,43308.0
36,1112,2012,10098272.0,13754441.0,167262.0,209490.0,264501.0,356801.0
36,1213,2013,11102993.0,16374975.0,161416.0,212281.0,260441.0,372677.0
36,1314,2014,12411023.0,14994244.0,190255.5,218972.0,320691.5,382350.0
36,1415,2015,10532824.0,12810297.0,158160.0,178594.5,261157.5,305485.5
36,1516,2016,14486335.5,18701343.5,192765.0,230872.5,318682.5,399071.0
36,1617,2017,18055232.0,23640143.5,245310.0,300053.5,408262.5,521320.0
36,1718,2018,16108485.0,20916614.5,208160.0,246548.5,340123.5,420014.0
36,1819,2019,16297821.5,20657632.5,204156.5,241075.0,327642.5,404665.5
36,1920,2020,19365246.0,29115363.0,209826.0,275137.0,345929.5,470082.0
36,2021,2021,20212110.5,32445528.5,214165.5,285220.0,337574.0,468466.5
36,2122,2022,24417035.0,31496023.5,221017.0,275310.0,339674.0,451025.0
36,2223,2023,20674801.5,25621858.0,223346.0,259339.5,336604.0,415589.0
37,1112,2012,6476418.0,5228442.0,129207.0,114299.0,253961.0,227201.0
37,1213,2013,7562240.0,6043315.0,134359.0,118433.0,267017.0,241677.0
37,1314,2014,6586374.0,5956499.0,132519.0,126272.5,263923.5,253946.0
37,1415,2015,5063027.0,4540410.5,103058.5,97872.0,196694.0,187028.0
37,1516,2016,7928737.0,6849898.0,142595.0,129794.5,277645.0,253285.5
37,1617,2017,11612366.5,9705936.5,193294.0,173869.0,380275.5,342103.0
37,1718,2018,9142183.5,7660177.0,154315.5,139653.0,293987.0,266001.0
37,1819,2019,9304352.0,7928292.5,150713.0,138357.0,284028.5,260309.5
37,1920,2020,11086527.0,9264440.0,166894.0,148851.0,319577.5,285490.5
37,2021,2021,11909520.0,9637699.5,175157.5,154743.5,320602.0,282242.0
37,2122,2022,13393134.5,11088174.0,177347.0,155520.5,317264.5,275954.5
37,2223,2023,12654601.0,10700134.5,177145.0,157586.0,309304.5,274750.5
38,1112,2012,696565.0,573768.0,16151.0,11840.0,30962.0,21227.0
38,1213,2013,884287.0,718109.0,17970.0,13737.0,33875.0,25526.0
38,1314,2014,674589.0,668657.5,13500.0,12108.0,24942.0,22189.0
38,1415,2015,573283.0,524922.0,11207.5,9632.0,19562.0,16822.0
38,1516,2016,631155.5,772095.5,12257.5,14382.0,22176.0,26153.0
38,1617,2017,704382.0,924272.5,14304.5,17256.0,26491.5,31870.5
38,1718,2018,569845.5,670597.0,11255.0,12273.0,20391.0,22253.0
38,1819,2019,584682.0,657656.0,10889.5,11627.5,19561.0,20877.5
38,1920,2020,611927.0,743101.5,11249.0,12595.0,20765.0,23507.0
38,2021,2021,598098.0,722365.5,11054.5,12649.5,19296.0,22434.0
38,2122,2022,648230.5,774214.0,11250.5,11956.5,19242.5,20619.5
38,2223,2023,641509.5,713333.5,11379.5,11402.5,18908.0,19286.5
39,1112,2012,4005648.0,5180808.0,81626.0,95669.0,153145.0,173725.0
39,1213,2013,4715641.0,5767322.0,86088.0,95979.0,164255.0,177228.0
39,1314,2014,5419228.0,5970009.0,113753.0,119926.5,210362.5,219283.5
39,1415,2015,3896569.0,4527633.0,84996.5,90033.5,150073.5,156967.0
39,1516,2016,6301626.5,7178781.5,120080.0,126707.0,217672.0,227265.0
39,1617,2017,9071969.5,9861250.5,163715.5,169129.5,303884.0,309156.0
39,1718,2018,6918291.0,7542753.5,126394.0,130196.0,226926.5,230315.0
39,1819,2019,6924049.5,7737758.5,122651.0,127516.0,217173.0,222804.0
39,1920,2020,7837265.5,8560436.5,132229.5,135823.0,241616.5,245718.5
39,2021,2021,7856875.5,8892978.0,134540.5,137683.0,230433.0,234428.5
39,2122,2022,8946590.5,10017009.5,134902.0,138885.5,227138.0,230133.0
39,2223,2023,8404437.0,9220414.0,135222.5,139219.5,221698.0,224854.0
40,1112,2012,1876137.0,1765536.0,42183.0,40068.0,88465.0,81604.0
40,1213,2013,2198160.0,2077525.0,44172.0,41075.0,93327.0,84696.0
40,1314,2014,2249051.5,2282118.0,49820.0,49482.0,104678.0,103062.5
40,1415,2015,1739872.5,1824404.0,38946.0,38864.5,78749.0,77740.0
40,1516,2016,2358779.5,2466198.0,48517.5,49664.0,100462.0,102295.5
40,1617,2017,3081947.5,3312792.0,60800.0,63395.5,128627.0,132907.0
40,1718,2018,2439196.0,2490498.5,49250.0,49770.5,101797.5,101744.0
40,1819,2019,2495994.5,2516255.0,48654.0,47968.0,98790.5,96888.5
40,1920,2020,2854336.0,2817147.0,54494.5,51596.0,114121.0,106725.0
40,2021,2021,2969586.5,2717018.0,57769.0,53153.0,113076.0,102410.0
40,2122,2022,3269635.5,3028663.0,56506.0,52128.0,109019.0,98575.0
40,2223,2023,3101259.0,2970575.5,55695.5,52988.5,105043.0,98748.5
41,1112,2012,2548313.0,2309498.0,53736.0,48458.0,96276.0,89160.0
41,1213,2013,3033763.0,2530722.0,57310.0,49891.0,103830.0,92223.0
41,1314,2014,2809281.5,2462854.5,56476.5,50851.5,101029.0,91488.0
41,1415,2015,2160892.5,1934530.5,43588.5,38797.5,74621.5,67272.0
41,1516,2016,3698757.0,2954068.5,65577.5,54713.0,114487.5,96509.0
41,1617,2017,5267336.5,4492260.0,86877.0,76132.0,152923.0,135720.0
41,1718,2018,3991669.0,3606549.0,66241.0,60027.5,112601.5,103322.0
41,1819,2019,4177506.0,3787448.5,64263.5,59079.0,107275.5,99693.0
41,1920,2020,4648494.5,4348485.0,69040.5,64283.0,116847.5,111025.0
41,2021,2021,4970219.5,5030994.5,69266.5,69681.0,112254.5,116985.0
41,2122,2022,5510145.5,5776886.5,67420.0,67349.5,107182.0,110638.5
41,2223,2023,4683681.5,4921868.5,64033.5,64056.0,98917.5,101304.5
42,1112,2012,5670941.0,6391993.0,105551.0,115817.0,187215.0,200951.0
42,1213,2013,6330819.0,7266175.0,103845.0,117702.0,188003.0,209581.0
42,1314,2014,6095848.0,6824877.0,112260.0,120950.5,197602.0,210843.0
42,1415,2015,4608797.5,5109999.0,85160.0,91274.5,144470.5,152687.5
42,1516,2016,7076726.5,8387855.0,116758.0,126516.0,203218.0,219204.5
42,1617,2017,10177094.0,10956844.5,160389.0,167464.0,284673.0,294744.5
42,1718,2018,7912854.5,8619777.0,126748.5,131269.0,218939.0,224425.5
42,1819,2019,8173633.5,9028950.0,124055.5,128828.5,211244.5,217807.5
42,1920,2020,9188696.0,9787423.5,133742.0,135414.0,231775.5,234208.5
42,2021,2021,9681749.5,10611176.0,137749.0,142183.5,229442.0,236630.0
42,2122,2022,10758438.0,12133789.0,138047.0,145362.0,226114.0,236969.5
42,2223,2023,9933217.5,11024532.5,137137.0,143184.5,219998.5,227438.5
44,1112,2012,747935.0,956784.0,13326.0,15761.0,22380.0,26431.0
44,1213,2013,905255.0,924459.0,14138.0,15766.0,23964.0,27017.0
44,1314,2014,595650.5,672188.0,10663.0,11669.0,17891.5,19782.5
44,1415,2015,571564.5,597523.5,8167.0,9111.0,13250.0,14638.0
44,1516,2016,708561.5,799329.0,11415.0,12347.5,18987.0,20758.5
44,1617,2017,1027506.5,1104206.5,15497.0,16275.5,26222.5,27926.0
44,1718,2018,854574.5,934508.5,12462.5,12994.5,20388.0,21443.5
44,1819,2019,865448.0,911984.5,12225.5,12820.0,19835.5,20813.0
44,1920,2020,1130073.5,981264.0,13685.5,13519.5,22583.5,22554.0
44,2021,2021,1132634.0,1037898.5,13548.5,13553.0,21410.0,21949.5
44,2122,2022,1186411.5,1251747.0,13544.0,14258.0,21122.5,22636.0
44,2223,2023,1087357.0,1068563.5,13380.5,13445.0,20221.5,20755.5
45,1112,2012,3610514.0,2490959.0,68514.0,58463.0,134503.0,112919.0
45,1213,2013,4299038.0,2666873.0,71961.0,58531.0,144350.0,115693.0
45,1314,2014,3479388.0,2644887.0,64577.0,57770.5,129372.5,114440.0
45,1415,2015,2478033.0,1928560.0,50336.5,45466.5,96315.0,86052.5
45,1516,2016,4055346.0,2931801.0,69588.0,60328.5,137004.5,116897.0
45,1617,2017,5758239.5,4078760.5,92891.5,78058.0,185214.0,152666.0
45,1718,2018,4648376.5,3414121.5,74475.0,64494.5,144786.5,122618.5
45,1819,2019,4753295.0,3472855.0,73072.0,63344.0,140252.0,119474.0
45,1920,2020,5719384.0,3926575.0,80329.0,67870.5,157636.5,130640.5
45,2021,2021,6314266.5,4217536.5,86699.5,71709.0,162737.0,130375.0
45,2122,2022,7032257.5,4653223.0,87586.0,71122.5,161771.0,126556.5
45,2223,2023,6633322.0,4567987.0,87851.5,73244.5,157069.5,127518.5
46,1112,2012,657214.0,597985.0,15347.0,13197.0,26723.0,23172.0
46,1213,2013,705427.0,687925.0,14892.0,14083.0,28039.0,25869.0
46,1314,2014,624934.0,583944.5,12953.5,13141.5,24340.5,24498.0
46,1415,2015,485990.5,470931.5,9606.5,9602.0,17159.5,17017.0
46,1516,2016,682509.0,656073.0,13150.5,13018.5,24572.0,24147.5
46,1617,2017,947827.5,886842.0,17334.5,17154.5,32817.5,32376.0
46,1718,2018,737908.5,691594.0,13487.0,13448.5,24969.5,24607.0
46,1819,2019,803245.5,727060.0,13550.5,13470.0,24483.0,24320.0
46,1920,2020,912121.0,808220.5,14688.0,14187.0,27800.5,26486.5
46,2021,2021,1023490.0,798063.0,15334.5,13787.5,27496.5,24363.5
46,2122,2022,1188452.5,896806.0,15556.5,13782.5,27464.5,23991.0
46,2223,2023,1038377.5,910476.5,15360.5,14591.0,25857.0,24651.0
47,1112,2012,3980041.0,3355205.0,85032.0,75292.0,167371.0,148211.0
47,1213,2013,4414126.0,4054366.0,85238.0,78507.0,172349.0,157474.0
47,1314,2014,3963942.5,3533049.5,82716.0,78592.0,165090.0,156901.5
47,1415,2015,2955073.5,2670969.5,64780.0,61092.0,123763.5,116864.0
47,1516,2016,4675704.5,4019004.5,87169.5,80504.5,169731.0,156568.5
47,1617,2017,6683876.0,5792604.5,119438.0,108320.5,237046.5,214429.5
47,1718,2018,5508600.5,4736452.5,96305.5,87822.0,184909.5,168754.0
47,1819,2019,5681598.0,4737702.5,94958.5,86034.0,180371.0,163445.0
47,1920,2020,6738590.0,5417121.0,104223.5,93344.5,203396.0,180845.0
47,2021,2021,7647544.0,5574685.0,111354.5,96208.5,207072.5,176065.0
47,2122,2022,8919107.0,6594066.5,112358.0,96890.5,204662.0,174365.5
47,2223,2023,7895997.5,6519267.5,110926.5,98874.5,195440.5,173991.0
48,1112,2012,13535657.0,10708941.0,263008.0,199440.0,513154.0,395283.0
48,1213,2013,18628177.0,12709982.0,281543.0,211036.0,572347.0,424181.0
48,1314,2014,20876790.5,18412667.0,379940.0,326831.5,777080.5,662371.5
48,1415,2015,17242482.5,15519317.0,296022.0,282009.0,581973.5,552305.5
48,1516,2016,22693508.5,21523052.0,362041.5,352334.5,729913.5,702303.5
48,1617,2017,29495384.5,27914852.0,460775.0,441063.0,942823.0,893708.5
48,1718,2018,24281150.0,22591138.0,377529.0,360072.5,749714.0,710978.0
48,1819,2019,25737980.5,23784967.0,375552.0,349872.5,737667.5,682066.5
48,1920,2020,29550730.0,26377247.5,412893.5,381560.0,823412.5,756687.5
48,2021,2021,32713209.5,27262558.0,439564.5,398143.5,833813.0,746380.0
48,2122,2022,36949799.5,31880669.0,446067.5,401959.5,829606.5,739171.5
48,2223,2023,33904342.5,31132467.5,438335.5,410099.0,797438.5,741198.0
49,1112,2012,1611263.0,1472576.0,30794.0,31617.0,68428.0,72345.0
49,1213,2013,1943649.0,1721942.0,32428.0,32891.0,73505.0,74773.0
49,1314,2014,1685501.0,1585898.5,31983.0,32415.0,72593.0,73932.5
49,1415,2015,1260943.0,1223972.5,25062.0,24439.5,52519.0,52025.0
49,1516,2016,2073883.5,1774146.5,35246.0,33102.0,78638.5,73570.0
49,1617,2017,2945880.0,2601982.5,47909.0,45532.5,108897.0,102807.5
49,1718,2018,2457916.5,2137936.5,38953.5,37126.5,83274.5,79463.0
49,1819,2019,2623230.0,2279833.5,38975.5,37074.5,80539.5,77504.0
49,1920,2020,3244291.5,2613974.5,44052.0,40647.0,96285.0,87706.5
49,2021,2021,3709532.0,2889654.0,46190.5,42708.0,91802.5,85322.5
49,2122,2022,3989518.5,3445385.5,45538.5,44528.5,86222.0,86187.5
49,2223,2023,3409697.0,3171016.5,46119.5,44537.5,82944.0,82345.5
50,1112,2012,446445.0,532540.0,9258.0,10104.0,14857.0,16032.0
50,1213,2013,530234.0,520236.0,9537.0,10006.0,15405.0,16155.0
50,1314,2014,362698.5,410349.5,7662.5,8139.5,12412.0,13005.0
50,1415,2015,286262.5,321125.0,5889.5,6259.0,9014.5,9518.5
50,1516,2016,435831.0,450760.5,8103.0,8605.0,12777.0,13644.5
50,1617,2017,628542.5,608266.0,11054.0,11216.0,18085.5,18089.0
50,1718,2018,482261.0,472694.5,8416.0,8732.0,13346.5,13620.0
50,1819,2019,491138.5,505381.5,8135.5,8552.0,12657.5,13335.5
50,1920,2020,758351.5,534171.5,9562.0,8835.0,15430.5,13871.0
50,2021,2021,748924.0,566150.0,9569.0,8824.0,15018.0,13493.0
50,2122,2022,783893.0,649107.0,9157.5,8974.0,14292.5,13637.0
50,2223,2023,653387.5,606835.5,8822.0,8971.5,13178.5,13136.5
51,1112,2012,6777181.0,7434000.0,119231.0,119369.0,228517.0,227353.0
51,1213,2013,7567773.0,8597307.0,121921.0,126191.0,236450.0,244688.0
51,1314,2014,8009354.0,8690424.5,143507.5,150240.5,273431.5,287631.5
51,1415,2015,5776235.0,6122527.0,108851.5,110429.0,198561.5,201066.0
51,1516,2016,8994800.0,9799919.0,150397.0,155112.5,282152.5,291767.5
51,1617,2017,12931974.5,13806820.5,201992.5,206331.5,385736.0,395332.5
51,1718,2018,10017970.0,10659401.5,157781.0,160134.5,291994.0,296090.5
51,1819,2019,10217340.0,10821461.0,153933.5,155682.5,281443.0,284573.5
51,1920,2020,11782618.5,12329643.5,164946.5,166844.0,308844.5,313619.0
51,2021,2021,12189428.5,13118395.5,167382.5,168699.5,298517.0,303163.5
51,2122,2022,13036803.0,14120240.0,164234.0,166033.5,287095.5,290517.0
51,2223,2023,12482948.5,12938821.5,164405.0,164194.5,280430.0,280451.0
53,1112,2012,5190092.0,4583357.0,94459.0,87401.0,180278.0,168494.0
53,1213,2013,6592799.0,5233268.0,100271.0,89720.0,192994.0,175274.0
53,1314,2014,4916656.5,4446378.5,91248.0,83029.0,171613.5,158302.0
53,1415,2015,3985868.0,3464748.5,72127.5,63860.5,129700.5,115672.5
53,1516,2016,6474760.0,5342730.0,103403.0,88163.0,190908.0,164138.5
53,1617,2017,9639047.0,8223281.0,142146.0,124195.0,265244.5,235948.5
53,1718,2018,7680104.5,6825507.5,111950.0,101131.5,200525.0,185943.5
53,1819,2019,7847750.0,7307895.0,108180.0,97809.0,190124.5,175794.0
53,1920,2020,9112390.0,8500266.0,114944.0,108225.5,204646.5,200569.0
53,2021,2021,10056467.5,9967633.0,117636.0,115777.0,199585.0,206788.5
53,2122,2022,11233858.5,12063127.5,117240.5,115638.0,193317.0,202716.0
53,2223,2023,9581266.0,9713833.0,111566.5,106647.0,178945.5,178960.0
54,1112,2012,767047.0,943707.0,19300.0,20041.0,36673.0,36627.0
54,1213,2013,864164.0,933432.0,19392.0,20732.0,37270.0,39103.0
54,1314,2014,726439.0,782915.5,17308.5,18437.0,33505.0,35366.0
54,1415,2015,522051.0,587749.5,13375.0,14420.5,25032.0,26605.0
54,1516,2016,741515.0,857948.0,16732.0,18525.0,31895.0,34924.0
54,1617,2017,979980.0,1136613.5,21125.0,23520.5,41079.0,45267.0
54,1718,2018,777544.5,875179.0,17070.5,18462.0,32123.0,34229.0
54,1819,2019,786480.0,893163.0,16309.5,17780.5,30152.5,32780.0
54,1920,2020,926368.5,961355.0,18568.5,18814.0,35248.5,35416.0
54,2021,2021,949857.0,933542.5,19233.0,18892.0,34430.0,33388.0
54,2122,2022,1029369.0,1051163.5,19002.5,18770.5,33721.0,32712.5
54,2223,2023,1018420.0,1013027.5,19287.0,18847.5,33594.0,32025.5
55,1112,2012,2223857.0,2612383.0,44364.0,48613.0,82643.0,88004.0
55,1213,2013,2604965.0,3014977.0,46696.0,51147.0,87392.0,93836.0
55,1314,2014,2948499.0,3203061.0,61822.0,65130.0,110376.5,115375.5
55,1415,2015,2093041.0,2366552.5,44800.5,47506.5,76231.0,79823.5
55,1516,2016,3575173.0,3805951.5,66359.5,68952.0,116307.5,119707.5
55,1617,2017,5276324.0,5462969.0,93148.0,94106.0,167188.0,166892.5
55,1718,2018,3974161.0,4145605.0,69879.5,70695.5,121213.0,120991.0
55,1819,2019,4016544.5,4139657.0,67474.5,68775.5,115132.5,115838.5
55,1920,2020,4914647.5,4973254.5,73959.5,74145.0,128719.0,128465.5
55,2021,2021,4810213.0,4840940.5,74499.0,74957.0,123979.5,124273.0
55,2122,2022,5324313.5,5479492.5,74834.0,75343.5,122153.5,121745.0
55,2223,2023,4932251.5,4970108.5,73899.5,73641.5,115799.0,114422.5
56,1112,2012,863742.0,653425.0,16944.0,14442.0,29816.0,26519.0
56,1213,2013,1109325.0,892982.0,15588.0,16089.0,30347.0,30295.0
56,1314,2014,504515.5,470505.0,8940.0,9457.0,17428.0,18191.5
56,1415,2015,494797.5,385547.0,6677.5,6791.0,12465.5,12368.5
56,1516,2016,534550.0,485584.5,8073.5,9041.0,15499.0,17378.0
56,1617,2017,628179.5,668362.5,9427.5,11723.5,18531.5,23200.0
56,1718,2018,497817.5,465287.5,7856.0,8270.0,14815.5,15713.0
56,1819,2019,620835.5,510017.5,7956.5,7934.5,15047.0,14837.0
56,1920,2020,1002963.5,571578.5,8896.5,8698.0,17453.0,16723.0
56,2021,2021,823300.0,549150.0,9232.0,8698.5,16873.0,15822.5
56,2122,2022,1165133.0,674288.0,9046.0,8511.5,16353.0,15115.0
56,2223,2023,647252.5,572644.5,8658.0,8564.5,14929.5,14742.0
