award,family,year_n,person_qid,person,family_name,ethnic,citizenship,birth_country,surname,pcthispanic,surname_matched,us_citizen,mexico_linked,hisp_documented,mex_documented,hisp_imputed_50,hisp_imputed_70,hisp_imputed_90,hispanic_any,period
MacArthur Fellows Program,fellowship,2016.0,Q19560839,Branden Jacobs-Jenkins,Jacobs|Q170455,,United States,United States,JACOBS,2.52,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2016.0,Q2978433,Claudia Rankine,Rankine,,United States,Jamaica,RANKINE,3.28,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2016.0,Q5531537,Gene Luen Yang,Yang,Asian Americans|Chinese Americans,People's Republic of China,United States,YANG,0.45,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2016.0,Q30531943,José A. Quiñonez,Quiñonez,,,,QUIÑONEZ,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2016.0,Q23014998,Kellie Jones,Jones,African Americans,United States,,JONES,2.29,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2016.0,Q6730288,Maggie Nelson,Nelson,,United States,United States,NELSON,2.55,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2016.0,Q20203713,Rebecca R. Richards-Kortum,Kortum|Richards,,United States,United States,KORTUM,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2016.0,Q7422805,Sarah Stillman,Stillman,,United States,,STILLMAN,3.77,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2016.0,Q27457147,Victoria Orphan,Orphan,,United States,,ORPHAN,2.49,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q4769239,Annie Baker,Baker,,United States,United States,BAKER,2.28,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q54861491,Betsy Levy Paluck,Paluck,,United States,,PALUCK,1.75,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q56043435,Cristina Jiménez Moreta,Jiménez|Q37058415,,Ecuador,Ecuador,JIMÉNEZ,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q46479437,Derek R. Peterson,Peterson,,United States,,PETERSON,2.4,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q93329008,Jason De León,de Leon,Filipinos|Mexicans,United States,,LEON,85.21,True,True,False,True,True,True,True,False,True,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q3177574,Jesmyn Ward,Ward,African Americans,United States,United States,WARD,2.44,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q21284874,Njideka Akunyili Crosby,Crosby,African Americans|Igbo people,Nigeria|United States,Nigeria,CROSBY,2.5,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q7839361,Q7839361,Paglen,,United States,United States,PAGLEN,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q24698362,Regina Barzilay,Barzilay,,Israel,Moldova,BARZILAY,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q7320514,Rhiannon Giddens,Giddens,,United States,United States,GIDDENS,3.27,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q19668094,Taylor Mac,Bowyer,,United States,United States,BOWYER,2.91,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2017.0,Q23887092,Viet Thanh Nguyen,Nguyen,,United States,Vietnam,NGUYEN,0.63,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q59773554,Allan Sly,Sly,,,,SLY,2.25,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q7526,Deborah Estrin,Estrin,,United States,United States,ESTRIN,2.59,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q30135012,Doris Tsao,Q37054389,,People's Republic of China|United States,People's Republic of China,TSAO,0.8,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q6308028,Julie Ault,Ault,,United States,,AULT,1.24,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q1190926,Kelly Link,Link,,United States,United States,LINK,1.82,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q56878279,Lisa Parks,Parks,,United States,,PARKS,2.06,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q100178541,Raj Jayadev,,,,,JAYADEV,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q56878105,Rebecca Sandefur,Sandefur,,United States,,SANDEFUR,2.67,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q24890253,Sarah T. Stewart-Mukhopadhyay,Stewart,,United States,Taiwan,STEWART,2.49,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q60734327,Vijay Gupta,Gupta,,United States,,GUPTA,0.48,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q17402946,William Barber II,Barber,,United States,United States,BARBER,2.39,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2018.0,Q17581477,Wu Tsang,Tsang,,United States,United States,TSANG,0.82,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q56966188,Andrea Dutton,Dutton,,United States,,DUTTON,1.93,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q68571662,Annie Dorsen,Dorsen,,United States,United States,DORSEN,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q68572593,Cameron Rowland,Rowland,,United States,United States,ROWLAND,2.48,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q19867132,Danielle K. Citron,Citron,,United States,,CITRON,5.21,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q1331312,Elizabeth S. Anderson,Anderson,,United States,United States,ANDERSON,2.44,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q5372429,Emily Wilson,Wilson,,United Kingdom|United States,United Kingdom,WILSON,2.61,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q68572527,Emmanuel Pratt,Pratt,,,,PRATT,2.63,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q68572398,Jeffrey Alan Miller,Miller,,,,MILLER,2.17,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q6176002,Jeffrey Gibson,Gibson,Cherokee|Choctaw|Indigenous peoples of the United States in North America,United States,United States,GIBSON,2.31,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q57412873,Jenny Tung,Tung,,United States,,TUNG,1.22,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q16976397,Joshua B. Tenenbaum,Tenenbaum,,United States,,TENENBAUM,1.98,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q55760494,Kelly Lytle Hernández,Hernández|Lytle,,United States,United States,HERNÁNDEZ,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q68571561,Lisa Daugaard,Daugaard,,United States,,DAUGAARD,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q3269500,Lynda Barry,Barry,,United States,United States,BARRY,2.49,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q518063,Mary Halvorson,Halvorson,,United States,United States,HALVORSON,1.7,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q6810674,Mel Chin,Chin,,United States,United States,CHIN,3.06,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q18355929,Ocean Vuong,Q112749869|Vương,Vietnamese Americans,United States,Vietnam,VƯƠNG,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q7399969,Saidiya Hartman,Hartman,African Americans,United States,,HARTMAN,2.13,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q23013744,Sarah Michelson,Michelson,,United Kingdom,United Kingdom,MICHELSON,2.89,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q56853984,Stacy D. Jupiter,Jupiter,,Fiji,Fiji,JUPITER,3.35,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q68571132,Sujatha Baliga,Baliga,,United States,United States,BALIGA,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q15449810,Valeria Luiselli,Luiselli,,Mexico,Mexico,LUISELLI,,False,False,True,True,True,False,False,False,True,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q29447213,Vanessa Ruta,Q37240468,,United States,Mexico,RUTA,5.65,True,True,True,True,True,False,False,False,True,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q7965158,Walter Hood,Hood,,United States,United States,HOOD,2.18,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2019.0,Q43118402,Zachary Lippman,Lippman,,,,LIPPMAN,2.53,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q100144664,Catherine Coleman Flowers,Flowers,,United States,United States,FLOWERS,2.77,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q1140408,Cristina Rivera Garza,Garza|Q24731165,,Mexico,Mexico,GARZA,92.49,True,False,True,True,True,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q960524,Cécile McLorin Salvant,Q37105246,,France|United States,United States,SALVANT,4.19,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q88778011,Damien Fair,Fair,,United States,,FAIR,2.21,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q89909150,Forrest Stuart,Stuart,,United States,,STUART,3.03,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q47493070,Fred Moten,Moten,,United States,United States,MOTEN,3.04,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q75093540,Isaiah Andrews,Andrews,,United States,,ANDREWS,2.57,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q6120237,Jacqueline Woodson,Woodson,African Americans,United States,United States,WOODSON,2.31,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q25112391,Larissa FastHorse,Fasthorse,,United States,,FASTHORSE,4.93,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q59434193,Mary L. Gray,Gray,,United States,,GRAY,2.41,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q88479944,Mohammad Seyedsayamdost,,,,,SEYEDSAYAMDOST,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q61995804,Monika Schleier-Smith,Schleier|Smith,,United States,,SCHLEIER,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q2427544,N. K. Jemisin,Jemisin,,United States,United States,JEMISIN,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q24609090,Nanfu Wang,Wang,,People's Republic of China,People's Republic of China,WANG,0.35,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q16751560,Natalia Molina,Molina,,United States,,MOLINA,90.32,True,True,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q56871548,Nels Elde,Elde,,United States,,ELDE,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q74910960,Paul Dauenhauer,Dauenhauer,,,United States,DAUENHAUER,1.45,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q61142586,Polina Lishko,,,Ukraine|United States,Ukraine,LISHKO,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q7287790,Ralph Lemon,Lemon,,United States,United States,LEMON,4.82,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q100144798,Thomas Wilson Mitchell,Mitchell,,United States,,MITCHELL,2.47,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2020.0,Q56064322,Tressie McMillan Cottom,Cottom|McMillan,,United States,United States,COTTOM,4.63,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q4717691,Alex Rivera,Q24731165,,United States,United States,RIVERA,91.06,True,True,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q447902,Daniel Alarcón,Alarcón,,Peru|United States,Peru,ALARCÓN,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q63117856,Daniel Lind-Ramos,,,,United States,LIND-RAMOS,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q63314242,Desmond Meade,Meade,,United States,United States,MEADE,2.72,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q20880969,Don Mee Choi,Choi,,United States,South Korea,CHOI,0.54,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q25936064,Hanif Abdurraqib,,,United States,United States,ABDURRAQIB,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q63243919,Ibrahim Cissé,Cissé,,Niger,Niger,CISSÉ,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q31213305,Ibram X. Kendi,Rogers,,United States,United States,ROGERS,2.62,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q69496674,J. Taylor Perron,Perron,,,,PERRON,2.39,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q47542147,Jacqueline Stewart,Stewart,,United States,,STEWART,2.49,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q6166129,Jawole Willa Jo Zollar,Zollar,African Americans,United States,United States,ZOLLAR,4.02,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q1033198,Jesse Shapiro,Shapiro,,United States,United States,SHAPIRO,1.77,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q28860587,Jordan Casteel,Casteel,,United States,United States,CASTEEL,3.62,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q81232551,Joshua Miele,Miele,,,,MIELE,2.1,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q30104171,Keeanga-Yamahtta Taylor,Taylor,African Americans,United States,,TAYLOR,2.46,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q58039940,Lisa A. Schulte Moore,Moore|Schulte,,United States,,MOORE,2.34,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q87410940,Marcella Alsan,Alsan,,United States,,ALSAN,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q56931021,Michelle Monje,Monje,,United States,United States,MONJE,81.13,True,True,False,False,False,True,True,False,True,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q89274951,Monica Muñoz Martinez,Martinez,,United States,,MARTINEZ,92.91,True,True,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q101580049,Nicole Fleetwood,Fleetwood,,United States,,FLEETWOOD,1.81,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q51722329,Q51722329,Ibarra,,United States,,IBARRA,95.32,True,True,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q7308672,Reginald Dwayne Betts,Betts,,United States,United States,BETTS,2.53,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q54856700,Safiya Noble,Noble,,United States,,NOBLE,3.4,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q28743793,Trevor Bedford,Bedford,,,,BEDFORD,2.71,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2021.0,Q47379933,Victor J. Torres,Torres,,,,TORRES,92.16,True,False,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q47554100,Amanda Williams,Williams,African Americans,United States,United States,WILLIAMS,2.49,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q42782502,Danna E. Freedman,,,,,FREEDMAN,2.24,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q114630046,Emily Wang,Wang,,,,WANG,0.35,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q457883,Ikue Mori,Mori,,United States,Japan,MORI,14.45,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q63285760,J. Drew Lanham,Lanham,,United States,United States,LANHAM,2.03,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q89227648,Jenna R. Jambeck,,,United States,,JAMBECK,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q114630040,Jennifer Carlson,Carlson,,,,CARLSON,2.07,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q32538394,June Huh,Heo,,United States,United States,HEO,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q16214941,Kiese Laymon,,,United States,United States,LAYMON,2.45,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q50361895,Loretta Ross,Ross,,United States,United States,ROSS,2.75,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q27886644,Martha Gonzalez,Gonzalez,,United States,United States,GONZALEZ,94.97,True,True,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q6811383,Melanie Wood,Wood,,United States,United States,WOOD,2.42,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q114630043,Monica Kim,Q157414,,,,KIM,0.65,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q58468214,Moriba Jah,Jah,,United States,United States,JAH,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q114630042,P. Gabrielle Foreman,Foreman,African Americans,,,FOREMAN,2.5,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q18631656,Paul Chan,,,People's Republic of China|United States,People's Republic of China,CHAN,4.58,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q110316854,Priti Krishtel,,,,,KRISHTEL,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q114630044,Reuben Jonathan Miller,Miller,,,,MILLER,2.17,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q7352852,Robin Wall Kimmerer,Kimmerer|Wall,,United States,United States,KIMMERER,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q27050274,Sky Hopinka,,,United States,United States,HOPINKA,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q90120589,Steven Prohira,,,,,PROHIRA,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q7615220,Steven Ruggles,,,United States,,RUGGLES,2.1,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q7689031,Tavares Strachan,,,United States,The Bahamas,STRACHAN,3.07,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q20065091,Tomeka Reid,Reid,,United States,United States,REID,2.62,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2022.0,Q51363202,Yejin Choi,Choi,,South Korea,,CHOI,0.54,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q57283609,A. Park Williams,Williams,,,,WILLIAMS,2.49,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q4678276,Ada Limón,Limón,,United States,United States,LIMÓN,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q61739743,Amber Wutich,,,United States,,WUTICH,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q132746235,Andrea Armstrong,Armstrong,,United States,,ARMSTRONG,2.79,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q61927043,Carolyn Lazard,Lazard,African Americans,United States,United States,LAZARD,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q55940642,Courtney Bryan,Bryan,,,United States,BRYAN,3.83,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q63215543,Diana Greene Foster,,,United States,,FOSTER,2.65,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q23409621,Dyani White Hawk,,Lakota people,United States,United States,HAWK,1.67,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q76841534,E. Tendayi Achiume,,,United States|Zambia,,ACHIUME,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q107144622,Ian Bassin,,,,,BASSIN,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q27663694,Imani Perry,Perry,,United States,United States,PERRY,2.67,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q90251821,Jason D. Buenrostro,,,,,BUENROSTRO,97.59,True,False,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q102433044,Lester W. Mackey,Mackey,,,,MACKEY,2.36,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q87795045,Linsey Marr,Marr,,United States,,MARR,2.82,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q114226775,Lucy R. Hutyra,Hutyra,,,,HUTYRA,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q15439348,Manuel Muñoz,Muñoz,,United States,United States,MUÑOZ,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q6004250,María Magdalena Campos-Pons,Campos,African Americans|Afro-Cuban,Cuba|United States,Cuba,CAMPOS,90.52,True,True,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q122938940,Patrick Makuakāne,,,United States,,MAKUAKĀNE,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q7296393,Raven Chacon,Chacon,Navajo,United States,United States,CHACON,91.96,True,True,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2023.0,Q67247441,Rina Foygel Barber,Barber,,,,BARBER,2.39,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q23409829,Alice Wong,Wong,,United States,United States,WONG,4.0,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q63649772,Benjamin Van Mooy,,,,,MOOY,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q5298611,Dorothy Roberts,Roberts,,United States,United States,ROBERTS,2.4,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q16221507,Ebony G. Patterson,Patterson,,Jamaica,Jamaica,PATTERSON,2.43,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q30138175,Jason Reynolds,Reynolds,,United States,United States,REYNOLDS,2.45,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q123859736,Jennifer L. Morgan,Morgan,,United States,,MORGAN,2.78,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q15440076,Jericho Brown,Brown,,United States,United States,BROWN,2.52,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q1703169,Jonathan Gandelsman,,,Russia,,GANDELSMAN,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q22106298,Joseph Parker,Parker,,,,PARKER,2.26,True,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q15460625,Juan Felipe Herrera,Herrera,,United States,United States,HERRERA,93.03,True,True,False,False,False,True,True,True,True,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q1872491,Justin Vivian Bond,Q15789303,,United States,United States,BOND,2.43,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q58256908,Keivan Stassun,Stassun,,United States,,STASSUN,,False,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q56427737,Ling Ma,,,United States,People's Republic of China,MA,1.54,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q130391818,Loka Ashwood,,,,,ASHWOOD,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q119449947,Martha Muñoz,Muñoz,,,,MUÑOZ,,False,False,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q102583832,Nicola Dell,Dell,,United States|Zimbabwe,Zimbabwe,DELL,2.48,True,True,False,False,False,False,False,False,False,2015-2025
MacArthur Fellows Program,fellowship,2024.0,Q28935115,Ruha Benjamin,Benjamin,,,India,BENJAMIN,3.38,True,False,False,False,False,False,False,False,False,2015-2025
