cbsa,NAME,pop_total,pop_b03001,mexican_origin,median_hh_income,mexican_share,all,restaurant,tagged,named,mexican_by_name,mexican,chinese,italian,indian,thai,japanese,vietnamese,korean,american,cbsa_states,all_states_fetched
15820,"Campbellsville, KY Micro Area",37483,37483,321,55929,0.0085638822933063,31.0,12.0,30.0,28.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,KY,True
15860,"Cañon City, CO Micro Area",49394,49394,1722,61027,0.0348625339110013,40.0,27.0,28.0,39.0,4.0,6.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,11.0,CO,True
15900,"Canton, IL Micro Area",33259,33259,669,58617,0.020114856129168,16.0,5.0,15.0,15.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,IL,True
15940,"Canton-Massillon, OH Metro Area",400495,400495,3542,65666,0.0088440554813418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
15980,"Cape Coral-Fort Myers, FL Metro Area",792692,792692,37069,73099,0.0467634339693096,570.0,334.0,465.0,556.0,25.0,38.0,8.0,57.0,2.0,5.0,13.0,0.0,1.0,186.0,FL,True
16020,"Cape Girardeau, MO-IL Metro Area",97813,97813,1404,67267,0.0143539202355515,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,IL+MO,False
16060,"Carbondale, IL Micro Area",52706,52706,1633,45572,0.0309831897696656,65.0,34.0,55.0,62.0,3.0,7.0,3.0,11.0,1.0,1.0,2.0,0.0,0.0,11.0,IL,True
16100,"Carlsbad-Artesia, NM Micro Area",61114,61114,27167,79605,0.4445298949504205,83.0,42.0,61.0,73.0,4.0,12.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,19.0,NM,True
16140,"Carroll, IA Micro Area",20677,20677,336,68528,0.0162499395463558,15.0,8.0,13.0,15.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,IA,True
16180,"Carson City, NV Metro Area",58364,58364,12013,71809,0.2058289356452607,109.0,64.0,89.0,106.0,12.0,19.0,6.0,15.0,1.0,2.0,4.0,1.0,0.0,19.0,NV,True
16220,"Casper, WY Metro Area",79735,79735,5082,71247,0.0637361259171004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WY,False
16260,"Cedar City, UT Micro Area",60201,60201,4968,65527,0.0825235461204963,86.0,48.0,76.0,84.0,9.0,14.0,4.0,12.0,3.0,3.0,5.0,0.0,1.0,17.0,UT,True
16300,"Cedar Rapids, IA Metro Area",275960,275960,7231,77084,0.0262030729091172,445.0,297.0,302.0,434.0,27.0,44.0,15.0,54.0,5.0,2.0,4.0,3.0,0.0,92.0,IA,True
16340,"Cedartown, GA Micro Area",43365,43365,3551,55308,0.0818863138475729,47.0,16.0,38.0,46.0,3.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,GA,True
16380,"Celina, OH Micro Area",42438,42438,645,78036,0.0151986427258589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
16460,"Centralia, IL Micro Area",37294,37294,483,60839,0.0129511449562932,23.0,14.0,19.0,21.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,IL,True
16500,"Centralia, WA Micro Area",83925,83925,7118,69690,0.0848138218647602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WA,False
16540,"Chambersburg, PA Metro Area",156626,156626,3857,74946,0.024625541097902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
16580,"Champaign-Urbana, IL Metro Area",236196,236196,10699,64558,0.0452971261155989,474.0,262.0,433.0,464.0,28.0,61.0,38.0,57.0,7.0,11.0,15.0,2.0,11.0,114.0,IL,True
16620,"Charleston, WV Metro Area",207456,207456,1141,58089,0.005499961437606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WV,False
16660,"Charleston-Mattoon, IL Micro Area",46689,46689,1321,56040,0.028293602347448,60.0,23.0,54.0,60.0,4.0,6.0,1.0,11.0,0.0,1.0,2.0,0.0,0.0,19.0,IL,True
16700,"Charleston-North Charleston, SC Metro Area",817756,817756,28320,82272,0.0346313570307035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,False
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",2712818,2712818,133362,80201,0.049159951017724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC+SC,False
16820,"Charlottesville, VA Metro Area",222937,222937,4672,90552,0.0209565931182351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VA,False
16860,"Chattanooga, TN-GA Metro Area",569333,569333,14453,68666,0.0253858462446406,136.0,60.0,121.0,133.0,12.0,14.0,6.0,16.0,0.0,1.0,3.0,0.0,0.0,54.0,GA+TN,False
16940,"Cheyenne, WY Metro Area",100661,100661,11313,77884,0.112387121129335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WY,False
16980,"Chicago-Naperville-Elgin, IL-IN Metro Area",9359555,9359555,1709757,88850,0.182675031024445,11230.0,5921.0,9702.0,11030.0,802.0,1210.0,397.0,1429.0,128.0,127.0,353.0,64.0,110.0,2291.0,IL+IN,True
17020,"Chico, CA Metro Area",209470,209470,34463,68574,0.1645247529479161,213.0,123.0,181.0,197.0,28.0,47.0,6.0,23.0,3.0,4.0,11.0,2.0,0.0,45.0,CA,True
17060,"Chillicothe, OH Micro Area",76748,76748,290,59819,0.0037786000938135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
17140,"Cincinnati, OH-KY-IN Metro Area",2255257,2255257,40667,79490,0.0180320912428162,643.0,359.0,529.0,633.0,51.0,58.0,19.0,81.0,4.0,4.0,14.0,0.0,1.0,174.0,IN+KY+OH,False
17220,"Clarksburg, WV Micro Area",89717,89717,450,58376,0.0050157718158208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WV,False
17260,"Clarksdale, MS Micro Area",20808,20808,224,36259,0.0107650903498654,9.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MS,True
17300,"Clarksville, TN-KY Metro Area",328626,328626,16460,66210,0.0500873333211614,75.0,25.0,71.0,75.0,7.0,9.0,1.0,11.0,0.0,0.0,2.0,0.0,0.0,26.0,KY+TN,False
17340,"Clearlake, CA Micro Area",68139,68139,13636,58738,0.2001203422415944,43.0,24.0,33.0,38.0,5.0,10.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,8.0,CA,True
17380,"Cleveland, MS Micro Area",30163,30163,643,37315,0.0213175082054172,45.0,30.0,28.0,44.0,2.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,7.0,MS,True
17410,"Cleveland, OH Metro Area",2171978,2171978,32962,68507,0.0151760284864763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
17420,"Cleveland, TN Metro Area",127445,127445,5090,63490,0.0399387971281729,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
17500,"Clewiston, FL Micro Area",53122,53122,14274,48979,0.2687022325966642,31.0,16.0,27.0,31.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,FL,True
17540,"Clinton, IA Micro Area",46383,46383,951,65177,0.0205032016040359,33.0,24.0,29.0,33.0,0.0,3.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,IA,True
17580,"Clovis, NM Micro Area",66934,66934,24085,55193,0.3598320733857232,72.0,31.0,48.0,52.0,9.0,9.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0,NM,True
17620,"Coamo, PR Micro Area",54358,54358,10,21780,0.0001839655616468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PR,False
17640,"Coco, PR Micro Area",25397,25397,139,21611,0.0054730873725243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PR,False
17650,"Cody, WY Micro Area",30109,30109,1469,70533,0.0487893985187153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WY,False
17660,"Coeur d'Alene, ID Metro Area",177736,177736,6609,77034,0.0371843633253814,287.0,178.0,230.0,284.0,20.0,28.0,9.0,39.0,3.0,1.0,9.0,1.0,0.0,89.0,ID,True
17740,"Coldwater, MI Micro Area",44914,44914,2066,61958,0.0459990203500022,18.0,7.0,14.0,18.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,MI,True
17780,"College Station-Bryan, TX Metro Area",273280,273280,59944,59691,0.2193501170960187,299.0,162.0,250.0,295.0,29.0,34.0,8.0,33.0,1.0,0.0,10.0,3.0,3.0,79.0,TX,True
17820,"Colorado Springs, CO Metro Area",760782,760782,82492,87180,0.1084305359485371,1134.0,647.0,997.0,1114.0,109.0,152.0,39.0,151.0,18.0,15.0,41.0,14.0,15.0,242.0,CO,True
17860,"Columbia, MO Metro Area",212850,212850,5845,69463,0.0274606530420483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MO,False
17900,"Columbia, SC Metro Area",839868,839868,26457,66146,0.0315013787880952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SC,False
17980,"Columbus, GA-AL Metro Area",326136,326136,8967,57762,0.0274946648024137,351.0,169.0,309.0,340.0,16.0,30.0,13.0,39.0,2.0,2.0,6.0,1.0,1.0,104.0,AL+GA,True
18020,"Columbus, IN Metro Area",82881,82881,5550,80365,0.0669634777572664,106.0,54.0,93.0,93.0,6.0,14.0,4.0,13.0,0.0,0.0,1.0,1.0,0.0,28.0,IN,True
18060,"Columbus, MS Micro Area",68323,68323,902,51587,0.0132019963994555,36.0,15.0,32.0,35.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,MS,True
18100,"Columbus, NE Micro Area",44899,44899,7330,75501,0.1632553063542617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
18140,"Columbus, OH Metro Area",2151847,2151847,53145,79847,0.0246973878719072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
18180,"Concord, NH Micro Area",155018,155018,659,93944,0.0042511192248642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NH,False
18220,"Connersville, IN Micro Area",23390,23390,225,56659,0.009619495510902,27.0,10.0,21.0,27.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,IN,True
18260,"Cookeville, TN Micro Area",143819,143819,2752,53328,0.0191351629478719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
18300,"Coos Bay-North Bend, OR Micro Area",64832,64832,3107,60313,0.0479238647581441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,False
18340,"Corbin, KY Micro Area",149625,149625,1172,45067,0.0078329156223893,127.0,41.0,116.0,124.0,11.0,14.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,50.0,KY,True
18380,"Cordele, GA Micro Area",19995,19995,618,42745,0.0309077269317329,35.0,16.0,31.0,34.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,GA,True
18420,"Corinth, MS Micro Area",34500,34500,711,49404,0.0206086956521739,13.0,3.0,11.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,MS,True
18460,"Cornelia, GA Micro Area",46948,46948,5809,65622,0.1237326403680668,41.0,12.0,39.0,41.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,GA,True
18500,"Corning, NY Micro Area",93034,93034,266,64740,0.002859169765892,90.0,60.0,72.0,86.0,4.0,3.0,6.0,11.0,1.0,1.0,1.0,0.0,0.0,28.0,NY,True
18580,"Corpus Christi, TX Metro Area",446797,446797,238761,65801,0.534383623882882,377.0,204.0,328.0,373.0,24.0,41.0,5.0,41.0,4.0,3.0,3.0,2.0,1.0,120.0,TX,True
18620,"Corsicana, TX Micro Area",53735,53735,15513,59310,0.288694519400763,76.0,34.0,73.0,74.0,7.0,9.0,4.0,10.0,1.0,0.0,1.0,0.0,0.0,28.0,TX,True
18660,"Cortland, NY Micro Area",46401,46401,171,67527,0.0036852654037628,63.0,37.0,51.0,63.0,3.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,NY,True
18700,"Corvallis, OR Metro Area",96359,96359,6227,76011,0.0646229205367428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,False
18740,"Coshocton, OH Micro Area",36679,36679,50,54687,0.001363177840181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
18820,"Crawfordsville, IN Micro Area",38155,38155,1618,66571,0.0424059756257371,34.0,16.0,31.0,34.0,3.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,12.0,IN,True
18860,"Crescent City, CA Micro Area",27293,27293,4058,66780,0.1486828124427509,26.0,18.0,14.0,26.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,CA,True
18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",294127,294127,11126,79150,0.0378271970951323,453.0,298.0,312.0,441.0,30.0,30.0,7.0,49.0,1.0,6.0,13.0,0.0,0.0,103.0,FL,True
18900,"Crossville, TN Micro Area",62529,62529,1191,58475,0.0190471621167778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
18980,"Cullman, AL Micro Area",89463,89463,3454,60916,0.0386081396778556,78.0,28.0,62.0,71.0,5.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,26.0,AL,True
19060,"Cumberland, MD-WV Micro Area",94684,94684,257,59413,0.0027142917493979,107.0,67.0,80.0,100.0,5.0,7.0,5.0,21.0,0.0,0.0,3.0,0.0,0.0,32.0,MD+WV,False
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7807555,7807555,1803228,87155,0.230959372044129,9765.0,5082.0,8274.0,9295.0,875.0,1368.0,296.0,939.0,130.0,106.0,272.0,68.0,73.0,2488.0,TX,True
19140,"Dalton, GA Metro Area",143400,143400,32955,65715,0.2298117154811715,132.0,53.0,123.0,129.0,7.0,16.0,6.0,14.0,0.0,0.0,3.0,0.0,0.0,50.0,GA,True
19180,"Danville, IL Micro Area",73179,73179,3317,54537,0.0453272113584498,39.0,16.0,35.0,39.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,IL,True
19220,"Danville, KY Micro Area",55123,55123,1284,56209,0.0232933621174464,41.0,17.0,23.0,31.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,12.0,KY,True
19260,"Danville, VA Micro Area",102387,102387,2021,48994,0.0197388340316641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VA,False
19300,"Daphne-Fairhope-Foley, AL Metro Area",239945,239945,7144,75019,0.0297734897580695,356.0,244.0,242.0,335.0,19.0,28.0,8.0,31.0,0.0,1.0,5.0,0.0,0.0,83.0,AL,True
19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",381864,381864,31767,71925,0.0831893029979259,370.0,209.0,322.0,356.0,35.0,48.0,9.0,43.0,2.0,3.0,6.0,1.0,0.0,109.0,IA+IL,True
19430,"Dayton-Kettering-Beavercreek, OH Metro Area",813608,813608,13801,69752,0.0169627142309318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
19460,"Decatur, AL Metro Area",156924,156924,9010,63987,0.0574163289235553,118.0,44.0,106.0,115.0,8.0,15.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,53.0,AL,True
19500,"Decatur, IL Metro Area",102591,102591,1703,62449,0.0165998966770964,75.0,30.0,71.0,73.0,6.0,9.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,29.0,IL,True
19540,"Decatur, IN Micro Area",35995,35995,1569,63128,0.0435893874149187,15.0,10.0,14.0,14.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,IN,True
19580,"Defiance, OH Micro Area",38258,38258,3313,73615,0.0865962674473312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OH,False
19620,"Del Rio, TX Micro Area",47647,47647,35189,59673,0.7385354796734317,32.0,21.0,26.0,32.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,TX,True
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",689939,689939,19621,67599,0.0284387460340696,792.0,487.0,559.0,754.0,40.0,58.0,21.0,97.0,5.0,8.0,14.0,0.0,1.0,176.0,FL,True
19700,"Deming, NM Micro Area",25420,25420,16069,37917,0.6321400472069236,25.0,12.0,22.0,23.0,2.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,NM,True
19740,"Denver-Aurora-Centennial, CO Metro Area",2977085,2977085,520410,102339,0.1748052205429136,4621.0,2797.0,3620.0,4520.0,434.0,639.0,152.0,495.0,73.0,61.0,146.0,90.0,37.0,883.0,CO,True
19760,"DeRidder, LA Micro Area",36646,36646,851,64995,0.0232221797740544,15.0,4.0,14.0,15.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,LA,True
19780,"Des Moines-West Des Moines, IA Metro Area",720331,720331,41394,84209,0.0574652486148728,954.0,516.0,834.0,942.0,84.0,124.0,34.0,128.0,7.0,9.0,20.0,5.0,3.0,243.0,IA,True
19810,"Detroit Lakes, MN Micro Area",35260,35260,380,71117,0.0107770845150311,51.0,34.0,43.0,51.0,5.0,8.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,18.0,MN,True
19820,"Detroit-Warren-Dearborn, MI Metro Area",4367620,4367620,148096,75123,0.0339077117514802,4856.0,2591.0,3895.0,4761.0,309.0,379.0,159.0,651.0,44.0,70.0,99.0,15.0,18.0,1136.0,MI,True
19860,"Dickinson, ND Micro Area",38107,38107,1604,82133,0.042092004093736,56.0,31.0,46.0,54.0,5.0,7.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,14.0,ND,True
19940,"Dixon, IL Micro Area",34058,34058,1736,68459,0.0509718715133008,30.0,11.0,24.0,30.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,IL,True
19980,"Dodge City, KS Micro Area",34133,34133,16035,70495,0.4697799783201007,19.0,9.0,15.0,19.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,KS,True
20020,"Dothan, AL Metro Area",151804,151804,3949,56772,0.0260138072778055,189.0,80.0,172.0,181.0,14.0,20.0,3.0,17.0,1.0,1.0,4.0,0.0,0.0,65.0,AL,True
20060,"Douglas, GA Micro Area",51422,51422,5907,48038,0.114873011551476,13.0,4.0,11.0,13.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,GA,True
20100,"Dover, DE Metro Area",185043,185043,3169,72872,0.0171257491501975,197.0,116.0,159.0,194.0,13.0,15.0,10.0,34.0,0.0,0.0,1.0,2.0,0.0,49.0,DE,True
20140,"Dublin, GA Micro Area",58811,58811,1223,50316,0.0207954294264678,33.0,9.0,30.0,31.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,GA,True
20180,"DuBois, PA Micro Area",78902,78902,491,60181,0.0062229094319535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
20220,"Dubuque, IA Metro Area",98948,98948,1606,75919,0.016230747463314,125.0,70.0,111.0,123.0,8.0,11.0,2.0,22.0,0.0,2.0,1.0,1.0,0.0,36.0,IA,True
20260,"Duluth, MN-WI Metro Area",280710,280710,2833,71067,0.010092266039685,231.0,143.0,177.0,223.0,17.0,17.0,6.0,33.0,1.0,2.0,4.0,2.0,0.0,71.0,MN+WI,False
20300,"Dumas, TX Micro Area",21234,21234,10941,61325,0.5152585476123198,55.0,29.0,52.0,55.0,8.0,17.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,11.0,TX,True
20340,"Duncan, OK Micro Area",43314,43314,2926,60236,0.0675532160502378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK,False
20420,"Durango, CO Micro Area",56088,56088,3373,85296,0.0601376408500927,57.0,46.0,42.0,57.0,3.0,7.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,16.0,CO,True
20460,"Durant, OK Micro Area",47237,47237,2908,54280,0.0615619112136672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK,False
20500,"Durham-Chapel Hill, NC Metro Area",594291,594291,37707,81017,0.0634487145186449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
20540,"Dyersburg, TN Micro Area",36681,36681,1083,54973,0.0295248221149914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TN,False
20580,"Eagle Pass, TX Metro Area",57770,57770,52400,51270,0.907045179158733,57.0,30.0,54.0,57.0,7.0,13.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,21.0,TX,True
20660,"Easton, MD Micro Area",37707,37707,901,84378,0.0238947675497918,54.0,34.0,40.0,53.0,3.0,4.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,13.0,MD,True
20700,"East Stroudsburg, PA Micro Area",167784,167784,2114,82374,0.0125995327325609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
20740,"Eau Claire, WI Metro Area",172886,172886,2812,72513,0.0162650532720983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WI,False
20780,"Edwards, CO Micro Area",55374,55374,12464,103174,0.2250875862318055,149.0,116.0,88.0,146.0,7.0,13.0,2.0,20.0,1.0,2.0,8.0,1.0,2.0,28.0,CO,True
20820,"Effingham, IL Micro Area",44883,44883,434,74219,0.009669585366397,60.0,27.0,56.0,60.0,5.0,10.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,20.0,IL,True
20900,"El Campo, TX Micro Area",41651,41651,15397,66100,0.369666994790041,29.0,12.0,22.0,29.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,TX,True
20940,"El Centro, CA Metro Area",179319,179319,148315,56393,0.8271014226044089,172.0,72.0,136.0,160.0,15.0,24.0,6.0,21.0,0.0,1.0,0.0,0.0,0.0,51.0,CA,True
20980,"El Dorado, AR Micro Area",38368,38368,1511,50221,0.0393817764804003,12.0,2.0,11.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,AR,True
21020,"Elizabeth City, NC Micro Area",40830,40830,847,63912,0.0207445505755571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NC,False
21060,"Elizabethtown, KY Metro Area",126480,126480,3192,67630,0.0252371916508538,196.0,95.0,187.0,193.0,17.0,24.0,5.0,30.0,1.0,1.0,5.0,1.0,3.0,61.0,KY,True
21120,"Elk City, OK Micro Area",22202,22202,2361,52323,0.1063417710116205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK,False
21140,"Elkhart-Goshen, IN Metro Area",206868,206868,25668,65617,0.1240791229189628,221.0,127.0,189.0,205.0,17.0,32.0,7.0,29.0,1.0,0.0,5.0,1.0,0.0,62.0,IN,True
21180,"Elkins, WV Micro Area",27782,27782,110,55057,0.0039593981714779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WV,False
21220,"Elko, NV Micro Area",55512,55512,12561,83305,0.2262753999135322,84.0,48.0,62.0,81.0,4.0,12.0,3.0,10.0,0.0,0.0,4.0,0.0,0.0,23.0,NV,True
21260,"Ellensburg, WA Micro Area",44736,44736,3624,69928,0.0810085836909871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WA,False
21300,"Elmira, NY Metro Area",82805,82805,698,63469,0.0084294426665056,98.0,62.0,90.0,97.0,3.0,5.0,10.0,21.0,1.0,3.0,5.0,1.0,0.0,37.0,NY,True
21340,"El Paso, TX Metro Area",869606,869606,673514,58800,0.7745047757260185,776.0,415.0,636.0,685.0,67.0,141.0,17.0,81.0,2.0,3.0,15.0,4.0,1.0,205.0,TX,True
21380,"Emporia, KS Micro Area",34724,34724,6273,58788,0.1806531505586913,47.0,21.0,43.0,47.0,5.0,10.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,14.0,KS,True
21420,"Enid, OK Metro Area",62322,62322,8033,67302,0.1288950932255062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OK,False
21460,"Enterprise, AL Micro Area",54231,54231,2564,64672,0.0472792314358945,52.0,25.0,45.0,52.0,3.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,12.0,AL,True
21500,"Erie, PA Metro Area",269544,269544,2378,61476,0.0088223073041878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PA,False
21540,"Escanaba, MI Micro Area",36829,36829,293,54829,0.0079556870944092,48.0,28.0,40.0,48.0,3.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,13.0,MI,True
21580,"Española, NM Micro Area",40165,40165,9326,53901,0.2321922071455247,52.0,28.0,42.0,44.0,2.0,13.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,NM,True
21640,"Eufaula, AL-GA Micro Area",26849,26849,1004,43740,0.0373943163618756,27.0,11.0,25.0,27.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,AL+GA,True
21660,"Eugene-Springfield, OR Metro Area",382628,382628,27906,69311,0.0729324565896902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OR,False
21700,"Eureka-Arcata, CA Micro Area",135418,135418,14622,61135,0.1079767829978289,197.0,136.0,158.0,193.0,18.0,24.0,8.0,29.0,1.0,4.0,8.0,0.0,0.0,43.0,CA,True
