measure,grp,age_grp,educ,sex,n_unw,weighted
creative_earn,FBOTHER,25-34,1_lths,1,2600,108040874.5
creative_earn,FBOTHER,25-34,1_lths,2,2094,28902848.1
creative_earn,FBOTHER,25-34,2_hs,1,4121,134626332.2
creative_earn,FBOTHER,25-34,2_hs,2,3526,104192418.9
creative_earn,FBOTHER,25-34,3_somecoll,1,3688,303892145.6
creative_earn,FBOTHER,25-34,3_somecoll,2,3952,169327051.6
creative_earn,FBOTHER,25-34,4_ba,1,5572,1226484239.5
creative_earn,FBOTHER,25-34,4_ba,2,7109,2020893205.7
creative_earn,FBOTHER,25-34,5_grad,1,5129,567082004.4
creative_earn,FBOTHER,25-34,5_grad,2,5595,1330016529.3
creative_earn,FBOTHER,35-44,1_lths,1,3630,89182605.8
creative_earn,FBOTHER,35-44,1_lths,2,3389,110787372.2
creative_earn,FBOTHER,35-44,2_hs,1,4651,415985948.8
creative_earn,FBOTHER,35-44,2_hs,2,4563,196876164.5
creative_earn,FBOTHER,35-44,3_somecoll,1,4588,852484228.0
creative_earn,FBOTHER,35-44,3_somecoll,2,5301,532507156.7
creative_earn,FBOTHER,35-44,4_ba,1,6996,2163470341.3
creative_earn,FBOTHER,35-44,4_ba,2,9037,2093012100.4
creative_earn,FBOTHER,35-44,5_grad,1,7930,1344716697.3
creative_earn,FBOTHER,35-44,5_grad,2,8760,1578716962.8
creative_earn,FBOTHER,45-54,1_lths,1,4056,143194317.2
creative_earn,FBOTHER,45-54,1_lths,2,4201,32202268.8
creative_earn,FBOTHER,45-54,2_hs,1,4916,282542757.9
creative_earn,FBOTHER,45-54,2_hs,2,5740,109806801.0
creative_earn,FBOTHER,45-54,3_somecoll,1,4991,1223786216.4
creative_earn,FBOTHER,45-54,3_somecoll,2,6426,486069724.0
creative_earn,FBOTHER,45-54,4_ba,1,6866,1739352597.9
creative_earn,FBOTHER,45-54,4_ba,2,8872,1413222726.4
creative_earn,FBOTHER,45-54,5_grad,1,7472,1379371750.3
creative_earn,FBOTHER,45-54,5_grad,2,7943,1211306810.2
creative_earn,FBOTHER,55-64,1_lths,1,4332,212861376.9
creative_earn,FBOTHER,55-64,1_lths,2,4992,54992681.3
creative_earn,FBOTHER,55-64,2_hs,1,5544,256514183.0
creative_earn,FBOTHER,55-64,2_hs,2,6679,167671179.3
creative_earn,FBOTHER,55-64,3_somecoll,1,5524,847009166.9
creative_earn,FBOTHER,55-64,3_somecoll,2,6984,417777407.2
creative_earn,FBOTHER,55-64,4_ba,1,5754,954259164.9
creative_earn,FBOTHER,55-64,4_ba,2,7254,686595102.3
creative_earn,FBOTHER,55-64,5_grad,1,6094,611395834.8
creative_earn,FBOTHER,55-64,5_grad,2,5163,667378173.9
creative_earn,MEXBORN,25-34,1_lths,1,1979,38461021.1
creative_earn,MEXBORN,25-34,1_lths,2,1016,13793186.5
creative_earn,MEXBORN,25-34,2_hs,1,2374,44563993.2
creative_earn,MEXBORN,25-34,2_hs,2,1816,21532234.2
creative_earn,MEXBORN,25-34,3_somecoll,1,1193,37416634.6
creative_earn,MEXBORN,25-34,3_somecoll,2,1255,41038841.6
creative_earn,MEXBORN,25-34,4_ba,1,776,218276719.5
creative_earn,MEXBORN,25-34,4_ba,2,856,143567418.4
creative_earn,MEXBORN,25-34,5_grad,1,246,29513317.5
creative_earn,MEXBORN,25-34,5_grad,2,281,52509341.4
creative_earn,MEXBORN,35-44,1_lths,1,4141,128311062.8
creative_earn,MEXBORN,35-44,1_lths,2,3187,43456864.2
creative_earn,MEXBORN,35-44,2_hs,1,2887,151036307.6
creative_earn,MEXBORN,35-44,2_hs,2,2513,3209510.8
creative_earn,MEXBORN,35-44,3_somecoll,1,1327,385763070.8
creative_earn,MEXBORN,35-44,3_somecoll,2,1498,29631695.6
creative_earn,MEXBORN,35-44,4_ba,1,732,247019868.4
creative_earn,MEXBORN,35-44,4_ba,2,883,116249070.8
creative_earn,MEXBORN,35-44,5_grad,1,323,93809100.0
creative_earn,MEXBORN,35-44,5_grad,2,419,41659768.5
creative_earn,MEXBORN,45-54,1_lths,1,5396,47874013.1
creative_earn,MEXBORN,45-54,1_lths,2,5065,25792426.2
creative_earn,MEXBORN,45-54,2_hs,1,2741,136720571.0
creative_earn,MEXBORN,45-54,2_hs,2,2894,25685012.8
creative_earn,MEXBORN,45-54,3_somecoll,1,1259,114364562.6
creative_earn,MEXBORN,45-54,3_somecoll,2,1548,83441265.8
creative_earn,MEXBORN,45-54,4_ba,1,578,170381285.5
creative_earn,MEXBORN,45-54,4_ba,2,813,139267732.8
creative_earn,MEXBORN,45-54,5_grad,1,332,28270651.5
creative_earn,MEXBORN,45-54,5_grad,2,364,35464205.8
creative_earn,MEXBORN,55-64,1_lths,1,4858,45619446.6
creative_earn,MEXBORN,55-64,1_lths,2,4405,27832672.6
creative_earn,MEXBORN,55-64,2_hs,1,1995,59238619.4
creative_earn,MEXBORN,55-64,2_hs,2,2027,14735034.1
creative_earn,MEXBORN,55-64,3_somecoll,1,1070,58076057.8
creative_earn,MEXBORN,55-64,3_somecoll,2,1260,44158909.3
creative_earn,MEXBORN,55-64,4_ba,1,519,107942497.2
creative_earn,MEXBORN,55-64,4_ba,2,597,32543940.6
creative_earn,MEXBORN,55-64,5_grad,1,253,40503398.8
creative_earn,MEXBORN,55-64,5_grad,2,272,10813427.8
creative_earn,USMEX,25-34,1_lths,1,2019,46579263.9
creative_earn,USMEX,25-34,1_lths,2,1264,54501666.2
creative_earn,USMEX,25-34,2_hs,1,6618,138918587.7
creative_earn,USMEX,25-34,2_hs,2,4840,121131814.2
creative_earn,USMEX,25-34,3_somecoll,1,5931,359363484.3
creative_earn,USMEX,25-34,3_somecoll,2,6224,424115961.3
creative_earn,USMEX,25-34,4_ba,1,3153,627076374.3
creative_earn,USMEX,25-34,4_ba,2,4175,975869961.6
creative_earn,USMEX,25-34,5_grad,1,771,74074772.5
creative_earn,USMEX,25-34,5_grad,2,1440,135603693.7
creative_earn,USMEX,35-44,1_lths,1,1853,94747800.2
creative_earn,USMEX,35-44,1_lths,2,1227,15973334.4
creative_earn,USMEX,35-44,2_hs,1,3903,258434629.6
creative_earn,USMEX,35-44,2_hs,2,2961,73282166.6
creative_earn,USMEX,35-44,3_somecoll,1,3764,457138852.9
creative_earn,USMEX,35-44,3_somecoll,2,4041,243678539.0
creative_earn,USMEX,35-44,4_ba,1,1800,526399308.8
creative_earn,USMEX,35-44,4_ba,2,2352,440629262.2
creative_earn,USMEX,35-44,5_grad,1,842,150809905.7
creative_earn,USMEX,35-44,5_grad,2,1375,244491998.0
creative_earn,USMEX,45-54,1_lths,1,1371,21035980.0
creative_earn,USMEX,45-54,1_lths,2,1032,3323116.8
creative_earn,USMEX,45-54,2_hs,1,2508,166944766.9
creative_earn,USMEX,45-54,2_hs,2,2196,23495727.7
creative_earn,USMEX,45-54,3_somecoll,1,2631,411243054.4
creative_earn,USMEX,45-54,3_somecoll,2,2847,143816945.9
creative_earn,USMEX,45-54,4_ba,1,1122,219655024.3
creative_earn,USMEX,45-54,4_ba,2,1365,124771078.9
creative_earn,USMEX,45-54,5_grad,1,631,78961779.1
creative_earn,USMEX,45-54,5_grad,2,982,170155088.1
creative_earn,USMEX,55-64,1_lths,1,1229,25407646.5
creative_earn,USMEX,55-64,1_lths,2,1089,528589912.5
creative_earn,USMEX,55-64,2_hs,1,2135,48895455.2
creative_earn,USMEX,55-64,2_hs,2,2249,9145372.0
creative_earn,USMEX,55-64,3_somecoll,1,1842,231518625.2
creative_earn,USMEX,55-64,3_somecoll,2,2314,85903064.9
creative_earn,USMEX,55-64,4_ba,1,765,82581044.2
creative_earn,USMEX,55-64,4_ba,2,883,51639615.2
creative_earn,USMEX,55-64,5_grad,1,417,21467969.2
creative_earn,USMEX,55-64,5_grad,2,561,14419495.3
creative_earn,USWHITE,25-34,1_lths,1,6229,79161641.5
creative_earn,USWHITE,25-34,1_lths,2,4259,128793114.2
creative_earn,USWHITE,25-34,2_hs,1,31275,1016099901.0
creative_earn,USWHITE,25-34,2_hs,2,19612,618783906.1
creative_earn,USWHITE,25-34,3_somecoll,1,30683,2700589159.2
creative_earn,USWHITE,25-34,3_somecoll,2,28688,1673423459.0
creative_earn,USWHITE,25-34,4_ba,1,33690,8295811555.6
creative_earn,USWHITE,25-34,4_ba,2,37401,12132770001.5
creative_earn,USWHITE,25-34,5_grad,1,11277,1771267215.4
creative_earn,USWHITE,25-34,5_grad,2,19189,2668395876.7
creative_earn,USWHITE,35-44,1_lths,1,7013,118030022.0
creative_earn,USWHITE,35-44,1_lths,2,4374,89668048.4
creative_earn,USWHITE,35-44,2_hs,1,30187,1031445903.7
creative_earn,USWHITE,35-44,2_hs,2,19389,585728694.6
creative_earn,USWHITE,35-44,3_somecoll,1,34292,4140967993.2
creative_earn,USWHITE,35-44,3_somecoll,2,32676,2199253703.4
creative_earn,USWHITE,35-44,4_ba,1,31971,11204170567.3
creative_earn,USWHITE,35-44,4_ba,2,34734,10687068175.7
creative_earn,USWHITE,35-44,5_grad,1,18742,4093626709.6
creative_earn,USWHITE,35-44,5_grad,2,26871,4668793475.0
creative_earn,USWHITE,45-54,1_lths,1,7308,340623504.6
creative_earn,USWHITE,45-54,1_lths,2,4684,29436748.1
creative_earn,USWHITE,45-54,2_hs,1,30817,1650849091.6
creative_earn,USWHITE,45-54,2_hs,2,22752,555874358.6
creative_earn,USWHITE,45-54,3_somecoll,1,33145,4405693424.7
creative_earn,USWHITE,45-54,3_somecoll,2,34412,2080662933.1
creative_earn,USWHITE,45-54,4_ba,1,27748,9080275576.6
creative_earn,USWHITE,45-54,4_ba,2,31202,6927025997.1
creative_earn,USWHITE,45-54,5_grad,1,17865,2957287998.7
creative_earn,USWHITE,45-54,5_grad,2,23870,3956815142.0
creative_earn,USWHITE,55-64,1_lths,1,10558,84285446.4
creative_earn,USWHITE,55-64,1_lths,2,7659,37838916.3
creative_earn,USWHITE,55-64,2_hs,1,46976,1290117593.5
creative_earn,USWHITE,55-64,2_hs,2,43091,705488968.1
creative_earn,USWHITE,55-64,3_somecoll,1,41553,3393885612.0
creative_earn,USWHITE,55-64,3_somecoll,2,50646,1928640571.7
creative_earn,USWHITE,55-64,4_ba,1,31964,7476786448.6
creative_earn,USWHITE,55-64,4_ba,2,35641,4843855321.9
creative_earn,USWHITE,55-64,5_grad,1,19740,2489325038.7
creative_earn,USWHITE,55-64,5_grad,2,22865,2322818263.1
creative_selfemp,FBOTHER,25-34,1_lths,1,2600,348.0
creative_selfemp,FBOTHER,25-34,1_lths,2,2094,99.0
creative_selfemp,FBOTHER,25-34,2_hs,1,4121,1447.0
creative_selfemp,FBOTHER,25-34,2_hs,2,3526,925.0
creative_selfemp,FBOTHER,25-34,3_somecoll,1,3688,2640.0
creative_selfemp,FBOTHER,25-34,3_somecoll,2,3952,1599.0
creative_selfemp,FBOTHER,25-34,4_ba,1,5572,4799.0
creative_selfemp,FBOTHER,25-34,4_ba,2,7109,6246.0
creative_selfemp,FBOTHER,25-34,5_grad,1,5129,1629.0
creative_selfemp,FBOTHER,25-34,5_grad,2,5595,2155.0
creative_selfemp,FBOTHER,35-44,1_lths,1,3630,789.0
creative_selfemp,FBOTHER,35-44,1_lths,2,3389,955.0
creative_selfemp,FBOTHER,35-44,2_hs,1,4651,2234.0
creative_selfemp,FBOTHER,35-44,2_hs,2,4563,634.0
creative_selfemp,FBOTHER,35-44,3_somecoll,1,4588,3102.0
creative_selfemp,FBOTHER,35-44,3_somecoll,2,5301,3728.0
creative_selfemp,FBOTHER,35-44,4_ba,1,6996,5690.0
creative_selfemp,FBOTHER,35-44,4_ba,2,9037,8771.0
creative_selfemp,FBOTHER,35-44,5_grad,1,7930,3263.0
creative_selfemp,FBOTHER,35-44,5_grad,2,8760,5234.0
creative_selfemp,FBOTHER,45-54,1_lths,1,4056,1003.0
creative_selfemp,FBOTHER,45-54,1_lths,2,4201,620.0
creative_selfemp,FBOTHER,45-54,2_hs,1,4916,1951.0
creative_selfemp,FBOTHER,45-54,2_hs,2,5740,1618.0
creative_selfemp,FBOTHER,45-54,3_somecoll,1,4991,5172.0
creative_selfemp,FBOTHER,45-54,3_somecoll,2,6426,3991.0
creative_selfemp,FBOTHER,45-54,4_ba,1,6866,5873.0
creative_selfemp,FBOTHER,45-54,4_ba,2,8872,6497.0
creative_selfemp,FBOTHER,45-54,5_grad,1,7472,3461.0
creative_selfemp,FBOTHER,45-54,5_grad,2,7943,4610.0
creative_selfemp,FBOTHER,55-64,1_lths,1,4332,1047.0
creative_selfemp,FBOTHER,55-64,1_lths,2,4992,293.0
creative_selfemp,FBOTHER,55-64,2_hs,1,5544,1063.0
creative_selfemp,FBOTHER,55-64,2_hs,2,6679,733.0
creative_selfemp,FBOTHER,55-64,3_somecoll,1,5524,3701.0
creative_selfemp,FBOTHER,55-64,3_somecoll,2,6984,2529.0
creative_selfemp,FBOTHER,55-64,4_ba,1,5754,3037.0
creative_selfemp,FBOTHER,55-64,4_ba,2,7254,3825.0
creative_selfemp,FBOTHER,55-64,5_grad,1,6094,1660.0
creative_selfemp,FBOTHER,55-64,5_grad,2,5163,2423.0
creative_selfemp,MEXBORN,25-34,1_lths,1,1979,322.0
creative_selfemp,MEXBORN,25-34,1_lths,2,1016,0.0
creative_selfemp,MEXBORN,25-34,2_hs,1,2374,525.0
creative_selfemp,MEXBORN,25-34,2_hs,2,1816,0.0
creative_selfemp,MEXBORN,25-34,3_somecoll,1,1193,999.0
creative_selfemp,MEXBORN,25-34,3_somecoll,2,1255,0.0
creative_selfemp,MEXBORN,25-34,4_ba,1,776,817.0
creative_selfemp,MEXBORN,25-34,4_ba,2,856,1200.0
creative_selfemp,MEXBORN,25-34,5_grad,1,246,0.0
creative_selfemp,MEXBORN,25-34,5_grad,2,281,63.0
creative_selfemp,MEXBORN,35-44,1_lths,1,4141,1294.0
creative_selfemp,MEXBORN,35-44,1_lths,2,3187,321.0
creative_selfemp,MEXBORN,35-44,2_hs,1,2887,1488.0
creative_selfemp,MEXBORN,35-44,2_hs,2,2513,222.0
creative_selfemp,MEXBORN,35-44,3_somecoll,1,1327,1481.0
creative_selfemp,MEXBORN,35-44,3_somecoll,2,1498,97.0
creative_selfemp,MEXBORN,35-44,4_ba,1,732,299.0
creative_selfemp,MEXBORN,35-44,4_ba,2,883,856.0
creative_selfemp,MEXBORN,35-44,5_grad,1,323,106.0
creative_selfemp,MEXBORN,35-44,5_grad,2,419,216.0
creative_selfemp,MEXBORN,45-54,1_lths,1,5396,474.0
creative_selfemp,MEXBORN,45-54,1_lths,2,5065,174.0
creative_selfemp,MEXBORN,45-54,2_hs,1,2741,724.0
creative_selfemp,MEXBORN,45-54,2_hs,2,2894,361.0
creative_selfemp,MEXBORN,45-54,3_somecoll,1,1259,1080.0
creative_selfemp,MEXBORN,45-54,3_somecoll,2,1548,318.0
creative_selfemp,MEXBORN,45-54,4_ba,1,578,662.0
creative_selfemp,MEXBORN,45-54,4_ba,2,813,1210.0
creative_selfemp,MEXBORN,45-54,5_grad,1,332,104.0
creative_selfemp,MEXBORN,45-54,5_grad,2,364,319.0
creative_selfemp,MEXBORN,55-64,1_lths,1,4858,223.0
creative_selfemp,MEXBORN,55-64,1_lths,2,4405,283.0
creative_selfemp,MEXBORN,55-64,2_hs,1,1995,942.0
creative_selfemp,MEXBORN,55-64,2_hs,2,2027,182.0
creative_selfemp,MEXBORN,55-64,3_somecoll,1,1070,273.0
creative_selfemp,MEXBORN,55-64,3_somecoll,2,1260,353.0
creative_selfemp,MEXBORN,55-64,4_ba,1,519,514.0
creative_selfemp,MEXBORN,55-64,4_ba,2,597,57.0
creative_selfemp,MEXBORN,55-64,5_grad,1,253,810.0
creative_selfemp,MEXBORN,55-64,5_grad,2,272,182.0
creative_selfemp,USMEX,25-34,1_lths,1,2019,228.0
creative_selfemp,USMEX,25-34,1_lths,2,1264,730.0
creative_selfemp,USMEX,25-34,2_hs,1,6618,864.0
creative_selfemp,USMEX,25-34,2_hs,2,4840,678.0
creative_selfemp,USMEX,25-34,3_somecoll,1,5931,2335.0
creative_selfemp,USMEX,25-34,3_somecoll,2,6224,2357.0
creative_selfemp,USMEX,25-34,4_ba,1,3153,1297.0
creative_selfemp,USMEX,25-34,4_ba,2,4175,2256.0
creative_selfemp,USMEX,25-34,5_grad,1,771,86.0
creative_selfemp,USMEX,25-34,5_grad,2,1440,455.0
creative_selfemp,USMEX,35-44,1_lths,1,1853,577.0
creative_selfemp,USMEX,35-44,1_lths,2,1227,275.0
creative_selfemp,USMEX,35-44,2_hs,1,3903,1324.0
creative_selfemp,USMEX,35-44,2_hs,2,2961,177.0
creative_selfemp,USMEX,35-44,3_somecoll,1,3764,3067.0
creative_selfemp,USMEX,35-44,3_somecoll,2,4041,1706.0
creative_selfemp,USMEX,35-44,4_ba,1,1800,1882.0
creative_selfemp,USMEX,35-44,4_ba,2,2352,1093.0
creative_selfemp,USMEX,35-44,5_grad,1,842,331.0
creative_selfemp,USMEX,35-44,5_grad,2,1375,594.0
creative_selfemp,USMEX,45-54,1_lths,1,1371,387.0
creative_selfemp,USMEX,45-54,1_lths,2,1032,255.0
creative_selfemp,USMEX,45-54,2_hs,1,2508,708.0
creative_selfemp,USMEX,45-54,2_hs,2,2196,166.0
creative_selfemp,USMEX,45-54,3_somecoll,1,2631,1538.0
creative_selfemp,USMEX,45-54,3_somecoll,2,2847,732.0
creative_selfemp,USMEX,45-54,4_ba,1,1122,415.0
creative_selfemp,USMEX,45-54,4_ba,2,1365,375.0
creative_selfemp,USMEX,45-54,5_grad,1,631,67.0
creative_selfemp,USMEX,45-54,5_grad,2,982,707.0
creative_selfemp,USMEX,55-64,1_lths,1,1229,189.0
creative_selfemp,USMEX,55-64,1_lths,2,1089,534.0
creative_selfemp,USMEX,55-64,2_hs,1,2135,244.0
creative_selfemp,USMEX,55-64,2_hs,2,2249,0.0
creative_selfemp,USMEX,55-64,3_somecoll,1,1842,632.0
creative_selfemp,USMEX,55-64,3_somecoll,2,2314,171.0
creative_selfemp,USMEX,55-64,4_ba,1,765,376.0
creative_selfemp,USMEX,55-64,4_ba,2,883,419.0
creative_selfemp,USMEX,55-64,5_grad,1,417,0.0
creative_selfemp,USMEX,55-64,5_grad,2,561,43.0
creative_selfemp,USWHITE,25-34,1_lths,1,6229,433.0
creative_selfemp,USWHITE,25-34,1_lths,2,4259,837.0
creative_selfemp,USWHITE,25-34,2_hs,1,31275,6669.0
creative_selfemp,USWHITE,25-34,2_hs,2,19612,8367.0
creative_selfemp,USWHITE,25-34,3_somecoll,1,30683,16237.0
creative_selfemp,USWHITE,25-34,3_somecoll,2,28688,17032.0
creative_selfemp,USWHITE,25-34,4_ba,1,33690,24799.0
creative_selfemp,USWHITE,25-34,4_ba,2,37401,34545.0
creative_selfemp,USWHITE,25-34,5_grad,1,11277,4621.0
creative_selfemp,USWHITE,25-34,5_grad,2,19189,8496.0
creative_selfemp,USWHITE,35-44,1_lths,1,7013,955.0
creative_selfemp,USWHITE,35-44,1_lths,2,4374,380.0
creative_selfemp,USWHITE,35-44,2_hs,1,30187,9009.0
creative_selfemp,USWHITE,35-44,2_hs,2,19389,6122.0
creative_selfemp,USWHITE,35-44,3_somecoll,1,34292,20500.0
creative_selfemp,USWHITE,35-44,3_somecoll,2,32676,18903.0
creative_selfemp,USWHITE,35-44,4_ba,1,31971,32482.0
creative_selfemp,USWHITE,35-44,4_ba,2,34734,47813.0
creative_selfemp,USWHITE,35-44,5_grad,1,18742,9342.0
creative_selfemp,USWHITE,35-44,5_grad,2,26871,15305.0
creative_selfemp,USWHITE,45-54,1_lths,1,7308,1414.0
creative_selfemp,USWHITE,45-54,1_lths,2,4684,235.0
creative_selfemp,USWHITE,45-54,2_hs,1,30817,6920.0
creative_selfemp,USWHITE,45-54,2_hs,2,22752,4207.0
creative_selfemp,USWHITE,45-54,3_somecoll,1,33145,17216.0
creative_selfemp,USWHITE,45-54,3_somecoll,2,34412,12439.0
creative_selfemp,USWHITE,45-54,4_ba,1,27748,26658.0
creative_selfemp,USWHITE,45-54,4_ba,2,31202,30086.0
creative_selfemp,USWHITE,45-54,5_grad,1,17865,8788.0
creative_selfemp,USWHITE,45-54,5_grad,2,23870,15197.0
creative_selfemp,USWHITE,55-64,1_lths,1,10558,205.0
creative_selfemp,USWHITE,55-64,1_lths,2,7659,0.0
creative_selfemp,USWHITE,55-64,2_hs,1,46976,7431.0
creative_selfemp,USWHITE,55-64,2_hs,2,43091,3600.0
creative_selfemp,USWHITE,55-64,3_somecoll,1,41553,17722.0
creative_selfemp,USWHITE,55-64,3_somecoll,2,50646,13786.0
creative_selfemp,USWHITE,55-64,4_ba,1,31964,24492.0
creative_selfemp,USWHITE,55-64,4_ba,2,35641,24950.0
creative_selfemp,USWHITE,55-64,5_grad,1,19740,8054.0
creative_selfemp,USWHITE,55-64,5_grad,2,22865,10662.0
emp,FBOTHER,25-34,1_lths,1,2600,319580.0
emp,FBOTHER,25-34,1_lths,2,2094,161705.0
emp,FBOTHER,25-34,2_hs,1,4121,524003.0
emp,FBOTHER,25-34,2_hs,2,3526,318164.0
emp,FBOTHER,25-34,3_somecoll,1,3688,432079.0
emp,FBOTHER,25-34,3_somecoll,2,3952,374795.0
emp,FBOTHER,25-34,4_ba,1,5572,629631.0
emp,FBOTHER,25-34,4_ba,2,7109,650846.0
emp,FBOTHER,25-34,5_grad,1,5129,591656.0
emp,FBOTHER,25-34,5_grad,2,5595,543036.0
emp,FBOTHER,35-44,1_lths,1,3630,468554.0
emp,FBOTHER,35-44,1_lths,2,3389,283854.0
emp,FBOTHER,35-44,2_hs,1,4651,620458.0
emp,FBOTHER,35-44,2_hs,2,4563,432224.0
emp,FBOTHER,35-44,3_somecoll,1,4588,552503.0
emp,FBOTHER,35-44,3_somecoll,2,5301,504932.0
emp,FBOTHER,35-44,4_ba,1,6996,839801.0
emp,FBOTHER,35-44,4_ba,2,9037,801765.0
emp,FBOTHER,35-44,5_grad,1,7930,888274.0
emp,FBOTHER,35-44,5_grad,2,8760,775495.0
emp,FBOTHER,45-54,1_lths,1,4056,480179.0
emp,FBOTHER,45-54,1_lths,2,4201,347607.0
emp,FBOTHER,45-54,2_hs,1,4916,582470.0
emp,FBOTHER,45-54,2_hs,2,5740,502269.0
emp,FBOTHER,45-54,3_somecoll,1,4991,551516.0
emp,FBOTHER,45-54,3_somecoll,2,6426,563211.0
emp,FBOTHER,45-54,4_ba,1,6866,692747.0
emp,FBOTHER,45-54,4_ba,2,8872,716589.0
emp,FBOTHER,45-54,5_grad,1,7472,732083.0
emp,FBOTHER,45-54,5_grad,2,7943,652973.0
emp,FBOTHER,55-64,1_lths,1,4332,374370.0
emp,FBOTHER,55-64,1_lths,2,4992,293539.0
emp,FBOTHER,55-64,2_hs,1,5544,491357.0
emp,FBOTHER,55-64,2_hs,2,6679,438613.0
emp,FBOTHER,55-64,3_somecoll,1,5524,446581.0
emp,FBOTHER,55-64,3_somecoll,2,6984,456893.0
emp,FBOTHER,55-64,4_ba,1,5754,471989.0
emp,FBOTHER,55-64,4_ba,2,7254,470780.0
emp,FBOTHER,55-64,5_grad,1,6094,470390.0
emp,FBOTHER,55-64,5_grad,2,5163,342994.0
emp,MEXBORN,25-34,1_lths,1,1979,232216.0
emp,MEXBORN,25-34,1_lths,2,1016,72037.0
emp,MEXBORN,25-34,2_hs,1,2374,288428.0
emp,MEXBORN,25-34,2_hs,2,1816,160129.0
emp,MEXBORN,25-34,3_somecoll,1,1193,133540.0
emp,MEXBORN,25-34,3_somecoll,2,1255,125800.0
emp,MEXBORN,25-34,4_ba,1,776,86196.0
emp,MEXBORN,25-34,4_ba,2,856,80225.0
emp,MEXBORN,25-34,5_grad,1,246,28666.0
emp,MEXBORN,25-34,5_grad,2,281,26822.0
emp,MEXBORN,35-44,1_lths,1,4141,537628.0
emp,MEXBORN,35-44,1_lths,2,3187,227738.0
emp,MEXBORN,35-44,2_hs,1,2887,388606.0
emp,MEXBORN,35-44,2_hs,2,2513,210125.0
emp,MEXBORN,35-44,3_somecoll,1,1327,163370.0
emp,MEXBORN,35-44,3_somecoll,2,1498,136967.0
emp,MEXBORN,35-44,4_ba,1,732,91885.0
emp,MEXBORN,35-44,4_ba,2,883,80018.0
emp,MEXBORN,35-44,5_grad,1,323,37846.0
emp,MEXBORN,35-44,5_grad,2,419,40387.0
emp,MEXBORN,45-54,1_lths,1,5396,651695.0
emp,MEXBORN,45-54,1_lths,2,5065,355642.0
emp,MEXBORN,45-54,2_hs,1,2741,346977.0
emp,MEXBORN,45-54,2_hs,2,2894,226071.0
emp,MEXBORN,45-54,3_somecoll,1,1259,142496.0
emp,MEXBORN,45-54,3_somecoll,2,1548,131922.0
emp,MEXBORN,45-54,4_ba,1,578,63916.0
emp,MEXBORN,45-54,4_ba,2,813,66807.0
emp,MEXBORN,45-54,5_grad,1,332,37791.0
emp,MEXBORN,45-54,5_grad,2,364,30677.0
emp,MEXBORN,55-64,1_lths,1,4858,461139.0
emp,MEXBORN,55-64,1_lths,2,4405,235672.0
emp,MEXBORN,55-64,2_hs,1,1995,198423.0
emp,MEXBORN,55-64,2_hs,2,2027,131613.0
emp,MEXBORN,55-64,3_somecoll,1,1070,99477.0
emp,MEXBORN,55-64,3_somecoll,2,1260,86264.0
emp,MEXBORN,55-64,4_ba,1,519,44719.0
emp,MEXBORN,55-64,4_ba,2,597,39203.0
emp,MEXBORN,55-64,5_grad,1,253,21650.0
emp,MEXBORN,55-64,5_grad,2,272,19984.0
emp,USMEX,25-34,1_lths,1,2019,147750.0
emp,USMEX,25-34,1_lths,2,1264,80997.0
emp,USMEX,25-34,2_hs,1,6618,679812.0
emp,USMEX,25-34,2_hs,2,4840,442008.0
emp,USMEX,25-34,3_somecoll,1,5931,641444.0
emp,USMEX,25-34,3_somecoll,2,6224,608638.0
emp,USMEX,25-34,4_ba,1,3153,332715.0
emp,USMEX,25-34,4_ba,2,4175,430757.0
emp,USMEX,25-34,5_grad,1,771,79207.0
emp,USMEX,25-34,5_grad,2,1440,144998.0
emp,USMEX,35-44,1_lths,1,1853,148140.0
emp,USMEX,35-44,1_lths,2,1227,90849.0
emp,USMEX,35-44,2_hs,1,3903,407250.0
emp,USMEX,35-44,2_hs,2,2961,270080.0
emp,USMEX,35-44,3_somecoll,1,3764,393978.0
emp,USMEX,35-44,3_somecoll,2,4041,377365.0
emp,USMEX,35-44,4_ba,1,1800,206993.0
emp,USMEX,35-44,4_ba,2,2352,230001.0
emp,USMEX,35-44,5_grad,1,842,97525.0
emp,USMEX,35-44,5_grad,2,1375,133435.0
emp,USMEX,45-54,1_lths,1,1371,114348.0
emp,USMEX,45-54,1_lths,2,1032,62415.0
emp,USMEX,45-54,2_hs,1,2508,235217.0
emp,USMEX,45-54,2_hs,2,2196,177254.0
emp,USMEX,45-54,3_somecoll,1,2631,266180.0
emp,USMEX,45-54,3_somecoll,2,2847,250262.0
emp,USMEX,45-54,4_ba,1,1122,118748.0
emp,USMEX,45-54,4_ba,2,1365,129734.0
emp,USMEX,45-54,5_grad,1,631,63512.0
emp,USMEX,45-54,5_grad,2,982,91130.0
emp,USMEX,55-64,1_lths,1,1229,70882.0
emp,USMEX,55-64,1_lths,2,1089,52713.0
emp,USMEX,55-64,2_hs,1,2135,150927.0
emp,USMEX,55-64,2_hs,2,2249,124827.0
emp,USMEX,55-64,3_somecoll,1,1842,128487.0
emp,USMEX,55-64,3_somecoll,2,2314,137907.0
emp,USMEX,55-64,4_ba,1,765,60263.0
emp,USMEX,55-64,4_ba,2,883,60712.0
emp,USMEX,55-64,5_grad,1,417,32179.0
emp,USMEX,55-64,5_grad,2,561,37133.0
emp,USWHITE,25-34,1_lths,1,6229,350156.0
