measure,channel,eta,unweighted_bn,person_p1,person_p2,person_p3,person_p5,person_p10,quintile_bins,decile_bins,quintile_bins_floored_p5,decile_bins_floored_p5,equal_split_p1,equal_split_p2,equal_split_p3,equal_split_p5,equal_split_p10,median_normalized_p5
spm,fiscal_a_cps_tax_fields,1.3,-227.92425781758078,,-229.29306512441627,-188.83937298112397,-178.32588993929755,-172.22361778812714,-182.8454235938748,-187.97100733679568,-178.78989409469267,-178.67983417609292,,-63.74695180142928,-72.8491825766175,-79.68801903656836,-87.34213789722523,-125.48559622337051
spm,fiscal_a_cps_tax_fields,1.4,-227.92425781758078,,-253.49346370916842,-195.86306493462467,-182.03172964676008,-174.40448199653272,-186.1514092507225,-193.74258801822396,-181.1532528575915,-181.8258889983041,,-58.21594275056107,-66.94445301175723,-73.99329712055868,-81.96056321178197,-124.67705465510954
spm,fiscal_a_cps_tax_fields,2.0,-227.92425781758078,,-745.3538313262446,-298.10009335002167,-232.08659413115637,-205.36506909220012,-233.3019024264168,-275.3360107640028,-217.2589745466073,-226.65450104787868,,-41.71254060233971,-43.18718648769883,-49.413391824303716,-58.04586576977566,-135.16033293943764
spm,wages_pretax,0.0,8.086736521328618,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328621,8.086736521328552,8.086736521328621,8.086736521328552,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664,8.086736521328664
spm,wages_pretax,1.0,8.086736521328618,,-69.04403515223608,-68.81112641759482,-67.7698116029453,-65.72524463898112,-69.81086110482013,-72.6896185539941,-66.32148183081516,-68.38144068173244,,-31.16515359425501,-36.636140640067424,-39.22103604663479,-41.165054102127264,-51.717303987774784
spm,wages_pretax,1.3,8.086736521328618,,-97.73643550082846,-97.12699855508524,-94.70363160726727,-90.59200794340754,-101.18237321496757,-105.37882514538018,-94.38417340471725,-95.92342136020578,,-27.17221229405324,-37.46899991860031,-42.31996150935232,-45.94317406520711,-66.641706825642
spm,wages_pretax,1.4,8.086736521328618,,-108.97453832013635,-108.14674473925363,-104.97636250877329,-99.85380629208154,-113.48467518552452,-118.57209560904037,-105.10636950429665,-106.4447572126035,,-25.026505185918243,-36.96370560722096,-42.671391393249834,-46.925825006618155,-71.90034238206158
spm,wages_pretax,2.0,8.086736521328618,,-209.02288746121252,-204.33638437821412,-189.70496714155203,-172.10436356282236,-219.8002867448778,-243.13601892050346,-192.90786017262,-193.5940156367084,,-11.69763314227578,-29.603189449532596,-40.38994974041789,-48.64481983192184,-110.47853330394122
spm,fiscal_A_only_a,0.0,-237.4800916020955,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.4800916020955,-237.48009160209588,-237.4800916020955,-237.48009160209588,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568,-237.48009160209568
spm,fiscal_A_only_a,1.0,-237.4800916020955,,-187.68370434433587,-180.02125510267015,-176.76179575932676,-173.55996513641114,-192.63137716425945,-189.40251377377973,-189.35116052701173,-183.9781572606762,,-84.71682543079959,-95.84618598041847,-102.29895286949787,-108.70412722003438,-134.8925621672049
spm,fiscal_A_only_a,1.3,-237.4800916020955,,-216.94615613568376,-194.0735640991684,-186.39181115981302,-179.91868069002356,-202.08826883054843,-203.63585609463763,-195.69757112478624,-191.73071136132396,,-60.3143237288171,-74.86839360438044,-83.29241593029306,-91.2446412457038,-131.16147948289978
spm,fiscal_A_only_a,1.4,-237.4800916020955,,-234.78281817532215,-202.24142704001977,-192.14909606298022,-184.0700535394284,-208.00025335263635,-212.11809436281698,-200.12416550737112,-196.84876032698966,,-53.91895673251472,-69.12452694452817,-78.10586200562382,-86.5028529416712,-131.60663472386267
spm,fiscal_A_only_a,2.0,-237.4800916020955,,-559.2898838770168,-308.6353263169092,-260.84967646863146,-232.79095787596378,-282.09424628880083,-323.8713230911299,-256.81382300106924,-261.49379455060716,,-31.2997679882946,-44.71347608297946,-55.537319244313046,-65.79771697794982,-151.91109702234982
spm,TOTAL_a_pretax_wages,0.0,-262.6246719251761,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925176,-262.6246719251776,-262.624671925176,-262.6246719251776,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177
spm,TOTAL_a_pretax_wages,1.0,-262.6246719251761,,-429.4838186265815,-382.7169228032659,-361.5860402137627,-342.4656452978645,-374.5904950326975,-395.1414802234486,-359.59804498950894,-365.28339121035486,,-193.8607606613949,-203.76459068644277,-209.263959597131,-214.49318133759115,-275.9378359944888
spm,TOTAL_a_pretax_wages,1.3,-262.6246719251761,,-635.8514992453863,-496.46705327592093,-446.6660424432564,-407.9490248614441,-461.95780260089464,-512.1762936564584,-432.7486903103264,-446.6450421057254,,-176.77636632084068,-191.52371900211747,-199.6004736346646,-206.88881375329683,-314.3130516146866
spm,TOTAL_a_pretax_wages,1.4,-262.6246719251761,,-747.3252432350081,-549.1199683010657,-483.691118319047,-435.34329965522556,-499.9624295275231,-566.0258247723599,-463.9642420251939,-481.97656773863594,,-171.62668788230698,-187.68488039344362,-196.6135283217288,-204.58752906893307,-331.28940823602306
spm,TOTAL_a_pretax_wages,2.0,-262.6246719251761,,-2681.858087865936,-1159.5931836091156,-849.811916507532,-681.3677395505747,-871.7439770800071,-1171.189491716369,-756.1981076675553,-827.8356219844342,,-150.0859184969511,-167.99581143233354,-180.9328512254295,-192.58669706897237,-494.9051969203772
spm,fiscal_published_a,0.0,-182.7528296929848,-182.7528296929849,-182.7528296929849,-182.7528296929849,-182.7528296929849,-182.7528296929849,-182.7528296929848,-182.75282969298493,-182.7528296929848,-182.75282969298493,-182.7528296929849,-182.7528296929849,-182.7528296929849,-182.7528296929849,-182.7528296929849,-182.7528296929849
spm,fiscal_published_a,1.0,-182.7528296929848,,-144.43201459454997,-138.53537596751266,-136.0270586839598,-133.56308958832756,-148.23949673815255,-145.75472457337256,-145.71520567687296,-141.58041044309917,,-65.19384200013768,-73.75844259210737,-78.72417003634443,-83.65327263749546,-103.80658553011955
spm,fiscal_published_a,1.3,-182.7528296929848,,-166.95093747581512,-149.34933184695186,-143.43783805730902,-138.4564398173756,-155.5170487234789,-156.70799466678326,-150.59908662585016,-147.54638927392767,,-46.41489422586528,-57.614980243034225,-64.09768751786932,-70.21732335320718,-100.93533045448257
spm,fiscal_published_a,1.4,-182.7528296929848,,-180.67714264118567,-155.63491163983025,-147.86835726548512,-141.65112923416487,-160.0666170398117,-163.23550202616732,-154.00557280270374,-151.4849843985659,,-41.49333887520585,-53.19478704542499,-60.106374394760365,-66.56827966065617,-101.27789971740393
spm,fiscal_published_a,2.0,-182.7528296929848,,-430.4015894875281,-237.5103481185249,-200.7368962069296,-179.14430633644494,-217.08565716644335,-249.2352110529184,-197.63110474269567,-201.2325773452649,,-24.08673977681869,-34.409260264501214,-42.73874991789547,-50.63464008261471,-116.90320083384627
spm,uncomp_inside_published_a,0.0,-4.699599999999967,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.699599999999967,-4.699600000000001,-4.699599999999967,-4.699600000000001,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996
spm,uncomp_inside_published_a,1.0,-4.699599999999967,,-3.7141569677955157,-3.5625213245161262,-3.4980184222869872,-3.434655960642554,-3.8120686833740494,-3.748171258172949,-3.7471550057499106,-3.640826235282802,,-1.6764992387727056,-1.8967431442139455,-2.0244398410921347,-2.1511947078883695,-2.6694493878804018
spm,uncomp_inside_published_a,1.3,-4.699599999999967,,-4.2932447452629425,-3.8406087671915112,-3.6885911143842893,-3.5604914334780102,-3.9992153522803364,-4.029841250465107,-3.872746970297723,-3.7942450040124767,,-1.193587192440882,-1.4816042061019712,-1.648310960574646,-1.8056811124900438,-2.595613319918377
spm,uncomp_inside_published_a,1.4,-4.699599999999967,,-4.646222446913554,-4.002246268751605,-3.8025246064441593,-3.6426448119420547,-4.116210264454101,-4.19770006631872,-3.9603468310694314,-3.8955283695223035,,-1.0670264077744276,-1.3679362536747388,-1.5456719197188926,-1.7118437378987876,-2.6044226965541855
spm,uncomp_inside_published_a,2.0,-4.699599999999967,,-11.068038253381038,-6.1077228401496315,-5.162071191996973,-4.60680463045697,-5.582489508552753,-6.409234810930304,-5.0822038783699535,-5.1748179334927675,,-0.6194051410602169,-0.8848550241914928,-1.0990529090661272,-1.3021005197677138,-3.006236803893565
spm,fiscal_A_only_b,0.0,-237.48009160209605,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.48009160209605,-237.4800916020959,-237.48009160209605,-237.4800916020959,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957,-237.4800916020957
spm,fiscal_A_only_b,1.0,-237.48009160209605,,-526.1191395364689,-446.04241384044786,-410.3405388931611,-379.1671712300457,-411.65053090623866,-451.7334247775673,-390.0138827050391,-404.8200212991963,,-237.48009160209565,-237.4800916020957,-237.48009160209568,-237.48009160209565,-313.1439484114286
spm,fiscal_A_only_b,1.3,-237.48009160209605,,-854.1983039297382,-615.5949868960341,-531.4330709912111,-468.26974371173577,-533.4810037219606,-623.7619914392512,-491.3273006861128,-520.798468117515,,-237.48009160209568,-237.4800916020957,-237.48009160209568,-237.48009160209565,-373.96250083961087
spm,fiscal_A_only_b,1.4,-237.48009160209605,,-1034.074999697667,-694.8085541004099,-584.227403200682,-505.33562407729755,-586.15312106763,-703.0356504098612,-534.2016310426507,-570.9764049051923,,-237.48009160209568,-237.48009160209565,-237.48009160209565,-237.48009160209565,-400.14865551853313
spm,fiscal_A_only_b,2.0,-237.48009160209605,,-4243.488734642095,-1639.20929406968,-1115.4050268368126,-840.1996382192109,-1101.463735521692,-1605.3501857778922,-934.7114488455883,-1065.8682845908982,,-237.48009160209565,-237.48009160209568,-237.48009160209568,-237.48009160209565,-649.5787288101163
spm,TOTAL_b_pretax_wages,0.0,-262.6246719251766,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.6246719251766,-262.6246719251775,-262.6246719251766,-262.6246719251775,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177,-262.624671925177
spm,TOTAL_b_pretax_wages,1.0,-262.6246719251766,,-767.9192538187144,-648.7380815410436,-595.164783347597,-548.0728513914991,-593.6096487746756,-657.4723912272352,-560.2607671675355,-586.1252552488742,,-346.6240268326909,-345.39849630812,-344.44509832972875,-343.26914571965244,-454.18922223871243
spm,TOTAL_b_pretax_wages,1.3,-262.6246719251766,,-1273.1036470394406,-917.9884760727866,-791.7073022746545,-696.3000878831563,-793.3505374923051,-932.3024290010704,-728.3784198716515,-775.7127988619152,,-353.9421341941192,-354.1354169998327,-353.78814930646723,-353.1242641096887,-557.1140729713976
spm,TOTAL_b_pretax_wages,1.4,-262.6246719251766,,-1546.6174247573529,-1041.6870953614557,-875.7694254567488,-756.6088701930947,-878.1152972425147,-1056.9433808194028,-798.0417075604717,-856.1042123168376,,-355.18782275188795,-356.0404450510111,-355.9877579182006,-355.5647677293575,-599.8314290306935
spm,TOTAL_b_pretax_wages,2.0,-262.6246719251766,,-6366.0569386310135,-2490.1671513618867,-1704.367266875713,-1288.7764198938219,-1691.113466312892,-2452.668354403128,-1434.0957335120693,-1632.2101120247232,,-356.26624211075216,-360.7624269514498,-362.87562358321213,-364.26907169311824,-992.5728287081437
spm,fiscal_published_b,0.0,-182.7528296929846,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.7528296929846,-182.75282969298468,-182.7528296929846,-182.75282969298468,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488,-182.75282969298488
spm,fiscal_published_b,1.0,-182.7528296929846,,-404.8750396602911,-343.2519869034441,-315.77760524919614,-291.7881368560323,-316.78570974187005,-347.6315049740149,-300.1352248226285,-311.5292903489412,,-182.75282969298488,-182.7528296929849,-182.75282969298488,-182.75282969298485,-240.97995872980215
spm,fiscal_published_b,1.3,-182.7528296929846,,-657.3483954337939,-473.7311874907218,-408.96437617518455,-360.3570309645835,-410.5403630254496,-480.01610670360924,-378.10097638100353,-400.7805164052227,,-182.75282969298488,-182.7528296929849,-182.75282969298488,-182.75282969298485,-287.78288220477094
spm,fiscal_published_b,1.4,-182.7528296929846,,-795.7725257499161,-534.6899965387277,-449.5922601293407,-388.8810831332087,-451.0741965181978,-541.0211593766973,-411.09492185655733,-439.3949529848945,,-182.75282969298488,-182.75282969298485,-182.75282969298488,-182.75282969298485,-307.93444031672266
spm,fiscal_published_b,2.0,-182.7528296929846,,-3265.5772060486397,-1261.453686198724,-858.3600567653158,-646.5757207507661,-847.6315345543529,-1235.397405819762,-719.3072946475648,-820.2390515132984,,-182.75282969298488,-182.7528296929849,-182.75282969298488,-182.75282969298488,-499.8833796869447
spm,uncomp_inside_published_b,0.0,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.699600000000001,-4.6996,-4.699600000000001,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996,-4.6996
spm,uncomp_inside_published_b,1.0,-4.6996,,-10.411607522488296,-8.82693329762077,-8.120412888392545,-7.503509140035206,-8.146336907636089,-8.939555264454514,-7.71815957622117,-8.011164890762211,,-4.699599999999999,-4.6996,-4.6996,-4.6996,-6.196945984087548
spm,uncomp_inside_published_b,1.3,-4.6996,,-16.90411319140982,-12.182285179778294,-10.516767294392674,-9.266799893420005,-10.557294753332442,-12.343905694122771,-9.723096225570384,-10.30631437041047,,-4.6996,-4.6996,-4.6996,-4.699599999999999,-7.400511584316427
spm,uncomp_inside_published_b,1.4,-4.6996,,-20.463773766441772,-13.749877974282672,-11.561538003287918,-10.0003132173826,-11.599646897496434,-13.912687671529548,-10.571555570453867,-11.299308057319118,,-4.699599999999999,-4.6996,-4.699599999999999,-4.6996,-7.918721139057801
spm,uncomp_inside_published_b,2.0,-4.6996,,-83.9763010144805,-32.439047612115225,-22.073250135448518,-16.627087319769917,-21.797359671441274,-31.768994538383474,-18.497423911874254,-21.092945334787736,,-4.6996,-4.699599999999999,-4.6996,-4.699599999999999,-12.854804684137504
spm,crime_equal_footing,0.0,-28.9228851746267,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.9228851746267,-28.9228851746268,-28.9228851746267,-28.9228851746268,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796,-28.922885174626796
spm,crime_equal_footing,1.0,-28.9228851746267,,-90.45428841212096,-71.21211115259955,-62.64667420064313,-55.39164548961643,-61.70590901481595,-71.82362109331787,-57.4638178161024,-61.29177001601722,,-40.82933138839718,-37.91446318768084,-36.2560763990441,-34.69291131452929,-47.80767449140941
spm,crime_equal_footing,1.3,-28.9228851746267,,-164.00854574742982,-106.66868484709345,-86.47619404923645,-71.76673819481402,-84.18656297375479,-106.80173720538369,-75.92188856676226,-83.68688273700874,,-45.59686467233942,-41.14992744871235,-38.64338823684706,-36.396055455976104,-60.85216663205885
spm,crime_equal_footing,1.4,-28.9228851746267,,-205.05248565885935,-123.51981502317133,-96.98838656880808,-78.6122083902165,-93.9364576609187,-123.11339957337182,-83.75082463006868,-93.46668447888743,,-47.09124878924698,-42.218099954678344,-39.424393310746915,-36.94343632242323,-66.42922306246076
spm,crime_equal_footing,2.0,-28.9228851746267,,-957.1412302854609,-331.19143302642715,-205.50744398482556,-141.32329961148412,-190.22616563136944,-313.11424076123205,-157.53263560323683,-192.0029458874768,,-53.56488522963051,-47.98128715929665,-43.75444385510116,-39.94463769155939,-119.68142604059616
spm,TOTAL_a_published_band,0.0,-218.73762897520908,-218.7376289752079,-218.7376289752079,-218.7376289752079,-218.7376289752079,-218.7376289752079,-218.73762897520908,-218.73762897520797,-218.73762897520908,-218.73762897520797,-218.7376289752079,-218.7376289752079,-218.7376289752079,-218.7376289752079,-218.7376289752079,-218.7376289752079
spm,TOTAL_a_published_band,1.0,-218.73762897520908,,-357.26737026296036,-314.4062824729895,-295.34671852133505,-278.51655367497096,-304.491223172123,-323.34459426882694,-291.9979212304665,-297.4821007814192,,-161.26364057243455,-167.3949168176373,-170.9286778196849,-174.44056790270693,-225.38849765513888
spm,TOTAL_a_published_band,1.3,-218.73762897520908,,-537.841102657896,-410.070295655383,-365.13975234694533,-331.04944889530236,-375.0579119179246,-420.629061146189,-350.71777683375893,-363.86717106979177,,-149.5279886871274,-158.19415922564298,-163.16903589229804,-167.88967150710528,-256.94406764888384
spm,TOTAL_a_published_band,1.4,-218.73762897520908,,-636.509360070591,-454.8062333902722,-395.7713496943296,-353.19664565995447,-405.9501507478104,-465.72687785442986,-375.9526370310121,-392.9250531394289,,-146.17730936281168,-155.44918859924874,-160.87539862728696,-165.98309671524132,-271.07145711640305
spm,TOTAL_a_published_band,2.0,-218.73762897520908,,-2378.253048250034,-982.1907466241944,-702.5452932351662,-554.1211887089792,-710.5088435081349,-977.9230929309211,-614.2237513102256,-680.5166776735929,,-133.0951457796239,-142.29467178041108,-149.5784191194234,-156.62081327740054,-409.14149347651846
spm,TOTAL_b_published_band,0.0,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520825,-218.73762897520788,-218.73762897520825,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788,-218.73762897520788
spm,TOTAL_b_published_band,1.0,-218.73762897520788,,-624.4078458833943,-524.3873053820256,-479.7196595526769,-440.81045412206834,-477.37170440010283,-530.4127586757533,-450.3889449466935,-471.80131934274254,,-281.84572902650905,-279.1921607743009,-277.63249763523316,-276.088530250308,-366.0893674510286
spm,TOTAL_b_published_band,1.3,-218.73762897520788,,-1040.8494290620217,-742.7938277117397,-637.4944666448292,-558.6563485024523,-636.6393056209486,-752.2512376266764,-584.0700158441858,-623.6133675674876,,-289.3719369618061,-286.5500044694917,-284.8754671068389,-283.31909673439293,-448.59651766357024
spm,TOTAL_b_published_band,1.4,-218.73762897520788,,-1267.4222944988496,-843.6089499947007,-705.2542659550288,-606.7842679644388,-704.4411668592401,-853.227522810175,-639.653194824251,-688.2388014135573,,-291.0693737728163,-288.33889499313386,-286.67578200579254,-285.1554030096712,-483.0422961582253
spm,TOTAL_b_published_band,2.0,-218.73762897520788,,-5286.336927572244,-2032.465409476359,-1377.079632737004,-1033.5728858126133,-1357.269591058938,-1989.4450474252296,-1149.3151612486029,-1315.4412792429282,,-295.8414305547298,-294.45298618470326,-293.1930459854467,-292.136502368003,-801.9702402098609
spm,crime_tangible,0.0,-5.032871936321485,-5.032871936321485,-5.032871936321485,-5.032871936321485,-5.032871936321485,-5.032871936321485,-5.032871936321485,-5.032871936321487,-5.032871936321485,-5.032871936321487,-5.032871936321485,-5.032871936321485,-5.032871936321485,-5.032871936321485,-5.032871936321485,-5.032871936321485
spm,crime_tangible,1.0,-5.032871936321485,,-15.680036354122379,-12.352337858485088,-10.871195573849686,-9.616530744902844,-10.709725101545603,-12.458649115824631,-9.975320795311317,-10.636928311173255,,-7.077667755979933,-6.57658158755813,-6.2915853443724865,-6.023028298534645,-8.296155956539524
spm,crime_tangible,1.3,-5.032871936321485,,-28.404678860686776,-18.48843472481528,-14.996729406227784,-12.452924689069542,-14.603503630093153,-18.51287303466309,-13.17269693834634,-14.514638443947618,,-7.896931785899283,-7.132343936338813,-6.701548826233502,-6.315423397704602,-10.553002323900584
spm,crime_tangible,1.4,-5.032871936321485,,-35.50448478759252,-21.40437450525762,-16.816532335120723,-13.638620233881673,-16.29221005654771,-21.335972470506167,-14.528840904595738,-16.20790549720857,,-8.153768635841537,-7.315846628824834,-6.835680109312289,-6.409405211402598,-11.517968461453778
spm,crime_tangible,2.0,-5.032871936321485,,-165.58376239607244,-57.33277532914133,-35.599325527630334,-24.499615538094794,-32.9686399638764,-54.214744465345944,-27.308632171978424,-33.265818779783,,-9.266631661025372,-8.306073413702892,-7.579427099454288,-6.924748211668353,-20.731988888659398
spm,crime_intangible,0.0,-27.30522806367839,-27.305228063678506,-27.305228063678506,-27.305228063678506,-27.305228063678506,-27.305228063678506,-27.305228063678392,-27.305228063678484,-27.305228063678392,-27.305228063678484,-27.305228063678506,-27.305228063678506,-27.305228063678506,-27.305228063678506,-27.305228063678506,-27.305228063678506
spm,crime_intangible,1.0,-27.30522806367839,,-85.45509613487738,-67.26850071830097,-59.17279909460262,-52.315761285879255,-58.282418810244124,-67.84590650698023,-54.27382570923966,-57.89217506105062,,-38.572791850637216,-35.814822126382104,-34.24560923773948,-32.76642263648453,-45.156649637935374
spm,crime_intangible,1.3,-27.30522806367839,,-154.96999905311145,-100.775690435143,-81.690575262702,-67.78803130150656,-79.52381028290111,-100.90001530855425,-71.71404965824378,-79.05399298054769,,-43.084011524491096,-38.876567719424976,-36.50485142038742,-34.37827897101448,-57.48458928851967
spm,crime_intangible,1.4,-27.30522806367839,,-193.760602234291,-116.70066259888935,-91.62424474379469,-74.25611920151293,-88.73626629163724,-116.31465963988502,-79.11128267289499,-88.29532684277534,,-44.49801569608575,-39.88736736249855,-37.24394630502295,-34.896312766768304,-62.75521850955804
spm,crime_intangible,2.0,-27.30522806367839,,-904.5767223624696,-312.96574833777015,-194.1744413079059,-133.51114194938347,-179.71943488283281,-295.87203173371654,-148.8254600060083,-181.40883856908948,,-50.623196223915755,-45.340845035748515,-41.34154230894789,-37.73655304974997,-113.08142218966127
spm,crime_all_violent_key,0.0,-32.33810000000007,-32.3381,-32.3381,-32.3381,-32.3381,-32.3381,-32.33810000000007,-32.33810000000002,-32.33810000000007,-32.33810000000002,-32.3381,-32.3381,-32.3381,-32.3381,-32.3381,-32.3381
spm,crime_all_violent_key,1.0,-32.33810000000007,,-91.64218239213821,-73.39693989361554,-65.29824345469594,-58.41963277859069,-64.60003829937942,-74.06519324736706,-60.453091450053485,-64.02095058315113,,-41.365523953899775,-39.07770083829799,-37.79064305687488,-36.589401183161165,-49.83117153106365
spm,crime_all_violent_key,1.3,-32.33810000000007,,-162.07259181479648,-107.7005495738587,-88.60781945870644,-74.66286980843638,-86.87058534979057,-108.05304054052839,-78.79127637520368,-86.00836807750869,,-45.058640099492436,-41.547993279411784,-39.595942048671574,-37.864810612871636,-62.35216355075238
spm,crime_all_violent_key,1.4,-32.33810000000007,,-201.26890502398595,-123.95486555609106,-98.86819778942576,-81.44764829759866,-96.52438225756808,-123.86776769423125,-86.56719915446007,-95.59364964790994,,-46.22233205108355,-42.366796800449166,-40.18850971203388,-38.27593792503013,-67.71674214910045
spm,crime_all_violent_key,2.0,-32.33810000000007,,-916.7298789811863,-323.10767890003603,-204.2608247600078,-143.4258774856308,-191.6763143966608,-307.2658876091855,-159.7160558843914,-191.76185834017343,,-51.30332828683518,-46.81015503030655,-43.489027041854214,-40.53892548155558,-118.95543206362457
spm,crime_dollar_brackets,0.0,-32.33809999999987,-32.3381,-32.3381,-32.3381,-32.3381,-32.3381,-32.33809999999986,-32.33809999999996,-32.33809999999986,-32.33809999999996,-32.3381,-32.3381,-32.3381,-32.3381,-32.3381,-32.3381
spm,crime_dollar_brackets,1.0,-32.33809999999987,,-102.32985911431616,-79.42245852954724,-69.28550865908656,-60.89308703705667,-67.70323129088861,-79.58425569405561,-63.05299445836857,-67.61760416160347,,-46.18973629719635,-42.28578301436444,-40.09822911340895,-38.13857576483325,-52.87398073737381
spm,crime_dollar_brackets,1.3,-32.33809999999987,,-187.95406855027056,-119.69240923891978,-95.79117927163472,-78.77013479908726,-92.19415451376625,-118.62902738962356,-83.13430842940168,-92.36513449784492,,-52.25408340306923,-46.174132205749636,-42.805951059219645,-39.94778453828993,-67.40699989178589
spm,crime_dollar_brackets,1.4,-32.33809999999987,,-235.99399019237433,-138.93156262594562,-107.52539410274568,-86.25910004149034,-102.83049780179492,-136.88791448262765,-91.66487130678807,-103.20229682494676,,-54.19710797071267,-47.48571390510517,-43.707536314074886,-40.53705696441074,-73.64622345442194
spm,crime_dollar_brackets,2.0,-32.33809999999987,,-1123.3923622365576,-378.22796125354296,-229.40319018943595,-155.0765342944651,-208.04868569558172,-350.48878588459513,-172.20960294129605,-212.87796592893088,,-62.86886516538224,-54.79569400315218,-48.842070198030974,-43.83195123440015,-133.597598256154
spm,crime_race_mix,0.0,-32.33810000000007,-32.338100000000004,-32.338100000000004,-32.338100000000004,-32.338100000000004,-32.338100000000004,-32.33810000000006,-32.33810000000006,-32.33810000000006,-32.33810000000006,-32.338100000000004,-32.338100000000004,-32.338100000000004,-32.338100000000004,-32.338100000000004,-32.338100000000004
spm,crime_race_mix,1.0,-32.33810000000007,,-104.74848356677542,-82.4170120361621,-72.43821057900806,-63.89218647342823,-71.46676130160415,-83.33551335535846,-66.41423438024425,-70.87710583559085,,-47.281456999520806,-43.88013103821102,-41.92282081170078,-40.01697258532486,-55.2799080923251
spm,crime_race_mix,1.3,-32.33810000000007,,-190.69469711107934,-124.1504142044015,-100.62615019410468,-83.30153815033893,-98.170243821,-124.74451719651671,-88.32663415266772,-97.4013393815732,,-53.01601973409913,-47.893911362664696,-44.96654173420348,-42.24585759851254,-70.80930568785023
spm,crime_race_mix,1.4,-32.33810000000007,,-238.58381945341313,-143.96371277995496,-113.05462256371561,-91.4123583103598,-109.74947703846588,-144.04993192017056,-97.61791675634156,-108.98004196838461,,-54.79187420171632,-49.20566319541995,-45.955088678456214,-42.95880636704771,-77.43329903935805
spm,crime_race_mix,2.0,-32.33810000000007,,-1114.116341963476,-387.70344864848147,-241.28167950259348,-165.71009423676745,-224.13268493150346,-368.8865042359134,-185.19317776779081,-225.62072353796717,,-62.34974745778213,-56.16845318812349,-51.371110916255994,-46.8374973859155,-140.51527730777826
spm,wages_account_split,0.0,-0.1556695560460497,-0.1556695560460658,-0.1556695560460658,-0.1556695560460658,-0.1556695560460658,-0.1556695560460658,-0.1556695560460472,-0.1556695560461006,-0.1556695560460472,-0.1556695560461006,-0.1556695560460658,-0.1556695560460658,-0.1556695560460658,-0.1556695560460658,-0.1556695560460658,-0.1556695560460658
spm,wages_account_split,1.0,-0.1556695560460497,,-39.32542225217123,-38.6815866477226,-37.87733353240392,-36.52204986980714,-40.54168451088781,-41.49225214036579,-38.2951839991778,-38.612660294228505,,-17.750741565807196,-20.594693364074324,-21.92109183553136,-22.87450076556318,-28.905400888801257
spm,wages_account_split,1.3,-0.1556695560460497,,-56.97658877735185,-55.108979308801985,-53.226526688512344,-50.501438606850456,-58.57233938287177,-60.57706622133167,-54.19558404813124,-54.25706169760246,,-15.840356343219133,-21.259571200118565,-23.785197278131655,-25.6114908713285,-37.45481062049214
spm,wages_account_split,1.4,-0.1556695560460497,,-64.32905452898883,-61.696743735806415,-59.22924022562473,-55.83429943827233,-65.80505218397543,-68.49691090452865,-60.41100742066762,-60.39098171655981,,-14.773463981516798,-21.08746109624456,-24.075839848053654,-26.23906551086835,-40.56725294607045
spm,wages_account_split,2.0,-0.1556695560460497,,-141.13528175540492,-121.92234753726063,-110.39921494534792,-98.73835787684668,-130.23983332231268,-146.1371780391948,-112.926195190233,-113.02323684938263,,-7.898411362788271,-17.66347370420681,-23.505018398896276,-27.908122315944496,-64.29322083046856
spm,wages_eps3,0.0,3.405720575948436,3.405720575948409,3.405720575948409,3.405720575948409,3.405720575948409,3.405720575948409,3.4057205759484406,3.40572057594841,3.4057205759484406,3.40572057594841,3.405720575948409,3.405720575948409,3.405720575948409,3.405720575948409,3.405720575948409,3.405720575948409
