measure,channel,decile,bn
money,renters_metro_local_high,4,-4.776232727951779
money,renters_metro_local_high,5,-4.617549952156943
money,renters_metro_local_high,6,-4.736248401394791
money,renters_metro_local_high,7,-4.548883770283934
money,renters_metro_local_high,8,-4.51557053576014
money,renters_metro_local_high,9,-4.95685674622133
money,renters_metro_local_high,10,-5.433640095340882
money,landlords_intp_metro_local_high,1,0.19997336494578188
money,landlords_intp_metro_local_high,2,0.47598520847794185
money,landlords_intp_metro_local_high,3,0.7935143749942899
money,landlords_intp_metro_local_high,4,1.0952566346232322
money,landlords_intp_metro_local_high,5,1.440330636621633
money,landlords_intp_metro_local_high,6,1.9028219154045747
money,landlords_intp_metro_local_high,7,2.63836901744827
money,landlords_intp_metro_local_high,8,3.698795773064592
money,landlords_intp_metro_local_high,9,6.178135604863384
money,landlords_intp_metro_local_high,10,36.81244321628859
money,landlords_scf_metro_local_high,1,0.7212493539419292
money,landlords_scf_metro_local_high,2,0.3887179425923734
money,landlords_scf_metro_local_high,3,0.6749196917584706
money,landlords_scf_metro_local_high,4,1.308140809290914
money,landlords_scf_metro_local_high,5,2.0574069876705177
money,landlords_scf_metro_local_high,6,2.1375769041531054
money,landlords_scf_metro_local_high,7,2.192768560091313
money,landlords_scf_metro_local_high,8,3.961089760504227
money,landlords_scf_metro_local_high,9,7.2967757022365385
money,landlords_scf_metro_local_high,10,34.49698003449316
money,landlords_mid_metro_local_high,1,0.46061135944385656
money,landlords_mid_metro_local_high,2,0.43235157553516085
money,landlords_mid_metro_local_high,3,0.73421703337638
money,landlords_mid_metro_local_high,4,1.2016987219570698
money,landlords_mid_metro_local_high,5,1.7488688121460854
money,landlords_mid_metro_local_high,6,2.0201994097788347
money,landlords_mid_metro_local_high,7,2.4155687887697983
money,landlords_mid_metro_local_high,8,3.829942766784424
money,landlords_mid_metro_local_high,9,6.737455653549963
money,landlords_mid_metro_local_high,10,35.65471162539071
money,owner_value_stock_metro_local_high,1,146.91522458317957
money,owner_value_stock_metro_local_high,2,135.1340050539705
money,owner_value_stock_metro_local_high,3,156.65360341954084
money,owner_value_stock_metro_local_high,4,176.47191329341
money,owner_value_stock_metro_local_high,5,200.22394198700547
money,owner_value_stock_metro_local_high,6,231.16741056006012
money,owner_value_stock_metro_local_high,7,270.2221273179469
money,owner_value_stock_metro_local_high,8,332.362790022388
money,owner_value_stock_metro_local_high,9,431.8981983922212
money,owner_value_stock_metro_local_high,10,774.2571055511411
money,renters_national_uniform_high,1,-6.99792942439403
money,renters_national_uniform_high,2,-5.679989436520263
money,renters_national_uniform_high,3,-5.379665248493011
money,renters_national_uniform_high,4,-5.0316892578314985
money,renters_national_uniform_high,5,-4.6901810307869845
money,renters_national_uniform_high,6,-4.718228376573863
money,renters_national_uniform_high,7,-4.416083286421076
money,renters_national_uniform_high,8,-4.192819416479581
money,renters_national_uniform_high,9,-4.4095692820157515
money,renters_national_uniform_high,10,-4.957273695342946
money,landlords_intp_national_uniform_high,1,0.18664431627526892
money,landlords_intp_national_uniform_high,2,0.4442588332580906
money,landlords_intp_national_uniform_high,3,0.7406233725954545
money,landlords_intp_national_uniform_high,4,1.0222532674320357
money,landlords_intp_national_uniform_high,5,1.3443266654809627
money,landlords_intp_national_uniform_high,6,1.7759909950536612
money,landlords_intp_national_uniform_high,7,2.4625108522677484
money,landlords_intp_national_uniform_high,8,3.4522557956289144
money,landlords_intp_national_uniform_high,9,5.766337412676208
money,landlords_intp_national_uniform_high,10,34.35874220743951
money,landlords_scf_national_uniform_high,1,0.6731751129305098
money,landlords_scf_national_uniform_high,2,0.362808290187815
money,landlords_scf_national_uniform_high,3,0.6299335136113166
money,landlords_scf_national_uniform_high,4,1.2209478347682785
money,landlords_scf_national_uniform_high,5,1.9202723353574633
money,landlords_scf_national_uniform_high,6,1.9950985966037764
money,landlords_scf_national_uniform_high,7,2.046611501282234
money,landlords_scf_national_uniform_high,8,3.6970668081458133
money,landlords_scf_national_uniform_high,9,6.810415538725297
money,landlords_scf_national_uniform_high,10,32.197614186495535
money,landlords_mid_national_uniform_high,1,0.4299097146028891
money,landlords_mid_national_uniform_high,2,0.4035335617229523
money,landlords_mid_national_uniform_high,3,0.6852784431033886
money,landlords_mid_national_uniform_high,4,1.1216005511001546
money,landlords_mid_national_uniform_high,5,1.6322995004192182
money,landlords_mid_national_uniform_high,6,1.885544795828705
money,landlords_mid_national_uniform_high,7,2.2545611767749985
money,landlords_mid_national_uniform_high,8,3.5746613018873905
money,landlords_mid_national_uniform_high,9,6.288376475700805
money,landlords_mid_national_uniform_high,10,33.27817819696757
money,owner_value_stock_national_uniform_high,1,146.7529263879672
money,owner_value_stock_national_uniform_high,2,148.40159240748997
money,owner_value_stock_national_uniform_high,3,173.73063124473768
money,owner_value_stock_national_uniform_high,4,196.75743727488464
money,owner_value_stock_national_uniform_high,5,219.6854048428776
money,owner_value_stock_national_uniform_high,6,247.69183571773064
money,owner_value_stock_national_uniform_high,7,284.30351284183104
money,owner_value_stock_national_uniform_high,8,335.6308026713111
money,owner_value_stock_national_uniform_high,9,419.9209839504445
money,owner_value_stock_national_uniform_high,10,707.7058308308119
money,consumer_prices_side_view,1,1.014848048473029
money,consumer_prices_side_view,2,1.0149036834741672
money,consumer_prices_side_view,3,1.2983342415607024
money,consumer_prices_side_view,4,1.2984082360717697
money,consumer_prices_side_view,5,1.840725197421097
money,consumer_prices_side_view,6,1.8407774699390775
money,consumer_prices_side_view,7,2.5830204563432053
money,consumer_prices_side_view,8,2.5831962557288324
money,consumer_prices_side_view,9,5.144973106370228
money,consumer_prices_side_view,10,5.144196378537806
